科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"53,495,225.27","54,697,730.36","37,574,951.31","60,097,740.24","77,944,700.68","15,617,278.08","26,999,221.11","48,881,244.96","78,460,159.48","19,533,043.33","49,257,278.11","69,521,986.95","99,797,896.82","35,864,935.09","77,402,470.86","111,673,734.39","166,635,364.52","46,881,149.52","64,102,442.77","94,324,177.51","127,148,341.68","30,767,764.73","43,982,004.48","66,455,796.41","91,646,520.64","28,031,476.83","39,674,326.56","69,885,554.41","101,788,829.35","38,591,107.62","61,524,006.55","82,198,837.05","120,460,402.98","33,733,684.09","61,088,014.57","89,195,545.78","133,279,129.11"
收到其他与筹资活动有关的现金,,,,,,,"4,609.16","4,609.16","4,609.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"54,073,011.41","72,863,648.50","30,775,548.85","54,333,183.55","73,395,966.19","17,901,631.32","40,713,556.52","58,290,185.33","87,100,701.12","20,505,432.05","45,959,433.76","72,657,839.03","105,419,451.79","31,311,793.39","62,052,477.08","95,162,902.39","138,855,371.90","28,675,817.26","54,728,565.88","85,662,481.59","123,567,360.15","27,849,344.77","65,864,019.71","103,150,246.73","140,175,248.74","30,773,139.01","66,094,265.85","264,551,805.23","318,173,699.49","47,062,714.57","101,835,844.90","172,330,201.93","220,883,819.79","35,526,115.09","75,415,253.22","128,341,787.97","208,300,935.64"
筹资活动现金流入小计,"91,172,198.15","25,000,000.00","30,000,000.00","35,000,000.00","1,251,190,775.29",,"4,609.16","4,609.16","4,609.16",,,,,,,,,,"15,589,728.00","15,589,728.00","15,589,728.00",,,,,,,"270,500,000.00","270,500,000.00","32,478,269.20","46,581,721.34","188,158,049.84","232,819,809.83",,,"25,723,938.91","961,977,935.96"
经营活动现金流出小计,"316,225,032.00","472,287,553.65","243,860,677.90","367,056,161.72","506,232,902.12","169,982,288.48","352,251,743.38","535,825,660.05","772,445,366.78","203,117,303.24","396,027,742.60","599,325,279.81","831,557,274.50","284,056,552.87","534,362,140.09","799,878,872.41","1,124,174,973.11","321,929,397.98","520,443,295.18","768,355,026.03","1,036,720,551.39","310,691,197.92","505,619,494.09","764,134,887.59","985,424,728.42","260,109,634.74","450,120,646.62","858,421,732.21","1,137,642,516.79","293,181,031.07","539,151,501.35","800,827,269.97","1,074,884,301.30","299,565,323.35","502,934,803.09","783,100,787.98","1,134,445,737.12"
偿还债务支付的现金,"5,000,000.00","55,000,000.00","20,000,000.00","30,000,000.00","35,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,"268,000,000.00",,"46,581,721.34","46,581,721.34","46,581,721.34",,"91,939,148.49","91,939,148.49","91,939,148.49"
经营活动产生的现金流量净额,"136,049,845.60","88,150,833.63","9,413,879.96","78,655,797.61","184,690,312.79","3,336,762.68","18,376,284.42","57,323,517.32","131,118,522.79","-34,500,435.02","45,441,524.13","54,558,971.44","241,376,594.31","-26,040,664.84","39,387,881.44","102,987,925.91","354,094,599.10","-53,901,835.60","59,406,423.47","85,802,494.61","217,554,951.56","-104,816,060.67","-57,884,410.03","-67,070,005.03","84,754,281.03","-20,547,681.70","87,006,208.44","122,709,903.53","300,867,242.55","12,320,961.62","75,111,858.09","170,096,057.81","302,550,028.82","-50,873,005.67","12,688,490.07","85,370,088.01","249,017,833.50"
分配股利、利润或偿还利息支付的现金,"170,874,450.10","64,697,333.54","7,423,604.00","92,646,309.00","101,577,032.50","238,950.00","23,982,015.00","23,982,015.00","64,519,665.00",,"25,867,370.00","85,520,000.00","85,520,000.00",,"44,318,978.42","160,482,459.89","160,350,000.00",,"104,018,880.33","224,996,379.76","224,490,000.00",,,"167,310,804.68","167,310,804.68","3,564,440.48","3,564,440.48","21,836,849.60","34,856,493.09","143,304.51","8,246,486.73","13,446,266.09","14,201,167.88","999,838.23","1,345,398.51","1,368,611.52","1,886,041.24"
收回投资收到的现金,"1,082,489.73","40,494,300.00","4,620,694.85","4,620,694.85","4,620,694.85","2,059,482.97","2,059,482.97","2,059,482.97","2,059,482.97","938,882.25","938,882.25","938,882.25","938,882.25","769,748.40","769,748.40","769,748.40","769,748.40","324,748.40","324,748.40","324,748.40","324,748.40","61,800.00","61,800.00","61,800.00","61,800.00","10,000,000.00","23,000,000.00","85,606,160.00","205,532,255.00","48,991,742.75","100,770,761.18","156,896,466.18","483,676,466.18","241,000,000.00","401,300,000.00","659,300,000.00","991,109,700.00"
支付其他与筹资活动有关的现金,,"1,054,151.66","403,267.90","841,695.40","4,635,096.18","740,575.64","1,571,768.24","1,571,768.24","1,571,768.24",,"284,282.41","284,282.41","284,282.41",,,,"132,459.89",,,,"506,379.76",,,,,,,,,,,,,,"9,590,002.95","9,590,002.95",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"135,250.00","363,638.56","686,546.75","1,949,443.99","294,243.76","928,965.26","2,013,552.08","3,806,631.24","1,673,517.44","3,359,371.49","5,952,990.70","7,307,557.27"
筹资活动现金流出小计,"175,874,450.10","120,751,485.20","27,826,871.90","123,488,004.40","141,212,128.68","979,525.64","45,553,783.24","45,553,783.24","86,091,433.24",,"26,151,652.41","85,804,282.41","85,804,282.41",,"44,318,978.42","160,482,459.89","160,482,459.89",,"104,018,880.33","224,996,379.76","224,996,379.76",,,"167,310,804.68","167,310,804.68","3,564,440.48","3,564,440.48","21,836,849.60","302,856,493.09","143,304.51","54,828,208.07","60,027,987.43","60,782,889.22","999,838.23","102,874,549.95","102,897,762.96","93,825,189.73"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"28,390.00","28,390.00","28,390.00",,"32,815.00","32,815.00","33,015.00",,,,"27,693.00",,,,"180,190.54",,"6,050.00","7,163.50","7,163.50",,"12,811.00","18,311.00","18,311.00",,"768,680.00","771,911.50","783,191.50",640.00,640.00,"103,582.26","103,582.26",,737.00,737.00,"90,732.09"
筹资活动产生的现金流量净额,"-84,702,251.95","-95,751,485.20","2,173,128.10","-88,488,004.40","1,109,978,646.61","-979,525.64","-45,549,174.08","-45,549,174.08","-86,086,824.08",,"-26,151,652.41","-85,804,282.41","-85,804,282.41",,"-44,318,978.42","-160,482,459.89","-160,482,459.89",,"-88,429,152.33","-209,406,651.76","-209,406,651.76",,,"-167,310,804.68","-167,310,804.68","-3,564,440.48","-3,564,440.48","248,663,150.40","-32,356,493.09","32,334,964.69","-8,246,486.73","128,130,062.41","172,036,920.61","-999,838.23","-102,874,549.95","-77,173,824.05","868,152,746.23"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"5,628.03","-7,609.69","5,900.72","-56,609.59","-13,549.26","-79,263.01","-137,666.30","-168,048.21","-31,990.47","-98,922.74","-242,937.26","-462,723.99","-39,278.29","-28,300.72","-35,806.93","-185,248.96","-41,440.89","-230,865.63","-254,931.06","-281,206.54","27,498.87","1,113.00","-41,246.29","-115,867.85","25,363.85","-16,736.89","246,044.63","299,700.32","-230,036.47","5,529.33","10,738.99","301,599.51","-46,199.44","-100,005.39","-143,303.81","-273,081.82"
收到其他与投资活动有关的现金,,,,,,"470,250.00","3,615,510.33","4,466,010.33",,,,,,,,,,,,,,,,,,,,,,,"446,581.10","337,053.38",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,082,489.73","40,494,300.00","4,649,084.85","4,649,084.85","4,649,084.85","2,529,732.97","5,707,808.30","6,558,308.30","2,092,497.97","938,882.25","938,882.25","938,882.25","966,575.25","769,748.40","769,748.40","769,748.40","949,938.94","324,748.40","330,798.40","331,911.90","331,911.90","61,800.00","74,611.00","80,111.00","80,111.00","10,135,250.00","24,132,318.56","87,064,618.25","208,264,890.49","49,286,626.51","102,146,947.54","159,350,653.90","487,586,679.68","242,673,517.44","404,660,108.49","665,253,727.70","998,507,989.36"
五、现金及现金等价物净增加额,"-21,066,013.48","21,310,883.79","11,121,530.35","-10,565,186.56","1,293,341,299.34","-1,379,334.00","-26,249,065.31","10,947,502.42","35,208,524.28","-96,443,332.60","-57,760,689.32","-156,849,086.84","-1,335,857.32","-77,889,595.97","-135,014,723.06","-245,039,101.32","-49,755,973.28","-99,682,528.66","-92,170,000.09","-200,187,957.42","-80,333,765.51","-135,436,519.84","-97,081,384.02","-285,873,245.06","-140,895,817.77","-522,076,770.11","-460,618,862.14","-711,326,919.33","-796,580,762.04","-158,844,781.57","-148,576,481.90","-49,526,063.95","98,472,298.40","-209,446,595.46","-347,661,639.74","-286,824,065.42","730,645,370.59"
购建固定资产、无形资产和其他长期资产支付的现金,"32,733,359.13","6,967,697.82","2,458,508.00","2,837,572.27","3,860,652.35","1,242,877.39","3,190,939.13","6,308,600.57","10,808,741.94","61,923,707.11","76,832,138.30","125,529,972.46","156,642,272.08","52,063,652.84","130,309,325.36","187,762,760.41","243,808,054.07","45,929,052.17","63,112,255.60","76,598,981.11","88,470,970.67","30,647,958.04","39,210,897.99","51,469,500.06","58,241,737.27","4,511,029.60","8,065,236.13","10,915,573.12","29,202,257.80","1,743,297.92","10,500,330.13","13,699,562.81","14,898,380.11","12,131,069.56","12,865,682.96","19,092,558.27","34,245,989.15"
期初现金及现金等价物余额,"92,320,967.22","71,254,953.74","92,565,837.53","92,565,837.53","92,565,837.53","1,385,907,136.87","1,385,907,136.87","1,385,907,136.87","1,385,907,136.87","1,421,115,661.15","1,421,115,661.15","1,421,115,661.15","1,421,115,661.15","1,419,779,803.83","1,419,779,803.83","1,419,779,803.83","1,419,779,803.83","1,370,023,830.55","1,370,023,830.55","1,370,023,830.55","1,370,023,830.55","1,289,690,065.04","1,289,690,065.04","1,289,690,065.04","1,289,690,065.04","1,148,794,247.27","1,148,794,247.27","1,148,794,247.27","1,148,794,247.27","352,607,364.20","352,213,485.23","352,213,485.23","352,213,485.23","450,685,783.63","450,685,783.63","450,685,783.63","450,685,783.63"
投资支付的现金,"40,762,737.73","4,620,694.85","2,648,429.77","2,550,393.07","2,059,482.97","5,009,877.36","1,513,781.81","938,882.25","938,882.25","926,082.25","1,058,382.25","769,748.40","769,748.40","515,748.40","515,748.40","515,748.40","324,748.40","134,948.40","134,948.40","61,800.00","61,800.00","61,800.00","61,800.00","61,800.00","61,800.00",,"56,848,000.00","135,553,000.00","220,916,607.97","250,814,000.00","307,094,000.00","493,414,000.00","728,990,000.00","388,070,000.00","649,170,000.00","941,038,195.00","1,119,138,195.00"
期末现金及现金等价物余额,"71,254,953.74","92,565,837.53","103,687,367.88","82,000,650.97","1,385,907,136.87","1,384,527,802.87","1,359,658,071.56","1,396,854,639.29","1,421,115,661.15","1,324,672,328.55","1,363,354,971.83","1,264,266,574.31","1,419,779,803.83","1,341,890,207.86","1,284,765,080.77","1,174,740,702.51","1,370,023,830.55","1,270,341,301.89","1,277,853,830.46","1,169,835,873.13","1,289,690,065.04","1,154,253,545.20","1,192,608,681.02","1,003,816,819.98","1,148,794,247.27","626,717,477.16","688,175,385.13","437,467,327.94","352,213,485.23","193,762,582.63","203,637,003.33","302,687,421.28","450,685,783.63","241,239,188.17","103,024,143.89","163,861,718.21","1,181,331,154.22"
