科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流出小计,"162,046,347.96","10,059,111.12","58,577,299.98","32,569,178.87","39,999,145.65","10,032,225.47","33,000,000.00","4,316,369.39","40,501,983.43","39,177,025.63","21,974,719.15","42,410,166.82","57,271,244.73","19,399,026.41","19,399,026.41","1,192,487.72","1,332,011.86"
处置固定资产、无形资产和其他长期资产收回的现金净额,"472,595.79","1,203,848.30","13,759,610.40","3,057,926.00","3,057,926.00","3,057,926.00","29,786,104.31",,,,"287,348.21",,"61,000.00","18,182,285.72","18,183,450.00",,
筹资活动产生的现金流量净额,"-110,200,925.97","3,098,055.81","-58,577,299.98","-32,569,178.87","376,000,854.35","405,967,774.53","434,199,475.94","1,493,491.43","-35,261,983.43","-33,937,025.63","-16,318,933.77","-37,525,087.06","-51,826,164.97","-3,230,431.30","-2,723,308.62","1,186,231.49","1,438,219.14"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,"120,000,000.00",,,"1,780,560.00","20,854,000.00","1,854,000.00","1,649,700.00","30,000,000.00","330,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"472,595.79","1,203,848.30","13,759,610.40","3,057,926.00","3,057,926.00","3,057,926.00","29,786,104.31",,"120,000,000.00",,"13,965,189.08","3,753,783.06","25,369,150.96","28,717,885.62","37,767,700.67","31,058,397.00","339,789,503.99"
五、现金及现金等价物净增加额,"100,896,157.69","-6,431,939.68","83,617,701.57","28,447,489.04","481,377,649.95","184,208,425.55","261,196,489.67","-50,702,097.00","81,953,588.40","-45,253,579.85","-83,227,347.62","-15,957,207.49","-3,669,071.11","-8,347,674.74","-25,000,613.10","-12,524,042.33","294,485,327.25"
购建固定资产、无形资产和其他长期资产支付的现金,"9,525,656.82","8,079,054.99","13,021,839.20","1,438,609.36","2,304,900.34","6,418,405.37","10,505,791.85","17,718,814.81","25,505,712.18","33,877,964.95","35,728,789.15","8,018,682.98","34,331,780.82","54,444,945.47","62,222,641.17","20,822,153.35","31,262,613.63"
期初现金及现金等价物余额,"44,683,158.50","145,579,316.19","139,147,376.51","222,765,078.08","222,765,078.08","222,765,078.08","222,765,078.08","483,961,567.75","483,961,567.75","483,961,567.75","483,961,567.75","400,734,220.13","400,734,220.13","400,734,220.13","400,734,220.13","373,454,887.82","375,733,607.03"
投资支付的现金,,,,,,,"355,000,000.00",,,,"134,500,000.00",,,,"89,000,000.00",,"1,189,210.29"
期末现金及现金等价物余额,"145,579,316.19","139,147,376.51","222,765,078.08","251,212,567.12","704,142,728.03","406,973,503.63","483,961,567.75","433,259,470.75","565,915,156.15","438,707,987.90","400,734,220.13","384,777,012.64","397,065,149.02","392,386,545.39","375,733,607.03","360,930,845.49","670,218,934.28"
