科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
固定资产清理,,,,,"324,674.52","4,082,008.19",,,"-202,354.80","-178,829.57"
负债合计,"962,558,976.64","734,610,487.07","749,744,433.92",,"711,532,190.61","725,745,377.41","714,716,423.14","729,133,499.66","738,711,021.60","727,359,454.98"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"237,000,000.00","237,000,000.00","237,000,000.00",,"237,000,000.00","316,000,000.00","316,000,000.00","316,000,000.00","316,000,000.00","316,000,000.00"
油气资产,,,,,,,,,,
资本公积,"166,846,534.43","166,846,534.43","166,846,534.43",,"166,846,534.43","360,733,971.33","376,403,954.32","376,403,954.32","376,403,954.32","376,403,954.32"
无形资产,"213,150,571.95","242,538,831.49","235,999,952.40",,"234,643,677.28","233,299,062.42","232,567,258.86","231,988,661.62","268,413,002.60","266,841,778.20"
盈余公积,"14,325,409.58","20,278,033.23","24,472,054.98",,"24,472,054.98","24,472,054.98","26,440,239.42","26,440,239.42","26,440,239.42","26,440,239.42"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,"1,330,832.43","1,330,832.43","1,195,694.03","1,195,694.03","1,195,694.03","1,195,694.03"
未分配利润,"109,999,574.17","169,847,919.87","234,541,615.53",,"273,596,898.92","287,421,271.61","295,412,196.07","311,331,878.80","310,749,095.33","323,715,518.98"
长期待摊费用,"15,118,153.73","10,733,946.99","11,219,739.61",,"9,429,432.69","8,721,506.63","7,912,164.26","7,226,659.50","6,258,513.44","8,833,887.43"
少数股东权益,"6,421,866.70","6,889,744.27","7,519,380.37",,"7,887,050.72","7,959,283.93","7,842,327.96","8,407,604.90","8,355,507.47","8,474,464.45"
递延所得税资产,"21,031,785.71","23,451,249.85","29,462,285.35",,"23,652,188.80","24,424,519.34","25,893,896.40","20,547,933.46","22,701,434.17","21,099,890.11"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"1,052,850,195.26","964,762,572.36","976,093,590.23",,"987,888,244.61","1,030,460,801.74","1,061,155,914.24","1,089,609,446.62","1,137,738,865.27","1,167,272,627.79"
所有者权益(或股东权益)合计,"560,718,521.93","631,798,070.74","706,279,778.98","731,701,600.00","739,886,225.32","1,023,937,137.30","1,050,173,651.72","1,064,736,517.08","1,063,886,505.50","1,076,990,033.40"
资产总计,"1,523,277,498.57","1,366,408,557.81","1,456,024,212.90","1,483,800,600.00","1,451,418,415.93","1,749,682,514.71","1,764,890,074.86","1,793,870,016.74","1,802,597,527.10","1,804,349,488.38"
负债和所有者(或股东权益)合计,"1,523,277,498.57","1,366,408,557.81","1,456,024,212.90","752,099,000.00","1,451,418,415.93","1,749,682,514.71","1,764,890,074.86","1,793,870,016.74","1,802,597,527.10","1,804,349,488.38"
