科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"13,097,257.81","13,039,892.61","4,210,411.34","5,998,514.54","9,998,565.42","2,552,427.13","5,925,848.82","9,223,763.48","16,050,984.63","6,035,261.07","12,314,410.14","19,684,120.18","30,703,434.71","9,278,818.10","16,427,854.30","23,342,868.79","32,564,805.94","7,683,759.19","17,269,903.66","23,268,051.03","34,820,259.37","8,510,239.21","16,171,110.31","24,508,789.13","35,012,508.46","10,890,850.93","20,014,417.36","28,970,427.83","38,302,639.98","11,156,504.08","20,781,026.18","29,343,353.13","40,255,668.93","11,476,398.86","21,517,319.36","30,745,771.66","67,974,459.30"
取得借款收到的现金,"43,355,360.00","82,980,635.70","32,443,500.00","102,443,500.00","155,000,000.00","76,460,782.09","211,460,782.09","266,373,549.08","333,387,765.56","117,031,245.66","218,574,143.56","349,574,143.56","351,867,561.22","49,959,622.36","149,959,622.36","306,359,870.36","578,846,899.36","147,326,648.52","381,796,185.24","533,842,258.35","748,631,952.34","234,765,957.43","432,458,172.00","539,189,103.15","462,189,103.15","150,000,000.00","214,250,000.00","280,250,000.00","322,250,000.00","295,000,000.00","385,000,000.00","493,500,000.00","606,448,850.00","230,000,000.00","314,500,000.00","946,745,000.00","772,798,900.00"
支付的各项税费,"22,854,520.81","17,384,029.33","10,692,747.97","15,553,241.64","19,318,578.64","3,242,301.84","8,725,990.44","14,614,155.35","19,857,047.35","13,202,145.63","11,896,538.23","19,984,993.37","24,193,862.79","13,614,593.33","23,361,061.44","31,059,366.07","38,963,234.09","15,590,219.18","25,571,237.31","32,011,256.17","39,786,424.22","8,757,250.59","13,404,547.26","32,486,152.48","24,474,991.12","9,746,696.36","14,227,212.59","21,793,958.55","27,312,933.98","23,008,412.42","38,599,208.78","51,368,982.82","53,398,927.37","10,869,708.33","15,390,449.47","17,460,547.97","51,561,244.37"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"9,675,855.40","32,475,680.04","9,675,855.40","11,789,496.22","11,789,496.22","11,789,496.22","11,789,496.22",,"65,563,574.97","183,151,928.05","78,889,864.01","2,849,484.47","20,533,074.80","28,185,388.45","254,601,495.62","26,666,799.52","47,504,079.24","61,733,961.54","108,813,908.93","93,699,867.43","118,005,383.74","168,433,483.28","544,440,904.08"
支付其他与经营活动有关的现金,"26,239,209.79","17,872,692.04","12,462,654.23","27,051,804.17","24,149,980.08","19,375,360.11","24,984,226.95","35,256,468.55","49,390,596.40","14,346,778.59","53,364,375.14","116,381,305.25","23,871,655.59","22,801,778.92","67,321,883.66","49,159,769.20","33,009,183.79","22,703,965.91","45,433,037.03","56,792,281.44","100,706,808.64","53,771,634.36","147,161,225.95","77,248,139.37","105,871,105.23","7,852,951.17","29,818,396.77","75,271,090.28","50,285,188.48","54,447,984.27","125,024,345.15","112,016,488.17","144,066,304.21","69,725,004.71","87,407,588.39","26,390,834.87","335,068,844.67"
筹资活动现金流入小计,"43,355,360.00","82,980,635.70","32,443,500.00","102,443,500.00","693,000,000.00","76,460,782.09","216,360,782.09","273,053,549.08","333,387,765.56","117,031,245.66","218,574,143.56","349,574,143.56","351,867,561.22","49,959,622.36","161,235,477.76","341,635,550.40","592,522,754.76","159,116,144.74","394,785,681.46","548,031,754.57","762,821,448.56","234,765,957.43","498,021,746.97","722,341,031.20","541,078,967.16","153,339,484.47","235,273,074.80","308,925,388.45","587,441,495.62","331,716,699.52","442,904,079.24","565,633,961.54","725,924,898.93","323,699,867.43","432,505,383.74","1,123,192,496.98","1,370,807,229.18"
经营活动现金流出小计,"166,700,835.42","153,335,118.89","69,843,709.65","134,867,119.90","186,385,956.27","103,391,080.15","145,347,699.48","217,670,074.36","322,414,589.83","133,084,056.40","241,254,263.68","353,261,595.08","346,542,260.72","94,086,744.05","164,144,317.41","223,030,095.10","421,824,372.60","232,614,672.20","286,206,193.48","621,281,573.45","716,914,917.25","229,008,270.49","349,645,636.69","550,292,075.32","568,745,214.13","216,600,211.91","310,043,635.75","628,006,718.95","890,517,768.49","260,343,215.52","527,154,293.40","663,566,236.69","890,194,109.83","307,640,307.33","485,406,325.05","556,332,154.54","1,535,786,972.45"
偿还债务支付的现金,"56,310,000.00","79,745,995.70","27,479,575.14","71,390,000.00","111,390,000.00","90,000,000.00","90,000,000.00","90,000,000.00","233,000,000.00","30,000,000.00","191,469,524.32","310,945,729.44","265,986,303.45","90,392,183.02","196,177,519.70","285,776,204.70","416,776,204.70","63,000,000.00","229,000,000.00","284,000,000.00","457,153,957.32","227,880,025.70","414,540,025.70","525,290,025.70","661,790,025.70","264,133,954.43","359,772,112.63","384,779,948.50","584,363,679.29","195,976,864.97","245,226,864.97","275,226,864.97","302,226,864.97","310,000,000.00","485,000,000.00","708,568,330.00","820,088,340.00"
经营活动产生的现金流量净额,"11,870,012.86","-34,375,651.80","11,166,887.24","-12,132,990.38","-8,063,604.89","-73,105,902.62","-69,931,378.34","-98,777,475.38","-28,574,210.35","-78,636,022.69","-114,033,430.79","-96,078,774.32","-106,667,127.07","-12,501,290.83","24,440,218.99","-1,391,081.23","68,157,237.86","-59,955,324.93","-75,782,965.17","-314,411,969.76","-265,287,918.69","9,806,389.85","-52,014,452.43","-112,174,162.31","293,311,479.20","-3,216,816.71","116,896,070.76","343,356,297.60","366,502,057.66","-69,510,024.91","-127,363,281.25","-108,957,348.98","9,527,191.59","-94,012,422.24","-122,120,092.99","-52,406,712.29","16,260,017.53"
分配股利、利润或偿还利息支付的现金,"3,483,135.66","5,733,611.33","1,713,549.99","6,283,598.75","3,847,247.42","1,740,900.00","16,043,984.69","19,910,994.96","22,801,227.24","4,049,349.88","8,845,509.46","18,624,705.83","28,105,845.72","4,686,605.20","11,238,125.55","26,503,882.19","29,512,338.04","9,849,219.54","23,716,789.12","35,551,183.84","45,778,398.07","10,599,217.78","23,434,647.69","31,584,490.18","38,538,637.54","8,328,348.10","11,304,260.11","18,113,142.86","28,011,483.50","5,573,407.62","16,101,989.67","23,234,252.28","31,571,959.30","7,615,049.25","13,802,686.28","23,250,875.76","33,908,907.60"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"23,500,000.00","23,500,000.00",,,,,,,"8,560,000.00","8,560,000.00","8,560,000.00","16,067,393.83","164,595,836.52","164,595,836.52","164,595,836.52"
支付其他与筹资活动有关的现金,,"1,601,953.09","5,719,456.43",,"14,109,397.71",,"3,825,098.79","3,825,098.79","1,830,681.04",,,,"5,555,218.59",,"12,958,917.98","49,818,911.71","14,179,229.32","36,144,785.84","19,607,507.02","18,393,513.80","80,894,450.33","4,052,200.84","9,948,076.82","27,015,646.12","56,082,198.11","10,885,968.10","43,648,230.62","59,743,399.54","49,159,962.92","27,598,071.99","28,787,859.31","97,660,171.72","229,072,325.97","30,992,256.28","37,812,950.08","68,347,162.30","373,844,515.62"
取得投资收益收到的现金,,,,,,,,,,,,,,,"7,799.51","7,799.51","7,799.51",,,,,,,,,,,,,,,,,,,,"290,429.99"
筹资活动现金流出小计,"59,793,135.66","87,081,560.12","34,912,581.56","77,673,598.75","129,346,645.13","91,740,900.00","109,869,083.48","113,736,093.75","257,631,908.28","34,049,349.88","200,315,033.78","329,570,435.27","299,647,367.76","95,078,788.22","220,374,563.23","362,098,998.60","460,467,772.06","108,994,005.38","272,324,296.14","337,944,697.64","583,826,805.72","242,531,444.32","447,922,750.21","583,890,162.00","756,410,861.35","283,348,270.63","414,724,603.36","462,636,490.90","661,535,125.71","229,148,344.58","290,116,713.95","396,121,288.97","562,871,150.24","348,607,305.53","536,615,636.36","800,166,368.06","1,227,841,763.22"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"97,400.00",,,,,,"41,740.00","93,740.00","6,680.00","88,470.34",,,,,,,,"1,714,336.00",,,"12,800,000.00","12,918,750.00","14,000,000.00","14,000,500.00","14,000,500.00","14,000,500.00",,"2,497,420.00","6,070,768.00","7,897,928.00","3,498,376.00","5,148,376.00","5,148,376.00","5,622,409.23"
筹资活动产生的现金流量净额,"-16,437,775.66","-4,100,924.42","-2,469,081.56","24,769,901.25","563,653,354.87","-15,280,117.91","106,491,698.61","159,317,455.33","75,755,857.28","82,981,895.78","18,259,109.78","20,003,708.29","52,220,193.46","-45,119,165.86","-59,139,085.47","-20,463,448.20","132,054,982.70","50,122,139.36","122,461,385.32","210,087,056.93","178,994,642.84","-7,765,486.89","50,098,996.76","138,450,869.20","-215,331,894.19","-130,008,786.16","-179,451,528.56","-153,711,102.45","-74,093,630.09","102,568,354.94","152,787,365.29","169,512,672.57","163,053,748.69","-24,907,438.10","-104,110,252.62","323,026,128.92","142,965,465.96"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,"93,740.00",,,,,,"51,226.80","1,587,538.64","16,568,248.77","20,222,038.93","-3,654,418.52",,,"76,293,883.92",,,,,,,,"161,866,243.07",,,,"256,523.35"
四、汇率变动对现金的影响,,,,,-88.56,,,,"-1,637.43",,,,"-2,302.66",,,,"-15,238.54",,"-16,286.26","27,209.49","100,675.31",,"79,215.24","-1,022,670.38","-1,046,785.54","13,251.07","-13,488.63","-28,444.52","96,804.68","-21,639.75","109,588.55","171,958.19","513,004.51","-218,821.08","-792,132.58","-1,269,756.95","-1,708,534.08"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,025,166.83","25,166.83",,,"510,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,"97,400.00",,,,,,"41,740.00","93,740.00","100,420.00","88,470.34",,"7,799.51","7,799.51","7,799.51","51,226.80","1,587,538.64","16,568,248.77","21,936,374.93","-3,654,418.52","23,500,000.00","36,300,000.00","89,212,633.92","14,000,000.00","14,000,500.00","17,025,666.83","14,025,666.83",,"11,057,420.00","15,140,768.00","178,324,171.07","19,565,769.83","169,744,212.52","169,744,212.52","170,765,199.09"
五、现金及现金等价物净增加额,"-7,230,583.60","-38,516,826.22","7,872,992.28","12,709,386.71","553,505,596.45","-184,672,759.57","-59,588,333.86","-41,769,518.08","-97,993,779.48","2,337,462.86","-115,178,897.06","-111,470,420.90","-110,409,954.60","-68,552,669.69","-67,816,151.11","-71,465,161.97","104,533,284.33","-27,926,903.35","-2,149,183.20","-174,570,893.79","-204,572,787.61","-26,950,552.18","-66,180,577.17","-52,000,169.33","41,106,822.18","-131,689,702.68","-68,430,611.35","-8,716,023.68","47,374,912.31","-17,484,369.84","-62,485,390.26","-27,552,255.17","243,511,829.66","-100,201,456.24","-57,906,810.32","-134,546,572.40","-71,181,411.78"
购建固定资产、无形资产和其他长期资产支付的现金,"2,662,820.80","40,250.00","24,924.16","24,924.16","1,284,175.73","96,286,739.04","96,148,654.13","102,309,498.03","142,743,803.98","2,050,150.23","14,693,180.05","30,690,638.87","51,244,052.67","10,932,213.00","20,493,884.14","36,987,232.05","75,866,108.31","18,144,944.58","47,863,733.65","82,597,756.99","135,492,879.77","25,337,036.62","42,644,694.68","68,745,791.29","84,516,581.80","12,477,350.88","19,862,164.92","27,549,096.14","32,429,758.06","521,060.12","13,967,669.00","15,416,234.70","20,050,075.95","128,544.65","128,544.65","187,527.65","9,601,576.65"
期初现金及现金等价物余额,"57,675,012.58","50,444,428.98","11,927,602.76",,"11,927,602.76","565,433,199.21","565,433,199.21","565,433,199.21","565,433,199.21","473,284,437.86","473,284,437.86","473,284,437.86","467,439,419.73","357,029,306.50","357,029,465.13","357,029,465.13","357,029,465.13","461,562,749.46","461,562,749.46","461,562,749.46","461,562,749.46","256,989,961.85","256,989,961.85","256,989,961.85","256,989,961.85","300,725,937.05","298,096,784.03","298,096,784.03","298,096,784.03","345,471,696.34","345,471,696.34","345,471,696.34","345,471,696.34","588,983,526.00","588,983,526.00","588,983,526.00","588,983,526.00"
投资支付的现金,,,,,,,,,"5,843.30",,"4,805,136.00","4,805,136.00","4,805,136.00",,"12,631,200.00","12,631,200.00","19,805,388.89",,"2,535,122.08","4,243,682.23","4,823,682.23",,"40,913,256.92","40,522,029.41","40,522,029.41",,,"158,000,000.00","196,916,884.71","50,000,000.00","84,614,743.60","87,000,000.00","37,428,153.60","500,000.00","500,000.00","500,000.00","1,400,000.00"
期末现金及现金等价物余额,"50,444,428.98","11,927,602.76","19,800,595.04",,"565,433,199.21","380,760,439.64","505,844,865.35","523,663,681.13","467,439,419.73","475,621,900.72","358,105,540.80","361,814,016.96","357,029,465.13","288,476,636.81","289,213,314.02","285,564,303.16","461,562,749.46","433,635,846.11","459,413,566.26","286,991,855.67","256,989,961.85","230,039,409.67","190,809,384.68","204,989,792.52","298,096,784.03","169,036,234.37","229,666,172.68","289,380,760.35","345,471,696.34","327,987,326.50","282,986,306.08","317,919,441.17","588,983,526.00","488,782,069.76","531,076,715.68","454,436,953.60","517,802,114.22"
