科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付的各项税费,"28,169,147.24","20,473,104.66","28,941,669.32",,"14,248,527.53","23,831,581.34","27,838,272.35","5,048,947.99","8,944,678.99","13,775,101.71","24,731,516.26","7,743,918.59","15,105,324.67","23,178,410.22","31,017,510.85","9,588,466.92"
收到其他与筹资活动有关的现金,,,,,,,,,,,"4,139,000.00",,,,"500,000.00","2,290,000.00"
支付其他与经营活动有关的现金,"21,562,517.30","22,130,157.17","18,682,070.97",,"8,886,631.02","15,222,966.70","23,020,727.99","5,878,184.91","15,609,108.61","24,749,816.04","31,468,072.97","7,864,487.33","19,035,088.20","26,941,260.66","36,701,471.82","6,243,564.57"
筹资活动现金流入小计,"56,386,188.43","48,800,000.00","53,000,000.00",,,"147,000,000.00","154,000,000.00",,"30,000,000.00","40,000,000.00","44,139,000.00",,"43,000,000.00","48,000,000.00","51,500,000.00","2,290,000.00"
经营活动现金流出小计,"456,321,747.76","455,991,060.54","471,795,533.58",,"228,374,970.88","349,400,082.67","474,605,506.46","165,654,882.49","331,147,878.15","497,097,756.02","625,088,827.78","183,135,138.47","348,458,303.50","537,359,091.67","653,070,530.13","151,345,243.25"
偿还债务支付的现金,"35,336,188.43","41,850,000.00","65,400,000.00",,"5,000,000.00","13,000,000.00","53,000,000.00",,,"5,000,000.00","12,000,000.00",,"35,000,000.00","40,000,000.00","40,000,000.00",
经营活动产生的现金流量净额,"37,217,130.45","25,933,066.87","50,399,581.94","4,253,600.00","14,745,643.31","23,091,003.43","41,081,970.68","-1,341,052.76","18,329,298.99","22,254,307.61","31,121,701.44","27,675,513.32","36,375,820.95","38,448,876.23","55,606,852.67","40,648,481.57"
分配股利、利润或偿还利息支付的现金,"8,938,572.64","3,717,579.93","3,605,966.09",,"1,189,699.45","1,755,703.90","2,030,901.81","143,549.97","30,343,456.62","30,864,840.35","31,353,466.18","192,237.79","7,793,792.90","16,509,090.81","17,083,728.52","591,056.24"
收回投资收到的现金,,,,,,,,,,"148,000,000.00",,,,,,
支付其他与筹资活动有关的现金,,,,,,"12,844,000.00","12,844,000.00",,,,,"152,312.92",,,,
取得投资收益收到的现金,,,,,,,,"506,630.14","966,443.84","1,178,268.28","1,452,003.09",,"341,142.42","566,006.73","566,006.73",
筹资活动现金流出小计,"44,274,761.07","45,567,579.93","69,005,966.09",,"6,189,699.45","27,599,703.90","67,874,901.81","143,549.97","30,343,456.62","35,864,840.35","43,353,466.18","344,550.71","42,793,792.90","56,509,090.81","57,083,728.52","591,056.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,465,620.25","97,921.05","114,911.66",,"16,220.00","458,547.86","557,117.89","84,967.34","84,967.34","192,831.42","192,831.42",,"274,295.28","279,467.69","527,660.16","206,902.91"
筹资活动产生的现金流量净额,"12,111,427.36","3,232,420.07","-16,005,966.09","-618,600.00","-6,189,699.45","119,400,296.10","86,125,098.19","-143,549.97","-343,456.62","4,135,159.65","785,533.82","-344,550.71","206,207.10","-8,509,090.81","-5,583,728.52","1,698,943.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-11,284.61","-21,718.88","273,813.64",,"78,322.40","99,157.66","343,727.80","-59,879.58","-251,474.85","-432,882.49","-577,897.45","-274,375.16","18,757.70","206,480.98","155,826.70","-178,615.93"
收到其他与投资活动有关的现金,,,,,,,,"67,000,000.00","114,000,000.00",,"180,000,000.00","30,000,000.00","42,000,000.00","67,000,000.00","67,765,808.20",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,465,620.25","97,921.05","114,911.66",,"16,220.00","458,547.86","557,117.89","67,591,597.48","115,051,411.18","149,371,099.70","181,644,834.51","30,000,000.00","42,615,437.70","67,845,474.42","68,859,475.09","206,902.91"
五、现金及现金等价物净增加额,"1,066,291.29","-7,200,301.46","22,459,267.90","-7,338,000.00","-9,366,868.31","94,245,229.11","1,325,407.40","-9,277,001.53","30,022,955.77","13,037,537.46","2,266,725.37","41,248,937.94","10,273,357.64","15,694,473.67","23,838,666.41","34,342,408.02"
购建固定资产、无形资产和其他长期资产支付的现金,"50,716,602.16","36,441,990.57","12,323,073.25",,"18,017,354.57","31,313,540.01","59,782,507.16","28,324,116.70","33,762,822.93","49,290,147.01","67,707,446.95","15,807,649.51","31,942,865.81","45,297,267.15","58,199,759.53","8,033,304.29"
期初现金及现金等价物余额,"16,851,359.43","17,917,650.72","10,717,349.26",,"33,176,617.16","33,176,617.16","33,176,617.16","40,099,004.97","34,502,024.56","34,502,024.56","34,502,024.56","37,647,499.66","36,768,749.93","37,647,499.66","36,768,749.93","60,607,416.34"
投资支付的现金,,,,,,"12,000,000.00",,,,"113,000,000.00",,,,,,
期末现金及现金等价物余额,"17,917,650.72","10,717,349.26","33,176,617.16",,"23,809,748.85","127,421,846.27","34,502,024.56","30,822,003.44","64,524,980.33","47,539,562.02","36,768,749.93","78,896,437.60","47,042,107.57","53,341,973.33","60,607,416.34","94,949,824.36"
