科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"525,666.00","766,185.39","1,348,057.02",,"7,043,705.39","5,297,930.93","2,822,139.07","2,992,327.55","3,589,741.08","5,693,247.68","147,493,766.53","8,089,094.88","8,755,390.68","8,649,338.56","9,417,659.25","10,514,191.21","10,505,235.49","9,021,356.33","9,199,518.23","9,867,368.76","9,356,221.84","10,119,781.27","8,836,478.76","9,228,444.90"
应付职工薪酬,,,"8,630,956.71",,"11,129,725.60","11,467,478.41","9,813,522.24","8,354,867.38","9,755,292.84","11,987,501.18","17,469,330.31","11,557,204.86","13,281,837.46","13,270,916.12","15,647,227.93","13,869,348.50","14,165,469.14","15,394,838.63","22,271,992.48","12,980,403.02","13,922,800.62","19,420,671.65","20,641,201.70","12,655,337.97"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"12,032,552.08","14,867,639.72","10,442,098.47",,"17,424,143.46","14,221,128.01","31,539,836.34","5,423,974.40","13,197,494.87","8,181,468.10","28,715,512.45","4,523,969.05","8,795,974.61","8,677,119.48","26,906,424.61","10,888,082.85","6,406,444.41","13,102,455.72","37,164,062.98","5,532,411.99","8,611,328.40","7,901,424.95","16,118,958.67","7,448,655.05"
应收利息,,,,,,,,,,,"1,190,000.00",,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"72,207,600.00",,,,,,,,,,,,,,,
存货,"141,812,631.66","100,543,851.53","205,107,733.52",,"273,726,628.91","279,873,768.23","236,716,936.74","275,740,760.88","269,219,191.81","286,254,567.11","278,013,216.28","323,396,171.75","350,556,545.29","369,323,690.71","353,381,265.04","434,095,916.51","488,056,619.67","478,342,781.99","402,854,493.81","498,233,468.79","509,696,053.14","510,029,655.95","442,820,282.02","434,883,792.69"
其他应付款,"69,042.70","132,220.88","1,551,849.63",,"120,995,369.06","3,713,709.90","4,523,579.02","1,929,224.12","1,559,090.24","250,042.42","1,252,985.84","1,397,921.91","1,541,443.10","1,112,132.85","1,953,013.71","792,480.07","1,197,689.48","732,492.99","3,247,514.57","721,318.68","728,176.48","217,203.49","6,094,845.83","3,792,856.92"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,"76,389.00","55,555.68","346,851.22","244,267.90","452,981.26","282,239.71","111,498.16","697,983.17",,,,,,
一年内到期的非流动负债,,,,,,,"47,100.00",,,,,,,,,,,,"19,897,500.00","19,897,500.00",,,"80,514,840.00","80,514,840.00"
其他流动资产,"1,540,000.00","2,675,849.05","14,383,003.56",,"248,190.41","217,577.62","239,058,307.59","257,179,712.89","7,259,229.56","5,288,740.69","561,077,113.95","644,924,038.83","15,473,387.31","13,771,411.89","463,459,030.67","581,426,082.40","676,532,601.23","710,285,890.91","699,253,902.45","708,667,168.75","551,041,791.88","566,847,919.84","549,742,556.44","749,428,503.92"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"267,655,607.53","355,663,117.61","630,727,925.09","667,603,619.12","1,544,463,229.31","1,426,591,448.04","1,539,453,729.94","1,343,659,538.63","1,399,350,447.68","1,354,127,198.32","1,637,120,588.63","1,591,021,123.79","1,562,541,466.78","1,570,298,110.00","1,687,387,188.79","1,691,723,831.92","1,610,777,806.68","1,670,862,790.26","1,780,204,620.78","1,746,204,674.60","1,729,846,726.60","1,689,705,768.95","1,775,658,879.62","1,726,205,757.12"
流动负债合计,"57,675,992.86","52,165,589.40","121,513,056.31","126,392,587.05","294,545,885.34","131,357,825.15","192,579,606.99","131,764,677.91","223,633,026.83","154,787,301.40","210,523,504.48","164,623,895.28","166,458,263.15","156,017,624.44","206,619,364.12","175,150,656.46","157,107,106.33","161,973,410.81","213,279,426.27","175,073,259.18","141,193,331.29","132,425,203.32","238,836,801.81","200,156,231.17"
可供出售金融资产,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,300,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","4,545,455.00","24,545,455.00","20,909,091.00","38,739,891.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"16,680,000.00","4,264,039.21","4,241,819.07","3,974,334.97","3,897,545.81","4,035,225.19","3,960,566.57","3,675,099.91","5,568,830.90","4,365,257.86","6,359,251.31","5,850,120.02","5,752,496.39","4,842,083.86","3,735,673.95","3,961,628.51","47,344,717.44","47,264,091.69","46,828,430.25"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"3,525,716.23","4,056,823.26","5,876,421.19",,"5,483,094.11","5,583,756.65","20,514,838.35","21,263,998.35","21,238,959.76","21,055,741.03","13,401,783.45","13,684,885.97","31,621,227.01","35,354,254.20","33,485,606.16","50,560,535.15","47,791,650.09","44,608,600.57","37,245,267.40","34,633,876.04","34,032,084.77","32,098,558.63","29,603,257.61","27,898,912.20"
递延所得税负债,,,,,,,"15,791,187.54","15,393,090.37","14,994,993.21","14,596,896.09","8,519,279.32","8,280,421.02","8,041,562.72","7,802,704.42","7,563,846.13","11,591,990.64","11,102,872.80","3,770,699.29","3,492,992.45","3,286,667.25","2,963,728.47","2,731,919.98","2,527,251.97","2,330,869.74"
在建工程,,,,,,,,,,,"18,712,196.65","18,976,050.71",,,,,,"21,675.35","85,629.91","89,484.61","89,484.61","117,226.33","156,915.24","237,116.88"
其他非流动负债,"3,000,000.00","3,000,000.00","9,660,000.00",,"6,660,000.00","6,660,000.00",,,,,,,,,,"139,282,500.00","99,487,500.00","99,487,500.00","79,590,000.00","79,590,000.00","80,514,840.00","80,514,840.00",,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,000,000.00","3,000,000.00","9,660,000.00","6,660,000.00","6,660,000.00","6,660,000.00","25,451,187.54","25,053,090.37","24,654,993.21","24,256,896.09","19,679,279.32","19,440,421.02","19,201,562.72","18,962,704.42","17,377,761.35","166,776,426.99","125,248,791.60","117,415,026.43","95,984,301.98","94,902,422.16","94,628,768.76","93,521,405.65","11,926,343.02","10,854,406.17"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"60,675,992.86","55,165,589.40","131,173,056.31","133,052,587.05","301,205,885.34","138,017,825.15","218,030,794.53","156,817,768.28","248,288,020.04","179,044,197.49","230,202,783.80","184,064,316.30","185,659,825.87","174,980,328.86","223,997,125.47","341,927,083.45","282,355,897.93","279,388,437.24","309,263,728.25","269,975,681.34","235,822,100.05","225,946,608.97","250,763,144.83","211,010,637.34"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"95,010,000.00","95,010,000.00","95,010,000.00","95,010,000.00","95,010,000.00","209,022,000.00","209,022,000.00","209,022,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00","418,044,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"88,212,684.06","88,212,684.06","88,212,684.06",,"686,692,684.06","686,692,684.06","686,692,684.06","686,692,684.06","686,692,684.06","572,680,684.06","572,680,684.06","572,680,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","363,658,684.06","345,687,008.56","345,687,008.56","345,687,008.56"
无形资产,"168,356.53","153,092.53","978,605.54",,"928,267.94","1,747,523.63","65,155,876.68","63,770,970.69","62,839,935.38","61,227,118.89","59,792,641.25","58,439,099.06","56,724,802.78","55,099,300.57","53,408,678.65","73,024,554.36","70,673,630.07","23,669,658.42","22,856,822.13","22,112,700.03","21,297,425.20","20,480,923.60","19,664,407.00","21,286,503.78"
盈余公积,"5,600,243.73","15,769,167.26","35,120,523.92",,"35,120,523.92","35,120,523.92","60,659,159.36","60,659,159.36","60,659,159.36","60,659,159.36","77,104,920.55","77,104,920.55","77,104,920.55","77,104,920.55","91,186,816.79","91,186,816.79","91,186,816.79","91,186,816.79","101,644,879.85","101,644,879.85","101,644,879.85","101,644,879.85","111,481,562.48","111,481,562.48"
开发支出,,,,,,,,,,,,,,,,"1,181,985.46","1,181,985.46","1,181,985.46","1,181,985.46","1,181,985.46","1,181,985.46","1,436,702.44","1,436,702.44","1,436,702.44"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,"102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35","102,294,256.35"
未分配利润,"43,663,042.92","126,837,826.47","308,662,343.35",,"434,742,292.69","498,035,536.30","547,491,503.37","568,441,704.06","535,220,826.60","557,927,875.13","642,420,846.45","650,810,188.01","621,088,770.89","644,324,090.78","697,763,244.38","708,599,768.65","681,640,870.35","709,857,191.10","770,675,231.61","772,791,304.44","786,384,177.39","826,836,804.85","873,209,831.44","875,347,561.85"
长期待摊费用,"1,487,027.84","712,689.68",,,"602,000.00","1,021,000.00","1,696,962.43","1,622,886.96","3,990,761.35","3,623,460.74","3,813,857.92","11,384,109.85","14,609,292.91","14,182,696.15","13,448,952.63","12,909,948.68","12,205,357.06","11,049,318.02","11,554,517.04","11,402,168.26","10,843,747.05","10,479,414.36","10,429,679.03","10,046,666.32"
少数股东权益,,,,,,,"25,019,523.78","24,221,515.98","23,083,227.98","21,958,825.56","22,877,769.62","21,440,343.92","21,821,386.10","20,508,343.21","18,283,695.16","25,965,509.02","24,911,488.54","8,970,924.55","6,353,988.31","6,323,624.11","6,365,432.93","10,182,709.66","10,599,611.53","10,884,480.28"
递延所得税资产,"315,255.44","399,544.11","585,655.82",,"1,294,794.65","1,252,841.11","1,818,218.49","2,273,618.04","2,549,478.90","2,351,676.81","2,194,339.19","2,418,244.69","3,128,340.25","3,055,908.94","3,505,568.17","4,216,328.65","3,887,462.76","4,432,607.66","2,279,562.61","2,819,292.11","2,970,725.92","2,812,034.63","3,255,433.45","2,436,794.60"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"145,010,000.00","145,010,000.00","145,010,000.00",,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,"1,952,748.68","970,512.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"5,496,356.04","5,322,149.58","7,440,682.55","7,440,797.36","8,308,156.70","26,285,121.39","93,449,935.16","248,183,293.11","249,603,470.36","247,165,543.28","116,950,043.65","123,862,956.85","124,758,762.86","128,260,990.76","125,514,063.47","257,546,859.96","250,884,461.81","200,010,598.22","189,340,124.76","185,269,436.81","183,216,792.87","241,609,288.78","236,966,582.49","252,175,785.82"
所有者权益(或股东权益)合计,"212,475,970.71","305,819,677.79","506,995,551.33","541,991,829.43","1,251,565,500.67","1,314,858,744.28","1,414,872,870.57","1,435,025,063.46","1,400,665,898.00","1,422,248,544.11","1,523,867,848.48","1,530,819,764.34","1,501,640,403.77","1,523,578,771.90","1,588,904,126.79","1,607,343,608.43","1,579,306,370.56","1,591,484,951.24","1,660,281,017.29","1,661,498,430.07","1,677,241,419.42","1,705,368,448.76","1,761,862,317.28","1,767,370,905.60"
资产总计,"273,151,963.57","360,985,267.19","638,168,607.64","675,044,416.48","1,552,771,386.01","1,452,876,569.43","1,632,903,665.10","1,591,842,831.74","1,648,953,918.04","1,601,292,741.60","1,754,070,632.28","1,714,884,080.64","1,687,300,229.64","1,698,559,100.76","1,812,901,252.26","1,949,270,691.88","1,861,662,268.49","1,870,873,388.48","1,969,544,745.54","1,931,474,111.41","1,913,063,519.47","1,931,315,057.73","2,012,625,462.11","1,978,381,542.94"
负债和所有者(或股东权益)合计,"273,151,963.57","360,985,267.19","638,168,607.64","675,044,416.48","1,552,771,386.01","1,452,876,569.43","1,632,903,665.10","1,591,842,831.74","1,648,953,918.04","1,601,292,741.60","1,754,070,632.28","1,714,884,080.64","1,687,300,229.64","1,698,559,100.76","1,812,901,252.26","1,949,270,691.88","1,861,662,268.49","1,870,873,388.48","1,969,544,745.54","1,931,474,111.41","1,913,063,519.47","1,931,315,057.73","2,012,625,462.11","1,978,381,542.94"
