科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流出小计,"2,508,832.52","43,167,699.47","74,771,630.39","48,562,195.00","101,894,004.06","108,934,464.06","125,924,004.06",,,,"154,339.40","37,695,116.44","41,317,820.37","41,317,820.37","41,650,303.33",
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,975.00",,,"3,371.47",,"7,846.15","8,000.00",,,,,,,,"98,926.62",
筹资活动产生的现金流量净额,"62,491,167.48","-13,167,699.47","28,178,369.61","356,398,097.47","306,125,995.94","299,085,535.94","282,095,995.94",,,"58,460,620.60","58,460,620.60","-37,695,116.44","-29,373,797.37","-29,373,797.37","1,050,293,667.11",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,"6,465,102.00",,,"45,000,000.00","120,000,000.00","258,500,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,975.00","6,465,102.00",,"3,371.47","45,132,520.55","120,501,687.10","259,504,546.44","30,069,041.10","30,069,041.10","30,065,133.11","30,069,041.10",,,,"98,926.62",
五、现金及现金等价物净增加额,"31,780,477.06","14,200,341.76","33,627,206.77","351,333,501.55","263,487,106.81","214,190,569.13","284,322,678.33","-56,027,410.20","-89,344,246.27","-64,001,179.47","-39,558,590.33","-76,596,892.38","-25,683,393.72","-69,859,996.77","1,035,809,543.69","-52,725,864.33"
购建固定资产、无形资产和其他长期资产支付的现金,"76,356,387.23","13,331,115.00","46,414,823.31","3,519,037.75","7,292,499.71","18,174,444.03","45,684,465.58","28,001,904.23","59,166,065.02","112,290,632.92","119,506,298.58","14,341,722.43","36,081,339.54","29,147,700.47","40,141,455.09","7,009,590.17"
期初现金及现金等价物余额,"25,112,645.34","56,893,122.40","71,093,464.16","104,720,670.93","104,720,670.93","104,720,670.93","104,720,670.93","389,043,349.26","389,043,349.26","389,043,349.26","389,043,349.26","354,484,758.93","349,484,758.93","349,484,758.93","349,484,758.93","1,390,294,302.62"
投资支付的现金,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"56,893,122.40","71,093,464.16","104,720,670.93","456,054,172.48","368,207,777.74","318,911,240.06","389,043,349.26","333,015,939.06","299,699,102.99","325,042,169.79","349,484,758.93","277,887,866.55","323,801,365.21","279,624,762.16","1,385,294,302.62","1,337,568,438.29"
