科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"11,449,425.85","24,662,497.06","41,080,746.43","12,689,883.26","25,419,983.44","35,723,409.47","44,002,557.94","13,913,304.91","25,818,366.36","39,535,779.93","49,634,999.41","16,282,922.46","33,324,622.09","47,813,715.34","62,857,926.20","25,250,968.14","45,509,982.31","67,189,012.78","91,175,454.67","26,602,892.53","51,000,232.46","72,939,218.35","94,875,332.08","23,209,592.69","45,126,688.44","65,925,966.11","90,349,593.43","46,732,228.50","106,872,213.55","204,462,826.06","306,398,934.34","77,601,942.02","177,277,979.93","311,171,917.45","550,141,761.62","259,272,574.08","547,455,767.80","865,459,910.40","1,210,396,283.30","338,852,870.72","655,221,341.57","1,052,881,595.04","1,670,228,466.38","420,340,126.67"
取得借款收到的现金,"34,000,000.00","143,550,000.00","179,250,000.00","17,250,000.00","17,250,000.00","57,250,000.00","104,500,000.00","40,000,000.00","65,000,000.00","115,000,000.00","170,000,000.00","87,700,000.00","122,700,000.00","190,000,000.00","215,450,000.00","50,000,000.00","118,000,000.00","165,000,000.00","236,730,000.00","120,000,000.00","220,000,000.00","480,000,000.00","530,000,000.00","105,000,000.00","150,000,000.00","317,000,000.00","412,000,000.00","176,870,575.12","304,515,338.76","681,927,116.73","828,061,687.88","358,906,928.57","647,295,885.75","1,090,110,934.75","1,699,922,588.30","735,174,857.30","1,248,264,263.29","2,100,590,947.61","2,772,177,764.77","575,506,946.11","1,387,459,784.33","2,454,299,097.59","3,995,333,885.32","1,498,101,973.90"
支付的各项税费,"19,915,214.29","31,714,772.29","60,100,055.08","24,150,365.59","62,068,518.78","112,770,957.83","130,746,903.25","20,874,703.94","43,071,834.39","46,878,484.17","35,326,929.23","13,419,122.48","23,515,848.47","37,635,194.03","64,939,307.22","24,023,316.80","58,255,750.20","82,987,539.88","105,653,021.88","25,188,137.93","39,166,593.86","43,126,827.91","46,100,222.18","5,871,028.25","10,201,047.59","13,705,910.89","16,021,691.56","12,489,483.51","54,193,905.55","78,337,838.40","158,768,159.18","23,169,859.65","95,460,414.14","133,157,580.99","300,122,312.84","67,029,856.61","162,197,565.92","238,974,842.42","431,332,280.53","118,075,362.23","296,031,601.58","426,032,156.20","624,046,849.06","117,994,608.93"
收到其他与筹资活动有关的现金,,,,,,,,,,,"9,543,864.85",,"1,243,425.29","1,313,032.27","1,581,782.53",,"130,701.58","188,472.88","780,710.65","15,602.76","33,988.08","157,155.39","172,461.03","1,768.09","11,955.48","13,090.89","16,805.20",,"2,350.32","150,469,604.16",,"1,599.26","8,614.64","15,197.71","465,526,110.00","119,460,000.00","240,355,326.51","429,361,894.14","861,992,697.97",,"35,252,669.74","935,568,413.68","959,274,684.41","366,713,586.83"
支付其他与经营活动有关的现金,"9,281,317.23","22,836,741.66","36,324,854.69","6,403,619.65","16,872,386.60","37,601,029.94","46,842,818.88","7,657,625.38","27,625,382.20","46,645,664.33","45,303,435.01","2,954,146.71","51,863,942.96","81,454,262.71","36,913,316.45","57,419,688.08","37,954,769.66","66,928,413.27","54,472,164.72","8,927,556.36","22,352,718.27","30,560,933.23","37,982,560.51","6,906,662.15","22,933,747.02","28,699,426.40","40,342,007.34","11,112,083.52","66,142,944.77","70,111,649.43","67,759,367.97","63,621,414.28","133,959,668.36","239,550,219.38","137,538,967.25","113,697,473.15","234,226,492.92","382,259,641.64","579,629,547.03","241,199,734.38","565,764,109.20","932,108,415.97","926,732,012.40","314,214,576.75"
筹资活动现金流入小计,"34,000,000.00","143,550,000.00","179,250,000.00","352,226,120.00","355,726,120.00","404,226,120.00","451,476,120.00","40,000,000.00","65,000,000.00","115,000,000.00","179,543,864.85","87,700,000.00","123,943,425.29","191,313,032.27","217,031,782.53","50,000,000.00","118,130,701.58","165,188,472.88","237,510,710.65","120,015,602.76","220,033,988.08","480,157,155.39","530,172,461.03","105,001,768.09","150,011,955.48","317,013,090.89","412,016,805.20","176,870,575.12","583,764,793.88","1,111,643,825.69","1,107,308,792.68","358,908,527.83","648,284,500.39","1,091,106,132.46","3,021,232,024.20","854,634,857.30","1,490,369,589.80","2,531,702,841.75","7,039,573,462.64","575,506,946.11","1,422,712,454.07","3,400,678,211.27","4,965,419,269.73","1,864,815,560.73"
经营活动现金流出小计,"126,676,682.98","279,403,235.93","548,160,674.18","203,352,796.26","400,499,338.85","677,890,765.18","797,915,933.57","185,764,540.47","401,146,064.88","491,439,250.73","631,935,007.42","118,813,014.11","395,702,365.06","645,352,518.74","903,451,110.35","254,829,524.18","572,280,962.71","1,028,196,399.56","1,410,897,300.37","387,398,912.90","743,478,541.90","942,673,559.01","1,248,853,484.49","311,233,213.88","557,611,958.52","886,778,545.48","1,221,990,589.68","260,710,763.16","1,134,532,507.26","2,006,269,877.12","2,734,815,478.72","624,754,170.01","1,527,694,089.55","2,129,312,015.44","4,310,719,495.20","1,723,398,465.24","4,276,494,140.16","6,544,196,418.17","9,037,292,427.44","3,039,173,920.82","5,343,898,770.00","8,473,920,871.60","12,839,621,633.73","3,626,373,656.64"
偿还债务支付的现金,"20,000,000.00","112,550,000.00","197,800,000.00","23,700,000.00","88,700,000.00","88,700,000.00","143,200,000.00",,"20,000,000.00","20,000,000.00","75,000,000.00","37,700,000.00","72,700,000.00","150,000,000.00","202,700,000.00","70,000,000.00","105,000,000.00","187,000,000.00","206,730,000.00","120,000,000.00","190,000,000.00","440,000,000.00","445,000,000.00","135,000,000.00","215,000,000.00","355,000,000.00","465,000,000.00","111,340,382.88","212,403,502.91","524,507,903.31","692,096,865.77","271,502,126.25","471,420,095.32","1,047,629,996.30","1,327,159,170.31","567,289,924.84","1,044,955,293.72","1,623,443,793.45","2,578,025,225.24","868,902,465.63","1,506,023,001.68","2,379,436,094.40","2,745,128,528.35","1,393,483,903.44"
经营活动产生的现金流量净额,"-7,283,445.88","8,220,734.43","56,116,562.18","52,982,771.74","106,296,827.16","87,244,453.39","183,399,715.91","15,500,351.06","47,074,409.38","47,455,291.27","120,021,409.14","12,726,599.34","35,848,584.99","88,482,724.48","209,513,807.24","43,177,958.29","65,026,554.31","22,572,900.65","132,804,788.92","19,843,747.36","45,406,113.56","128,143,825.90","149,008,752.00","13,739,369.88","69,876,635.72","126,863,000.94","148,964,201.47","-69,748,550.99","-54,558,205.61","-145,529,440.81","-170,784,686.89","74,674,142.90","106,011,759.56","242,718,982.19","200,807,406.93","7,262,952.66","109,990,717.40","-211,208,284.98","229,888,623.16","-282,140,926.21","145,144,671.22","-452,721,850.57","508,382,921.05","-285,921,205.59"
分配股利、利润或偿还利息支付的现金,"1,234,762.76","4,589,512.03","19,740,559.11","1,779,352.28","5,629,507.79","6,563,610.30","7,723,670.31","771,972.37","24,401,187.64","25,686,695.21","27,913,812.05","1,727,099.75","18,970,886.79","19,745,985.52","21,885,358.00","1,447,161.54","16,572,208.91","19,187,631.12","22,415,710.64","2,978,224.44","28,459,758.35","31,741,027.82","35,212,651.56","3,548,124.98","9,270,727.67","11,456,449.92","14,963,713.78","4,404,943.70","15,983,464.55","22,680,148.55","32,281,608.04","12,846,384.40","43,469,391.31","85,861,702.99","123,476,323.67","22,807,249.17","49,329,806.33","110,624,456.84","118,312,367.60","31,356,172.71","228,280,245.62","251,356,219.62","263,232,774.68","60,798,801.96"
收回投资收到的现金,,"257,725.16","523,308.77",,,,,"1,602,099.70","5,988,476.77","8,677,523.09","8,665,372.79",,,,"210,814,852.32",,"689,682.40","1,317,296.69","111,691,518.02","80,416,321.49","81,820,431.93","83,331,970.54","83,584,553.72","45,374,946.79","45,414,468.11","45,414,468.11","45,414,468.11",,"70,008.22","143,608.22",,,,,,,,"42,027,172.60","6,674,068.44",,"137,050,657.53","137,050,657.53",,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,"475,072.21",,,,,,,"900,000.00",,,,"349,056.59",,"522,895.20",,"33,686,101.48","300,095.34","630,095.34","630,095.34","181,282,624.86","209,342,875.34","445,530,356.87","486,104,653.61","1,009,225,255.25","357,688,892.76","292,126,263.08","402,525,279.98","558,152,090.66","401,892,126.78"
取得投资收益收到的现金,,"3,397,194.17","6,135,257.00",,,,,,,,"12,150.30",,,,,,,,,,,,,,,,,,,"315,506.85","758,347.94",,,,,,,,"2,625,931.56",,,,"247,075.59",
筹资活动现金流出小计,"21,234,762.76","117,139,512.03","217,540,559.11","25,479,352.28","94,329,507.79","95,263,610.30","150,923,670.31","771,972.37","44,401,187.64","45,686,695.21","102,913,812.05","39,427,099.75","91,670,886.79","169,745,985.52","224,585,358.00","71,922,233.75","121,572,208.91","206,187,631.12","229,145,710.64","122,978,224.44","218,459,758.35","471,741,027.82","481,112,651.56","138,548,124.98","224,270,727.67","366,456,449.92","480,312,770.37","115,745,326.58","228,909,862.66","547,188,051.86","758,064,575.29","284,648,605.99","515,519,581.97","1,134,121,794.63","1,631,918,118.84","799,440,049.35","1,539,815,456.92","2,220,172,903.90","3,705,562,848.09","1,257,947,531.10","2,026,429,510.38","3,033,317,594.00","3,566,513,393.69","1,856,174,832.18"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,700.00","558,180.00","910,812.00","42,995.20","58,676.30","58,676.30","1,293,133.00",,"47,120.53","29,714.32","209,900.00",,"155,515.24","213,837.24","12,600,322.00",,"3,935,911.09","4,014,640.56","1,588,045.22",25.73,"928,397.70","1,550,515.10","4,687,806.51","-43,565.28","1,806,892.62","2,708,820.58","5,231,548.33",,"16,120,775.98","23,828,383.40","28,851,405.40",,"16,085,000.00","16,685,000.00","16,169,322.77","200,000.00","937,474.17","1,201,579.75","3,375,779.75",,"21,825,971.92","2,165,907.00","411,832.91",
筹资活动产生的现金流量净额,"12,765,237.24","26,410,487.97","-38,290,559.11","326,746,767.72","261,396,612.21","308,962,509.70","300,552,449.69","39,228,027.63","20,598,812.36","69,313,304.79","76,630,052.80","48,272,900.25","32,272,538.50","21,567,046.75","-7,553,575.47","-21,922,233.75","-3,441,507.33","-40,999,158.24","8,365,000.01","-2,962,621.68","1,574,229.73","8,416,127.57","49,059,809.47","-33,546,356.89","-74,258,772.19","-49,443,359.03","-68,295,965.17","61,125,248.54","354,854,931.22","564,455,773.83","349,244,217.39","74,259,921.84","132,764,918.42","-43,015,662.17","1,389,313,905.36","55,194,807.95","-49,445,867.12","311,529,937.85","3,334,010,614.55","-682,440,584.99","-603,717,056.31","367,360,617.27","1,398,905,876.04","8,640,728.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,132,380.55",,"20,246,692.52","20,246,692.52","20,246,692.52",,,"7,035,374.29",,"29,373,030.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,-63.46,,,"-4,230.39","-176,300.35","-30,085.46",,,"-1,181,592.30","-19,212.77","78,827.14","1,120,685.76","-125,069.71","225,650.52","-74,963.22","506,380.70","240,128.34","1,122,952.64","541,953.18","1,397,897.14","7,897,111.32","-2,314,475.60","-13,328,952.37","-15,276,677.49","-30,235,790.71","-13,241,288.88"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00",,,,,"150,367,466.05","150,367,466.05","404,080,604.80","1,081,359,816.18",,"3,721,724.94","126,624,015.15",,"34,131,231.86","346,712,330.06","432,034,836.31","673,782,794.60","137,100,858.92","17,446,275.68","146,242,003.19","557,050,000.00","663,631,787.46"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"20,700.00","4,213,099.33","7,569,377.77","42,995.20","58,676.30","58,676.30","1,293,133.00","1,602,099.70","6,035,597.30","8,707,237.41","8,887,423.09",,"155,515.24","213,837.24","223,415,174.32",,"4,625,593.49","5,331,937.25","113,279,563.24","80,416,347.22","122,748,829.63","124,882,485.64","128,272,360.23","45,331,381.51","47,221,360.73","48,123,288.69","50,646,016.44","150,367,466.05","166,558,250.25","428,368,103.27","1,110,969,569.52",,"19,806,724.94","143,309,015.15","44,301,703.32","34,331,231.86","367,896,496.75","495,510,281.18","706,705,266.87","137,100,858.92","176,322,905.13","292,493,942.01","557,708,908.50","693,004,817.46"
五、现金及现金等价物净增加额,"-35,792,511.84","-9,516,825.76","-65,959,270.12","358,632,696.15","320,740,804.02","329,792,864.66","319,446,072.93","31,438,725.74","-23,775,222.14","-20,609,551.98","-69,371,245.22","-40,798,451.20","-100,139,540.53","-110,887,668.81","-54,163,852.30","-3,842,497.85","2,402,044.17","-115,575,218.65","-94,947,856.53","-41,388,386.26","-8,706,855.83","-8,363,866.47","15,862,053.65","-58,081,616.02","-66,749,318.30","-51,690,843.73","-41,156,307.49","111,275,096.55","380,014,654.94","121,306,400.92","53,923,817.92","65,010.84","33,498,057.23","90,787,080.60","622,830,175.93","-48,269,010.77","-116,366,052.76","-191,016,355.74","3,212,224,042.39","-1,855,001,261.19","-1,852,072,421.55","-1,877,360,519.69","-856,872,009.30","-1,190,706,631.89"
购建固定资产、无形资产和其他长期资产支付的现金,"41,295,003.20","48,361,147.49","91,354,650.96","21,139,838.51","44,576,061.65","64,183,639.73","162,797,706.31","24,891,752.65","89,979,901.01","138,581,245.28","267,405,990.08","101,797,950.79","168,416,179.26","221,151,277.28","268,839,258.39","25,098,222.39","63,808,596.30","102,480,898.31","201,729,145.24","58,685,859.16","98,436,028.75","187,802,075.19","228,302,567.70","38,575,925.06","64,588,542.56","132,233,774.33","126,288,967.93","30,449,854.28","86,919,148.06","222,861,616.33","256,380,212.39","73,781,553.77","149,697,231.82","168,668,484.62","179,222,880.48","128,245,145.88","513,313,482.97","630,396,856.93","558,438,373.51","863,715,783.31","1,201,583,345.22","1,401,479,604.79","2,225,580,672.78","899,481,428.10"
期初现金及现金等价物余额,"95,855,681.26","95,855,681.26","95,855,681.26","29,896,411.14","29,896,411.14","29,896,411.14","29,896,411.14","349,342,484.07","349,342,484.07","349,342,484.07","349,342,484.07","279,971,238.85","279,971,238.85","279,971,238.85","279,971,238.85","225,807,386.55","225,807,386.55","225,807,386.55","225,807,386.55","129,859,530.02","130,859,530.02","130,859,530.02","130,859,530.02","151,841,583.67","146,721,583.67","146,721,583.67","146,721,583.67","78,606,297.20","78,606,297.20","78,606,297.20","78,606,297.20","135,551,100.30","132,530,115.12","132,530,115.12","132,530,115.12","779,744,713.20","755,360,291.05","755,360,291.05","755,360,614.86","3,969,567,685.14","3,969,567,685.14","3,969,567,685.14","3,967,584,657.25","3,110,712,647.95"
投资支付的现金,,,,,"2,435,250.00","2,289,135.00","3,001,519.36",,"7,504,140.17","7,504,140.17","7,504,140.17",,,,"210,700,000.00",,,,"110,000,000.00","80,000,000.00","80,000,000.00","82,000,000.00","82,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,,"279,247,104.80",,"75,313,150.65","75,313,150.65","84,063,150.65","8,750,000.00","17,935,200.00","30,585,200.00","70,635,200.00","9,800,000.00","120,490,350.00","328,910,644.00","621,665,534.00","307,054,464.00","24,550,000.00"
期末现金及现金等价物余额,"60,063,169.42","86,338,855.50","29,896,411.14","388,529,107.29","350,637,215.16","359,689,275.80","349,342,484.07","380,781,209.81","325,567,261.93","328,732,932.09","279,971,238.85","239,172,787.65","179,831,698.32","169,083,570.04","225,807,386.55","221,964,888.70","228,209,430.72","110,232,167.90","130,859,530.02","88,471,143.76","122,152,674.19","122,495,663.55","146,721,583.67","93,759,967.65","79,972,265.37","95,030,739.94","105,565,276.18","189,881,393.75","458,620,952.14","199,912,698.12","132,530,115.12","135,616,111.14","166,028,172.35","223,317,195.72","755,360,291.05","731,475,702.43","638,994,238.29","564,343,935.31","3,967,584,657.25","2,114,566,423.95","2,117,495,263.59","2,092,207,165.45","3,110,712,647.95","1,920,006,016.06"
