科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"76,052,906.39","86,453,246.29","116,048,569.56","44,814,020.82","79,171,320.04","117,785,928.36","149,838,709.65","71,598,570.36","113,986,276.27","158,398,598.40","198,621,082.83","74,075,052.25","134,575,652.93","173,643,674.11","224,122,119.90","96,802,716.51","147,801,447.84","193,783,004.44","248,040,607.41","81,990,789.48","154,490,642.73","187,431,124.90","251,113,764.67","90,181,310.96","153,400,805.36","208,379,519.65","268,665,485.96","103,559,718.89","178,221,182.86","235,804,100.75"
取得借款收到的现金,"31,000,000.00","41,575,069.76","85,080,956.19","20,020,048.07","60,633,638.97","63,633,638.97","116,208,389.30",,"10,000,000.00","50,000,000.00","126,000,000.00","172,400,000.00","208,000,000.00","239,000,000.00","327,000,000.00","48,500,000.00","78,500,000.00","163,500,000.00","234,000,000.00","56,500,000.00","104,500,000.00","109,500,000.00","264,000,000.00","34,000,000.00","129,000,000.00","209,000,000.00","390,000,000.00","203,000,000.00","340,000,000.00","500,187,300.00"
支付的各项税费,"69,816,609.60","65,842,979.23","70,895,566.82","16,348,854.06","45,066,900.85","62,751,265.00","105,399,926.43","24,079,935.46","71,392,113.26","91,620,290.41","126,237,413.07","15,230,171.19","68,615,072.51","92,775,126.58","129,546,825.46","40,242,420.71","71,911,942.10","101,551,251.29","148,915,828.13","19,596,559.74","65,329,654.83","100,290,704.01","147,814,291.95","15,167,116.58","109,168,928.76","136,511,368.29","216,810,957.23","84,035,102.30","122,891,467.64","160,937,926.08"
收到其他与筹资活动有关的现金,,,,,,,"20,580,000.00",,,"14,781.42","67,848,450.00","1,449.04","13,000,000.00",,"16,500,000.00","1,501,464.90",,,,"2,000,000.00",,,"700,000.00","500,000.00","1,019,540.99","1,019,540.99",,,,"10,820,225.84"
支付其他与经营活动有关的现金,"33,025,882.93","22,953,570.25","23,607,174.99","6,849,215.56","17,029,464.68","23,212,714.72","25,986,520.33","9,385,504.82","18,899,127.83","34,530,290.35","32,598,832.44","108,501.71","18,550,198.21","28,256,212.32","49,453,506.27","4,397,136.28","32,486,673.37","50,274,230.28","42,726,224.27","10,993,815.39","32,737,556.93","34,145,450.38","45,445,676.80","13,490,821.47","19,780,792.18","29,024,307.85","44,989,187.39","51,235,995.93","34,702,314.05","42,393,881.17"
筹资活动现金流入小计,"31,010,000.00","41,575,069.76","275,080,956.19","20,020,048.07","60,633,638.97","740,473,369.10","824,025,889.30",,"10,000,000.00","50,014,781.42","193,848,450.00","172,401,449.04","221,000,000.00","239,000,000.00","343,500,000.00","50,001,464.90","78,500,000.00","393,300,000.00","466,400,000.00","58,500,000.00","104,500,000.00","109,500,000.00","264,700,000.00","34,500,000.00","130,019,540.99","210,204,232.35","390,000,000.00","203,000,000.00","340,000,000.00","511,007,525.84"
经营活动现金流出小计,"1,258,180,900.21","1,337,505,544.31","1,667,883,635.86","504,096,385.45","1,088,016,202.69","1,729,147,698.15","2,379,830,165.07","715,182,420.37","1,474,183,774.23","2,160,587,656.26","2,885,348,015.63","721,556,143.36","1,543,528,970.21","2,313,171,095.32","3,175,220,763.06","850,846,900.70","1,694,526,784.50","2,439,760,764.74","3,344,945,165.01","702,991,352.65","1,379,223,843.18","2,091,546,192.24","3,174,314,570.34","795,407,713.35","1,423,471,531.01","2,196,031,024.97","3,277,183,583.23","1,029,963,015.36","1,978,770,976.97","2,756,814,373.79"
偿还债务支付的现金,"14,000,000.00","52,000,000.00","88,579,107.20","16,050,540.19","33,656,904.19","33,656,904.19","43,656,904.19","82,515,625.00","127,803,177.34","141,318,802.34","189,837,764.69","33,570,785.24","92,637,614.00","103,653,239.00","169,668,864.00","15,515,625.00","62,762,614.00","139,403,239.00","243,543,864.00","66,140,625.00","152,871,989.00","252,496,989.00","370,621,989.00","56,125,000.00","112,856,364.00","215,481,364.00","304,606,364.00","60,125,000.00","454,856,364.00","486,856,364.00"
经营活动产生的现金流量净额,"89,587,616.37","144,955,233.20","200,028,950.02","-88,606,335.45","-20,345,653.48","-62,020,275.48","-70,685,197.56","26,470,758.29","73,661,772.91","104,710,284.64","267,848,307.59","58,096,342.39","148,189,506.00","277,313,159.53","212,106,023.49","1,154,922.45","189,242,271.17","344,282,470.26","371,518,473.76","81,910,599.18","262,397,719.38","462,362,226.32","517,950,184.12","158,014,595.95","426,829,546.75","650,027,218.70","930,578,767.68","129,059,392.34","318,411,013.22","614,645,139.52"
分配股利、利润或偿还利息支付的现金,"5,404,607.50","4,662,830.23","6,075,512.64","882,050.05","2,791,406.24","5,039,049.87","7,124,460.28","28,878,408.97","73,854,270.52","79,904,428.95","83,509,343.86","7,121,664.44","56,107,739.85","62,891,563.14","70,105,137.99","8,629,880.35","82,270,613.75","96,454,237.51","97,316,273.77","7,742,544.68","115,137,297.16","121,907,922.87","118,681,096.83","4,384,364.73","121,761,535.39","128,434,872.48","128,858,486.24","5,076,634.93","246,009,974.67","251,427,183.41"
收回投资收到的现金,,,"2,000,000.00",,,,,,,,,,,,,"60,000,000.00","120,000,000.00","160,000,000.00","260,000,000.00","80,000,000.00","80,000,000.00","201,800,000.00","319,000,000.00","173,000,000.00","230,083,085.79","558,656,199.24","763,857,642.05","260,000,000.00","3,208,343,756.66","5,731,351,000.00"
支付其他与筹资活动有关的现金,,,"4,300,000.00",,,,"15,294,150.47","9,907.44","21,095.21","31,572.50","2,450,000.00","29,410.53","28,496,000.00","208,083.16","23,576,000.00","221,878.68","3,609,002.57","5,365,751.57","13,440,000.00","117,385.02",,"284,967.02","42,015,883.80","475,576.62","8,330,000.00","8,388,664.69","25,900,298.63","1,446,341.07",,"211,200.00"
取得投资收益收到的现金,,,"84,468.26",,,,,,,,,,,,,,,"936,000.00","13,650,820.42","1,807,708.28","7,884,594.09","12,884,437.04","13,201,920.55","12,607,626.00","2,104,241.94","4,200,929.31","9,045,637.36","8,666,906.13","15,983,419.38","22,120,400.12"
筹资活动现金流出小计,"19,404,607.50","56,662,830.23","98,954,619.84","16,932,590.24","36,448,310.43","38,695,954.06","66,075,514.94","111,403,941.41","201,678,543.07","221,254,803.79","275,797,108.55","40,721,860.21","177,241,353.85","166,752,885.30","263,350,001.99","24,367,384.03","148,642,230.32","241,223,228.08","354,300,137.77","74,000,554.70","268,009,286.16","374,689,878.89","531,318,969.63","60,984,941.35","242,947,899.39","352,304,901.17","459,365,148.87","66,647,976.00","700,866,338.67","738,494,747.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","33,000.00","697,820.51",,,,,,,,"180,897.42","14,854.11","56,344.99","39,796,216.77","35,557.69",,"759,861.70","1,942,720.61","467,982.55","10,000.00","971,579.56","84,200.00","81,873.76",,,"2,750.00","10,930.43","7,840.00",,
筹资活动产生的现金流量净额,"11,605,392.50","-15,087,760.47","176,126,336.35","3,087,457.83","24,185,328.54","701,777,415.04","757,950,374.36","-111,403,941.41","-191,678,543.07","-171,240,022.37","-81,948,658.55","131,679,588.83","43,758,646.15","72,247,114.70","80,149,998.01","25,634,080.87","-70,142,230.32","152,076,771.92","112,099,862.23","-15,500,554.70","-163,509,286.16","-265,189,878.89","-266,618,969.63","-26,484,941.35","-112,928,358.40","-142,100,668.82","-69,365,148.87","136,352,024.00","-360,866,338.67","-227,487,221.57"
处置子公司及其他营业单位收到的现金净额,,,"10,097,562.42",,,,,,,,,,,,,,,,,,,,,"20,000,000.00","644,080.08","153,024,080.08","158,754,080.08",,"333,242,799.84","333,242,799.84"
四、汇率变动对现金的影响,"-11,358.95","132,282.28","-15,841.34","150,163.25","-317,908.24","-260,937.55","517,944.01","-78,057.97","142,771.51","142,771.51","622,061.63","3,946.89","47,566.54","54,505.03","-53,371.09",42.71,"-13,307.29","-3,079.60","-103,824.40","180,386.59","-1,142,767.04","335,896.12","4,458,892.39","-1,508,948.80","5,650,440.75","8,514,292.97","16,807,841.22","-2,573,421.26","-9,786,791.49","-19,493,259.07"
收到其他与投资活动有关的现金,"189,044.08","213,127.71","349,599.80","89,155.48","162,979.03","884,702.57","2,190,258.50","1,262,769.33","8,260,281.85","9,989,230.24","11,605,235.48","3,430,587.21","8,219,660.11","9,048,050.12","132,667,157.50","4,231,517.59","7,260,912.49","9,845,458.07","10,015,871.26","1,993,312.00","5,524,115.72","7,140,511.14","9,177,598.21","1,319,618.98","67,464,209.52","9,452,108.44","9,205,599.28","2,999,701.23","6,523,949.41","7,317,668.07"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"209,044.08","246,127.71","13,229,450.99","89,155.48","162,979.03","884,702.57","2,190,258.50","1,262,769.33","8,260,281.85","9,989,230.24","11,786,132.90","3,445,441.32","8,276,005.10","48,844,266.89","132,702,715.19","64,231,517.59","128,020,774.19","172,724,178.68","284,134,674.23","83,811,020.28","94,380,289.37","221,909,148.18","341,461,392.52","206,927,244.98","300,295,617.33","725,336,067.07","940,873,889.20","271,674,447.36","3,564,093,925.29","6,094,031,868.03"
五、现金及现金等价物净增加额,"-3,490,609.55","-10,450,470.66","144,558,240.26","-135,648,235.67","-99,083,590.22","509,706,701.93","268,678,661.70","-187,570,309.76","-326,857,525.73","-305,655,118.16","-276,671,629.94","55,731,653.05","-16,142,618.46","14,486,987.45","48,822,207.53","-33,411,802.86","-79,540,511.15","16,950,660.03","-22,609,658.86","-52,552,486.35","-30,775,577.73","-4,297,021.90","-26,262,705.22","296,166,368.74","59,339,481.93","247,911,061.77","-20,320,443.46","102,455,486.98","163,935,261.56","241,185,431.06"
购建固定资产、无形资产和其他长期资产支付的现金,"104,881,303.55","138,696,353.38","239,510,230.76","50,368,676.78",,"130,674,202.65","151,584,717.61","103,821,838.00","217,243,808.93","249,257,382.18","474,979,473.51","137,493,666.38","216,414,342.25","370,702,595.92","356,083,158.07","44,432,366.48","186,648,018.90","313,129,681.23","261,258,844.68","79,534,244.77","119,155,323.28","288,992,203.63","220,691,994.62","11,133,026.74","195,466,311.50","283,094,825.43","518,846,830.77","197,056,955.46","328,002,080.17","466,680,095.85"
期初现金及现金等价物余额,"66,429,444.74","62,938,835.19","52,488,364.53","197,046,604.79","197,046,604.79","197,046,604.79","197,046,604.79","742,062,058.58","742,062,058.58","742,062,058.58","742,062,058.58","465,390,428.64","465,390,428.64","465,390,428.64","465,390,428.64","514,212,636.17","514,212,636.17","514,212,636.17","514,212,636.17","532,525,724.29","491,602,977.31","532,525,724.29","491,602,977.31","468,947,484.44","465,340,272.09","465,340,272.09","465,340,272.09","445,019,828.63","445,019,828.63","445,019,919.31"
投资支付的现金,,"2,000,000.00","5,300,425.00",,,,"10,000.00",,,,,,,"10,000,000.00","20,000,000.00","80,000,000.00","140,000,000.00","339,000,000.00","529,000,000.00","123,419,692.93","103,746,210.00","134,722,210.00","402,722,210.00","29,648,555.30","365,030,000.00","710,470,022.72","1,317,868,961.92","235,000,000.00","3,019,914,466.62","5,753,831,000.00"
期末现金及现金等价物余额,"62,938,835.19","52,488,364.53","197,046,604.79","61,398,369.12","97,963,014.57","706,753,306.72","465,725,266.49","554,491,748.82","415,204,532.85","436,406,940.42","465,390,428.64","521,122,081.69","449,247,810.18","479,877,416.09","514,212,636.17","480,800,833.31","434,672,125.02","531,163,296.20","491,602,977.31","479,973,237.94","460,827,399.58","528,228,702.39","465,340,272.09","765,113,853.18","524,679,754.02","713,251,333.86","445,019,828.63","547,475,315.61","608,955,090.19","686,205,350.37"
