科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
分配股利、利润或偿还利息支付的现金,"442,258,969.43","14,725,991.14","249,543,913.31","23,077,644.72","33,920,184.48","46,973,155.57","9,381,180.58","28,786,388.89","35,275,236.13","40,715,052.75","3,538,708.34","27,852,069.04","29,526,583.34","32,954,320.41","3,217,943.75","46,911,754.19","47,627,190.30","48,979,738.22","1,321,675.00"
收回投资收到的现金,,"439,380.70",,"37,742,122.00","40,456,650.00","41,560,874.00","32,322,620.00","32,322,620.00","32,322,620.00","134,788,850.15","123,947,200.00","33,517,404.00","43,420,728.00","63,758,025.61","635,047.42","529,848.11","2,427,989.73","21,385,054.03","13,368,472.00"
支付其他与筹资活动有关的现金,"189,453,460.54",,,,,"1,470,000.00","4,422,600.00","4,422,600.00","4,422,600.00","6,452,600.00",,"1,884,618.06","3,633,484.66","69,371,079.93","199,112,263.39","201,555,539.32","202,760,122.14","419,623,138.10","2,240,737.20"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"757,712,429.97","264,725,991.14","829,543,913.31","403,077,644.72","593,920,184.48","1,018,443,155.57","323,803,780.58","513,208,988.89","769,697,836.13","877,167,652.75","163,538,708.34","389,736,687.10","463,160,068.00","532,325,400.34","202,330,207.14","448,467,293.51","550,387,312.44","768,602,876.32","33,562,412.20"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,664,269.91",,"44,134.62","26,640.50","128,280.99","152,660.49",,560.00,560.00,"289,905.83",,"985,457.48","985,947.48","645,197.69",,,,"17,467.73",
筹资活动产生的现金流量净额,"-278,112,429.97","245,274,008.86","230,456,086.69","-153,077,644.72","-33,920,184.48","-118,443,155.57","96,016,219.42","136,611,011.11","180,122,163.87","72,652,347.25","-163,538,708.34","-122,425,937.10","-107,091,876.50","19,148,891.16","-172,330,207.14","-165,048,428.51","-67,925,697.44","-188,279,500.88","-33,562,412.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"17,664,269.91","439,380.70","44,134.62","37,768,762.50","40,584,930.99","41,713,534.49","32,322,620.00","32,323,180.00","32,323,180.00","135,078,755.98","123,947,200.00","34,502,861.48","44,406,675.48","64,403,223.30","635,047.42","529,848.11","2,427,989.73","21,402,521.76","13,368,472.00"
五、现金及现金等价物净增加额,"-51,603,346.42","176,707,452.47","-8,820,768.70","-97,144,421.74","-160,429,519.59","-97,048,415.46","86,508,051.13","3,324,026.02","131,389,519.46","53,056,724.80","-10,519,822.23","-18,365,923.65","-6,420,295.16","63,463,110.32","-59,805,676.90","-78,368,443.04","-77,233,296.31","-12,589,430.30","-35,614,767.43"
购建固定资产、无形资产和其他长期资产支付的现金,"218,084,470.84","436,407,694.03","430,258,804.29","111,690,385.48","168,217,385.01","286,793,041.33","30,446,387.54","92,706,592.32","130,501,118.48","204,450,306.30","13,390,976.42","18,421,114.05","24,354,829.65","184,009,443.93","11,776,296.75","41,010,052.35","42,412,489.29","62,219,105.53","11,902,277.48"
期初现金及现金等价物余额,"151,133,082.75","99,529,736.33","276,237,188.80","267,416,420.10","267,416,420.10","267,416,420.10","170,368,004.64","170,368,004.64","170,368,004.64","170,368,004.64","223,424,729.44","223,424,729.44","223,424,729.44","223,424,729.44","286,887,839.76","286,887,839.76","286,887,839.76","286,887,839.76","274,298,409.46"
投资支付的现金,"761,000.00",,,"33,255,000.00","33,255,000.00","35,755,000.00","23,000,000.00","23,745,918.00","23,745,918.00","59,000,010.00","48,609,166.00","43,000,000.00","63,909,188.32","91,400,020.00","1,403,257.19","1,311,721.44","1,313,858.15","6,667,637.00","14,000,000.00"
期末现金及现金等价物余额,"99,529,736.33","276,237,188.80","267,416,420.10","170,271,998.36","106,986,900.51","170,368,004.64","256,876,055.77","173,692,030.66","301,757,524.10","223,424,729.44","212,904,907.21","205,058,805.79","217,004,434.28","286,887,839.76","227,082,162.86","208,519,396.72","209,654,543.45","274,298,409.46","238,683,642.03"
