科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"8,180,175.83","8,296,931.10","13,254,299.56","17,263,847.88","23,160,674.65","21,125,249.54","26,429,542.36","31,540,563.52","43,857,673.21","40,048,256.68","41,172,553.89","56,007,565.06","55,560,340.59","66,855,498.06","62,055,682.32","60,139,157.40","59,149,634.77","70,100,903.05","65,782,797.19","70,768,689.29","83,248,182.73","93,955,710.92","62,138,246.54","288,263,851.46","316,788,708.23","73,576,155.24"
应付职工薪酬,"1,363,689.46","1,778,342.08","2,176,244.64","2,069,669.05","2,651,266.16","3,382,628.41","3,650,102.88","3,321,275.31","4,683,742.79","4,865,762.02","6,385,551.75","4,729,153.58","4,812,164.52","5,111,250.70","4,457,765.29","5,913,589.29","4,727,280.75","4,640,388.02","6,243,395.47","6,218,369.58","6,531,805.04","5,692,627.77","10,203,772.69","5,546,123.10","11,320,874.66","10,374,660.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,775,583.83","16,980,192.69","27,746,544.67","27,773,634.12","18,872,373.78","10,629,973.98","19,431,322.36","6,360,410.37","-13,138,127.58","-12,472,628.79","19,339,288.20","12,702,481.51","8,822,602.31","7,476,647.87","15,608,198.61","16,791,421.65","11,679,080.29","18,720,378.71","10,369,767.83","11,135,910.67","7,734,990.14","7,359,076.94","6,842,498.62","6,945,040.05","8,720,169.95","6,802,562.21"
应收利息,,,,"1,585,834.23","6,425,603.47","7,865,179.17","11,404,646.84","999,446.74","2,621,699.93","3,347,966.54","5,723,487.64","2,110,900.42","3,685,029.81","2,328,408.07","3,090,083.05","1,302,341.25","93,300.00","103,425.00","113,550.00",,,,,,,
应付利息,"40,415.00","53,317.50","115,805.54","120,266.66","109,333.34","171,722.22","297,655.73","331,375.00","836,916.64","512,562.92","1,079,528.11","1,731,600.79","1,081,364.82","803,238.67","985,959.98","1,216,517.89","1,374,277.98","1,657,936.35","2,240,914.14","2,870,293.05","1,949,131.35","1,805,210.95","1,452,057.75","954,135.39","926,013.88","856,194.44"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"832,500.00",,,,,,,,,,,,,,,,,
存货,"78,359,303.51","102,198,135.52","146,305,382.22","162,225,544.29","157,281,555.61","253,328,509.94","266,753,256.20","292,049,079.18","296,584,671.62","388,743,915.64","420,462,760.94","407,886,617.31","400,866,273.01","453,875,440.73","454,105,002.68","430,887,368.87","425,239,280.73","467,380,933.51","480,204,512.81","469,322,094.07","460,838,728.17","491,314,811.51","426,517,079.46","355,408,003.80","352,179,322.42","384,722,467.95"
其他应付款,"11,463,678.80","5,118,876.20","7,577,754.95","13,708,523.06","6,671,561.85","7,161,804.01","11,674,420.76","23,744,660.44","10,378,774.86","9,578,660.70","9,826,406.36","9,771,348.30","11,167,860.93","13,785,798.86","14,812,532.17","21,434,815.99","21,813,557.11","80,646,117.33","51,402,381.67","45,382,720.47","40,719,136.06","41,032,373.42","88,655,722.83","41,909,472.07","230,474,568.80","49,144,892.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"16,500,000.00","23,100,000.00","23,950,000.00","30,550,000.00","31,400,000.00","66,400,000.00","78,400,000.00","144,000,000.00","139,000,000.00","152,500,000.00","480,493,952.24","157,000,000.00","143,605,786.61","48,682,695.50","49,127,306.61","49,214,108.83"
其他流动资产,,,,,,,"2,910,149.67","4,234,914.71","5,065,590.08","4,632,244.10","5,292,494.43","3,638,995.46","5,636,034.16","7,927,593.73","10,408,074.14","6,965,901.56","9,070,737.04","12,037,766.97","17,279,658.77","18,057,161.21","22,760,258.28","25,823,155.31","27,876,934.99","24,929,940.87","26,639,900.67","27,367,206.51"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"241,610,815.46","292,769,900.11","482,111,279.83","1,107,491,139.72","1,079,719,424.93","1,175,345,663.69","1,279,328,090.07","1,211,369,737.66","1,156,142,873.45","1,307,008,733.18","1,503,334,362.88","1,430,934,356.32","1,244,771,640.05","1,208,879,974.84","1,217,008,798.59","1,324,166,448.68","1,570,959,492.75","1,178,140,919.43","1,241,995,803.74","1,218,484,664.85","1,248,783,448.39","1,674,844,488.51","1,205,653,395.37","1,536,132,721.37","1,579,076,201.54","1,531,753,203.51"
流动负债合计,"148,879,682.70","186,781,856.31","278,665,917.65","213,520,242.21","189,957,788.71","297,687,240.03","382,010,966.09","330,622,012.27","366,896,498.85","502,460,897.96","558,808,816.40","509,496,585.42","380,984,981.53","402,543,146.73","409,518,271.95","605,335,514.43","548,632,109.43","626,513,448.06","730,023,855.36","731,055,899.04","1,042,098,882.89","743,728,138.32","569,827,306.60","507,581,676.48","659,307,705.44","463,706,057.72"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"6,638,198.49","6,687,128.70","6,947,313.15","6,895,276.26","6,740,718.93","36,551,374.62"
长期借款,,,,,,,,"30,000,000.00","30,000,000.00","85,000,000.00","238,000,000.00","226,400,000.00","267,300,000.00","265,700,000.00","311,600,000.00","276,879,207.22","659,232,417.32","669,669,871.15","670,402,632.87","717,282,085.95","506,409,781.38","480,692,136.94","469,679,803.65","341,706,739.00","338,254,613.45","318,428,217.89"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"77,541,241.58","76,906,479.16","76,483,304.24","75,636,954.36","347,735,632.07","11,165,234.84","29,403,215.59","29,085,614.35"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"20,582,437.20","22,026,429.20","22,208,262.40","25,820,892.54","38,945,961.95","38,071,759.90","61,984,986.73","86,375,901.56","85,776,249.76","86,117,569.06","85,287,167.81","84,476,171.28","85,720,551.76","85,295,447.50","85,446,123.40","84,227,032.00","103,308,709.51","440,708,413.18","398,630,141.21","395,865,050.67","393,092,392.01","389,115,335.77","236,708,403.31","85,862,944.87","67,052,770.46","66,046,360.32"
递延所得税负债,,"533,883.98","1,810,389.08","2,333,009.08","2,636,375.19","2,751,186.12","3,595,179.64","3,737,764.14","4,785,429.95","4,540,567.89","6,358,131.62","7,479,983.76","7,671,942.79","8,523,946.45","7,760,606.95","7,440,055.27","6,756,600.00","5,812,695.88","31,034,116.19","29,290,801.34","30,406,361.83","28,544,420.71","26,126,490.41","25,986,131.43","25,177,688.21","22,467,223.28"
在建工程,"807,159.29","1,415,827.50","8,836,393.86","8,520,138.95","15,396,692.10","36,250,847.00","41,291,707.18","43,935,011.47","58,875,934.31","73,261,670.67","343,533,685.88","399,830,382.97","441,926,147.18","501,949,121.30","541,961,184.39","588,766,437.59","660,244,984.39","425,061,183.55","442,704,953.07","502,446,927.44","538,779,082.21","598,460,347.82","517,161,054.86","568,650,544.24","589,059,315.03","626,086,330.42"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,"3,060.00","3,060.00","3,060.00",,,,,,,,,,,,,,,,
非流动负债合计,,"533,883.98","1,810,389.08","2,333,009.08","2,636,375.19","2,751,186.12","3,595,179.64","33,737,764.14","34,785,429.95","89,540,567.89","244,358,131.62","233,879,983.76","274,971,942.79","274,223,946.45","319,360,606.95","284,319,262.49","665,989,017.32","675,482,567.03","701,436,749.06","746,572,887.29","536,816,143.21","509,236,557.65","495,806,294.06","367,692,870.43","363,432,301.66","340,895,441.17"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"148,879,682.70","187,315,740.29","280,476,306.73","215,853,251.29","192,594,163.90","300,438,426.15","385,606,145.73","364,359,776.41","401,681,928.80","592,001,465.85","803,166,948.02","743,376,569.18","655,956,924.32","676,767,093.18","728,878,878.90","889,654,776.92","1,214,621,126.75","1,301,996,015.09","1,431,460,604.42","1,477,628,786.33","1,578,915,026.10","1,252,964,695.97","1,065,633,600.66","875,274,546.91","1,022,740,007.10","804,601,498.89"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","320,000,000.00","409,921,837.00","409,921,837.00","409,921,837.00","430,684,547.00","445,324,903.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"10,868,551.67","10,868,551.67","10,868,551.67","634,809,052.26","634,809,052.26","634,809,052.26","634,809,052.26","634,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","534,809,052.26","414,809,052.26","1,158,208,726.55","1,158,208,353.44","1,158,208,353.44","1,431,445,617.04","1,630,240,604.03"
无形资产,"773,043.89","54,704,996.27","53,586,246.53","53,214,402.61","53,068,115.94","52,682,324.16","53,555,003.23","53,129,845.42","52,745,014.69","52,498,384.85","52,048,257.30","52,556,654.44","59,365,076.00","58,439,272.82","60,112,380.37","59,407,846.60","58,546,481.31","432,714,963.85","426,761,630.64","426,406,985.83","423,248,418.45","419,215,873.29","444,681,416.60","439,332,743.71","441,490,988.82","435,698,270.10"
盈余公积,"3,608,666.06","8,182,264.55","16,402,512.03","16,402,512.03","16,402,512.03","16,402,512.03","29,744,926.53","29,744,926.53","29,744,926.53","29,744,926.53","38,464,307.58","38,464,307.58","38,464,307.58","38,464,307.58","44,190,098.65","44,190,098.65","44,190,098.65","44,190,098.65","50,042,554.88","50,042,554.88","50,042,554.88","50,042,554.88","51,674,626.52","51,674,626.52","51,674,626.52","51,674,626.52"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,"5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","5,731,467.23","43,211,649.95","56,456,831.56","56,456,831.56","56,456,831.56","56,456,831.56","38,045,085.26","38,045,085.26","446,423,262.64","444,946,400.50"
未分配利润,"43,351,720.16","103,978,005.42","205,109,891.22","259,473,893.96","282,030,089.30","298,434,969.61","368,610,598.95","439,846,288.90","418,215,281.63","429,849,475.63","472,213,507.88","509,061,572.62","456,403,564.13","448,580,236.88","445,412,336.45","437,876,539.98","447,356,784.69","436,882,774.85","427,776,977.25","417,176,625.05","378,446,932.56","345,075,539.39","117,239,356.24","214,501,575.28","222,526,894.35","236,649,616.81"
长期待摊费用,"17,512,165.60","13,571,510.87","18,790,789.97","28,895,601.73","35,798,085.94","48,918,800.70","71,912,773.77","84,357,769.45","86,224,825.31","85,111,732.33","86,843,479.15","77,962,809.34","70,826,002.54","55,908,695.99","81,807,450.94","80,377,701.85","76,515,661.70","111,124,553.82","99,373,697.55","99,249,670.51","103,499,614.18","95,531,011.30","106,762,743.85","96,332,590.71","87,074,087.88","77,971,043.04"
少数股东权益,,,,,,"4,700,000.00","14,641,432.17","51,811,552.61","84,601,135.37","83,571,508.09","83,961,731.77","83,829,264.93","83,493,035.10","81,596,792.05","81,571,588.99","80,598,712.47","79,302,650.44","166,854,409.48","152,016,722.03","146,269,699.49","158,322,824.78","154,973,932.90","127,666,109.96","108,262,097.37","113,102,209.22","111,905,188.92"
递延所得税资产,"406,897.15","590,545.99","1,436,749.41","1,709,903.24","2,161,650.02","2,562,929.74","2,599,442.04","2,430,068.42","3,034,067.93","3,507,602.53","6,280,264.73","5,481,420.43","5,720,837.99","5,828,869.44","7,893,404.08","8,788,177.79","8,009,857.37","8,717,948.91","7,030,702.14","7,299,140.08","8,189,953.78","8,955,484.97","22,959,106.93","24,472,920.70","19,404,407.94","21,152,103.22"
外币报表折算价差,"-16,102.00","-265,351.99","-887,539.65","-886,630.75","-745,886.61","-952,634.86","-1,131,160.83","-1,357,041.82","-2,034,432.44","-2,106,762.52","-2,941,488.41","-2,152,965.29","-1,400,913.66","-2,545,425.68",,,,,,,,,,,,
其他非流动资产,,,,,,,"15,877,524.56","131,881,693.68","218,484,399.47","254,629,445.99","46,615,374.12","50,414,539.27","53,664,246.98","55,639,207.15","32,896,222.11","33,531,686.58","34,869,615.83","38,941,766.02","35,466,288.36","35,275,791.47","36,181,710.03","36,448,405.68",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"40,081,703.13","92,309,309.83","104,858,442.17","118,160,939.07","145,370,505.95","178,486,661.50","252,952,904.74","407,844,817.23","510,875,018.70","560,860,932.66","626,339,696.22","676,453,444.96","722,954,329.68","768,792,081.43","815,848,232.52","860,830,349.64","947,226,777.34","1,500,480,479.28","1,543,965,486.11","1,599,906,876.72","1,642,569,504.95","1,686,507,373.45","1,721,000,756.03","1,270,757,340.59","1,686,648,767.29","1,739,037,496.57"
所有者权益(或股东权益)合计,"132,812,835.89","197,763,469.65","306,493,415.27","1,009,798,827.50","1,032,495,766.98","1,053,393,899.04","1,146,674,849.08","1,254,854,778.48","1,265,335,963.35","1,275,868,199.99","1,326,507,111.08","1,364,011,232.10","1,311,769,045.41","1,300,904,963.09","1,303,978,152.21","1,295,342,021.40","1,303,565,143.34","1,376,625,383.62","1,354,500,685.43","1,340,762,755.24","1,312,437,927.24","2,108,387,165.99","1,861,020,550.74","1,931,615,515.05","2,242,984,961.73","2,466,189,201.19"
资产总计,"281,692,518.59","385,079,209.94","586,969,722.00","1,225,652,078.79","1,225,089,930.88","1,353,832,325.19","1,532,280,994.81","1,619,214,554.89","1,667,017,892.15","1,867,869,665.84","2,129,674,059.10","2,107,387,801.28","1,967,725,969.73","1,977,672,056.27","2,032,857,031.11","2,184,996,798.32","2,518,186,270.09","2,678,621,398.71","2,785,961,289.85","2,818,391,541.57","2,891,352,953.34","3,361,351,861.96","2,926,654,151.40","2,806,890,061.96","3,265,724,968.83","3,270,790,700.08"
负债和所有者(或股东权益)合计,"281,692,518.59","385,079,209.94","586,969,722.00","1,225,652,078.79","1,225,089,930.88","1,353,832,325.19","1,532,280,994.81","1,619,214,554.89","1,667,017,892.15","1,867,869,665.84","2,129,674,059.10","2,107,387,801.28","1,967,725,969.73","1,977,672,056.27","2,032,857,031.11","2,184,996,798.32","2,518,186,270.09","2,678,621,398.71","2,785,961,289.85","2,818,391,541.57","2,891,352,953.34","3,361,351,861.96","2,926,654,151.40","2,806,890,061.96","3,265,724,968.83","3,270,790,700.08"
