科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,"82,375,312.09","83,985,366.49","80,710,366.49","84,660,366.49","86,326,517.67","88,237,919.80","81,924,687.62","83,795,745.10","84,816,182.20","82,322,834.04","80,728,681.31","23,603,028.65","22,257,446.74","21,584,765.36","20,637,782.79","20,308,048.59","19,480,465.96","22,074,215.96","21,138,803.74","20,657,803.74","20,185,852.86","20,613,687.01","20,231,729.61","20,239,290.46","16,443,450.33","16,939,624.38","16,373,942.19","16,840,976.80","12,891,996.93","12,755,996.71"
专项应付款,,,,,,,,"60,000,000.00","60,000,000.00","55,422,330.80","55,422,330.80","55,422,330.80","51,989,078.90",,,,,,,"3,315,600.00",,,,,,,,,"3,000,000.00",,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"932,063,937.88","921,074,262.70","910,069,571.08","736,795,503.30","769,128,249.06","771,815,519.95","771,760,438.47","756,182,363.54","597,617,760.06","597,656,704.38","556,239,101.81","551,476,491.54","342,594,754.87","342,528,646.54","352,502,664.66","351,898,956.16","293,336,866.69","293,526,582.33","327,569,309.80","324,932,964.41","332,829,343.03","337,489,798.99","168,288,443.65","160,200,110.75","195,616,730.20","196,772,270.26","191,206,551.21","186,181,754.23","231,535,342.84","233,889,289.16"
固定资产,"276,664,907.75","278,643,707.88","272,825,949.48","267,086,433.49","260,487,059.20","1,079,738,438.61","1,060,690,380.62","1,044,459,888.42","1,024,432,025.39","1,047,111,014.52","1,025,776,816.24","986,205,160.39","964,527,679.31","946,309,440.17","924,338,885.56","903,086,434.52","881,131,717.04","3,810,614,492.14","3,733,004,300.99","3,690,530,274.81","3,632,469,277.72","3,608,604,497.68","3,545,624,172.57","3,488,184,318.83","3,446,224,665.20","4,003,508,403.05","3,922,959,984.23","3,842,397,080.52","3,763,461,428.17","3,718,414,224.23","3,640,495,301.70","3,555,871,534.49","3,478,915,157.41","3,431,894,575.16","3,276,461,334.41","3,274,076,886.23","3,192,951,175.30","3,110,883,434.84","3,037,064,062.99","2,962,291,240.86","2,899,306,117.50","2,818,410,890.45","2,743,339,488.29","2,724,886,602.89","2,653,815,027.35","2,593,641,965.65","2,528,133,735.47"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"557,264.96","5,164,448.74","33,312,503.87","67,080,101.54","291,379,130.89","31,883,468.89","11,587,281.73","13,831,712.29","50,019,800.60","12,715,035.44","17,821,313.08","25,214,954.71","95,289,917.15","140,459,662.45","188,344,028.96","211,274,697.85","261,638,377.62","628,407,843.24","648,321,843.80","630,926,594.42","624,208,326.23","592,983,983.35","586,268,136.21","597,133,046.24","586,997,699.09","16,601,129.97","18,537,127.44","37,306,985.40","42,634,551.30","13,488,233.92","6,248,301.70","8,997,033.98","6,544,293.70","10,820,585.17","86,377,891.65","10,887,793.46","16,894,977.06","30,607,520.69","30,209,237.01","28,098,595.81","13,626,092.57","64,195,544.04","73,361,053.13","40,816,680.97","39,984,770.42","45,398,513.54","47,410,163.03"
其他非流动负债,,,,,,"60,000,000.00","60,000,000.00",,,,,,,"59,444,661.60","58,300,244.30","67,155,827.00","77,761,409.70","342,481,892.40","338,922,075.10","335,611,057.81","336,064,840.52","337,377,500.20","333,542,082.91","330,808,839.62","330,449,555.32","348,962,760.54","340,307,343.22","340,321,055.94","356,152,111.94","12,553,768.47","11,705,017.14","10,888,191.55",,,,,,,,,,,,,,,
工程物资,"16,984,600.00","29,898,011.27",,,,"528,000.00","528,000.00","528,000.00","528,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"180,000,000.00","180,000,000.00","180,000,000.00","174,000,000.00","174,000,000.00","227,000,000.00","227,000,000.00","227,000,000.00","227,000,000.00","135,422,330.80","135,422,330.80","135,422,330.80","90,553,941.90","158,009,524.60","186,865,107.30","205,720,690.00","226,326,272.70","1,659,110,693.28","1,644,561,200.80","1,823,561,091.89","1,298,860,343.82","1,332,505,749.26","1,331,357,602.86","1,328,569,278.09","1,262,631,918.86","1,172,580,520.60","1,343,964,047.60","1,052,560,157.75","1,046,628,603.48","825,270,664.66","797,938,372.69","681,075,162.18","1,047,478,890.07","979,730,883.14","972,388,977.57","998,119,657.87","598,782,105.80","593,434,775.37","591,101,624.64","410,473,336.63","395,112,090.94","416,034,803.17","409,993,099.99","420,167,105.71","406,098,727.59","430,472,297.32","423,744,484.84"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,850.30","27,471.38",,"-756,630.00","-290,000.00","-1,249,709.05",,,,,,"12,621.36",,,,,,,,
负债合计,"429,794,596.24","438,724,765.07","482,090,567.58","601,336,478.42","750,509,634.01","1,083,363,816.19","1,185,821,073.73","1,297,670,103.49","1,276,152,700.18","1,309,089,836.41","1,345,583,266.90","1,508,786,714.53","1,623,240,870.39","1,650,788,682.15","1,600,350,333.92","1,637,884,048.34","1,605,225,868.92","16,763,618,108.38","15,412,112,455.38","14,618,631,170.11","14,102,684,157.97","13,909,276,335.63","13,173,808,113.97","12,779,790,932.46","12,692,158,936.61","12,319,240,924.87","11,979,040,525.33","11,956,979,805.50","12,412,306,220.08","12,160,305,453.27","11,472,687,550.15","11,051,512,942.89","11,102,447,266.00","10,597,136,647.23","10,438,736,929.94","10,260,978,750.93","10,410,657,230.18","9,847,566,453.61","9,842,469,175.22","10,102,636,686.91","10,025,317,283.39","8,698,461,182.37","9,103,487,005.94","9,260,693,971.17","9,700,905,851.55","8,949,683,053.54","9,252,756,003.62"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"160,000,000.00","160,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","429,193,341.00","429,193,341.00","643,790,011.00","643,790,011.00","643,790,011.00","643,790,011.00","643,790,011.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","965,685,016.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00","1,931,370,032.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"36,604,989.98","36,604,989.98","536,746,796.06","536,746,796.06","536,746,796.06","536,746,796.06","536,746,796.06","536,746,796.06","536,746,796.06","539,746,796.06","539,746,796.06","542,746,796.06","542,746,796.06","542,746,796.06","542,746,796.06","542,746,796.06","542,746,796.06","3,872,410,235.42","3,872,410,235.42","3,655,091,516.89","3,655,091,516.89","3,655,091,516.89","3,655,091,516.89","3,655,091,516.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,333,196,511.89","3,351,412,324.13","3,350,912,385.86","2,385,727,308.13","2,405,727,308.13","2,405,727,308.13","2,405,727,308.13","2,411,727,308.13","2,411,727,308.13","2,421,032,488.13","2,421,032,488.13","2,421,032,488.13","2,421,032,488.13","2,421,032,488.13","2,421,032,488.13"
无形资产,"52,781,883.33","56,447,570.22","58,256,922.83","57,962,305.70","57,667,688.57","81,327,291.99","81,879,657.97","132,792,917.18","132,705,400.27","132,678,474.17","132,034,938.17","143,029,002.47","187,686,460.46","186,502,336.81","185,569,881.16","184,642,425.51","183,704,969.86","502,744,935.08","513,978,104.56","511,601,295.13","509,639,608.93","504,607,362.02","502,120,369.48","499,571,973.49","497,488,155.49","492,942,587.81","490,558,521.34","487,871,098.86","485,361,356.28","480,427,145.04","477,930,454.97","475,872,156.48","474,464,571.33","469,882,681.57","466,849,037.30","463,800,695.58","460,748,744.23","457,725,024.44","454,710,123.03","451,643,288.95","448,617,804.01","445,592,980.47","442,891,630.66","439,551,281.24","436,540,764.11","433,560,949.99","430,553,059.39"
盈余公积,"18,138,686.88","25,906,810.13","25,906,810.13","25,906,810.13","25,906,810.13","38,895,702.73","38,895,702.73","38,605,760.83","38,605,760.83","50,235,728.35","50,235,728.35","50,235,728.35","50,235,728.35","61,859,923.46","61,859,923.46","61,859,923.46","61,859,923.46","63,127,505.92","63,127,505.92","63,127,505.92","63,127,505.92","108,857,835.74","108,857,835.74","108,857,835.74","108,857,835.74","144,345,598.00","144,345,598.00","144,345,598.00","144,345,598.00","168,347,341.59","168,347,341.59","168,347,341.59","168,347,341.59","210,912,108.46","220,587,240.21","210,912,108.46","210,912,108.46","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90","224,646,912.90"
开发支出,,,,,,,,,,,,,,,,,,,,"3,370.00","20,805.00",,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
