科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动产生的现金流量净额,"19,849,242.00","-4,370,276.89","6,122,517.80","-76,959,073.83","-37,496,392.91","-44,469,858.72","-30,759,290.70","-14,173,198.63","2,520,107.82","25,771,864.82","3,934,941.75","-15,214,600.44","-33,172,804.53","-12,032,527.35","-12,449,210.35","-15,097,164.50","-6,131,608.83","-62,043,869.23","-32,475,735.05","-21,117,967.02","-30,593,365.56","1,778,192.77","-29,442,268.42","-83,142,106.18","-35,674,201.65","-99,758,954.57","-117,999,435.86","-183,612,249.96"
分配股利、利润或偿还利息支付的现金,"1,691,021.32","1,763,529.80","4,468,532.75","3,492,620.26","5,613,365.99","6,699,493.76","1,596,736.92","12,684,484.80","14,266,590.23","14,623,695.77","1,065,601.24","2,020,268.52","5,268,124.86","7,020,041.75","381,907.77","811,474.71","811,474.71","1,096,294.44","123,781.36","1,223,032.51","2,146,652.04","2,895,831.77","1,905,588.37","4,148,693.68","8,805,662.22","14,469,140.21","7,501,833.79","15,737,251.56"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"3,500,000.00",,"1,250,000.00","1,250,000.00","3,000,000.00",,,
支付其他与筹资活动有关的现金,,"287,983.31",,,"4,433,417.00","4,433,417.00",,"77,807.09","77,807.09",,"107,000.00","505,400.00","826,150.00",,,,,,,,,,,,,,,
取得投资收益收到的现金,,"325,000.00","434,629.17",,,"228,224.17",,,,,"153,540.65","153,540.65","153,540.65","153,540.65","250,000.00","250,000.00","250,000.00","250,000.00","250,000.00","250,000.00","250,000.00","250,000.00","375,000.00","375,000.00","30,788,893.00","6,638,110.13","500,000.00","500,000.00"
筹资活动现金流出小计,"58,821,021.32","77,751,513.11","37,978,532.75","153,492,620.26","220,046,782.99","286,132,910.76","91,596,736.92","147,762,291.89","247,123,817.32","257,899,695.77","9,593,201.24","85,396,268.52","94,144,874.86","152,095,441.75","9,101,907.77","40,731,474.71","40,831,474.71","37,596,294.44","123,781.36","1,223,032.51","15,921,652.04","42,420,831.77","18,767,188.37","27,859,672.84","37,516,641.38","151,128,713.61","129,043,930.03","195,631,444.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,"37,581.00",810.00,,,,,,,,,,125.00,125.00,125.00,,,,,,,,"88,759.59",,,,"12,052,380.69",,
筹资活动产生的现金流量净额,"26,920,978.68","-5,601,513.11","25,581,467.25","66,507,379.74","580,153,217.01","594,067,089.24","3,803,263.08","-52,362,291.89","-93,081,817.32","-99,857,695.77","67,056,798.76","62,653,731.48","60,585,125.14","6,403,758.25","8,988,092.23","-22,341,474.71","-21,516,474.71","-20,596,294.44","21,651,218.64","55,131,540.89","49,282,921.36","252,102,853.44","30,182,811.63","133,150,327.16","151,493,358.62","260,378,812.78","101,478,280.77","242,890,766.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"-881,685.01",,,,,,,,"32,310,997.24",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,"1,781.59",,,,,,,"-48,284.68","-48,512.29",,729.66,729.82
收到其他与投资活动有关的现金,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,"38,043,881.52",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"37,581.00","325,810.00","434,629.17",,,"228,224.17",,,,"1,000,000.00","153,540.65","153,665.65","153,665.65","153,665.65","250,000.00","250,000.00","250,000.00","-631,685.01","250,000.00","250,000.00","3,750,000.00","38,382,641.11","1,625,000.00","1,625,000.00","33,788,893.00","51,001,488.06","500,000.00","500,000.00"
五、现金及现金等价物净增加额,"30,608,867.05","-20,431,455.53","18,643,700.42","-17,851,183.03","534,909,723.16","527,478,867.92","-34,792,808.12","-91,962,098.37","-148,778,310.44","-159,369,413.14","65,157,717.15","31,891,967.11","-19,627,989.81","-55,779,279.91","-13,286,541.54","-52,314,808.61","-44,876,025.47","-104,954,822.17","-33,756,595.74","-121,918,314.32","-162,500,664.53","-33,476,691.14","-58,451,473.40","-52,876,783.05","-37,267,443.84","-64,862,909.07","-55,591,343.52","-78,953,786.16"
购建固定资产、无形资产和其他长期资产支付的现金,"11,198,934.63","10,785,475.53","13,494,913.80","7,399,488.94","7,747,100.94","22,346,586.77","7,836,780.50","25,426,607.85","49,657,078.18","77,724,298.55","5,987,564.01","15,700,829.58","20,193,976.07","23,304,176.46","10,075,423.42","15,126,169.40","17,479,723.52","21,682,973.49","3,182,079.33","7,161,888.19","20,630,220.33","29,913,153.46","31,540,538.24","74,785,240.98","92,261,898.15","174,728,855.34","14,370,918.09","95,683,032.78"
期初现金及现金等价物余额,"5,626,518.40","36,235,385.45","15,803,929.92","34,447,630.34","34,447,630.40","34,447,630.34","561,926,498.26","561,926,498.26","561,926,498.26","561,926,498.26","402,557,085.12","402,557,085.12","402,557,085.12","402,557,085.12","346,778,134.37","346,778,134.37","346,778,134.37","346,777,805.21","241,822,983.04","241,822,983.04","241,822,983.04","241,822,983.04","225,640,544.90","208,346,291.90","208,346,291.90","208,346,291.90","143,483,382.83","143,483,382.83"
投资支付的现金,"5,000,000.00",,,,,,,,,,,,"27,000,000.00","27,000,000.00",,,,,"20,000,000.00","149,020,000.00","164,020,000.00","117,900,000.00","29,276,478.37","29,676,478.37","94,565,083.37","23,463,400.00","25,200,000.00","43,050,000.00"
期末现金及现金等价物余额,"36,235,385.45","15,803,929.92","34,447,630.34","16,596,447.31","569,357,353.56","561,926,498.26","527,133,690.14","469,964,399.89","413,148,187.82","402,557,085.12","467,714,802.27","434,449,052.23","382,929,095.31","346,777,805.21","333,491,592.83","294,463,325.76","301,902,108.90","241,822,983.04","208,066,387.30","119,904,668.72","79,322,318.51","208,346,291.90","167,189,071.50","155,469,508.85","171,078,848.06","143,483,382.83","87,892,039.31","64,529,596.67"
