科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"16,178,270.57","20,736,967.80","18,732,654.74","26,358,952.34","5,942,157.15","13,356,699.61","26,299,740.93","37,119,935.57","9,999,831.88","22,245,901.94","34,733,604.22","45,749,296.08","10,659,031.95","21,425,701.11","32,026,658.18","45,776,837.64","6,796,005.62","17,102,147.05","27,000,761.52","34,265,155.37","5,969,765.86","10,503,184.61","25,047,780.81","34,693,854.48","9,245,076.55","18,293,173.90","27,472,335.63","43,946,309.14","14,738,234.04","30,098,447.22","46,974,474.40","62,017,975.25","16,242,645.17","33,448,784.28","50,009,573.53","65,506,942.52","17,646,135.29","34,109,450.03","52,505,234.71","73,459,082.65","18,578,780.03"
取得借款收到的现金,"40,000,000.00","114,438,457.27","95,000,000.00","155,612,802.85",,,,"27,000,000.00","20,000,000.00","69,315,000.00","109,758,811.20","169,314,871.30","54,927,014.97","125,423,753.48","185,392,766.60","185,392,766.60",,,,,,,,,,,,,,"46,500,000.00","46,500,000.00","96,500,000.00",,"87,000,000.00","138,500,000.00","436,500,000.00","40,000,000.00","90,000,000.00","141,000,000.00","230,000,000.00","14,500,000.00"
支付的各项税费,"12,288,775.40","17,810,036.27","17,493,976.79","28,110,567.02","5,163,014.43","17,371,711.21","23,824,459.93","30,938,463.64","1,902,619.96","9,873,763.31","13,477,461.79","25,922,039.69","1,492,049.37","14,047,287.41","18,424,216.97","19,337,893.64","5,640,963.39","68,726,607.04","72,271,186.51","74,724,466.03","1,394,266.09","3,225,548.34","8,079,593.70","11,858,681.54","2,284,814.13","4,422,573.12","7,926,368.45","22,304,697.54","39,098,698.16","48,777,011.34","56,580,632.99","66,343,461.61","34,114,029.28","42,123,593.14","72,960,281.82","84,189,362.50","42,936,159.78","55,253,408.00","70,006,857.59","85,448,820.56","17,888,255.61"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"18,149,000.00","18,149,000.00",,,,,,,,,,"10,941.94","13,596.45","13,596.45",,,,,"74,000,000.00",,,,"97,000,000.00",,"30,646,054.11","30,646,054.11",,
支付其他与经营活动有关的现金,"28,172,091.49","41,117,136.04","27,780,157.32","29,610,919.55","20,300,042.04","26,060,744.45","34,129,992.18","43,681,791.24","9,941,176.08","22,047,351.20","37,477,990.06","48,420,657.24","7,967,252.52","17,708,525.75","42,444,463.34","57,980,480.22","5,711,318.62","9,765,906.95","38,319,047.81","33,602,235.40","21,120,221.88","23,269,879.94","34,657,402.12","42,832,073.11","15,083,973.65","38,618,878.12","36,580,989.88","200,068,648.23","36,709,173.56","172,958,822.64","265,323,532.59","140,452,999.26","66,611,656.03","118,555,517.86","204,795,747.43","211,861,288.87","73,842,290.28","167,185,014.96","269,299,801.17","79,320,857.12","46,623,121.24"
筹资活动现金流入小计,"85,920,000.00","114,438,457.27","95,000,000.00","715,612,802.85",,,"13,500,000.00","49,500,000.00","20,000,000.00","69,315,000.00","109,758,811.20","169,314,871.30","54,927,014.97","143,572,753.48","203,541,766.60","185,392,766.60",,,,,,,,,"10,941.94","13,596.45","13,596.45","50,815,120.00",,"46,500,000.00","46,500,000.00","172,440,400.00",,"87,000,000.00","138,500,000.00","533,500,000.00","40,000,000.00","120,646,054.11","181,646,054.11","240,000,000.00","14,500,000.00"
经营活动现金流出小计,"246,479,870.63","293,330,220.44","252,656,231.74","352,095,097.37","102,475,899.99","183,076,666.39","311,022,683.90","547,099,072.11","154,183,314.76","345,743,228.79","531,374,525.80","712,448,587.90","103,050,643.20","201,525,611.39","342,781,656.88","462,332,742.84","88,496,486.58","218,244,995.67","305,241,522.91","319,841,618.22","51,752,207.58","118,016,704.16","197,130,851.76","222,640,337.00","44,797,475.71","118,572,275.95","326,924,827.88","730,187,589.52","227,048,718.06","429,127,367.37","706,603,179.12","976,084,565.59","239,222,806.14","747,160,529.43","1,061,917,886.34","1,189,129,282.73","290,910,439.43","500,938,961.22","795,904,653.29","794,778,333.48","178,966,621.29"
偿还债务支付的现金,"58,100,000.00","66,700,720.00","82,790,802.40","136,403,605.25","73,000,000.00","122,946,934.87","122,946,934.87","129,946,934.87",,"20,000,000.00","20,000,000.00","49,315,000.00","59,999,871.30","145,695,495.98","165,695,495.98","325,392,637.90",,,,,,,,,,,,,,"46,320,000.00","56,320,000.00","77,000,000.00",,"11,500,000.00","12,298,000.00","61,500,000.00",,"95,000,000.00","146,500,000.00","334,000,000.00","90,000,000.00"
经营活动产生的现金流量净额,"-5,141,207.65","6,835,004.33","29,135,615.73","35,279,503.89","-46,095,138.87","-61,560,809.82","-65,901,937.05","-100,876,768.97","-49,014,146.31","-85,524,529.75","-131,795,553.60","-175,232,006.80","9,859,226.70","32,377,728.01","49,125,586.55","58,907,625.18","-18,576,057.67","-81,402,746.91","-95,842,301.04","-20,174,311.12","-4,688,385.95","12,334,850.97","10,848,870.92","92,561,021.03","772,115.26","-24,187,860.09","-181,168,375.58","-128,413,418.57","4,832,125.33","5,891,773.67","222,586,524.12","114,563,925.59","-27,016,497.25","-189,619,033.64","-129,696,258.06","-228,031,992.16","-1,165,955.55","237,040,844.47","255,646,111.47","618,070,979.42","16,448,465.43"
分配股利、利润或偿还利息支付的现金,"6,157,502.89","6,645,932.87","5,686,795.44","8,242,699.74","1,545,761.68","23,345,072.31","20,484,349.80","22,186,251.50","209,499.99","6,502,594.83","16,739,205.51","19,052,094.30","2,337,311.83","8,550,159.38","17,982,288.35","21,981,272.85",,"24,352,930.00","27,780,000.00","27,780,000.00",,"12,981,965.00","13,890,000.00","13,890,000.00",,,,"479,165.27","386,902.77","3,478,629.68","3,969,817.68","1,722,840.08","81,985.41","1,495,856.25","29,008,409.17","38,754,497.08","18,302,720.84","16,776,086.98","42,558,738.16","55,141,033.65","6,138,190.27"
收回投资收到的现金,,,,,,,,,,,,,,,,"90,000,000.00","49,351,000.00","49,351,000.00","49,351,000.00","130,551,000.00","244,991,770.69","298,900,000.00","328,900,000.00","403,100,000.00","84,400,000.00","162,400,000.00","337,400,000.00","461,400,000.00","79,000,000.00","137,000,000.00","218,000,000.00","363,426,131.34",,"10,298,779.66",,"109,000,000.00",,,,"310,398,860.00",
支付其他与筹资活动有关的现金,"300,000.00","8,400,000.00","250,000.00","2,460,339.00","6,847,900.41","8,333,274.01","8,333,274.01","6,124,900.41",,,"2,222.75","5,000,000.00",,,,,,,,,,,,,,,,"9,117,206.97",,,"993,000.00","41,648,149.86","34,000,000.00","34,197,800.00","35,317,229.94","41,118,490.67","1,686,000.00","73,925,341.66","102,091,636.41","152,458,678.77","32,515,850.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"501,123.29","166,559.63","452,575.01","452,575.01","852,983.71","260,657.82","6,950,852.66","8,871,472.17","3,582,169.34","798,942.46","923,420.55","1,532,636.97","2,414,308.88","1,034,499.65","1,250,730.93","2,441,719.68","453,385.60","9,245.00","35,999.00","45,044.00","144,915.14","21,208.20",,,"434,463.72","13,200.00"
筹资活动现金流出小计,"64,557,502.89","81,746,652.87","88,727,597.84","147,106,643.99","81,393,662.09","154,625,281.19","151,764,558.68","158,258,086.78","209,499.99","26,502,594.83","36,741,428.26","73,367,094.30","62,337,183.13","154,245,655.36","183,677,784.33","347,373,910.75",,"24,352,930.00","27,780,000.00","27,780,000.00",,"12,981,965.00","13,890,000.00","13,890,000.00",,,,"9,596,372.24","386,902.77","49,798,629.68","61,282,817.68","120,370,989.94","34,081,985.41","47,193,656.25","76,623,639.11","141,372,987.75","19,988,720.84","185,701,428.64","291,150,374.57","541,599,712.42","128,654,040.27"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,"516,298,821.29",,,,,,,,"28,888.89",,,,"16,449.57",,,,"522,775.08",,,,"572,109.93",,,,"1,074,814.33",
筹资活动产生的现金流量净额,"21,362,497.11","32,691,804.40","6,272,402.16","568,506,158.86","-81,393,662.09","-154,625,281.19","-138,264,558.68","-108,758,086.78","19,790,500.01","42,812,405.17","73,017,382.94","95,947,777.00","-7,410,168.16","-10,672,901.88","19,863,982.27","-161,981,144.15",,"-24,352,930.00","-27,780,000.00","-27,780,000.00",,"-12,981,965.00","-13,890,000.00","-13,890,000.00","10,941.94","13,596.45","13,596.45","41,218,747.76","-386,902.77","-3,298,629.68","-14,782,817.68","52,069,410.06","-34,081,985.41","39,806,343.75","61,876,360.89","392,127,012.25","20,011,279.16","-65,055,374.53","-109,504,320.46","-301,599,712.42","-114,154,040.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"105,167.55",,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"294,177.45","90,785.13","143,928.03","182,270.93","488,598.56","639,978.27",,"1,212,525.28","258,892.84",,,"28,663,882.11",,,,"54,849,000.00",,,,"261,047,753.43",,,,"302,054,820.46","11,090,136.99","441,156,916.36","732,288,034.29","453,261,807.04",,"221,527,663.92","411,866,550.06","215,286,033.48","91,030,351.47","276,405,171.56","304,266,860.16","397,157,293.13","112,693,110.39","45,600,428.19","119,437,994.98","19,866,448.91","22,098,706.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"294,177.45","90,785.13","143,928.03","182,270.93","488,598.56","639,978.27",,"1,212,525.28","258,892.84",,,"28,663,882.11",,,"105,167.55","661,648,944.58","49,517,559.63","49,803,575.01","49,803,575.01","392,451,737.14","245,252,428.51","305,850,852.66","337,771,472.17","708,765,878.69","96,289,079.45","604,480,336.91","1,071,220,671.26","917,092,565.49","80,034,499.65","359,778,394.85","632,308,269.74","579,688,325.50","91,039,596.47","286,739,950.22","304,311,904.16","506,874,318.20","112,714,318.59","45,600,428.19","119,437,994.98","331,774,586.96","22,111,906.00"
五、现金及现金等价物净增加额,"7,835,295.22","24,353,944.39","16,098,776.03","584,982,740.15","-128,872,671.74","-222,455,815.77","-233,643,971.11","-271,283,963.34","-38,993,121.53","-99,133,033.80","-213,064,262.88","-224,925,100.02","-11,899,376.34","-68,977,249.71","-35,017,731.57","56,472,582.45","22,930,440.10","-78,547,826.39","-125,540,150.86","-174,885,105.70","-2,059,054.94","-6,738,981.47","-25,213,991.58","-4,158,292.45","-11,695,766.81","152,303,523.13","3,915,079.83","38,638,188.99","-10,863,041.16","4,125,129.94","-35,201,324.05","66,212,656.86","-88,375,138.75","-26,212,596.11","-27,781,057.45","-52,369,815.49","16,104,555.17","-33,653,818.71","-46,156,680.01","132,270,867.89","-173,833,094.07"
购建固定资产、无形资产和其他长期资产支付的现金,"8,600,311.81","15,263,649.47","19,453,169.89","18,985,193.53","1,872,469.34","6,909,703.03","29,477,475.38","62,861,632.87","10,028,368.07","56,420,909.22","154,286,092.22","174,304,752.33","14,348,434.88","90,682,075.84","104,112,467.94","112,751,843.16","8,011,061.86","22,595,724.49","51,721,424.83","109,282,531.72","19,623,097.50","36,942,720.10","43,444,334.67","87,995,192.17","11,767,903.46","13,002,550.14","19,150,812.30","49,657,605.69","2,442,763.37","5,199,416.48","17,261,519.03","50,342,047.95","12,516,252.56","35,139,856.44","54,273,064.44","113,942,978.19","51,857,980.87","153,600,844.07","154,196,600.53","135,499,989.89","13,554,860.63"
期初现金及现金等价物余额,"30,084,047.81","37,919,343.03","62,273,287.42","62,273,287.42","647,251,599.60","647,256,027.57","647,684,774.45","647,256,027.57","375,972,064.23","375,972,064.23","375,972,064.23","375,972,064.23","151,046,964.21","151,046,964.21","151,002,452.55","151,046,964.21","207,519,546.66","207,519,546.66","207,519,546.66","207,519,546.66","32,634,440.96","32,634,440.96","32,634,440.96","32,634,440.96","28,476,148.51","28,476,148.51","28,476,148.51","28,476,148.51","67,105,212.50","67,114,337.50","67,114,337.50","67,114,337.50","133,326,994.36","133,326,994.36","143,625,774.02","133,326,994.36","80,957,178.87","80,957,178.87","80,957,178.87","80,957,178.87","213,228,046.76"
投资支付的现金,,,,,,,,,,,,,,,,"139,351,000.00",,,,"100,100,000.00","223,000,000.00","275,000,000.00","316,500,000.00","463,600,000.00",,"78,000,000.00","307,000,000.00","474,602,100.00",,"126,000,000.00","472,000,000.00","265,827,631.34",,,,"232,000,000.00",,,,"366,324,139.79","22,752,423.20"
期末现金及现金等价物余额,"37,919,343.03","62,273,287.42","78,372,063.45","647,256,027.57","518,378,927.86","424,800,211.80","414,040,803.34","375,972,064.23","336,978,942.70","276,839,030.43","162,907,801.35","151,046,964.21","139,147,587.87","82,069,714.50","115,984,720.98","207,519,546.66","230,449,986.76","128,971,720.27","81,979,395.80","32,634,440.96","30,575,386.02","25,895,459.49","7,420,449.38","28,476,148.51","16,780,381.70","180,779,671.64","32,391,228.34","67,114,337.50","56,242,171.34","71,239,467.44","31,913,013.45","133,326,994.36","44,951,855.61","107,114,398.25","115,844,716.57","80,957,178.87","97,061,734.04","47,303,360.16","34,800,498.86","213,228,046.76","39,394,952.69"
