科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与经营活动有关的现金,"50,670,317.16","66,693,182.12","68,743,849.02","46,285,569.33","25,606,597.66","45,274,729.21","64,733,896.94","18,461,295.63","36,943,346.83","65,032,355.60","81,022,409.99","29,855,490.57","64,060,331.62","107,503,765.73","92,480,662.81","32,089,737.94","64,584,771.97","97,265,703.77","90,031,713.25","24,911,031.15","46,644,678.50","74,011,636.08","91,903,969.97","37,382,097.14","65,951,287.40","118,215,578.30"
筹资活动现金流入小计,"289,504,407.17","164,757,700.67","272,000,000.00","143,390,403.52","834,000,000.00","854,000,000.00","941,056,074.86","99,592,768.61","118,798,303.60","169,367,909.52","251,736,783.40","19,059,824.27","204,374,836.97","207,094,268.01","208,823,258.38","136,905,194.83","262,188,147.72","429,959,104.67","533,074,337.34","138,634,678.75","284,957,058.96","299,996,608.97","298,825,348.25","190,775,738.32","354,758,611.55","366,534,000.40"
经营活动现金流出小计,"506,496,981.90","628,747,299.39","914,231,284.42","247,780,536.49","474,389,713.78","676,971,555.83","914,992,157.51","278,218,252.36","552,506,944.47","854,619,557.91","1,082,322,639.12","301,971,649.16","686,758,807.81","994,063,088.37","1,192,564,997.91","358,130,960.40","705,817,827.40","1,009,196,552.40","1,128,573,941.27","238,435,837.62","497,536,130.38","775,545,240.11","961,661,395.93","326,841,437.26","724,001,403.76","1,081,052,559.14"
偿还债务支付的现金,"181,800,000.00","72,000,000.00","142,000,000.00","100,000,000.00","128,000,000.00","434,500,000.00","507,500,000.00","20,000,000.00","81,635,352.79","125,643,734.25","240,686,302.33","20,277,959.98","140,385,833.86","190,084,992.25","212,628,594.77","22,991,152.57","150,106,546.52","310,355,282.36","418,652,988.54","47,715,055.69","191,455,252.03","255,955,252.03","306,006,922.41","40,036,274.16","150,283,076.23","165,000,000.00"
经营活动产生的现金流量净额,"54,064,272.56","95,035,959.79","82,818,971.95","-37,453,092.76","12,123,028.01","38,514,141.97","46,453,243.61","-45,754,708.96","8,083,194.16","9,363,705.10","37,295,535.50","-67,503,190.76","-61,474,783.43","-33,882,858.77","50,109,014.20","-110,916,951.36","-73,727,219.08","-52,123,173.26","27,162,147.69","-70,034,768.46","42,361,819.15","65,740,452.48","81,029,398.97","-167,078,653.01","-151,721,187.60","-118,399,689.79"
分配股利、利润或偿还利息支付的现金,"10,822,938.54","58,456,502.51","74,074,514.92","7,973,196.65","14,211,931.95","17,116,316.75","43,897,995.56","9,462,438.33","40,326,439.18","46,926,464.84","44,078,084.83","1,058,082.71","4,090,403.82","15,867,066.85","20,236,254.21","2,829,890.13","20,289,496.93","23,198,250.33","26,413,649.19","4,631,060.35","7,763,038.78","10,870,662.58","13,785,059.82","2,923,042.24","12,998,216.34","17,752,638.14"
收回投资收到的现金,"1,081,210.42","3,478,914.07",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"110,480,795.68",,"10,572,594.47","11,510,000.00","61,045,399.14","125,633,790.85","20,468,900.00","785,482.38","2,198,874.38","6,319,213.74","10,847,668.64","9,477,321.18","23,310,446.95","35,999,729.89","28,215,939.99","-8,213,434.94","2,931,586.07","4,194,508.03",,"1,854,324.80","8,786,768.96","10,272,560.28","10,933,932.16","6,386,760.60","7,619,200.09","8,441,576.19"
取得投资收益收到的现金,"117,896.12","45,000.00","45,000.00",,"60,000.00","60,000.00","60,000.00",,"65,000.00","65,000.00","65,000.00",,"70,000.00","70,000.00","70,000.00",,"90,000.00","90,000.00","90,000.00",,"100,000.00","100,000.00","100,000.00",,"115,000.00","115,000.00"
筹资活动现金流出小计,"303,103,734.22","130,456,502.51","226,647,109.39","119,483,196.65","203,257,331.09","577,250,107.60","571,866,895.56","30,247,920.71","124,160,666.35","178,889,412.83","295,612,055.80","30,813,363.87","167,786,684.63","241,951,788.99","261,080,788.97","17,607,607.76","173,327,629.52","337,748,040.72","445,066,637.73","54,200,440.84","208,005,059.77","277,098,474.89","330,725,914.39","49,346,077.00","170,900,492.66","191,194,214.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,"128,400.00","272,708.25","108,623.00",,"178,500.00","198,740.00","292,740.00","25,600.00","175,750.00","181,630.00","448,471.00","183,250.00","677,800.00","712,613.41","2,337,612.99",,"184,209.00","184,209.00","1,153,706.61",500.00,"145,907.05","151,007.05","1,992,397.73","243,888.00","298,951.00","22,358,342.50"
筹资活动产生的现金流量净额,"-13,599,327.05","34,301,198.16","45,352,890.61","23,907,206.87","630,742,668.91","276,749,892.40","369,189,179.30","69,344,847.90","-5,362,362.75","-9,521,503.31","-43,875,272.40","-11,753,539.60","36,588,152.34","-34,857,520.98","-52,257,530.59","119,297,587.07","88,860,518.20","92,211,063.95","88,007,699.61","84,434,237.91","76,951,999.19","22,898,134.08","-31,900,566.14","141,429,661.32","183,858,118.89","175,339,786.07"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-73,947.50","-616,338.24","-508,599.53","-4,909.36","230,345.17","339,120.31","118,584.39","-261,352.60","-934,821.01","-778,243.43","-959,059.54","146,225.33","427,299.35","438,138.59","736,179.95","290,050.57","545,246.74","1,374,526.71","1,526,805.92","-170,495.57","285,721.52","621,774.96","1,244,967.62","-779,855.30","-1,562,346.12","-2,704,192.22"
收到其他与投资活动有关的现金,,,,,,,,,,,"15,045,100.00",,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,327,506.54","3,796,622.32","153,623.00",,"238,500.00","258,740.00","352,740.00","25,600.00","240,750.00","246,630.00","15,558,571.00","183,250.00","747,800.00","782,613.41","2,407,612.99",,"274,209.00","274,209.00","1,243,706.61",500.00,"245,907.05","251,007.05","2,092,397.73","243,888.00","413,951.00","22,473,342.50"
五、现金及现金等价物净增加额,"17,784,210.67","41,051,804.42","23,617,538.91","-25,810,657.53","573,949,750.54","215,804,334.55","293,996,105.49","-4,870,629.22","-47,440,946.95","-76,644,403.18","-97,995,107.26","-120,814,862.49","-86,850,530.74","-157,089,814.00","-130,527,263.88","-34,770,129.30","-32,669,070.85","-29,354,016.06","9,774,076.01","-7,827,340.21","86,607,743.88","44,509,816.18","-2,989,326.72","-57,435,639.45","-28,117,611.96","-6,793,214.74"
购建固定资产、无形资产和其他长期资产支付的现金,"23,934,293.88","87,685,508.45","104,199,347.12","12,259,862.28","69,384,791.55","100,057,560.13","112,791,890.81","28,225,015.56","49,467,707.35","75,954,991.54","106,014,881.82","41,887,607.46","63,138,999.00","89,570,186.25","131,522,540.43","43,440,815.58","48,621,825.71","71,090,642.46","93,158,783.82","22,056,814.09","33,237,703.03","44,938,394.39","55,455,524.90","31,250,680.46","59,106,148.13","83,502,461.30"
期初现金及现金等价物余额,"29,389,023.68","47,173,234.35","88,225,038.77","111,842,577.68","111,842,577.68","111,842,577.68","111,842,577.68","405,838,683.17","405,838,683.17","405,838,683.17","405,838,683.17","307,843,575.91","307,843,575.91","307,843,575.91","307,843,575.91","177,316,312.03","177,316,312.03","177,316,312.03","177,316,312.03","187,090,388.04","187,090,388.04","187,090,388.04","187,090,388.04","184,101,061.32","184,101,061.32","184,101,061.32"
投资支付的现金,,"3,780,129.16",,,,,,,,,,,,,,,,,"15,007,500.00",,,,,,,
期末现金及现金等价物余额,"47,173,234.35","88,225,038.77","111,842,577.68","86,031,920.15","685,792,328.22","327,646,912.23","405,838,683.17","400,968,053.95","358,397,736.22","329,194,279.99","307,843,575.91","187,028,713.42","220,993,045.17","150,753,761.91","177,316,312.03","142,546,182.73","144,647,241.18","147,962,295.97","187,090,388.04","179,263,047.83","273,698,131.92","231,600,204.22","184,101,061.32","126,665,421.87","155,983,449.36","177,307,846.58"
