科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得投资收益收到的现金,"86,422.29","92,890.97","9,931.86",,,"54,625.20","578,186.84","342,602.74","342,602.74","473,703.22","3,171,659.63","1,858,481.12","1,858,481.12","2,000,506.64","8,766,138.61","3,168,896.23","3,316,384.27","3,316,384.27","10,141,255.01",,,"147,488.04","3,847,932.80",,,"111,000.00","7,448,584.97","3,495,126.63"
筹资活动现金流出小计,"97,255,079.26","331,120,165.68","102,565,355.43","194,130,569.19","203,218,424.92","346,568,857.75","352,480,455.40","984,398.32","2,467,402.37","62,148,721.76","64,458,179.86","1,823,477.71","66,313,713.71","67,687,406.10","70,933,772.17","1,405,687.19","200,711,925.75","269,758,042.20","342,066,395.42","2,065,472.43","84,088,880.18","133,734,215.13","191,683,794.62","148,318,974.23","452,877,778.84","511,396,807.98","621,525,654.90","182,093,973.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,247,987.70","4,978,344.62","2,873,295.01","19,400.00","48,000.00","215,146.81","146,400.00","25,000.00","34,541.05","1,479,129.75","23,960,680.79","36,000.00","254,885.84","596,310.42","195,035.04","11,500.00","92,646.87","92,646.87","154,926.87","59,200.00","83,200.00","125,393.00","131,905.81","367,128.02","104,306,372.16","104,622,473.94","130,406,528.66","54,276.92"
筹资活动产生的现金流量净额,"38,586,363.70","-94,047,667.15","-89,565,355.43","-53,130,569.19","548,933,575.08","405,583,142.25","399,671,544.60","-984,398.32","101,562,597.63","69,881,278.24","67,571,820.14","-1,823,477.71","-66,313,713.71","-67,687,406.10","-69,933,772.17","-405,687.19","-29,711,925.75","-38,758,042.20","-81,066,395.42","27,934,527.57","16,535,119.82","224,722,184.87","162,387,005.38","33,223,096.60","-148,647,035.39","1,014,165,394.33","930,679,322.07","-181,793,973.47"
处置子公司及其他营业单位收到的现金净额,"839,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,015,478.03","-3,440,055.76","-232,476.56","839,000.45","441,676.58","2,061,136.34","-211,755.71","49,607,374.03","-1,215,135.96","-1,292,749.24","-1,803,350.62","236,168.94","409,973.42","-1,138,859.69","-968,235.73","-880,032.37","-623,206.49","1,419,640.64","2,112,428.59","115,336.96","1,798,705.18","1,462,616.85","1,932,215.44","517,262.78","2,172,051.73","4,638,933.58","5,245,278.19","-3,034,452.29"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"6,000,000.00",,"810,000.00","810,000.00",,,"246,379.10","17,546,129.10","50,111,000.00","50,271,333.47","60,200,114.29","5,669,427.88",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,174,009.99","5,071,235.59","2,883,226.87","19,400.00","48,000.00","269,772.01","724,586.84","367,602.74","50,377,143.79","51,952,832.97","77,132,340.42","1,894,481.12","2,113,366.96","2,596,817.06","8,961,173.65","9,305,396.23","9,534,031.14","10,344,031.14","17,231,181.88","59,200.00","83,200.00","519,260.14","21,825,967.71","50,478,128.02","154,577,705.63","164,933,588.23","375,024,541.51","524,549,403.55"
五、现金及现金等价物净增加额,"201,083,408.75","-3,353,126.69","-50,380,647.17","-66,496,614.74","542,266,928.10","331,339,325.62","387,469,310.38","-76,069,488.54","-90,978,580.97","-281,830,489.89","-123,150,465.06","-101,871,925.77","-172,217,063.45","-213,033,576.49","-5,153,332.42","-131,351,434.40","-180,529,204.16","-155,633,099.70","62,509,738.91","-207,379,929.27","-204,008,608.69","-130,077,177.48","-12,356,489.89","-24,391,067.71","-177,968,417.95","917,783,634.20","228,523,455.84","-197,241,383.79"
购建固定资产、无形资产和其他长期资产支付的现金,"23,029,295.07","68,674,211.86","139,591,091.11","14,561,271.50","34,347,809.35","61,195,057.91","99,432,105.98","52,992,368.32","114,326,050.75","148,291,683.46","164,465,279.95","15,475,861.75","34,928,418.41","52,171,732.32","70,591,573.98","25,899,742.27","31,759,389.54","34,329,239.47","35,728,346.11","121,513,499.00","127,531,507.99","134,259,211.72","149,548,188.78","38,915,679.90","92,053,511.40","138,798,789.68","240,687,086.98","142,959,516.55"
期初现金及现金等价物余额,"129,859,843.10","330,943,251.85","327,590,125.16","277,209,477.99","277,209,477.99","277,209,477.99","277,209,477.99","664,678,788.37","664,678,788.37","664,678,788.37","664,678,788.37","541,528,323.31","541,528,323.31","541,528,323.31","541,528,323.31","536,374,990.89","536,374,990.89","536,374,990.89","536,374,990.89","598,884,729.80","598,884,729.80","598,884,729.80","598,884,729.80","579,949,374.91","586,528,239.91","586,528,239.91","586,528,239.91","815,051,695.75"
投资支付的现金,"125,000.00","291,478.50",,,,"50,000,000.00","57,070,000.00",,"60,000,000.00","151,900,000.00","150,000,000.00",,,,,,,"8,100,000.00","29,100,000.00","7,500,000.00","9,000,000.00","166,624,840.71","107,000,000.00","1,200,000.00","1,200,000.00","3,300,000.00","1,051,800,000.00","311,506,526.00"
期末现金及现金等价物余额,"330,943,251.85","327,590,125.16","277,209,477.99","210,712,863.25","819,476,406.09","608,548,803.61","664,678,788.37","588,609,299.83","573,700,207.40","382,848,298.48","541,528,323.31","439,656,397.54","369,311,259.86","328,494,746.82","536,374,990.89","405,023,556.49","355,845,786.73","380,741,891.19","598,884,729.80","391,504,800.53","394,876,121.11","468,807,552.32","586,528,239.91","555,558,307.20","408,559,821.96","1,504,311,874.11","815,051,695.75","617,810,311.96"
