科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"106,969,565.86","147,531,522.67","29,498,136.62","126,495,736.45","39,180,192.40","77,272,417.78","109,356,914.64","164,033,477.67","53,463,186.83","88,759,230.17","126,085,122.81","208,672,068.37","64,190,834.95","106,068,921.95","147,882,983.45","244,157,514.41","70,828,619.35","138,009,877.88","191,836,061.27","289,472,844.03","85,070,740.57","156,101,423.97","237,284,999.84","318,418,204.77","105,764,020.97","175,632,746.80","279,751,937.89","389,015,469.52","122,608,256.46","226,866,866.34","328,023,735.66","458,065,778.07","138,555,622.62","247,325,984.80","373,403,425.66","553,082,414.99","175,750,930.93"
取得借款收到的现金,"135,000,000.00","266,467,084.91","122,000,000.00","143,764,240.00",,"320,000,000.00","320,000,000.00","327,000,000.00",,"2,000,000.00","4,500,000.00","481,645,380.00",,"173,517,020.83","399,348,163.29","292,341,015.00","32,430,000.00","150,671,879.22","248,794,084.24","383,839,436.29","351,765,332.64","685,578,341.13","863,868,230.74","1,211,856,424.65","406,775,772.63","773,864,711.16","1,065,379,883.44","1,540,237,209.60","410,576,675.22","886,063,285.77","1,072,456,385.77","1,214,393,565.85","312,230,000.00","586,318,500.00","1,258,871,000.00","1,263,303,500.00","142,000,000.00"
支付的各项税费,"46,148,178.78","63,016,809.90","32,627,769.64","129,112,546.62","18,392,137.99","40,569,514.57","76,158,113.30","114,563,039.26","31,869,515.45","53,166,143.62","92,408,297.89","121,740,347.67","51,267,570.85","47,533,554.06","77,922,498.86","123,266,005.44","35,930,776.64","47,649,553.85","75,234,811.54","117,331,926.21","38,767,099.34","84,202,376.45","126,440,699.01","194,314,188.75","128,638,906.07","115,543,276.42","158,746,706.00","244,823,839.26","39,667,328.80","84,765,670.24","147,229,670.75","233,285,837.63","71,530,121.74","129,992,080.26","193,391,876.44","275,947,741.86","63,027,924.11"
收到其他与筹资活动有关的现金,"22,279,466.74","52,500,000.00",,,,,"10,051,650.00",,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,"1,500,000.00","1,500,000.00","1,500,000.00",,,"819,000.00","234,095,000.00",,"31,059,580.39","31,059,580.39","583,347,500.69",,,,"466,686,512.96",,,"110,000,000.00","309,000,000.69",
支付其他与经营活动有关的现金,"108,235,361.75","168,649,791.96","53,274,096.36","147,574,916.47","37,043,615.88","53,388,561.83","86,867,020.65","136,429,991.49","60,543,850.03","85,922,383.62","106,056,641.95","145,928,342.54","138,193,977.32","70,251,268.14","122,169,397.70","141,687,399.90","18,342,595.05","71,144,816.41","127,660,157.31","177,495,824.44","109,834,999.16","62,459,285.47","110,716,615.57","149,358,572.88","59,717,722.81","77,659,318.69","106,384,248.57","155,420,260.91","53,946,915.58","88,183,057.28","139,176,426.11","197,869,176.27","80,508,581.24","189,487,821.75","193,650,498.45","302,105,373.81","93,275,975.24"
筹资活动现金流入小计,"202,888,234.74","318,967,084.91","122,000,000.00","143,764,240.00",,"320,000,000.00","2,091,949,898.80","2,104,547,500.00",,"2,000,000.00","4,500,000.00","481,645,380.00",,"178,517,020.83","404,348,163.29","307,391,015.00","32,430,000.00","152,171,879.22","250,294,084.24","390,239,436.29","351,765,332.64","685,578,341.13","864,687,230.74","1,445,951,424.65","406,775,772.63","804,924,291.55","1,096,439,463.83","2,123,584,710.29","1,426,074,126.52","1,911,960,737.07","2,098,353,837.07","2,706,977,530.11","312,230,000.00","586,318,500.00","1,368,871,000.00","1,582,637,330.08","142,000,000.00"
经营活动现金流出小计,"1,373,896,227.04","1,938,762,269.55","423,090,857.32","1,643,652,660.63","372,353,575.09","792,104,233.34","1,334,027,354.28","1,846,256,195.38","536,925,379.31","1,026,074,451.36","1,577,380,961.54","2,132,819,256.58","624,660,484.61","973,539,320.58","1,479,733,796.51","2,137,144,718.23","530,233,961.69","1,014,673,777.59","1,582,160,858.65","2,368,224,791.32","752,700,332.88","1,311,609,658.79","2,000,939,111.68","2,830,972,592.91","644,731,055.24","1,305,890,362.47","2,133,048,659.51","3,079,916,656.63","718,952,003.81","1,380,381,823.86","2,324,775,641.63","3,234,462,076.86","819,264,469.79","1,676,818,475.38","2,700,246,719.82","4,051,895,390.23","1,010,211,168.27"
偿还债务支付的现金,"10,000,000.00","324,935,745.11","124,531,339.80","206,295,579.80",,,"320,000,000.00","324,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00","205,746,885.53","56,898,494.47","188,915,515.30","198,357,454.26","132,898,494.47","500,000.00","42,991,371.28","51,685,083.60","390,667,106.54","103,253,399.84","242,344,183.63","455,835,722.99","683,713,765.33","424,708,858.85","770,857,374.40","1,149,216,097.84","1,638,907,582.67","308,698,085.62","654,481,975.54","1,136,987,175.55","1,544,291,282.28","211,937,000.00","315,333,500.00","642,894,000.00","953,036,200.00","498,987,000.00"
经营活动产生的现金流量净额,"-48,326,662.25","240,707,641.27","106,420,727.76","138,429,437.69","122,164,303.34","80,768,192.51","97,914,160.28","149,762,874.03","27,313,942.55","30,105,469.35","74,055,608.76","44,483,753.78","159,894,088.39","158,335,810.96","260,804,464.58","450,786,398.49","173,447,663.47","118,620,035.85","205,589,965.47","333,156,026.46","27,544,920.71","154,629,152.43","202,533,868.68","484,284,949.27","106,436,790.76","154,144,270.38","279,510,064.73","503,063,581.23","82,091,688.25","118,883,733.51","321,974,363.97","607,669,056.25","129,149,898.96","175,056,701.80","339,202,322.62","449,589,757.90","135,439,457.39"
分配股利、利润或偿还利息支付的现金,"35,981,547.40","39,916,596.19","2,222,535.16","1,178,361.62","57,436.50","1,139,130.50","4,071,061.49","5,357,322.92","818,076.66","255,480,017.33","256,382,012.70","258,977,233.66","4,664,867.07","8,964,029.97","12,959,000.13","18,789,102.43","5,596,383.61","138,129,398.53","144,418,446.07","148,924,968.55","3,375,855.95","111,043,816.93","119,393,154.61","125,564,651.09","6,702,956.41","215,388,329.33","234,389,288.66","233,104,158.25","6,795,728.30","119,789,164.92","123,574,030.37","125,460,431.04","4,570,005.86","7,120,180.63","119,756,270.99","124,944,061.75","7,243,539.10"
收回投资收到的现金,"3,000,000.00",,,,,"2,360,800.00","2,360,800.00","5,361,865.78",,"16,492,500.00","28,610,519.88","16,492,500.00",,,,"9,787,517.24",,"160,378,978.38","232,826,720.53","244,870,698.93","664,419,868.31","1,305,728,087.20","883,912,703.62","3,173,222,640.69","448,421,841.65","2,326,749,296.60","2,492,595,498.77","3,756,231,507.37","84,111,257.69","267,234,138.00","363,619,419.77","1,349,610,957.45","6,000,000.00","80,000,000.00","465,861,202.26","2,177,817,691.57","525,000,000.00"
支付其他与筹资活动有关的现金,"36,300,000.00","86,997,866.74","600,000.00","1,000,000.00",,,,"6,333,500.00",,,,"4,000,000.00",,,,"87,797,683.85","37,800,000.00","133,109,173.22","133,109,173.22","162,865,000.00","4,954,065.67","49,695,000.00","115,457,500.69","585,197,500.69",,,"58,743,916.12","471,694,716.90","153,494,614.20","343,313,487.73","393,073,856.45","309,858,331.69","126,186,689.31","131,352,755.77","131,502,469.60","226,411,611.42",
取得投资收益收到的现金,,,,,,,,,,,,"12,174,130.27","1,804,400.00","2,979,401.45","1,809,000.00","2,005,144.05","1,630,830.14","7,508,000.00","19,131,002.48","21,558,800.00","4,352,394.27","13,367,300.00","16,923,356.68","36,090,642.73","9,209,666.42","31,586,913.70","40,856,283.25","85,302,671.38","22,123,250.25","26,983,909.59","73,222,166.17","90,669,890.21","4,492,285.67","12,636,152.18","15,771,153.33","40,711,733.56","3,198,409.53"
筹资活动现金流出小计,"82,281,547.40","451,850,208.04","127,353,874.96","208,473,941.42","57,436.50","1,139,130.50","324,071,061.49","335,690,822.92","7,818,076.66","262,480,017.33","263,382,012.70","468,724,119.19","61,563,361.54","197,879,545.27","211,316,454.39","239,485,280.75","43,896,383.61","314,229,943.03","329,212,702.89","702,457,075.09","111,583,321.46","403,083,000.56","690,686,378.29","1,394,475,917.11","431,411,815.26","986,245,703.73","1,442,349,302.62","2,343,706,457.82","468,988,428.12","1,117,584,628.19","1,653,635,062.37","1,979,610,045.01","342,693,695.17","453,806,436.40","894,152,740.59","1,304,391,873.17","506,230,539.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"34,000.00","310,015.43",,"28,176.20",,"274,182.96","2,173,154.14","529,582.65",,"6,126.27","6,006.15","6,126.27",,,,"312,689.86",,"39,500.00","50,700.00","220,000.00","134,700.00","189,789.24","238,566.93","321,094.30","2,390,860.04","172,901.41","344,187.79","595,953.26","49,977.65","172,948.09","204,824.87","904,329.53","33,018.47","177,945.23","655,640.79","288,470.04","209,514.05"
筹资活动产生的现金流量净额,"120,606,687.34","-132,883,123.13","-5,353,874.96","-64,709,701.42","-57,436.50","318,860,869.50","1,767,878,837.31","1,768,856,677.08","-7,818,076.66","-260,480,017.33","-258,882,012.70","12,921,260.81","-61,563,361.54","-19,362,524.44","193,031,708.90","67,905,734.25","-11,466,383.61","-162,058,063.81","-78,918,618.65","-312,217,638.80","240,182,011.18","282,495,340.57","174,000,852.45","51,475,507.54","-24,636,042.63","-181,321,412.18","-345,909,838.79","-220,121,747.53","957,085,698.40","794,376,108.88","444,718,774.70","727,367,485.10","-30,463,695.17","132,512,063.60","474,718,259.41","278,245,456.91","-364,230,539.10"
处置子公司及其他营业单位收到的现金净额,,"466,650.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,321.06","442,321.06","442,321.06","480,000.00",
四、汇率变动对现金的影响,"-7,958,372.20","-22,565,899.59","-983,429.39","-2,452,202.73","-222,725.22","-3,565,586.44","-15,943,100.00","-24,855,434.84","-3,551,395.07","-8,352,150.39","-19,155,032.91","-36,144,143.96","1,380,247.23","5,841,378.39","7,533,923.02","-6,921,588.22","-3,452,153.37","-18,446,750.66","-25,240,901.76","-6,772,270.95","-3,788,541.57","-4,177,428.88","8,545,931.69","-8,932,504.44","-1,120,712.38","2,681,841.79","-4,349,436.81","-8,018,512.75","4,746,598.79","-2,252,084.45","18,805,938.18","13,391,839.07","-6,525,248.20","-82,513,099.66","-121,032,119.87","-52,518,042.53","-82,715,256.92"
收到其他与投资活动有关的现金,"6,966,138.02",,,"5,000,000.00",,,,"1,852,748.94","1,000,000.00","8,208,538.91","6,400,577.84","7,540,926.41","120,000.00","395,000.00","395,000.00","765,789.05",,"3,182,729.37","3,182,729.37","6,170,000.00","3,170,000.00","34,278,695.79","33,741,313.53","38,038,695.79","3,590,671.47","13,238,171.47","29,045,686.96","11,438,171.47","24,893,752.78","24,893,752.78","24,893,752.78","86,066,676.14","7,604,368.20","1,397,354.11","1,518,984.95","3,657,654.11","937,715.45"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,000,138.02","776,665.43",,"5,028,176.20",,"2,634,982.96","4,533,954.14","7,744,197.37","1,000,000.00","24,707,165.18","35,017,103.87","36,213,682.95","1,924,400.00","3,374,401.45","2,204,000.00","12,871,140.20","1,630,830.14","171,109,207.75","255,191,152.38","272,819,498.93","672,076,962.58","1,353,563,872.23","934,815,940.76","3,247,673,073.51","463,613,039.58","2,371,747,283.18","2,562,841,656.77","3,853,568,303.48","131,178,238.37","319,284,748.46","461,940,163.59","1,527,251,853.33","18,571,993.40","94,653,772.58","484,249,302.39","2,222,955,549.28","529,345,639.03"
五、现金及现金等价物净增加额,"41,119,268.39","-5,804,594.65","93,819,558.41","24,210,213.91","111,692,435.01","270,919,570.81","1,650,772,870.01","1,742,998,251.02","-7,583,471.33","-253,293,691.20","-481,274,075.96","-494,717,338.18","68,883,773.29","70,262,666.75","162,162,598.67","11,823,166.52","-35,162,545.98","-774,139,683.66","-623,621,252.52","-761,253,057.90","195,061,042.88","346,631,568.72","90,038,041.67","19,712,748.17","186,215,562.09","387,508,420.97","177,472,057.46","676,645,900.72","894,877,183.34","875,946,349.91","816,810,246.09","997,344,167.18","-13,620,877.23","-789,151,394.22","-55,047,636.26","-354,046,733.37","134,192,286.01"
购建固定资产、无形资产和其他长期资产支付的现金,"24,182,872.52","13,375,373.63","5,787,714.00","46,609,344.83","10,191,706.61","120,721,474.72","151,553,568.72","152,452,649.62","24,527,942.15","33,549,514.01","59,143,583.93","87,681,177.15","32,751,600.79","77,926,399.61","111,633,326.73","155,913,855.57","58,564,051.88","88,858,555.42","108,193,004.59","128,322,793.33","33,696,404.09","58,445,581.03","92,017,701.06","129,142,510.10","28,633,510.47","52,884,470.00","104,912,612.13","106,589,202.25","23,822,248.60","49,415,631.81","68,603,043.93","105,822,834.85","19,507,426.22","51,889,180.20","54,169,772.72","75,999,567.66","21,428,091.45"
期初现金及现金等价物余额,"146,238,685.02","187,357,953.41","181,553,358.76","181,553,358.76","205,763,572.67","205,763,572.67","200,763,572.67","205,763,572.67","1,948,761,823.69","1,948,761,823.69","1,948,761,823.69","1,948,761,823.69","1,454,044,485.51","1,454,044,485.51","1,454,044,485.51","1,454,044,485.51","1,466,208,993.55","1,465,867,652.03","1,465,867,652.03","1,465,867,652.03","704,614,594.13","704,614,594.13","704,614,594.13","704,614,594.13","724,327,342.30","724,327,342.30","724,327,342.30","724,327,342.30","1,400,973,243.02","1,400,973,243.02","1,400,973,243.02","1,400,973,243.02","2,398,317,410.20","2,398,317,410.20","2,398,317,410.20","2,398,317,410.20","2,044,270,676.83"
投资支付的现金,"2,419,650.00","2,360,800.00",,"476,151.00",,"2,057,413.00","2,057,413.00","5,057,413.00",,"4,915,694.00","249,067,680.00","456,272,903.05",,,"189,778,171.10","354,904,662.63","117,708,450.73","767,913,548.73","842,453,048.73","859,045,175.78","697,903,524.37","1,318,405,683.76","1,114,086,096.14","3,622,055,096.14","316,641,571.06","1,885,460,986.93","2,020,163,341.54","3,134,042,783.87","239,246,795.66","239,265,553.80","261,786,610.60","1,497,822,550.20","104,846,400.00","1,053,407,830.08","303,846,400.00","2,283,846,400.00","62,218,922.94"
期末现金及现金等价物余额,"187,357,953.41","181,553,358.76","275,372,917.17","205,763,572.67","317,456,007.68","476,683,143.48","1,851,536,442.68","1,948,761,823.69","1,941,178,352.36","1,695,468,132.49","1,467,487,747.73","1,454,044,485.51","1,522,928,258.80","1,524,307,152.26","1,616,207,084.18","1,465,867,652.03","1,431,046,447.57","691,727,968.37","842,246,399.51","704,614,594.13","899,675,637.01","1,051,246,162.85","794,652,635.80","724,327,342.30","910,542,904.39","1,111,835,763.27","901,799,399.76","1,400,973,243.02","2,295,850,426.36","2,276,919,592.93","2,217,783,489.11","2,398,317,410.20","2,384,696,532.97","1,609,166,015.98","2,343,269,773.94","2,044,270,676.83","2,178,462,962.84"
