科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"1,000,000.00",,,"500,000.00","10,000,000.00","10,000,000.00","10,000,000.00","14,193,388.55","6,456,439.80","8,262,146.71","10,413,498.89","12,335,360.00","3,993,930.89","7,757,558.51","12,221,226.68","15,833,412.48","32,615,703.50","35,064,404.38","36,153,491.61","36,057,188.93",,,,,"26,075.45","102,934.95","181,138.10","252,474.28","536,463.46","657,012.86","9,423,216.35","9,519,149.67","10,201,819.26","744,270.65","15,927,266.17","15,461,927.57","206,217.61"
经营活动产生的现金流量净额,"19,508,885.80","9,614,354.20","-13,640,477.87","21,268,309.46","-25,505,957.73","-23,523,179.09","-19,567,708.16","26,975,393.38","-40,193,203.52","-59,329,279.80","-65,960,542.93","842,753.72","-55,840,731.57","-73,077,091.04","-67,046,417.92","41,176,934.41","-38,835,073.33","-64,678,966.84","-62,226,543.85","57,817,895.41","-58,868,138.41","-79,286,294.10","-60,983,850.41","78,812,207.10","-58,993,432.44","-75,912,496.19","-45,975,536.90","129,046,880.20","-92,864,697.07","-123,060,292.45","-156,605,126.34","223,170,130.99","-154,498,141.19","-201,640,983.26","-241,375,162.99","249,360,832.91","-246,374,016.83"
分配股利、利润或偿还利息支付的现金,"2,201,705.94",,"21,256.25","22,952.50",,"15,041,300.00","15,041,300.00","15,205,694.84","84,805.31","13,948,811.54","15,259,196.14","15,354,840.30","98,686.98","206,258.25","306,137.88","709,643.04","289,575.18","398,120.58","460,912.36","528,967.28","73,263.03","11,167,918.90","11,238,037.64","11,388,862.61","391,860.65","11,680,149.09","11,744,132.76","11,650,387.97",,"18,580,000.96","18,741,684.82","19,814,539.32","104,884.10","29,469,425.24","30,436,837.01","30,008,044.12","63,739.97"
收回投资收到的现金,,"10,366,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000.00",,"22,000,000.00","56,000,000.00","74,000,000.00","395,000,000.00","275,000,000.00","531,000,000.00","1,004,000,000.00","315,000,000.00","115,000,000.00"
支付其他与筹资活动有关的现金,,,,"8,165,639.22",,"3,857,338.05","3,945,838.05","3,192,508.86",,,,,,,,,"35,466.67",,,,,,,"868,550.00",,,"416,597.91","394,286.08",,"8,869,535.63","9,581,914.47","196,254,766.52",,"242,616.45","242,616.45","3,375,634.65",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,252.60,,,,,,,"26,508.49","78,377.26","63,649.32","158,830.69","379,311.09","2,577,493.82","1,983,938.35","4,230,491.19","7,345,643.87","8,386,188.42","2,059,319.63"
筹资活动现金流出小计,"3,201,705.94",,"21,256.25","8,688,591.72","10,000,000.00","28,898,638.05","28,987,138.05","32,591,592.25","6,541,245.11","22,210,958.25","25,672,695.03","27,690,200.30","4,092,617.87","7,963,816.76","12,527,364.56","16,543,055.52","32,940,745.35","35,462,524.96","36,614,403.97","36,586,156.21","73,263.03","11,167,918.90","11,238,037.64","12,257,412.61","417,936.10","11,783,084.04","12,341,868.77","12,297,148.33","536,463.46","28,106,549.45","37,746,815.64","225,588,455.51","10,306,703.36","30,456,312.34","46,606,719.63","48,845,606.34","269,957.58"
处置固定资产、无形资产和其他长期资产收回的现金净额,"27,611.00",,,,,"40,594.00","143,126.00","143,175.00","15,630.00","66,883.00","112,285.61","185,997.00","72,668.00","155,987.00","208,081.55","242,783.05","361,113.04","441,204.69","508,561.69","437,578.38",,"74,259.00","109,353.00","167,631.57","16,169.00","69,882.50","123,896.13","143,250.63","79,116.00","142,963.00","183,931.50","472,731.50","78,037.00","263,722.84","492,705.25","569,517.89",
筹资活动产生的现金流量净额,"30,918,294.06","1,813,900.00","-21,256.25","354,795,108.28","-10,000,000.00","-28,898,638.05","-28,987,138.05","-32,330,692.25","134,789.18","-13,820,500.87","-13,140,248.67","-8,534,500.30","-1,710,977.87","6,363,783.24","16,618,595.44","30,827,429.48","-31,582,185.35","-32,853,284.96","-32,701,070.97","-17,634,104.01","520,676.97","-8,138,508.90","-7,613,497.64","-8,765,712.61","-417,936.10","-11,115,492.15","-11,409,813.73","-3,090,909.54","70,392.20","433,337,726.01","431,733,917.44","429,007,726.76","-9,748,344.15","-29,895,126.46","-45,353,841.63","-48,485,606.34","552,094.42"
处置子公司及其他营业单位收到的现金净额,,,,,,"849,345.43","849,345.43",,,,,,,,,,,,"28,000,000.00","35,000,000.00",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-37,429.72","-86,835.74","-8,029.06","-4,964.99",,"-4,448.35",,"-1,774.73",,"-31,770.43","-57,983.49","-67,517.64","-367,975.45","-160,722.54","12,950.50","-3,996.38","-399,342.64","-597,791.30","-636,446.87","-19,931.78","49,698.62","99,356.44","810,467.45","-101,203.29","20,789.72","-41,420.58","275,434.67","466,333.13","-21,004.96","190,354.64","258,299.56","739,625.84","-75,757.35","-353,656.60","-579,704.50","-559,067.15","-522,137.72"
收到其他与投资活动有关的现金,"123,101.40","1,043,055.63","234,686.95","259,908.91","380,477.27","596,246.75",,"1,163,468.23","5,885,454.94","6,461,810.09","7,197,804.33","7,741,819.41","6,371,976.42","6,749,230.08","7,470,878.08","7,523,813.00","221,505.42","416,751.32","416,751.32","1,448,770.86","362,662.61",,,"2,515,448.99",,,,"128,183,265.74","4,698,005.00","15,755,909.57","15,813,470.57","16,983,093.23",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"150,712.40","11,409,055.63","234,686.95","259,908.91","380,477.27","1,486,186.18","992,471.43","1,306,643.23","5,901,084.94","6,528,693.09","7,310,089.94","7,927,816.41","6,444,644.42","6,905,217.08","7,678,959.63","7,766,596.05","582,618.46","857,956.01","28,925,313.01","36,886,601.84","362,662.61","74,259.00","109,353.00","2,683,080.56","16,169.00","69,882.50","8,150,404.62","128,404,893.63","26,840,770.32","72,057,703.26","90,376,713.16","415,033,318.55","277,061,975.35","535,494,214.03","1,011,838,349.12","323,955,706.31","117,059,319.63"
五、现金及现金等价物净增加额,"35,737,205.35","-5,088,966.51","-14,937,302.66","374,578,289.37","-35,290,475.46","-73,114,105.05","-88,657,939.51","-37,780,598.67","-37,665,226.77","-71,927,403.44","-78,463,048.70","-13,911,801.57","-206,034,181.27","-236,979,630.06","-240,512,156.65","-141,832,416.71","-71,467,815.86","-105,140,004.68","-95,285,855.17","43,201,261.57","-67,159,173.62","-108,433,086.31","-106,587,069.86","-108,051,830.09","-72,542,528.98","-116,285,640.64","-113,762,310.73","184,266,272.90","-113,460,885.92","184,249,237.36","-162,883,112.17","172,280,128.79","-86,332,689.44","-268,855,289.10","-272,052,987.84","25,700,507.02","-218,311,604.43"
购建固定资产、无形资产和其他长期资产支付的现金,"1,108,299.73","26,671,440.60","1,502,226.43","1,740,072.29","164,995.00","22,174,025.74","26,282,220.95","29,075,405.16","3,507,897.37","5,274,545.43","6,614,363.55","14,080,353.76","154,559,140.80","177,010,816.80","197,776,244.30","221,599,380.27","1,233,833.00","7,861,394.49","25,640,691.19","30,842,884.99","9,224,073.41","21,181,898.75","38,909,542.26","44,680,201.85","6,168,119.16","13,286,114.22","20,802,799.39","31,388,870.07","6,255,600.16","26,985,236.19","40,055,898.08","56,131,078.48","9,072,422.10","20,270,465.54","33,372,478.98","12,382,087.44","4,026,863.93"
期初现金及现金等价物余额,"18,713,018.83","54,450,224.18","49,361,257.67","49,361,257.67","423,939,547.04","423,939,547.04","423,939,547.04","423,939,547.04","386,158,948.37","386,158,948.37","386,158,948.37","386,158,948.37","372,247,146.80","372,247,146.80","372,247,146.80","372,247,146.80","230,414,730.09","230,414,730.09","230,414,730.09","230,414,730.09","273,615,991.66","273,615,991.66","273,615,991.66","273,615,991.66","165,564,161.57","165,564,161.57","165,564,161.57","165,564,161.57","349,830,434.47","349,830,434.47","349,830,434.47","349,830,434.47","522,110,563.26","522,110,563.26","522,110,563.26","522,110,563.26","547,811,070.28"
投资支付的现金,"13,694,957.46","1,168,000.00",,,,,"14,813,343.78",,,,,,,,,,,"6,523.10","3,006,415.30","3,006,314.90",,,,,,"16,000,000.00","44,000,000.00","15,000,000.00","24,000,000.00","52,000,000.00","369,000,000.00","697,272,531.06","190,000,000.00","458,000,000.00","869,000,000.00","392,000,000.00","70,000,000.00"
期末现金及现金等价物余额,"54,450,224.18","49,361,257.67","34,423,955.01","423,939,547.04","388,649,071.58","350,825,441.99","335,281,607.53","386,158,948.37","348,493,721.60","314,231,544.93","307,695,899.67","372,247,146.80","166,212,965.53","135,267,516.74","131,734,990.15","230,414,730.09","158,946,914.23","125,274,725.41","135,128,874.92","273,615,991.66","206,456,818.04","165,182,905.35","167,028,921.80","165,564,161.57","93,021,632.59","49,278,520.93","51,801,850.84","349,830,434.47","236,369,548.55","534,079,671.83","186,947,322.30","522,110,563.26","435,777,873.82","253,255,274.16","250,057,575.42","547,811,070.28","329,499,465.85"
