科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"47,118,760.46","30,004,601.76","30,772,081.05","33,153,204.85","13,137,805.89","13,163,943.63","8,480,733.23","7,479,085.24","6,092,396.21","9,387,569.40","17,118,798.00","11,000,470.80","5,151,435.77","14,738,638.76","19,738,247.15","12,270,294.84","14,806,786.48","17,338,837.01","12,084,351.74","13,391,685.21","3,231,464.03","2,028,866.51","5,570,160.79","9,962,131.81","3,343,477.90","6,765,198.51"
应付职工薪酬,"32,686,996.44","36,759,885.75","29,792,994.80","20,303,764.37","29,316,844.51","26,504,652.78","38,591,195.37","22,665,496.34","27,974,597.64","30,613,598.78","32,230,673.83","34,059,672.25","30,522,588.18","24,460,477.53","33,286,985.44","40,335,350.93","41,947,743.86","39,019,608.15","43,622,571.11","29,042,014.05","38,447,420.78","57,070,913.49","46,356,379.27","54,078,632.44","68,025,024.15","42,355,805.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-25,062,103.05","-6,269,544.44","-20,073,059.45","12,096,664.63","15,832,748.57","22,122,793.96","21,672,024.66","21,599,023.21","11,886,705.65","10,949,244.04","16,467,955.48","14,477,666.80","12,801,385.57","18,396,344.87","22,236,714.26","16,489,142.76","13,246,787.97","12,987,711.65","11,169,888.24","12,246,482.34","20,384,814.35","3,413,303.91","19,374,182.02","19,623,588.66","18,194,319.62","25,494,001.87"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,695,947.01","2,705,685.27","3,364,891.37","3,687,985.43","3,590,716.32","4,231,927.44","2,427,777.76","4,084,016.07","3,248,954.83","3,466,280.66","4,106,631.06","3,377,029.14","3,525,425.74","3,759,316.54","3,756,815.30","3,664,315.18","4,700,318.63","5,705,961.75","7,398,785.26","7,572,365.28","14,314,261.40","13,344,216.35","10,987,387.32",,"16,208,000.48",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"32,800,820.00",,,,"21,600,540.00",,,,,"2,507,476.94",,,,,,,,,,
存货,"267,797,473.87","378,252,936.34","547,645,987.21","502,732,686.41","653,747,904.69","708,898,632.14","734,298,392.66","781,784,691.01","833,537,328.90","827,455,020.88","900,298,052.13","954,976,337.38","942,989,087.12","936,062,788.98","976,690,766.17","959,978,724.62","946,675,581.88","979,390,404.94","1,065,303,656.63","1,095,003,670.03","1,136,737,595.30","1,160,141,501.16","1,222,400,415.62","1,233,294,817.41","1,247,264,968.20","1,241,196,631.87"
其他应付款,"74,513,611.43","6,509,616.02","7,752,536.08","6,301,637.01","6,148,447.60","9,989,847.11","6,773,992.49","6,922,035.94","6,626,133.46","5,588,529.18","7,236,851.56","6,993,660.00","5,546,622.36","5,513,857.70","6,149,758.50","7,700,736.10","20,818,548.76","20,666,266.93","21,582,759.76","22,952,745.19","27,975,872.27","24,999,386.50","24,359,574.88","31,629,229.82","43,088,750.82","31,857,422.93"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"46,284,949.39","119,251,071.26","269,234,273.17","256,569,369.61","43,169,944.95","40,711,669.94","70,988,611.56","94,266,097.43","309,821,117.40","322,821,117.40","461,195,300.06","424,390,018.07","294,615,840.58","165,793,650.21","176,922,147.59","45,000,000.00","284,000,000.00","269,000,000.00","289,000,000.00","269,000,000.00","157,000,000.00","137,000,000.00","137,000,000.00","100,000,000.00","317,250,000.00","442,659,088.00"
其他流动资产,"1,000,000.00",,"1,396,973.82","4,447,749.02","32,200,100.89","40,004,649.91","45,484,334.33","54,706,976.25","79,763,236.37","55,846,328.23","99,514,042.27","96,666,608.12","77,936,837.68","73,689,465.06","68,943,673.44","65,179,354.90","59,240,012.29","66,720,362.19","80,821,788.60","70,999,368.96","85,988,848.05","72,929,599.49","94,888,677.22","38,018,447.96","41,297,808.05","56,771,388.83"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,033,258,953.28","1,384,084,149.98","1,304,717,253.03","1,461,059,287.94","1,599,006,735.34","2,301,677,743.29","2,054,609,330.94","2,200,338,847.23","2,057,821,296.63","2,120,639,244.49","2,513,826,894.77","2,438,029,235.66","2,446,845,901.62","2,389,372,667.81","3,691,316,574.25","2,898,121,738.32","2,470,847,369.54","2,636,229,762.27","2,508,167,325.81","2,755,012,787.27","2,679,640,529.91","2,695,407,125.64","2,937,558,766.17","3,059,823,549.39","3,666,948,371.85","3,094,715,389.63"
流动负债合计,"1,444,728,288.27","1,617,310,674.32","2,007,992,320.58","2,200,031,689.75","2,369,701,025.62","2,308,981,038.75","1,987,371,071.90","2,201,741,762.85","2,232,264,438.13","2,171,061,411.87","2,603,394,321.96","2,487,751,717.55","2,585,506,898.35","2,165,076,954.57","2,351,779,471.89","1,907,579,946.41","3,017,710,899.72","3,065,514,749.37","2,996,316,422.57","3,269,897,183.04","3,144,170,833.77","3,159,038,371.49","3,389,608,708.32","3,485,192,569.66","3,642,534,787.85","3,357,591,851.73"
可供出售金融资产,,,,,,,,"39,761,590.49","41,215,857.38","41,383,040.47","47,574,997.52","41,653,739.96","44,021,458.57","46,778,856.90","44,781,506.93","51,298,324.33","52,892,536.69","50,237,023.05","52,359,041.78","48,971,488.34","53,556,852.97","46,203,730.88","47,093,328.18","49,123,146.82","49,055,962.21",
长期借款,"374,500,000.00","546,363,636.00","238,227,272.00","210,090,908.00","156,090,908.00","404,954,544.00","469,954,544.00","422,954,544.00","287,954,544.00","419,954,544.00","380,954,544.00","475,818,180.00","373,818,180.00","737,818,180.00","1,023,181,816.00","709,681,816.00","469,681,816.00","569,681,816.00","488,545,452.00","488,545,452.00","640,545,452.00","640,545,452.00","640,545,452.00","717,545,452.00","495,159,088.00","336,750,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"78,563,166.53","70,074,053.78","30,513,213.45","11,459,605.12","12,436,957.98","9,003,741.48","8,767,347.85","6,461,356.27","5,615,840.58","3,949,173.91","1,922,147.59",,,,,,,,,,,,,,"300,000,000.00","300,000,000.00"
长期股权投资,"11,800,000.00","11,800,000.00","11,800,000.00","11,800,000.00","11,800,000.00","11,800,000.00","11,800,000.00",,,,,,,,"44,107,100.00","44,107,100.00",,,,"20,906,839.62","35,416,720.29",,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"4,066,736.19","3,923,204.31","3,779,672.43","3,707,906.50","3,636,140.55","3,600,257.58","3,564,374.61","3,528,491.64","3,492,608.67","3,456,725.70","3,420,842.73","3,384,959.76","3,349,076.79","3,313,193.82","3,277,310.85","3,241,427.88","3,205,544.91","3,169,661.94","3,133,778.97","3,097,896.00","3,062,013.03","7,896,273.39","7,789,950.42","7,683,627.45","4,658,823.33","4,588,383.33"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"787,150,670.07","971,317,225.92","1,252,983,414.53","1,288,298,514.73","1,476,144,565.13","1,465,514,353.17","1,504,565,147.67","1,483,949,172.43","1,834,154,516.34","1,809,823,160.25","1,811,747,053.24","1,789,862,327.80","1,963,836,043.07","1,938,139,238.53","1,920,483,815.57","1,896,281,827.02","3,074,808,324.63","3,040,738,590.90","3,059,692,453.03","3,023,735,493.85","3,181,860,966.23","3,182,907,760.31","3,142,169,803.59","3,105,630,158.39","3,084,267,143.42","3,055,486,218.78"
递延所得税负债,,,,,,,,"4,194,238.57","4,412,378.61","4,437,456.07","5,366,249.63","4,478,060.99","4,833,218.79","5,246,828.53","4,947,226.04","5,924,748.65","6,163,880.50","5,765,553.46","6,083,856.27","5,575,723.25","6,263,527.94","5,160,559.63","5,293,999.23","5,598,472.02","5,588,394.33","5,356,987.81"
在建工程,"470,999,748.82","589,245,103.48","609,316,200.37","653,416,327.16","526,880,766.89","629,036,796.31","593,917,546.77","665,844,229.96","351,043,694.98","399,594,737.26","408,149,613.54","500,412,162.95","324,791,828.80","357,748,894.13","369,676,793.86","415,266,022.64","359,323,398.84","408,805,136.25","412,148,465.80","462,685,217.82","374,479,037.98","424,311,254.94","447,716,715.86","524,077,828.79","664,984,417.43","747,235,879.92"
其他非流动负债,"24,857,358.44","22,555,406.91","20,253,455.38","18,646,635.89","26,972,103.85","25,487,335.38","24,914,254.34","46,605,481.63",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"477,920,524.97","638,993,096.69","288,993,940.83","240,197,149.01","195,499,969.83","439,445,620.86","503,636,146.19","480,215,620.47","346,937,438.77","475,221,131.06","433,959,867.24","524,850,135.95","433,373,145.76","796,084,086.08","1,080,875,173.51","774,604,750.04","534,643,519.18","656,635,263.56","573,466,181.27","591,237,360.49","748,356,109.57","796,025,162.98","796,366,073.04","869,592,625.01","948,936,050.53","786,111,067.23"
固定资产清理,,,,,,,,,,,,"926,889.63",,,,,,,,,,,,,,
负债合计,"1,922,648,813.24","2,256,303,771.01","2,296,986,261.41","2,440,228,838.76","2,565,200,995.45","2,748,426,659.61","2,491,007,218.09","2,681,957,383.32","2,579,201,876.90","2,646,282,542.93","3,037,354,189.20","3,012,601,853.50","3,018,880,044.11","2,961,161,040.65","3,432,654,645.40","2,682,184,696.45","3,552,354,418.90","3,722,150,012.93","3,569,782,603.84","3,861,134,543.53","3,892,526,943.34","3,955,063,534.47","4,185,974,781.36","4,354,785,194.67","4,591,470,838.38","4,143,702,918.96"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"288,874,598.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00","433,754,341.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"12,972,027.31","257,384,321.50","257,384,321.50","257,384,321.50","257,384,321.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","755,803,669.50","1,568,566,378.25","1,568,566,378.25","1,568,566,378.25","1,568,566,378.25","1,568,566,378.25","1,568,566,378.25","1,568,566,378.25","1,578,519,497.31","1,568,566,378.25","1,568,566,378.25","1,570,895,909.21","1,570,895,909.21"
无形资产,"128,433,095.06","125,962,542.94","123,185,097.19","121,902,276.37","120,141,587.43","119,599,594.54","118,764,176.25","119,263,263.25","133,959,960.73","132,889,026.39","130,815,204.80","128,949,884.55","127,120,004.06","166,691,682.53","164,280,507.08","161,737,579.97","315,552,460.41","311,861,646.52","308,068,250.40","304,567,380.17","301,155,571.37","310,496,293.23","306,716,233.77","311,727,331.06","370,410,348.29","418,862,434.82"
盈余公积,"36,582,705.75","20,085,732.96","29,325,699.35","29,325,699.35","37,805,776.54","37,805,776.54","37,805,776.54",,"43,414,231.87","43,414,231.87","43,414,231.87","43,414,231.87","49,094,762.93","49,094,762.93","49,094,762.93","49,094,762.93","53,543,222.65","53,543,222.65","53,543,222.65","53,543,222.65","56,828,009.05","62,228,061.44","56,828,009.05","56,828,009.05","65,750,957.67","65,750,957.67"
开发支出,,,,,,,,,,,,,,,,,,,,"5,831,835.26","97,580,135.40","153,808,801.07","160,429,187.67","205,885,674.18","162,500,795.41","206,761,028.90"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,"1,554,327.51","1,554,327.51",,,"11,276,248.81","3,997,897.80",,
未分配利润,"149,373,459.74","206,817,035.39","373,013,268.47","462,661,948.22","527,251,202.53","558,412,705.33","571,228,543.75","587,040,808.39","595,142,511.98","612,303,478.17","623,897,796.05","642,356,943.10","642,866,732.00","664,780,403.10","684,338,775.73","668,301,907.09","667,075,524.34","698,441,451.66","723,107,306.83","717,011,380.05","706,613,227.21","738,517,633.63","745,353,504.74","758,051,811.56","752,613,357.62","786,907,670.60"
长期待摊费用,,,,,,,,,,,,,"5,700,000.00","21,950,000.00","20,000,000.01","18,550,000.02","17,100,000.00","15,650,000.01","14,200,000.02","12,750,000.03","13,300,000.00","13,300,000.00","13,300,000.00","8,949,999.67","9,500,000.00","8,050,000.01"
少数股东权益,"41,802,363.49","42,316,541.48","43,690,475.64","45,227,163.18","45,333,824.77","45,717,174.44","46,636,770.48","44,221,945.53","42,024,075.25","42,451,336.82","42,993,319.82","40,031,801.32","39,828,910.80","80,565,870.66","80,937,902.99","76,119,959.42","77,401,161.55","77,050,504.41","77,002,471.25","76,828,388.18","71,017,936.81","70,977,915.29","93,560,850.40","99,128,342.45","595,258,173.79","590,294,106.41"
递延所得税资产,"4,820,084.36","5,269,062.48","4,526,166.64","4,982,216.00","6,026,391.11","6,454,866.75","6,899,652.29","9,680,773.37","10,635,746.71","10,267,437.73","10,948,014.70","9,775,045.01","15,382,692.13","15,366,758.98","18,333,609.34","22,763,879.05","26,066,409.03","30,912,100.36","32,070,294.01","35,180,010.33","39,995,626.57","47,479,363.46","49,175,676.67","50,872,668.22","49,914,387.45","52,022,083.93"
外币报表折算价差,"-91,162.56","-855,023.24","-823,559.39","-1,239,651.62","-1,253,698.75","-1,085,232.74","-1,132,386.34","-1,168,980.89",,,,,,,,,,,,,,,,,,
其他非流动资产,"11,633,517.19","10,451,089.99","9,268,662.79","8,421,790.69","8,086,235.59","7,407,141.04","7,239,363.49","7,071,585.94","6,903,808.39","6,309,895.84","6,142,118.29","5,974,340.74","5,806,563.19","5,594,268.64","5,426,491.09","5,258,713.54","74,564,604.49","96,356,526.94","77,381,907.56","78,032,592.28","4,419,825.79","4,252,048.75","4,351,109.03","4,195,872.17","5,752,815.59","5,585,038.04"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,418,903,851.69","1,717,968,229.12","2,014,859,213.95","2,092,529,031.45","2,152,715,686.70","2,243,413,009.39","2,246,750,261.08","2,329,099,107.08","2,381,406,193.20","2,403,724,023.64","2,418,797,844.82","2,480,939,350.40","2,490,007,666.61","2,555,582,893.53","2,590,367,134.73","2,618,504,874.45","3,923,513,279.00","3,957,730,685.97","3,960,608,519.08","3,997,313,081.21","4,104,826,749.63","4,190,655,526.03","4,190,018,254.00","4,272,144,204.55","4,401,044,693.13","4,546,104,319.82"
所有者权益(或股东权益)合计,"529,513,991.73","845,748,608.09","1,022,590,205.57","1,113,359,480.63","1,186,521,426.59","1,796,664,093.07","1,810,352,373.93","1,847,480,570.99","1,860,025,612.93","1,878,080,725.20","1,895,270,550.39","1,906,366,732.56","1,917,973,524.12","1,983,794,520.69","2,849,029,063.58","2,834,441,916.32","2,842,006,229.64","2,871,810,435.31","2,898,993,241.05","2,891,191,324.95","2,891,940,336.20","2,930,999,117.20","2,941,602,238.81","2,977,182,559.27","3,476,522,226.60","3,497,116,790.49"
资产总计,"2,452,162,804.97","3,102,052,379.10","3,319,576,466.98","3,553,588,319.39","3,751,722,422.04","4,545,090,752.68","4,301,359,592.02","4,529,437,954.31","4,439,227,489.83","4,524,363,268.13","4,932,624,739.59","4,918,968,586.06","4,936,853,568.23","4,944,955,561.34","6,281,683,708.98","5,516,626,612.77","6,394,360,648.54","6,593,960,448.24","6,468,775,844.89","6,752,325,868.48","6,784,467,279.54","6,886,062,651.67","7,127,577,020.17","7,331,967,753.94","8,067,993,064.98","7,640,819,709.45"
负债和所有者(或股东权益)合计,"2,452,162,804.97","3,102,052,379.10","3,319,576,466.98","3,553,588,319.39","3,751,722,422.04","4,545,090,752.68","4,301,359,592.02","4,529,437,954.31","4,439,227,489.83","4,524,363,268.13","4,932,624,739.59","4,918,968,586.06","4,936,853,568.23","4,944,955,561.34","6,281,683,708.98","5,516,626,612.77","6,394,360,648.54","6,593,960,448.24","6,468,775,844.89","6,752,325,868.48","6,784,467,279.54","6,886,062,651.67","7,127,577,020.17","7,331,967,753.94","8,067,993,064.98","7,640,819,709.45"
