科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收回投资收到的现金,,,,,,,,,,,"47,000,000.00","90,000,000.00","190,000,000.00","280,000,000.00","430,000,000.00","50,000,000.00","195,000,000.00","282,000,000.00","481,200,000.00","60,714,338.33","152,310,001.00","152,310,001.00","461,930,000.00","411,000,000.00","1,300,000,001.00","1,824,000,001.00","2,083,500,000.00","273,322,740.00","1,026,281,370.00"
支付其他与筹资活动有关的现金,,,,"4,329,576.10","7,779,576.10","7,779,576.10","7,779,576.10",,,,,,,,,,,,,,,,,,"192,237.50","1,152,420.84","20,625,741.51",,"3,915.81"
取得投资收益收到的现金,"4,000,000.00",,,,,,,,,,"279,810.74","1,546,301.37","1,966,465.74","4,508,438.23","5,912,981.29","1,346,923.51","4,122,523.43","5,161,129.43","9,039,681.56","1,625,768.43","1,045,072.92","1,185,346.89","7,724,472.36","12,514,485.20","17,109,693.07","21,320,671.04","23,102,269.14","1,884,494.03","5,872,048.23"
筹资活动现金流出小计,"5,517,440.00","6,000,000.00","16,000,000.00","4,329,576.10","34,454,576.10","34,454,576.10","34,454,576.10",,"53,350,000.00","53,350,000.00","53,350,000.00",,"53,049,998.00","53,049,998.00","95,849,996.40",,,,,"16,000.00","20,000.00","20,000.00","20,000.00","253,330.00","445,567.50","24,523,050.84","47,213,422.52","57,391,902.59","131,469,211.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"235,588.94","2,600.00","29,350.62","1,519.90","1,415.05","990,055.82","1,025,244.86",854.70,"3,382.90","4,757.61","6,746.07","38,930.00","66,592.08","71,801.50","73,934.08",,"587,620.18","590,287.17","657,208.79","445,623.38","741,854.36","802,229.71","676,767.75","173,599.42","240,122.02","319,058.91","564,091.73","1,747.57","139,263.88"
筹资活动产生的现金流量净额,"-4,106,340.00","-6,000,000.00","-16,000,000.00","410,570,423.90","383,645,423.90","386,845,423.90","390,045,423.90",,"-53,350,000.00","-48,870,000.00","-46,630,000.00",,"-53,049,998.00","-51,249,998.00","-94,049,996.40","2,500,000.00","3,000,000.00","5,140,000.00","5,630,000.00","1,156,500.00","69,980,000.00","70,480,000.00","92,602,500.00","-253,330.00","72,424,432.50","138,561,849.16","186,475,818.48","107,263,852.41","33,186,543.61"
处置子公司及其他营业单位收到的现金净额,"4,635,963.10",,,,,,,,,,,,,,,,,,,,"1,090,307.26","1,090,307.26","-1,193,144.42",,"230,973.42","230,973.42","2,655,778.42",,"8,082,740.00"
四、汇率变动对现金的影响,,,,,,,,,,,,"34,999.51","397,993.72","397,993.72","-3,914,530.78","867,526.94","412,712.77","8,368,406.34","4,054,504.31","-2,619,932.82","4,967,606.87","7,047,485.40",,,,,,"-379,905.00","-379,905.00"
收到其他与投资活动有关的现金,"527,934.48","879,423.98","1,552,274.28","671,734.76","2,587,917.84","3,324,376.35","4,467,618.03","1,632,008.13","2,645,435.05","15,318,213.59","16,211,969.03","720,008.72","3,698,235.95","10,880,566.43","19,340,393.31","1,654,792.73","6,084,831.09","7,853,655.86","25,451,108.44","645,449.53","4,050,421.24","6,152,146.28","6,312,628.18","2,100,353.65","2,909,213.24","1,197,924.85","2,919,572.39","3,988,161.06","1,167,296.02"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,399,486.52","882,023.98","1,581,624.90","673,254.66","2,589,332.89","4,314,432.17","5,492,862.89","1,632,862.83","2,648,817.95","15,322,971.20","63,498,525.84","92,305,240.09","195,731,293.77","295,460,806.16","455,327,308.68","53,001,716.24","205,794,974.70","295,605,072.46","516,347,998.79","63,431,179.67","159,237,656.78","161,540,031.14","475,450,723.87","425,788,438.27","1,320,490,002.75","1,847,068,629.22","2,112,741,711.68","279,197,142.66","1,041,542,718.13"
五、现金及现金等价物净增加额,"37,339,610.42","45,720,005.59","41,326,357.71","424,971,481.31","429,344,453.68","460,945,232.88","495,371,718.87","5,291,150.69","-9,740,882.52","13,224,672.19","16,828,342.11","79,975,987.69","11,131,877.23","-62,445,101.08","8,578,466.26","-82,736,814.08","48,513,721.86","27,265,538.95","88,814,327.49","-29,239,480.34","180,198,537.13","-116,895,730.23","-530,263,555.12","104,031,996.64","-82,260,512.34","1,021,079.41","-12,712,740.27","42,106,206.73","116,651,667.27"
购建固定资产、无形资产和其他长期资产支付的现金,"3,060,983.86","3,422,375.95","7,492,315.86","729,221.28","2,190,092.28","3,854,971.16","8,454,148.51","1,088,389.40","6,878,488.96","10,369,626.46","16,634,553.52","245,353.50","1,976,974.55","7,070,567.23","8,561,020.73","973,995.59","10,466,315.10","14,067,455.57","17,451,237.70","811,345.40","1,347,514.75","2,055,063.17","5,625,931.58","499,073.76","6,319,469.64","7,561,743.14","7,768,711.84","960,168.46","1,836,282.13"
期初现金及现金等价物余额,"39,020,016.06","76,359,626.48","122,079,632.07","163,405,989.78","163,405,989.78","163,405,989.78","163,405,989.78","658,777,708.65","658,777,708.65","658,777,708.65","658,777,708.65","675,606,050.76","675,606,050.76","675,606,050.76","675,606,050.76","684,184,517.02","684,184,517.02","684,184,517.02","684,184,517.02","772,998,844.51","772,998,844.51","772,998,844.51","772,998,844.51","242,735,289.39","242,735,289.39","242,735,289.39","242,735,289.39","230,022,549.12","230,022,549.12"
投资支付的现金,"330,000.00","350,000.00",,,,"400,454.00","800,000.00",,,"70,000,000.00","137,000,000.00","30,000,000.00","190,000,000.00","378,500,000.00","479,200,000.00","110,625,000.00","172,825,000.00","351,825,000.00","563,755,002.00","93,872,500.00","94,211,110.00","144,211,110.00","762,000,000.00","241,200,000.00","1,215,200,000.00","1,652,200,000.00","1,859,200,000.00","496,029,240.00","1,188,769,975.95"
期末现金及现金等价物余额,"76,359,626.48","122,079,632.07","163,405,989.78","588,377,471.09","592,750,443.46","624,351,222.66","658,777,708.65","664,068,859.34","649,036,826.13","672,002,380.84","675,606,050.76","755,582,038.45","686,737,927.99","613,160,949.68","684,184,517.02","601,447,702.94","732,698,238.88","711,450,055.97","772,998,844.51","743,759,364.17","953,197,381.64","656,103,114.28","242,735,289.39","346,767,286.03","160,474,777.05","243,756,368.80","230,022,549.12","272,128,755.85","346,674,216.39"
