科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他流动资产,,"17,235.94","54,875.19",,"403,731.87","22,690.06",,,,"42,735.04",,,,
其他流动负债,,,"36,457.00",,"20,358.29","13,040.67","2,092,673.54","2,005,159.79","2,005,159.79","2,005,159.79","2,081,831.83","1,433,590.75","1,899,921.73","1,798,966.74"
流动资产合计,"208,285,614.38","231,691,951.11","255,370,135.20","256,403,700.00","471,242,524.50","489,776,361.20","536,675,605.56","543,473,513.21","522,598,004.62","537,855,916.28","501,913,483.20","456,787,403.73","445,121,507.76","415,009,347.84"
流动负债合计,"104,503,542.05","68,555,385.93","52,406,450.18","44,385,700.00","33,845,451.47","29,668,523.75","47,865,380.35","38,338,288.04","47,484,771.99","46,463,297.93","55,859,846.78","78,883,657.97","23,336,214.29","25,481,058.27"
可供出售金融资产,,,,,,,,,,,,,"998,389.69","996,928.01"
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"27,042,511.18","27,076,452.94","27,163,184.39","90,820,639.21","90,826,149.84","91,043,197.59"
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"118,351,174.50","109,527,936.17","105,784,482.72",,"100,326,084.06","97,190,047.69","95,697,249.33","96,388,751.12","94,122,946.70","90,571,946.22","92,209,459.03","88,993,636.77","87,905,033.02","85,358,047.81"
递延所得税负债,,"298,155.75","225,630.00",,"95,481.33",,,,,,,,,
在建工程,,,"400,000.00",,"2,182,464.00","3,085,672.00","4,085,672.00","2,117,672.00","5,142,649.00","14,734,238.61","20,562,483.93","45,408,819.88","49,500,906.47","92,003,827.29"
其他非流动负债,,,,,,,,,,,,,"50,298,271.00","46,966,911.26"
工程物资,,,,,"42,735.07","42,735.07",,,,,,,"333,333.33",
非流动负债合计,"17,329,191.76","20,659,067.36","36,794,613.53","40,917,500.00","39,914,661.90","39,492,279.09","56,102,313.07","55,635,308.83","55,334,018.88","59,832,728.93","60,181,731.20","60,304,480.88","110,495,929.47","107,164,569.73"
固定资产清理,,,,,,,,,,,,,,
负债合计,"121,832,733.81","89,214,453.29","89,201,063.71","85,303,200.00","73,760,113.37","69,160,802.84","103,967,693.42","93,973,596.87","102,818,790.87","106,296,026.86","116,041,577.98","139,188,138.85","133,832,143.76","132,645,628.00"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00",,"133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","266,680,000.00","266,680,000.00","266,680,000.00","266,680,000.00","266,680,000.00","266,680,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"94,929,495.19","94,929,495.19","89,079,731.62",,"273,235,631.62","273,235,631.62","273,235,631.62","273,235,631.62","139,895,631.62","139,895,631.62","139,895,631.62","139,895,631.62","139,895,631.62","139,895,631.62"
无形资产,"74,637,880.79","73,627,819.73","82,036,522.13",,"80,985,149.39","80,459,463.02","79,933,776.65","79,408,090.28","78,882,403.91","78,356,717.54","128,336,357.54","125,300,393.99","122,264,430.44","119,228,466.89"
盈余公积,"7,900,438.71","11,909,859.05","16,466,070.79",,"16,466,070.79","16,466,070.79","21,293,999.63","21,293,999.63","21,293,999.63","21,293,999.63","26,462,040.32","26,462,040.32","26,462,040.32","26,462,040.32"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"76,984,334.69","120,615,041.44","155,867,083.85",,"169,798,020.13","189,995,466.91","195,730,947.18","210,783,194.13","208,375,420.35","226,269,157.94","233,050,353.01","246,929,822.03","242,077,762.17","249,976,183.97"
长期待摊费用,,,,,,,,,,,,,,
少数股东权益,"2,856,532.03","2,856,532.03",,,,,,,,,,,,
递延所得税资产,"3,224,317.90","4,639,585.06","6,972,573.29",,"11,769,606.58","11,668,102.25","11,233,286.21","11,269,704.53","11,327,146.57","11,897,335.59","12,034,196.06","11,927,962.59","12,062,442.03","12,067,643.61"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"196,213,373.19","187,795,340.96","195,193,578.14","196,112,500.00","195,306,039.10","192,446,020.03","190,949,984.19","189,184,217.93","216,517,657.36","222,636,690.90","280,305,680.95","362,451,452.44","363,890,684.82","400,698,111.20"
所有者权益(或股东权益)合计,"282,666,253.76","330,272,838.78","361,362,649.63","367,213,000.00","592,788,450.23","613,061,578.39","623,657,896.33","638,684,134.27","636,296,871.11","654,196,580.32","666,177,586.17","680,050,717.32","675,180,048.82","683,061,831.04"
资产总计,"404,498,987.57","419,487,292.07","450,563,713.34","452,516,200.00","666,548,563.60","682,222,381.23","727,625,589.75","732,657,731.14","739,115,661.98","760,492,607.18","782,219,164.15","819,238,856.17","809,012,192.58","815,707,459.04"
负债和所有者(或股东权益)合计,"404,498,987.57","419,487,292.07","450,563,713.34","452,516,200.00","666,548,563.60","682,222,381.23","727,625,589.75","732,657,731.14","739,115,661.98","760,492,607.18","782,219,164.15","819,238,856.17","809,012,192.58","815,707,459.04"
