科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
长期待摊费用,,,"173,566.67","169,466.67","165,366.67","161,266.67","3,336,376.02","3,165,405.91","16,200,369.43","51,910,795.76","83,764,946.84","94,203,476.99","70,438,296.40","55,007,963.75"
少数股东权益,,,,,,,,,,,"14,129,428.59",,"8,318,645.38","11,339,858.67"
递延所得税资产,"2,762,317.78","8,898,692.96","13,318,836.08","12,389,023.20","12,339,802.84","14,102,431.77","16,810,821.43","16,810,821.43","23,153,474.67","20,676,309.51","23,124,721.85","22,427,632.87","29,452,270.94","26,856,555.87"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,"42,618,391.88",,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"321,612,601.75","538,205,296.25","499,904,933.20","501,999,419.51","491,746,555.27","489,858,190.19","513,120,361.61","513,980,270.58","583,697,540.99","676,042,541.32","648,896,957.55","646,968,773.27","767,969,869.77","744,419,648.13"
所有者权益(或股东权益)合计,"300,074,157.44","377,753,101.49","457,861,242.39","468,418,537.33","826,610,861.05","821,608,420.08","837,373,989.15","819,129,157.05","805,901,066.14","824,453,336.21","858,349,308.10","857,963,904.46","820,153,883.14","819,335,218.69"
资产总计,"916,352,276.82","1,413,830,312.92","1,417,504,649.59","1,207,994,173.83","1,527,185,032.22","1,382,760,375.83","1,487,007,138.97","1,483,676,009.93","1,609,513,829.70","1,800,731,893.92","1,794,736,082.66","1,729,003,662.87","1,823,615,287.24","1,914,712,485.38"
负债和所有者(或股东权益)合计,"916,352,276.82","1,413,830,312.92","1,417,504,649.59","1,207,994,173.83","1,527,185,032.22","1,382,760,375.83","1,487,007,138.97","1,483,676,009.93","1,609,513,829.70","1,800,731,893.92","1,794,736,082.66","1,729,003,662.87","1,823,615,287.24","1,914,712,485.38"
