科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"12,167,445.52","22,690,979.41","36,164,381.80","9,851,623.42","21,820,626.16","33,696,713.98","45,899,833.05","10,424,985.77","21,847,450.66","33,689,082.85","47,713,928.94","11,358,576.09","22,553,296.69","35,594,060.57","48,821,256.98","10,658,142.17","21,388,200.97","32,115,143.12","41,468,595.11","8,244,637.20","15,701,140.60","23,463,967.69","33,353,834.79","7,768,378.54","16,929,131.85","26,507,732.83","38,680,732.82","10,919,262.90"
取得借款收到的现金,"57,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"15,585,791.92","22,753,093.62","25,671,688.60","7,567,442.64","15,613,572.11","30,342,906.03","37,248,995.80","6,198,366.42","13,782,966.43","21,337,328.08","31,092,951.89","9,660,433.47","21,071,666.51","30,451,792.77","40,700,826.70","4,952,983.37","10,390,440.19","16,603,689.53","20,651,841.32","4,440,273.43","7,203,947.59","8,848,580.59","10,910,953.64","1,214,518.41","7,267,744.09","11,753,823.68","18,291,080.50","6,739,194.39"
收到其他与筹资活动有关的现金,"2,769,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"24,410,944.05","33,662,917.20","32,517,880.03","6,503,598.01","15,006,540.71","28,979,393.76","44,027,493.20","12,500,651.70","28,767,959.32","32,189,005.59","44,626,126.76","11,710,687.76","21,571,977.63","36,999,540.78","48,849,609.30","8,009,504.06","18,667,075.87","34,530,158.96","35,154,326.60","10,495,403.81","15,320,056.46","23,686,108.17","28,031,436.01","13,540,003.42","20,906,156.61","29,111,176.33","34,554,083.06","8,064,299.03"
筹资活动现金流入小计,"59,969,000.00","69,020,000.00",,"387,344,070.00","382,163,693.00","380,863,693.00","380,863,693.00",,,,,,,,"140,000.00","840,000.00","840,000.00","840,000.00","840,000.00",,,,,,,"1,960,000.00","1,960,000.00",
经营活动现金流出小计,"136,524,664.38","186,362,186.30","218,932,317.87","43,701,017.12","96,316,337.34","159,274,436.02","223,469,548.87","55,922,688.86","126,171,151.57","175,503,555.90","240,219,987.90","52,658,793.69","111,735,893.56","166,271,152.13","215,398,088.80","35,871,532.93","85,142,103.90","128,598,699.40","157,346,680.04","29,478,192.86","56,957,736.02","79,231,603.11","109,615,445.09","33,264,441.75","70,997,583.72","116,194,534.64","161,431,409.03","34,211,301.91"
偿还债务支付的现金,"40,000,000.00","25,120,909.00","5,120,909.00",,"20,030,227.25","20,030,227.25","20,120,909.00",,"30,227.25","30,227.25","120,909.00",,"30,227.25","60,454.50","120,909.00","30,227.25","60,454.50","60,454.50","120,909.00",,"30,227.25","30,227.25","120,909.00",,"30,227.25","90,681.75","120,909.00",
经营活动产生的现金流量净额,"4,610,694.99","30,945,840.26","19,956,987.28","-5,995,905.37","-9,404,769.84","-14,087,913.06","-7,582,993.28","801,270.24","8,894,781.14","12,878,036.90","23,060,680.66","-3,552,927.67","-3,706,181.36","-3,354,734.35","547,091.06","12,078,399.46","24,495,165.00","17,096,817.49","27,313,753.91","4,311,416.96","17,066,589.83","30,162,941.66","43,059,619.60","3,651,145.00","15,687,363.97","15,927,124.55","26,265,343.42","-373,772.51"
分配股利、利润或偿还利息支付的现金,"1,136,226.33","1,125,661.99","2,006,191.47","412,406.94","7,411,136.63","7,441,363.88","7,442,099.63",,"8,845,380.00","8,883,587.25","8,869,320.00",,"5,377,402.50","5,384,385.00","5,398,350.00",,"4,769,663.00","4,769,663.00","4,780,726.00",,"1,362,320.50","1,392,547.75","1,370,482.00",,"2,176.25","6,528.75","8,705.00",
收回投资收到的现金,,,,,,,,,,,,"60,000,000.00","60,000,000.00","60,000,000.00","165,000,000.00","120,000,000.00","180,000,000.00","240,000,000.00","272,000,000.00","56,000,000.00","116,000,000.00","116,000,000.00","144,504,829.72",,"90,000,000.00","262,000,000.00","501,000,000.00","76,000,000.00"
支付其他与筹资活动有关的现金,"8,444,200.00","14,969,000.00",,,,,,,"183,008.08","183,008.08","183,008.08",,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,"1,525,808.22","1,525,808.22","3,254,902.40","701,977.17","864,738.26","1,607,238.26","1,902,860.22","711,123.29","1,301,441.10","1,301,441.10","1,301,441.10",,"2,082,164.38","3,658,571.57","6,629,186.64","945,990.33"
筹资活动现金流出小计,"49,580,426.33","41,215,570.99","7,127,100.47","412,406.94","27,441,363.88","27,471,591.13","27,563,008.63",,"9,058,615.33","9,096,822.58","9,173,237.08",,"5,407,629.75","5,444,839.50","5,519,259.00","30,227.25","4,830,117.50","4,830,117.50","4,901,635.00",,"1,392,547.75","1,422,775.00","1,491,391.00",,"32,403.50","97,210.50","129,614.00",
处置固定资产、无形资产和其他长期资产收回的现金净额,"73,000.00","25,000.00","94,338.98",,"79,896.25","-788,547.84",,,,,,,"320,000.00","321,600.01","320,030.78",,,,,,"35,469.21","35,469.21","35,469.21","40,000.00","40,000.00","40,000.00","40,000.00",
筹资活动产生的现金流量净额,"10,388,573.67","27,804,429.01","-7,127,100.47","386,931,663.06","354,722,329.12","353,392,101.87","353,300,684.37",,"-9,058,615.33","-9,096,822.58","-9,173,237.08",,"-5,407,629.75","-5,444,839.50","-5,379,259.00","809,772.75","-3,990,117.50","-3,990,117.50","-4,061,635.00",,"-1,392,547.75","-1,422,775.00","-1,491,391.00",,"-32,403.50","1,862,789.50","1,830,386.00",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-31,526.30",-825.72,-598.22,-598.22,"-21,721.26","-4,541.09","-29,553.67","-34,128.57","-192,252.92","3,569.25","-2,575.76","-19,843.02","-39,619.46",941.51,"3,068.52","175,937.11","204,667.37","34,319.05","189,426.36","100,730.13","234,962.52","-15,675.72","-103,553.36","-200,553.78","-279,449.49","-170,015.20"
收到其他与投资活动有关的现金,,"3,100,000.00","3,156,859.00",,,,,,"2,000,000.00","4,000,000.00","4,793,600.00",,,,,,"5,840,000.00","5,840,000.00","7,213,870.47",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"73,000.00","3,125,000.00","3,251,197.98",,"79,896.25","-788,547.84",,,"2,000,000.00","4,000,000.00","4,793,600.00","60,000,000.00","61,845,808.22","61,847,408.23","168,574,933.18","120,701,977.17","186,704,738.26","247,447,238.26","281,116,730.69","56,711,123.29","117,336,910.31","117,336,910.31","145,841,740.03","40,000.00","92,122,164.38","265,698,571.57","507,669,186.64","76,945,990.33"
五、现金及现金等价物净增加额,"6,506,643.89","31,987,099.80","226,754.65","380,077,695.02","339,661,421.70","330,654,249.82","335,068,304.24","-2,141,187.17","-13,341,321.45","-84,431,582.06","-79,472,787.65","49,582,307.78","-17,002,435.27","-20,322,445.70","-19,558,359.70","10,174,557.46","23,026,039.33","2,865,193.19","12,113,833.04","-10,271,365.53","-11,820,748.16","-25,686,012.42","-21,840,772.66","2,972,155.28","-139,333,511.35","-139,099,560.73","-176,475,403.55","-20,715,190.76"
购建固定资产、无形资产和其他长期资产支付的现金,"8,565,624.77","29,888,169.47","15,822,803.84","857,236.95","5,735,435.61","7,860,792.93","9,837,867.98","2,937,916.32","15,147,164.36","30,406,098.58","36,090,122.79","4,368,333.80","6,741,856.62","10,360,437.06","15,271,505.48","3,416,533.43","4,186,814.95","10,024,682.17","12,610,072.27","608,239.15","9,321,126.91","9,803,819.52","10,590,874.09","703,314.00","2,007,082.84","5,387,492.57","13,610,870.12","2,117,393.38"
期初现金及现金等价物余额,"1,411,737.89","7,918,381.78","39,905,481.58","40,132,236.23","40,132,236.23","40,132,236.23","40,132,236.23","375,131,482.58","375,200,540.47","375,200,540.47","375,200,540.47","295,727,752.82","295,727,752.82","295,727,752.82","295,727,752.82","276,169,393.12","276,169,393.12","276,169,393.12","276,169,393.12","288,283,226.16","288,283,226.16","288,283,226.16","288,283,226.16","266,442,453.50","266,442,453.50","266,442,453.50","266,442,453.50","89,967,049.95"
投资支付的现金,,,,,,,,,,"60,000,000.00","60,000,000.00","2,500,000.00","62,990,000.00","62,990,000.00","167,990,000.00","120,000,000.00","180,000,000.00","247,840,000.00","279,840,000.00","70,700,000.00","135,700,000.00","162,060,000.00","198,894,829.72",,"245,000,000.00","417,000,000.00","698,350,000.00","95,000,000.00"
期末现金及现金等价物余额,"7,918,381.78","39,905,481.58","40,132,236.23","420,209,931.25","379,793,657.93","370,786,486.05","375,200,540.47","372,990,295.41","361,859,219.02","290,768,958.41","295,727,752.82","345,310,060.60","278,725,317.55","275,405,307.12","276,169,393.12","286,343,950.58","299,195,432.45","279,034,586.31","288,283,226.16","278,011,860.63","276,462,478.00","262,597,213.74","266,442,453.50","269,414,608.78","127,108,942.15","127,342,892.77","89,967,049.95","69,251,859.19"
