科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"114,702,538.88","204,175,900.00","333,748,791.35","151,880,688.98","836,040,000.00","836,040,000.00","151,838,609.42","363,872,165.81","440,188,699.69","550,029,911.91","231,197,682.69","362,274,931.25"
经营活动现金流出小计,"1,420,010,667.77","1,413,868,465.98","1,371,840,191.88","740,787,725.73","1,074,718,513.18","1,374,537,235.84","391,095,598.33","768,176,400.10","1,243,785,637.90","1,663,376,324.04","583,639,566.54","1,073,591,209.15"
偿还债务支付的现金,"79,093,642.29","129,915,386.79","195,732,341.17","145,930,295.69","261,636,250.60","344,801,223.08","3,096,599.76","155,781,966.82","228,539,468.07","361,290,248.01","177,647,281.28","220,547,519.52"
经营活动产生的现金流量净额,"-14,140,336.31","35,558,186.25","-43,169,813.73","-90,449,947.82","-155,152,748.89","-186,146,032.14","-56,649,252.23","-106,381,613.27","-140,375,446.77","26,341,750.09","43,170,889.84","-128,204,834.94"
分配股利、利润或偿还利息支付的现金,"57,344,766.02","29,091,362.52","34,938,112.07","8,645,423.96","13,081,961.10","16,578,661.43","3,137,324.81","7,633,684.64","12,715,168.63","53,651,020.80","4,110,932.55","45,040,393.31"
收回投资收到的现金,,,,,,,"42,000,000.00","164,000,000.00","334,000,000.00","624,000,000.00","100,000,000.00","150,000,000.00"
支付其他与筹资活动有关的现金,"1,815,000.00","8,921,314.67","1,200,000.00","3,615,726.83","2,897,584.94","10,264,000.00","535,494.12",,,,,
取得投资收益收到的现金,,,,,,,"379,841.10","1,579,117.81","2,947,808.22","5,466,821.92","819,575.35","1,301,767.13"
筹资活动现金流出小计,"138,253,408.31","167,928,063.98","231,870,453.24","158,191,446.48","277,615,796.64","371,643,884.51","6,769,418.69","163,415,651.46","241,254,636.70","414,941,268.81","181,758,213.83","265,587,912.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,815.00,"122,995.00",630.00,,,"100,000.00","9,422.16","38,561.63","39,014.63","24,000.00",,"90,000.00"
筹资活动产生的现金流量净额,"-23,550,869.43","36,247,836.02","101,878,338.11","-6,310,757.50","558,424,203.36","464,396,115.49","145,069,190.73","200,456,514.35","198,934,062.99","135,088,643.10","49,439,468.86","96,687,018.42"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"26,442,767.82",,
四、汇率变动对现金的影响,"-62,934.97","62,313.83","621,007.15","196,313.34","299,500.26","684,524.28","-81,008.42","-4,912,089.04","-4,915,651.57","-2,571,431.45","-3,447,342.53","1,030,363.82"
收到其他与投资活动有关的现金,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,815.00,"122,995.00",630.00,,,"100,000.00","42,389,263.26","165,617,679.44","336,986,822.85","655,933,589.74","100,819,575.35","151,391,767.13"
五、现金及现金等价物净增加额,"-43,172,812.61","66,314,400.88","52,264,318.39","-99,694,288.41","400,381,922.54","232,778,923.31","7,891,331.82","-44,861,658.94","-81,985,198.93","120,787,795.84","-148,225,108.82","-229,323,453.37"
购建固定资产、无形资产和其他长期资产支付的现金,"5,419,486.90","5,676,930.22","7,065,843.14","3,129,896.43","3,189,032.19","4,255,684.32","836,861.52","7,642,150.42","10,614,986.43","12,004,755.64","7,678,096.34","12,722,327.56"
期初现金及现金等价物余额,"130,882,850.76","87,710,038.15","154,024,439.03","206,288,757.42","206,288,757.42","206,288,757.42","439,367,680.73","439,067,680.73","439,067,680.73","439,067,680.73","559,855,476.57","559,855,476.57"
投资支付的现金,,,,,,"42,000,000.00","122,000,000.00","292,000,000.00","462,000,000.00","682,000,000.00","50,000,000.00","80,000,000.00"
期末现金及现金等价物余额,"87,710,038.15","154,024,439.03","206,288,757.42","106,594,469.01","606,670,679.96","439,067,680.73","447,259,012.55","394,206,021.79","357,082,481.80","559,855,476.57","411,630,367.75","330,532,023.20"
