科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,167,691.67","306,215.24","134,802.06","151,629.48","298,545.71","203,956.61","375,850.40","123,230.77","45,625.29","90,683.70","113,564.23","158,396.57","273,999.72","238,297.19","109,732.90","316,962.47","150,842.04","2,899,312.61","3,086,261.15","2,922,030.84","27,554.50","105,058.93","133,405.32","56,064.30","472,944.03","148,335.45"
应付职工薪酬,"3,556,348.60","4,438,766.84","4,563,905.24","4,624,501.74","4,938,005.55","4,842,427.18","4,953,805.07","4,530,773.02","5,395,702.20","5,142,064.71","5,361,515.88","5,474,234.76","6,173,678.91","5,484,456.16","5,986,202.61","6,060,222.96","7,260,500.10","6,350,968.30","6,470,626.32","6,565,198.36","7,548,666.04","6,692,597.65","7,109,298.92","6,973,082.56","8,553,517.27","8,198,544.38"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,570,365.26","3,918,145.60","1,897,347.69","7,070,827.08","4,088,074.86","3,765,352.85","8,467,602.43","6,474,641.37","3,417,406.71","4,939,494.06","8,959,560.78","5,670,529.84","3,943,839.28","2,417,287.19","5,428,412.02","5,083,122.00","5,344,015.56","6,202,391.49","5,123,438.28","7,496,223.59","11,929,324.95","6,301,954.80","8,848,641.57","13,213,582.83","8,178,191.33","4,980,465.08"
应收利息,,,"2,027,153.01","1,411,214.21","2,363,707.05","4,579,635.41","2,012,415.33","1,040,065.75","3,261,708.49","2,765,884.11","3,485,741.78","1,599,426.63","8,983.23",,,,,,,,"1,318,506.85","199,095.87",,,"357,205.48",
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"2,328,761.99",,,,,,,,,,"24,597,000.00",,,,"13,157,550.00",,,,"4,919,400.00","4,919,400.00",,,"8,199,000.00",,,
存货,"63,267,087.75","98,205,093.14","106,329,094.92","103,653,286.28","108,562,063.56","110,406,924.45","136,462,281.62","133,122,643.24","130,526,389.72","141,404,039.60","134,289,832.34","135,182,585.97","119,283,573.59","121,500,270.27","115,497,766.75","115,670,061.67","119,278,698.03","124,714,699.57","134,685,359.50","130,797,527.66","115,222,384.84","127,743,001.93","136,630,561.30","145,408,726.18","147,663,943.05","142,908,259.71"
其他应付款,"5,822,972.26","1,924,106.13","1,055,226.20","940,509.64","118,513.80","108,111.50","698,020.81","136,366.51","251,498.54","182,484.49","126,070.50","169,261.50","132,820.62","129,498.02","158,983.90","9,722,572.50","9,969,830.69","9,994,098.77","9,674,870.50","5,789,366.50","5,858,673.57","6,712,682.14","25,170,868.71","3,867,791.00","8,347,954.00","2,820,071.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,"10,000,000.00","10,000,000.00","2,741,462.35","1,632,519.03","920,875.78",
一年内到期的非流动负债,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,
其他流动资产,,,,,,,"1,526,636.04","1,526,636.04","4,459,480.36","4,397,979.63","34,629,358.41","33,654,958.85","284,546,193.88","293,092,426.69","112,718,414.89","293,750,056.80","302,319,092.38","258,953,784.20","208,554,476.76","228,341,365.35","239,254,763.21","227,238,456.93","205,502,104.44","222,325,481.79","142,663,145.04","141,429,947.94"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"351,942,240.32","374,133,955.87","403,619,459.72","446,883,934.23","451,462,176.22","470,948,826.92","482,242,632.64","504,315,122.14","847,426,996.48","842,597,658.57","712,719,085.57","706,485,047.86","707,225,239.41","724,815,413.87","726,858,777.13","733,663,423.32","780,636,727.05","771,058,396.35","780,112,179.61","810,976,895.33","810,251,629.78","815,104,916.82","789,543,313.25","794,249,862.48","824,791,325.09","826,570,026.24"
流动负债合计,"58,791,744.05","55,216,156.00","39,603,415.88","49,282,480.07","43,456,572.80","46,504,023.74","49,665,135.26","48,795,460.91","59,237,982.15","40,484,345.72","68,811,457.65","42,407,406.51","47,894,590.48","52,118,839.33","70,345,037.35","59,823,259.41","62,409,486.17","60,673,639.56","66,802,286.76","66,608,315.18","74,156,100.20","71,672,947.78","115,859,386.28","95,389,732.72","97,930,783.39","78,659,801.81"
可供出售金融资产,,,,,,,,,,,"9,364,311.00","9,364,311.00","10,000,000.00","10,000,000.00","20,010,810.89","20,000,909.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00","5,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",
长期借款,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"9,672,367.19","9,672,367.19","10,180,879.60","10,477,788.21","11,556,948.80","11,556,948.80","11,657,320.24","12,087,227.78","44,449,557.07","44,449,557.07","63,335,579.00","64,843,017.51","65,480,098.06","66,948,948.07"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"145,186,094.61","184,475,884.52","225,481,061.11","228,772,765.04","235,575,763.78","245,389,043.94","305,415,628.06","307,316,316.41","312,678,451.60","307,434,936.69","299,916,057.45","302,254,955.89","336,333,220.38","345,349,731.75","342,617,408.03","342,183,732.41","343,908,752.78","334,197,876.24","326,409,667.19","342,980,488.26","339,969,810.52","335,068,236.34","343,202,903.63","339,379,586.45","466,083,245.11","460,398,243.03"
递延所得税负债,,,,"85,642.73",,,,,,,,,,,,,,,,,,,,,,
在建工程,"24,870,781.83","83,717,369.60","90,264,467.75","92,902,503.04","88,058,422.75","84,782,293.48","48,961,782.72","37,487,062.53","49,300,011.10","63,484,245.01","79,328,756.30","83,781,721.13","47,131,987.44","39,505,316.34","90,660,903.44","92,490,045.05","86,834,024.23","118,064,913.31","112,208,581.00","104,773,566.37","130,045,584.83","156,298,255.89","152,824,250.85","162,733,481.02","56,915,305.26","63,351,164.73"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,"85,642.73",,"3,000,000.00","3,000,000.00","3,000,000.00","19,024,799.16","18,409,678.66","17,928,840.26","17,444,437.92","14,065,609.25","13,508,842.00","12,960,429.45","12,468,439.19","12,204,954.15","11,746,411.27","11,308,587.55","10,948,626.19","10,603,008.09","10,192,174.75","9,783,536.27","9,380,863.47","8,984,773.68","22,597,863.53"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"58,791,744.05","55,216,156.00","39,603,415.88","49,368,122.80","43,456,572.80","49,504,023.74","52,665,135.26","51,795,460.91","78,262,781.31","58,894,024.38","86,740,297.91","59,851,844.43","61,960,199.73","65,627,681.33","83,305,466.80","72,291,698.60","74,614,440.32","72,420,050.83","78,110,874.31","77,556,941.37","84,759,108.29","81,865,122.53","125,642,922.55","104,770,596.19","106,915,557.07","101,257,665.34"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"167,850,000.00","167,850,000.00","167,850,000.00","167,850,000.00","167,850,000.00","167,850,000.00","167,850,000.00","167,850,000.00","223,800,000.00","223,800,000.00","223,800,000.00","223,800,000.00","223,800,000.00","223,800,000.00","223,800,000.00","224,892,000.00","224,892,000.00","224,892,000.00","337,338,000.00","337,338,000.00","337,338,000.00","337,338,000.00","337,338,000.00","337,338,000.00","337,296,600.00","337,296,600.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"287,173,875.18","287,173,875.18","287,173,875.18","287,173,875.18","287,173,875.18","287,173,875.18","287,173,875.18","287,173,875.18","562,068,659.79","562,068,659.79","562,068,659.79","562,068,659.79","562,068,659.79","562,068,659.79","562,068,659.79","570,531,659.79","574,340,499.61","574,340,499.61","461,894,499.61","461,894,499.61","468,644,684.49","469,150,809.49","469,656,934.49","470,163,059.49","470,475,846.49","470,633,296.49"
无形资产,"7,870,111.21","19,380,986.51","18,987,477.12","22,265,092.42","22,143,552.60","24,838,403.40","24,578,091.90","24,510,706.46","24,258,480.52","23,984,597.50","23,852,946.04","23,863,526.12","23,843,999.74","23,711,960.53","23,579,921.32","23,447,882.11","23,315,842.90","23,183,803.66","23,051,764.42","22,919,725.18","28,260,462.51","27,989,284.90","50,612,804.00","50,226,411.44","49,839,743.69","49,453,075.94"
盈余公积,"2,169,127.29","15,627,704.11","24,391,297.29","24,391,297.29","24,391,297.29","32,031,332.07","32,031,332.07","32,031,332.07","38,313,405.08","38,313,405.08","38,313,405.08","38,313,405.08","45,903,935.57","45,903,935.57","45,903,935.57","45,903,935.57","54,521,481.76","54,521,481.76","54,521,481.76","54,521,481.76","65,089,761.65","65,089,761.65","65,089,761.65","65,089,761.65","79,376,291.08","79,376,291.08"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,"9,555,000.00","9,555,000.00","9,555,000.00","9,555,000.00","5,665,296.00","5,665,296.00","5,665,296.00","5,665,296.00","2,898,147.00","2,663,409.00","20,560,567.50"
商誉,,,,,,,,,,,,,,,,,,,,,,,"20,787,574.31","20,787,574.31","17,078,825.78","17,078,825.78"
未分配利润,"16,211,400.10","138,791,155.05","223,044,212.63","265,580,024.37","278,109,549.49","293,644,855.00","327,734,567.74","340,103,112.23","352,045,354.21","370,883,195.77","278,527,359.40","300,520,646.98","304,803,702.21","317,616,364.00","315,015,584.49","334,023,151.40","354,743,673.10","369,660,261.67","374,247,445.50","407,567,921.56","429,487,062.72","454,044,288.37","454,224,080.00","498,401,615.82","523,818,041.81","552,564,783.78"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"2,326,918.65","2,950,693.84","3,710,335.28","3,539,024.91","3,741,379.41","4,245,518.25","6,256,774.93","5,324,572.85","4,409,289.93","4,814,680.98","5,345,650.33","5,968,599.18","2,514,191.10","2,473,373.39","3,284,815.00","4,217,871.90","4,357,379.97","6,198,202.23","6,669,137.10","7,863,207.75","6,348,071.65","7,707,793.63","2,260,150.15","2,555,546.01","2,353,953.94","2,427,856.49"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"16,416,970.76","11,643,166.27","58,922,915.49","52,836,395.10","61,815,492.04","59,488,477.62","12,900,131.24","11,605,793.36","12,947,419.06","12,019,153.28","26,448,651.62","21,612,437.63","15,328,204.79","10,204,641.39","8,719,827.50","23,089,406.93","17,676,430.52","19,339,928.91"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"180,253,906.30","290,524,934.47","338,443,341.26","347,479,385.41","349,519,118.54","359,255,259.07","385,212,277.61","374,638,658.25","407,063,203.91","411,361,626.45","476,730,636.61","478,069,508.42","491,311,257.89","490,201,226.82","503,234,869.52","504,424,022.04","492,920,367.74","515,220,897.52","516,445,121.57","522,236,652.97","569,401,691.37","586,717,769.22","656,743,089.44","678,615,023.67","690,427,602.36","693,998,042.95"
所有者权益(或股东权益)合计,"473,404,402.57","609,442,734.34","702,459,385.10","744,995,196.84","757,524,721.96","780,700,062.25","814,789,774.99","827,158,319.48","1,176,227,419.08","1,195,065,260.64","1,102,709,424.27","1,124,702,711.85","1,136,576,297.57","1,149,388,959.36","1,146,788,179.85","1,165,795,746.76","1,198,942,654.47","1,213,859,243.04","1,218,446,426.87","1,255,656,606.93","1,294,894,212.86","1,319,957,563.51","1,320,643,480.14","1,368,094,289.96","1,408,303,370.38","1,419,310,403.85"
资产总计,"532,196,146.62","664,658,890.34","742,062,800.98","794,363,319.64","800,981,294.76","830,204,085.99","867,454,910.25","878,953,780.39","1,254,490,200.39","1,253,959,285.02","1,189,449,722.18","1,184,554,556.28","1,198,536,497.30","1,215,016,640.69","1,230,093,646.65","1,238,087,445.36","1,273,557,094.79","1,286,279,293.87","1,296,557,301.18","1,333,213,548.30","1,379,653,321.15","1,401,822,686.04","1,446,286,402.69","1,472,864,886.15","1,515,218,927.45","1,520,568,069.19"
负债和所有者(或股东权益)合计,"532,196,146.62","664,658,890.34","742,062,800.98","794,363,319.64","800,981,294.76","830,204,085.99","867,454,910.25","878,953,780.39","1,254,490,200.39","1,253,959,285.02","1,189,449,722.18","1,184,554,556.28","1,198,536,497.30","1,215,016,640.69","1,230,093,646.65","1,238,087,445.36","1,273,557,094.79","1,286,279,293.87","1,296,557,301.18","1,333,213,548.30","1,379,653,321.15","1,401,822,686.04","1,446,286,402.69","1,472,864,886.15","1,515,218,927.45","1,520,568,069.19"
