科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"18,888,630.90","36,317,301.10","72,070,614.05","27,817,170.69","59,411,736.60","89,960,012.55","116,998,591.58","28,685,882.64","61,985,221.33","91,620,347.23","122,370,907.86","33,534,263.88","72,023,542.96","111,745,179.73","152,712,068.28","41,691,722.70","93,580,902.18","144,520,677.14","224,212,137.90","63,700,681.16","139,329,064.56","209,044,461.86","292,506,097.14","65,673,309.61","146,604,178.05","224,791,415.27","296,278,607.95","75,224,801.95","151,850,424.09","222,740,998.37","293,600,310.41","72,020,113.16","158,316,782.53","234,087,958.59","303,377,712.17","77,471,250.52","151,272,517.43","217,215,627.34","286,739,914.11","72,256,412.09","148,729,418.55","221,069,640.02","296,992,408.42"
取得借款收到的现金,"3,200,000.00","69,000,000.00","150,200,000.00","43,000,000.00","49,800,000.00","79,800,000.00","94,800,000.00","15,000,000.00","35,000,000.00","44,921,459.72","35,000,000.00","20,000,000.00","50,000,000.00","70,000,000.00","90,000,000.00","59,683,363.61","140,000,000.00","186,000,000.00","218,000,000.00","120,000,000.00","430,000,000.00","526,000,000.00","769,000,000.00","20,000,000.00","74,958,760.77","116,411,198.77","306,411,198.77","13,430,000.00","162,330,000.00","182,330,000.00","271,330,000.00","20,000,000.00","103,000,000.00","103,000,000.00","113,000,000.00","10,000,000.00","13,000,000.00","16,000,000.00","19,000,000.00","10,000,000.00","15,000,000.00","15,000,000.00","35,000,000.00"
支付的各项税费,"10,363,630.00","20,042,245.50","36,015,093.72","9,338,430.62","21,375,943.94","35,892,403.29","50,781,716.84","12,567,554.11","23,017,143.66","39,662,561.62","43,321,915.32","7,413,272.80","27,091,621.29","39,286,879.98","50,830,867.00","11,946,146.49","28,880,874.98","42,078,952.61","50,595,597.37","13,180,645.92","35,757,478.26","55,579,795.33","61,864,446.64","20,482,210.69","38,984,922.80","56,248,266.46","76,182,102.97","14,007,135.00","27,966,319.57","39,519,429.69","55,020,029.99","14,543,988.55","26,188,687.94","44,967,220.74","60,434,453.36","18,468,384.39","33,806,887.27","49,940,624.63","69,475,409.74","22,098,276.87","35,424,755.11","53,618,786.04","73,012,338.50"
收到其他与筹资活动有关的现金,,,,,"6,271,444.44","6,428,191.24","2,005,352.65","994,940.84","1,206,595.91","2,091,692.18","11,934,731.54","396,000.00","396,000.00","396,000.00","673,220.75",,,,"8,421,602.56",,,,,,"239,115.28","736,963.67","3,661,359.88","641,426.07","4,671,277.10","5,648,030.07","8,245,244.66","352,586.03","1,933,854.56","2,277,140.96","4,282,099.11",,,"1,236,174.41","1,236,174.41",,,,
支付其他与经营活动有关的现金,"5,928,367.85","7,985,239.52","18,412,227.04","7,986,347.05","10,192,459.07","24,773,266.71","17,477,175.01","6,735,684.33","15,379,928.42","32,906,868.39","39,540,208.83","10,412,947.34","20,848,575.24","29,516,988.68","34,005,497.32","11,457,429.99","30,208,243.12","51,985,179.59","56,120,231.26","29,189,729.68","25,725,993.73","51,748,202.82","62,742,288.00","20,485,894.15","28,625,504.17","40,597,922.58","72,082,033.81","12,673,479.70","25,785,928.92","42,513,932.02","92,957,598.84","13,265,666.95","28,286,836.97","41,134,095.49","87,354,875.01","15,070,971.17","30,004,675.91","48,257,821.40","95,703,403.84","16,657,794.81","33,612,913.74","48,042,425.77","64,192,382.91"
筹资活动现金流入小计,"11,524,626.75","77,324,626.75","158,524,626.75","43,000,000.00","353,574,125.00","383,730,871.80","400,579,477.65","15,994,940.84","36,206,595.91","47,013,151.90","46,934,731.54","20,396,000.00","50,396,000.00","70,396,000.00","90,673,220.75","59,683,363.61","140,000,000.00","186,000,000.00","226,421,602.56","127,350,000.00","437,350,000.00","540,700,000.00","783,700,000.00","20,000,000.00","770,360,624.05","812,310,910.44","1,005,235,306.65","14,071,426.07","167,001,277.10","188,678,030.07","280,325,244.66","20,352,586.03","105,133,854.56","105,477,140.96","117,482,099.11","10,000,000.00","13,000,000.00","17,236,174.41","20,236,174.41","10,000,000.00","15,000,000.00","15,000,000.00","35,000,000.00"
经营活动现金流出小计,"117,977,422.51","230,050,456.38","478,322,323.33","152,639,340.18","301,459,372.36","466,170,526.74","609,917,923.86","150,394,081.47","273,974,006.07","425,848,954.34","557,358,407.38","144,098,349.16","303,552,820.49","491,377,464.84","663,745,824.36","204,798,562.26","446,205,705.32","675,834,317.18","906,018,879.25","279,511,032.62","515,738,836.42","832,983,750.64","1,084,683,734.82","263,556,427.58","547,115,670.68","846,261,772.10","1,140,811,794.87","279,609,950.99","585,777,639.98","859,429,239.62","1,129,788,508.16","272,392,371.48","527,300,806.50","798,769,522.69","1,065,825,084.27","278,083,193.60","529,301,066.59","788,230,368.24","1,062,763,503.59","281,746,332.00","548,794,244.49","860,094,963.97","1,178,684,244.98"
偿还债务支付的现金,,"16,091,671.67","57,057,257.01","2,400,000.00","62,000,000.00","97,000,000.00","150,000,000.00","45,000,000.00","72,000,000.00","82,000,000.00","97,000,000.00","15,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","42,700,000.00","72,700,000.00","86,700,000.00","107,649,998.00","40,250,002.00","262,001,332.00","323,253,332.00","583,833,332.00","60,000,000.00","130,000,000.00","270,000,000.00","463,000,000.00","20,000,000.00","96,857,860.33","226,857,860.33","346,757,860.33","23,430,000.00","166,430,000.00","176,430,000.00","271,430,000.00",,"3,100,000.00","3,600,000.00","4,600,000.00","9,800,000.00","12,100,000.00","15,950,000.00","19,000,000.00"
经营活动产生的现金流量净额,"7,605,972.33","18,838,406.71","55,481,430.09","-24,011,251.98","-18,782,103.29","-11,009,394.26","25,825,163.72","14,155,447.32","50,409,405.27","84,573,102.55","104,766,681.22","10,734,393.47","32,048,551.92","47,143,376.99","80,474,031.82","-5,342,813.66","2,001,187.78","45,222,179.01","58,462,624.06","-5,441,162.63","14,495,813.99","6,186,592.43","95,173,248.21","18,047,518.82","33,132,274.71","93,828,868.75","126,473,462.31","25,761,404.51","43,552,606.78","30,871,523.61","102,286,521.80","29,984,992.22","75,793,240.51","96,955,856.26","137,535,645.28","3,531,556.36","46,791,103.48","134,217,511.73","199,289,073.18","8,810,892.59","8,135,179.64","64,694,188.93","60,421,586.97"
分配股利、利润或偿还利息支付的现金,"2,599,700.00","19,432,872.93","51,127,694.38","11,330,496.11","14,506,176.90","14,778,698.76","16,781,422.26","3,035,983.09","45,335,879.90","46,403,103.18","49,115,996.86","374,945.00","31,626,272.21","32,565,204.83","33,543,892.33","1,260,712.30","3,555,938.56","6,578,903.43","10,152,813.71","4,337,154.71","36,732,760.14","41,054,322.47","47,885,075.68","6,074,529.88","21,986,213.43","25,592,013.41","28,966,914.87","3,424,151.95","20,184,324.86","22,628,870.80","26,058,693.01","2,062,656.10","5,802,530.07","6,677,740.26","8,257,604.65","606,448.02","3,163,007.72","4,111,455.69","5,180,208.13","732,753.74","19,676,352.60","20,730,211.29","21,564,932.14"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"5,175,472.55",,"5,068,616.13","5,855,334.51","6,271,444.44",,,,"4,977,781.44","4,943,678.28","4,943,678.28","4,943,678.28","4,643,274.55",,,,"661,817.06",,,,"776,906.68",,"59,322.06","59,322.06","4,012,418.41",,,,,,"208,643.49","316,042.27","425,405.89","154,919.66","573,250.14","828,874.49","817,020.60","317,160.50","889,506.38","1,496,527.31","4,140,118.84"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"491,200.00","491,200.00","1,248,295.89","2,803,150.68","3,593,769.86","5,059,660.27","5,465,769.86","597,945.21","1,002,438.36","1,002,438.36","1,596,684.94","218,191.78","332,109.59","481,698.63","1,012,684.92",,"588,082.19","1,711,824.65","1,888,263.01"
筹资活动现金流出小计,"2,599,700.00","35,524,544.60","113,360,423.94","13,730,496.11","81,574,793.03","117,634,033.27","173,052,866.70","48,035,983.09","117,335,879.90","128,403,103.18","151,093,778.30","20,318,623.28","61,569,950.49","62,508,883.11","63,187,166.88","43,960,712.30","76,255,938.56","93,278,903.43","118,464,628.77","44,587,156.71","298,734,092.14","364,307,654.47","632,495,314.36","66,074,529.88","152,045,535.49","295,651,335.47","495,979,333.28","23,424,151.95","117,042,185.19","249,486,731.13","372,816,553.34","25,492,656.10","172,441,173.56","183,423,782.53","280,113,010.54","761,367.68","6,836,257.86","8,540,330.18","10,597,228.73","10,849,914.24","32,665,858.98","38,176,738.60","44,705,050.98"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"220,000.00","220,000.00",,"20,000.00","143,850.00","114,600.00",,"42,000.00","48,990.00","212,000.00","329,673.00","366,673.00","366,673.00","566,673.00","50,000.00","145,000.00","234,780.00","236,413.00",,"60,213.00","60,213.00","332,713.00","30,000.00","156,000.00","504,521.61","836,664.10","25,000.00","25,300.00","85,300.00","424,534.47",560.00,"10,560.00","60,560.00","220,560.00",,"34,000.00","34,000.00","1,257,774.54",,"53,500.00","56,848.00","100,395.00"
筹资活动产生的现金流量净额,"8,924,926.75","41,800,082.15","45,164,202.81","29,269,503.89","271,999,331.97","266,096,838.53","227,526,610.95","-32,041,042.25","-81,129,283.99","-81,389,951.28","-104,159,046.76","77,376.72","-11,173,950.49","7,887,116.89","27,486,053.87","15,722,651.31","63,744,061.44","92,721,096.57","107,956,973.79","82,762,843.29","138,615,907.86","176,392,345.53","151,204,685.64","-46,074,529.88","618,315,088.56","516,659,574.97","509,255,973.37","-9,352,725.88","49,959,091.91","-60,808,701.06","-92,491,308.68","-5,140,070.07","-67,307,319.00","-77,946,641.57","-162,630,911.43","9,238,632.32","6,163,742.14","8,695,844.23","9,638,945.68","-849,914.24","-17,665,858.98","-23,176,738.60","-9,705,050.98"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-254,910.17","-388,373.09","-2,027,654.09","-324,575.70","-497,544.18","-686,162.08","-1,817,651.42","-995,843.46","-2,419,191.42","-3,094,480.01","-3,035,979.79","-150,429.89","-990,675.23","-800,776.47","-1,851,790.80","-83,680.72","-404,372.87","-1,010,752.66","-1,160,158.78","118,616.63","-53,738.31","74,244.50","57,301.20","-59,856.49","-187,541.14","-213,366.85","-208,998.69","-184,325.86","-541,153.96","-622,012.86","-821,446.73","501,954.88","723,232.91","1,635,662.49","1,083,421.78","88,421.21","678,587.22","1,019,735.28","2,345,197.14","-544,953.74","-1,144,831.55","-1,743,685.48","-1,615,429.19"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"24,868,076.60",,"10,000,000.00","10,000,000.00","14,118,000.00","7,000,000.00","7,000,000.00","8,880,000.00","115,917,403.00","207,000,000.00","397,000,000.00","507,000,000.00","607,000,000.00","51,500,000.00","101,500,000.00","102,000,000.00","187,000,000.00","30,000,000.00","61,500,000.00","81,500,000.00","178,920,000.00",,"91,800,000.00","242,600,000.00","263,812,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"220,000.00","220,000.00",,"20,000.00","143,850.00","114,600.00",,"42,000.00","48,990.00","212,000.00","329,673.00","366,673.00","366,673.00","566,673.00","50,000.00","145,000.00","234,780.00","25,104,489.60",,"10,060,213.00","10,060,213.00","14,450,713.00","7,030,000.00","9,647,200.00","11,875,721.61","120,002,362.99","209,828,150.68","400,619,069.86","512,144,960.27","612,890,304.33","52,098,505.21","102,512,998.36","103,062,998.36","188,817,244.94","30,218,191.78","61,866,109.59","82,015,698.63","181,190,459.46",,"92,441,582.19","244,368,672.65","265,800,658.01"
五、现金及现金等价物净增加额,"-6,840,374.58","8,865,862.38","5,868,497.64","-9,741,339.49","224,229,395.60","198,090,090.59","174,092,968.17","-35,974,688.52","-66,179,113.47","-56,274,888.81","-88,963,906.83","-25,768,708.68","-42,357,168.15","-39,837,123.23","-27,514,552.61","-23,386,340.43","-33,334,597.34","-26,551,507.78","-43,784,153.54","21,171,235.97","63,622,513.91","38,300,587.93","62,817,991.91","-44,600,110.15","465,920,183.54","262,196,421.03","188,051,289.14","14,904,157.66","-5,105,386.02","-118,330,006.09","-123,907,577.17","3,858,116.82","-10,098,248.06","-95,038,995.95","-99,042,456.02","606,472.11","21,696,267.84","59,285,998.79","156,006,734.20","-107,181,696.03","-140,602,276.41","-109,451,758.02","-95,374,476.38"
购建固定资产、无形资产和其他长期资产支付的现金,"23,116,363.49","51,604,253.39","92,969,481.17","14,675,015.70","28,510,288.90","56,455,041.60","77,555,755.08","17,093,250.13","33,086,288.33","56,416,795.07","86,747,561.50","36,759,721.98","62,607,767.35","94,433,513.64","129,662,851.85","28,503,553.00","93,591,529.33","158,489,866.34","227,677,180.85","56,269,061.32","98,675,940.32","153,593,065.22","197,461,056.14","23,543,242.60","194,986,838.59","249,954,377.45","320,471,510.84","51,148,345.79","98,695,000.61","129,915,776.05","235,771,647.89","43,587,265.42","71,820,400.84","88,746,871.49","113,847,856.59","22,470,329.56","33,803,274.59","46,662,791.08","86,456,941.26","24,597,720.64","42,368,347.71","73,594,195.52","90,276,241.19"
期初现金及现金等价物余额,"31,834,920.35","31,834,920.35","31,834,920.35","42,878,890.54","42,878,890.54","42,878,890.54","42,878,890.54","216,971,858.71","216,971,858.71","216,971,858.71","215,900,657.80","126,936,750.97","126,936,750.97","126,936,750.97","126,936,750.97","99,422,198.36","99,422,198.36","99,422,198.36","99,422,198.36","55,638,044.82","55,638,044.82","55,638,044.82","55,638,044.82","118,456,036.73","118,456,036.73","118,456,036.73","118,456,036.73","306,507,325.87","306,507,325.87","306,507,325.87","306,507,325.87","182,599,748.70","182,599,748.70","182,599,748.70","182,599,748.70","83,557,292.68","83,557,292.68","83,557,292.68","83,557,292.68","239,564,026.88","239,564,026.88","239,564,026.88","239,564,026.88"
投资支付的现金,,,,,,,,,,,,,,,,,,,"4,000,000.00",,"819,742.31","819,742.31","606,900.00",,,,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"24,994,545.77","40,700,782.73","37,703,417.99","33,137,551.05","267,108,286.14","240,968,981.13","216,971,858.71","180,997,170.19","150,792,745.24","160,696,969.90","126,936,750.97","101,168,042.29","84,579,582.82","87,099,627.74","99,422,198.36","76,035,857.93","66,087,601.02","72,870,690.58","55,638,044.82","76,809,280.79","119,260,558.73","93,938,632.75","118,456,036.73","73,855,926.58","584,376,220.27","380,652,457.76","306,507,325.87","321,411,483.53","301,401,939.85","188,177,319.78","182,599,748.70","186,457,865.52","172,501,500.64","87,560,752.75","83,557,292.68","84,163,764.79","105,253,560.52","142,843,291.47","239,564,026.88","132,382,330.85","98,961,750.47","130,112,268.86","144,189,550.50"
