科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与经营活动有关的现金,"103,571,697.79","116,235,980.95","115,848,140.33","53,903,281.48","84,568,056.74","111,571,362.06","21,257,974.22","44,988,857.92","64,491,341.86","106,372,845.95","25,826,764.99","60,983,263.62","85,262,307.10","85,040,700.69","40,677,411.63","35,956,710.79","45,126,213.67","108,395,844.66","19,890,762.49","42,037,920.57","52,649,306.82","104,057,667.76","16,086,828.51","42,071,179.28","69,692,748.90"
筹资活动现金流入小计,"342,761,818.87","542,503,442.34","784,692,810.78","435,312,508.89","1,144,038,625.22","1,302,038,625.22","100,000,000.00","210,000,000.00","290,000,000.00","330,000,000.00","44,000,000.00","179,701,600.00","214,000,000.00","234,000,000.00","82,150,000.00","180,852,212.00","1,010,465,653.89","1,838,133,695.24","628,422,602.43","1,771,388,517.95","6,283,327,975.06","7,136,884,948.66","947,152,793.48","2,482,817,169.46","3,516,150,632.30"
经营活动现金流出小计,"4,169,673,101.73","5,128,245,559.32","6,288,681,908.42","3,271,445,995.30","6,385,283,517.81","9,547,398,235.93","835,954,484.15","1,678,214,174.02","3,256,703,628.00","4,710,671,234.21","801,248,422.54","2,095,562,973.24","3,495,336,013.02","5,058,999,698.77","444,065,913.46","2,475,778,809.81","8,247,599,144.40","13,620,489,792.35","3,522,005,080.66","7,849,641,080.78","12,556,124,859.00","20,279,164,308.22","4,640,877,937.76","10,670,276,764.64","16,744,638,004.18"
偿还债务支付的现金,"161,311,433.28","462,100,000.00","631,692,395.27","399,038,352.69","631,938,352.69","919,438,352.69","39,400,000.00","384,900,000.00","527,300,000.00","552,300,000.00","120,000,000.00","210,000,000.00","340,000,000.00","385,000,000.00","77,000,000.00","77,000,000.00","223,272,432.00","555,992,699.21","1,303,349,138.14","1,910,312,894.74","3,289,660,700.33","4,339,699,638.88","780,120,421.63","1,515,192,288.14","2,508,352,721.75"
经营活动产生的现金流量净额,"36,569,251.28","76,274,754.19","34,179,940.99","-98,003,524.75","-565,079,128.07","-549,160,758.99","-103,576,138.13","85,745,521.41","158,215,835.56","261,037,665.08","24,637,788.06","163,258,227.89","9,645,764.28","234,278,721.59","-26,965,392.14","253,221,452.61","-182,404,222.88","-407,441,785.70","806,557,657.81","429,462,564.87","442,427,623.49","583,599,050.47","-209,309,064.77","-662,993,612.31","-488,450,655.55"
分配股利、利润或偿还利息支付的现金,"7,480,563.48","15,261,243.84","25,294,077.26","15,793,328.44","25,683,440.59","36,167,421.69","9,396,760.43","18,024,257.92","33,851,577.67","39,276,305.45","4,180,188.89","8,177,890.48","11,348,568.23","14,482,345.98","2,752,547.83","5,407,904.22","13,499,636.02","13,488,574.44","14,389,334.84","22,456,312.34","24,008,206.52","31,358,298.60","2,778,049.57","5,891,962.07","14,040,539.36"
收回投资收到的现金,,,,,,,,,,,"56,202,405.55","56,220,245.74","56,227,848.09","57,565,410.76","10,000,000.00",,,"16,230,700.00","18,376,918.68","18,376,918.68","47,796,918.68","18,378,479.85","60,540,000.00","60,540,000.00","265,537,000.00"
支付其他与筹资活动有关的现金,"710,735.96",,,,,,,,,,"18,512,999.51","146,620,481.65","31,604,342.77","15,345,845.02","4,506,018.13","48,504,761.43","25,510,156.54","37,919,016.26","108,287,497.13","390,348,164.27","328,303,029.49","102,509,484.79","29,592,227.86","161,813,402.07","389,821,514.83"
取得投资收益收到的现金,,"3,761,530.00","2,618,009.90",,,,,,,,"1,045,033.70","1,216,770.01","1,327,054.89","784,548.62","250,840.29","187,840.29","8,243,613.68","29,414,297.11","2,177,565.04","2,177,565.04","3,856,442.65","8,602,162.40","6,640,656.02","12,295,175.11","1,273,396.71"
筹资活动现金流出小计,"169,502,732.72","477,361,243.84","656,986,472.53","414,831,681.13","657,621,793.28","955,605,774.38","48,796,760.43","402,924,257.92","561,151,577.67","591,576,305.45","142,693,188.40","364,798,372.13","382,952,911.00","414,828,191.00","84,258,565.96","130,912,665.65","262,282,224.56","607,400,289.91","1,426,025,970.11","2,323,117,371.35","3,641,971,936.34","4,473,567,422.27","812,490,699.06","1,682,897,652.28","2,912,214,775.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,317,712.83","15,369,197.00",,"41,024.80","41,024.80","41,024.80",,"4,199.00","4,199.00","1,500.00",,"29,348.08","51,348.08","128,209.63",,,,"25,886.85",,,,,,"9,200,000.00","9,200,000.00"
筹资活动产生的现金流量净额,"173,259,086.15","65,142,198.50","127,706,338.25","20,480,827.76","486,416,831.94","346,432,850.84","51,203,239.57","-192,924,257.92","-271,151,577.67","-261,576,305.45","-98,693,188.40","-185,096,772.13","-168,952,911.00","-180,828,191.00","-2,108,565.96","49,939,546.35","748,183,429.33","1,230,733,405.33","-797,603,367.68","-551,728,853.40","2,641,356,038.72","2,663,317,526.39","134,662,094.42","799,919,517.18","603,935,856.36"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"599,733.94",,,,,,,
四、汇率变动对现金的影响,,,,,,"-9,635.87","-109,031.45","-235,685.56","-300,266.32","-729,101.06","622,026.71","598,951.81","257,364.99","147,302.93","-118,913.22","-2,055,215.23","2,372,689.42","6,308,658.54","-1,619,911.42","366,473.98","1,122,760.78","6,533,124.04","-1,937,403.33","-4,294,825.53","-5,940,872.07"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"9,585,728.85","9,585,728.85","9,585,728.85",,,,,,,"94,585.40","167,818.02"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,317,712.83","19,130,727.00","2,618,009.90","41,024.80","41,024.80","41,024.80",,"4,199.00","4,199.00","1,500.00","57,247,439.25","57,466,363.83","57,606,251.06","58,478,169.01","19,836,569.14","9,773,569.14","17,829,342.53","46,270,617.90","20,554,483.72","20,554,483.72","51,653,361.33","26,980,642.25","67,180,656.02","82,129,760.51","276,178,214.73"
五、现金及现金等价物净增加额,"189,572,014.07","31,116,045.35","160,565,568.81","-80,823,478.72","-83,513,075.54","-209,170,826.59","-54,904,983.53","-117,479,920.52","-135,806,454.30","-71,113,146.94","-36,067,562.39","21,490,615.15","-110,158,880.02","99,197,441.18","-18,380,993.45","-51,888,864.12","-137,857,844.76","157,674,709.16","-24,938,604.38","-166,052,966.79","3,071,132,811.95","2,512,224,385.84","-43,981,497.18","160,099,569.93","-194,613,917.18"
购建固定资产、无形资产和其他长期资产支付的现金,"21,495,132.19","5,365,995.11","1,682,688.39","2,190,941.77","3,766,285.26","4,825,715.36","1,546,326.54","8,706,844.71","9,148,756.72","8,418,842.10","36,199.54","828,510.93","1,544,054.46","1,571,943.84","22,815.00","976,868.44","1,183,122.57","2,036,611.74","517,526.17","579,973.74","597,269.98","13,126,000.40","2,082,906.03","2,787,653.93","4,539,092.92"
期初现金及现金等价物余额,"64,582,650.17","254,154,664.24","285,270,709.59","445,836,278.40","445,836,278.40","445,836,278.40","236,665,451.81","236,665,451.81","236,665,451.81","236,665,451.81","165,552,304.87","165,552,304.87","165,552,304.87","165,552,304.87","264,749,746.05","264,749,746.05","264,749,746.05","264,749,746.05","422,424,455.21","422,424,455.21","422,424,455.21","422,424,455.21","2,934,648,841.05","2,934,648,841.05","2,934,648,841.05"
投资支付的现金,"1,078,904.00",,"1,931,915.43","391,021.98",,"1,125,518.95","876,726.98","1,362,852.74","13,425,888.15","61,428,063.41","19,845,428.47","13,907,645.32","7,171,294.89","11,306,617.51","9,001,876.27","323,061,495.43","413,926,107.47","425,745,304.02","36,919,299.30","48,737,020.88","49,439,061.05","109,726,052.78","32,494,873.49","51,873,615.99","575,797,367.73"
期末现金及现金等价物余额,"254,154,664.24","285,270,709.59","445,836,278.40","365,012,799.68","362,323,202.86","236,665,451.81","181,760,468.28","119,185,531.29","100,858,997.51","165,552,304.87","129,484,742.48","187,042,920.02","55,393,424.85","264,749,746.05","246,368,752.60","212,860,881.93","126,891,901.29","422,424,455.21","397,485,850.83","256,371,488.42","3,493,557,267.16","2,934,648,841.05","2,890,667,343.87","3,094,748,410.98","2,740,034,923.87"
