科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与经营活动有关的现金,"73,289,249.22","49,456,598.80","13,442,685.34","47,510,403.56","11,261,029.06","20,572,530.11","36,603,557.11","55,229,389.19","24,238,435.96","31,190,070.30","44,153,551.26","57,197,552.59","18,678,604.80","29,411,261.76","55,708,008.79","75,504,184.10","19,206,476.03","22,393,054.98","55,439,524.46","102,378,183.20","21,203,855.90","29,594,235.01","43,709,532.84","131,291,228.86","29,561,929.82","61,240,838.86","84,741,660.62","219,840,504.49","38,373,711.32","133,446,643.09","205,056,439.11","169,703,693.43","31,484,364.07","70,933,324.06","102,864,020.25"
筹资活动现金流入小计,"101,879,000.00","210,356,533.57","3,738,803.95","274,880,000.00","86,600,900.85","1,114,510,548.52","1,162,409,724.32","1,162,409,724.32",,,"40,000,000.00","53,513,033.18","1,843,673.98","12,807,927.41","91,933,473.10","120,482,633.93","90,288,599.89","170,288,599.89","299,420,718.51","366,229,018.84","229,840,091.02","319,000,000.00","529,117,379.86","626,698,828.89","664,348,841.45","1,009,487,961.67","1,145,014,475.19","1,569,939,125.97","147,224,865.38","312,129,505.12","484,718,663.70","529,988,658.84","51,038,985.48","327,995,296.49","739,026,579.18"
经营活动现金流出小计,"348,447,019.26","379,312,690.84","83,058,186.12","390,024,440.53","133,128,176.72","230,236,578.48","413,537,608.56","577,978,446.02","161,982,258.91","315,651,725.67","519,172,027.68","694,170,875.16","176,687,216.09","337,998,433.75","545,541,998.50","677,063,730.44","196,263,944.47","409,718,256.08","722,994,164.03","945,821,603.07","312,953,046.85","563,397,688.15","849,917,254.84","1,198,334,233.23","389,801,611.49","816,558,128.98","1,243,767,727.60","1,769,577,722.89","551,127,652.99","1,158,283,562.86","1,754,148,613.99","2,316,005,711.72","697,727,392.99","1,445,670,519.97","2,221,179,921.21"
偿还债务支付的现金,"20,250,000.00","95,661,625.98","9,283,327.01","158,760,694.79","51,748,271.62","83,242,863.93","406,717,523.42","424,154,436.01","1,272,763.45","32,489,545.39","33,764,124.69","52,359,547.87","43,116,712.76","43,459,185.95","43,802,336.91","55,888,240.17","282,776.29","559,803.25","128,593,533.59","171,547,673.02","150,746,436.07","221,029,987.58","350,504,255.23","466,919,174.63","370,000,000.00","508,951,237.20","573,376,994.48","743,999,148.42","149,400,393.56","330,448,829.34","420,312,007.06","486,446,917.50","239,082,045.61","448,358,627.67","678,986,248.68"
经营活动产生的现金流量净额,"83,526,023.34","138,188,758.65","11,973,987.83","76,264,551.26","-10,668,935.74","33,178,137.25","58,945,160.08","130,301,574.64","20,003,876.21","81,934,889.36","104,361,462.63","158,980,935.46","1,744,064.46","72,985,592.66","93,819,286.80","63,855,059.58","-133,607.69","58,041,555.60","87,677,945.22","134,740,409.00","-19,974,022.17","51,131,103.42","81,676,779.37","157,718,880.62","-6,549,480.34","-24,741,965.41","45,743,910.39","184,968,214.55","-38,829,168.07","58,443,594.91","38,598,681.30","224,382,760.75","15,524,742.30","129,720,009.68","224,467,695.23"
分配股利、利润或偿还利息支付的现金,"24,129,705.67","32,882,659.44","16,485,018.52","68,854,766.90","3,194,888.36","6,818,265.87","11,235,021.90","13,977,361.36","536,991.32","45,468,364.37","45,465,217.29","47,550,939.07","746,238.45","63,479,836.48","63,479,836.48","69,354,260.80","974,300.10","73,707,956.83","76,717,294.50","86,318,193.49","4,395,907.75","43,139,098.79","49,077,389.16","56,255,802.70","4,761,779.82","55,800,530.73","60,191,922.22","88,326,166.15","7,195,876.50","38,750,152.16","53,973,102.75","64,560,455.89","11,713,657.13","72,958,965.21","82,838,125.09"
收回投资收到的现金,"1,166,071.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,000,000.00",,,
支付其他与筹资活动有关的现金,"30,000.00","3,433,982.69","2,000,000.00","5,255,242.07","376,851.56","3,185,380.07","6,079,380.07","11,162,700.00",,"141,996.97","141,996.97","385,216.00","5,860.39","128,547.76","464,116.06","519,988.74","397,432.15","655,333.00","618,807.42","637,053.28","32,301.87",,,,,"674,585.00","674,585.00","674,585.00",,,"1,202,424.11","9,338,244.08","1,686,807.58","2,376,236.93","4,664,442.90"
取得投资收益收到的现金,"4,277,291.37",,,,,,,,,,,,,,,,,,"4,663,702.01","4,644,392.54",,,,,,,,,,"161,030.47","161,030.47","161,030.47",,,"386,800.00"
筹资活动现金流出小计,"44,409,705.67","131,978,268.11","27,768,345.53","232,870,703.76","55,320,011.54","93,246,509.87","424,031,925.39","449,294,497.37","1,809,754.77","78,099,906.73","79,371,338.95","100,295,702.94","43,868,811.60","107,067,570.19","107,746,289.45","125,762,489.71","1,654,508.54","74,923,093.08","205,929,635.51","258,502,919.79","155,174,645.69","264,169,086.37","399,581,644.39","523,174,977.33","374,761,779.82","565,426,352.93","634,243,501.70","832,999,899.57","156,596,270.06","369,198,981.50","475,487,533.92","560,345,617.47","252,482,510.32","523,693,829.81","766,488,816.67"
处置固定资产、无形资产和其他长期资产收回的现金净额,"383,672.16",,"-1,676,652.86",,"79,000.00","79,000.00","79,000.00","79,000.00",,,,"200,000.00","145,800.00","205,800.00","415,800.00","1,503,800.00","2,126,000.00","4,926,000.00","8,830,836.42","8,830,836.42",,"3,116,889.75","22,574,835.51","22,523,356.82","463,743.00","491,743.00","529,774.22","1,472,622.46",,"40,162.06","377,075.78","346,136.99","1,180,979.19","2,966,865.88","14,006,541.05"
筹资活动产生的现金流量净额,"57,469,294.33","78,378,265.46","-24,029,541.58","42,009,296.24","31,280,889.31","1,021,264,038.65","738,377,798.93","713,115,226.95","-1,809,754.77","-78,099,906.73","-39,371,338.95","-46,782,669.76","-42,025,137.62","-94,259,642.78","-15,812,816.35","-5,279,855.78","88,634,091.35","95,365,506.81","93,491,083.00","107,726,099.05","74,665,445.33","54,830,913.63","129,535,735.47","103,523,851.56","289,587,061.63","444,061,608.74","510,770,973.49","736,939,226.40","-9,371,404.68","-57,069,476.38","9,231,129.78","-30,356,958.63","-201,443,524.84","-195,698,533.32","-27,462,237.49"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-4,365,763.51","-1,530,227.11","-30,956.57","-179,870.41","84,685.71","280,663.27","769,940.04","761,820.07","-460,956.06","-792,184.03","-644,101.34","-1,114,702.73","-171,139.62","-34,746.55","-313,322.45","-49,086.60","-952,185.03","-866,944.37","-1,261,673.36","-1,048,052.73","2,084,506.32","2,490,120.34","1,369,520.93","2,348,952.16","2,215,237.95","7,437,585.68","-2,413,787.91","5,615,196.87","-1,672,309.66","-10,668,013.88","-453,284.38","-386,581.14","-770,697.17","612,219.80","549,435.01"
收到其他与投资活动有关的现金,"2,550,000.00","34,793,481.31",,"4,363,024.63",,,"36,750.00",,,,,,,,,,,,,,,,,,,,,,,"1,068,267.44","1,433,676.21","1,461,882.50",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,377,034.83","34,793,481.31","-1,676,652.86","4,363,024.63","79,000.00","79,000.00","115,750.00","79,000.00",,,,"200,000.00","145,800.00","205,800.00","415,800.00","1,503,800.00","2,126,000.00","4,926,000.00","13,494,538.43","13,475,228.96",,"3,116,889.75","22,574,835.51","22,523,356.82","463,743.00","491,743.00","529,774.22","1,472,622.46",,"1,269,459.97","1,971,782.46","193,969,049.96","1,180,979.19","2,966,865.88","14,393,341.05"
五、现金及现金等价物净增加额,"44,213,006.51","-10,712,035.84","-53,099,972.76","-22,756,435.74","-11,386,280.37","990,814,615.84","662,325,799.14","604,973,743.70","-42,468,302.82","-127,601,460.45","-150,545,776.56","-174,911,124.04","-121,333,551.66","-196,719,948.48","-261,388,744.86","-372,247,305.04","12,546,972.35","-19,648,745.98","3,390,770.75","-14,424,371.66","27,702,591.55","13,495,133.29","15,423,368.83","37,768,821.56","251,595,852.56","108,093,245.93","54,523,665.70","233,619,091.12","-78,956,996.21","-96,593,821.69","-76,389,424.10","190,573,343.90","-210,817,114.63","-174,213,243.63","28,994,079.82"
购建固定资产、无形资产和其他长期资产支付的现金,"70,353,582.48","158,250,869.38","39,336,809.58","145,113,437.46","32,161,919.65","63,987,223.33","135,882,849.91","239,283,877.96","60,201,468.20","130,644,259.05","214,891,798.90","286,194,687.01","81,027,138.88","175,616,951.81","285,176,388.90","377,874,672.24","77,127,326.28","122,766,255.85","135,191,251.65","214,822,559.82","29,073,337.93","58,073,893.85","76,754,459.02","105,219,349.62","33,667,739.98","182,542,724.26","352,000,830.49","537,538,116.88","29,084,113.80","71,769,386.31","90,911,275.26","138,956,941.21","25,303,614.11","59,709,644.71","95,911,326.18"
期初现金及现金等价物余额,"39,617,790.36","83,830,796.87","73,085,406.71","73,118,761.03","50,355,493.90","50,362,325.29","50,362,325.29","50,362,325.29","655,336,068.99","655,336,068.99","655,336,068.99","655,336,068.99","480,424,944.95","480,424,944.95","480,424,944.95","480,424,944.95","108,177,639.91","108,177,639.91","108,177,639.91","108,177,639.91","93,753,268.25","93,753,268.25","93,753,268.25","93,753,268.25","131,604,725.20","131,522,089.81","131,522,089.81","131,522,089.81","365,141,180.93","365,141,180.93","365,141,180.93","365,141,180.93","555,714,524.83","555,714,524.83","555,714,524.83"
投资支付的现金,"30,440,000.00",,,,,,,,,,,,,,"54,321,303.96","54,402,550.00",,"54,348,608.17","54,218,678.58",,,"40,000,000.00","142,979,043.43","143,126,869.98",,"75,000,000.00","85,000,000.00","84,999,644.00",,"16,800,000.00","34,826,458.00","57,406,458.00",,"52,099,160.96","87,037,827.80"
期末现金及现金等价物余额,"83,830,796.87","73,118,761.03","19,985,433.95","50,362,325.29","38,969,213.53","1,041,176,941.13","712,688,124.43","655,336,068.99","612,867,766.17","527,734,608.54","504,790,292.43","480,424,944.95","359,091,393.29","283,704,996.47","219,036,200.09","108,177,639.91","120,724,612.26","88,528,893.93","111,568,410.66","93,753,268.25","121,455,859.80","107,248,401.54","109,176,637.08","131,522,089.81","383,200,577.76","239,615,335.74","186,045,755.51","365,141,180.93","286,184,184.72","268,547,359.24","288,751,756.83","555,714,524.83","344,897,410.20","381,501,281.20","584,708,604.65"
