科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"27,910,720.93","38,272,391.97","45,973,519.04","27,387,166.53","55,830,426.39","16,658,866.52","33,612,445.75","47,076,758.99","69,547,294.68","22,746,284.84","45,475,684.04","77,000,931.22","112,780,951.72","43,364,558.37","103,158,715.47","150,339,599.85","192,703,260.93","61,098,984.73","119,435,654.36","165,091,482.29","216,808,272.80","56,105,637.29","116,233,612.11","164,047,996.75","208,144,406.96","52,393,471.28"
取得借款收到的现金,,,,,,,,,,,,,"210,000,000.00",,,"75,000,000.00","202,000,000.00","190,000,000.00","242,000,000.00","242,000,000.00","329,000,000.00","90,000,000.00","173,836,000.00","183,000,000.00","327,000,000.00","32,917,358.22"
支付的各项税费,"9,291,718.37","13,294,263.80","17,013,596.24","10,314,104.58","19,816,122.18","5,892,410.14","12,070,275.50","17,916,661.36","20,009,846.89","4,862,223.53","13,913,959.33","24,085,785.21","33,022,540.38","15,661,322.34","46,086,260.19","65,692,600.11","73,987,659.77","25,627,265.07","64,150,505.76","63,877,269.52","81,725,806.31","15,888,440.66","48,103,773.83","48,918,818.72","75,376,957.02","26,075,371.16"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"200,000,000.00",,,,"50,000,000.00","98,000,000.00",,,,,,,,,436.49
支付其他与经营活动有关的现金,"8,924,493.95","12,604,711.53","10,354,884.25","5,871,142.47","10,885,734.59","3,730,151.78","6,847,212.49","11,682,830.38","16,946,469.31","16,903,797.57","15,916,261.36","25,761,057.99","43,147,255.68","201,523,737.48","71,205,692.41","206,513,851.43","96,088,494.72","54,557,443.19","94,094,899.64","266,699,123.99","87,485,963.58","35,699,718.68","56,012,199.48","124,952,065.61","61,755,874.33","92,993,154.84"
筹资活动现金流入小计,"5,000,000.00","50,000,000.00",,,,"119,644,637.80","119,642,554.80","129,136,675.00","129,136,675.00",,,"200,000,000.00","1,109,761,990.22",,,"130,330,000.00","302,740,000.00","190,000,000.00","256,710,000.00","257,720,000.00","344,720,000.00","90,000,000.00","177,536,000.00","186,204,910.57","327,780,000.00","32,917,794.71"
经营活动现金流出小计,"77,645,611.91","98,195,212.21","114,395,055.39","65,640,550.04","133,635,298.18","35,401,754.93","73,910,198.86","118,772,621.31","164,311,001.48","60,653,776.21","122,353,680.38","215,331,419.87","353,375,322.40","342,033,199.98","393,326,234.00","738,403,482.45","876,043,966.61","271,237,020.90","545,881,443.34","939,648,250.80","956,682,484.76","222,580,861.64","407,734,855.11","634,913,567.17","782,425,957.60","235,407,323.15"
偿还债务支付的现金,,,,,,,,,,,,,"202,000,000.00",,,,"75,000,000.00","26,600,000.00","30,600,000.00","49,990,000.00","138,960,000.00","148,970,000.00","144,940,000.00","183,910,000.00","312,880,000.00","58,970,000.00"
经营活动产生的现金流量净额,"19,727,766.27","46,583,260.24","40,511,014.96","14,734,109.42","44,563,809.63","6,424,237.38","18,477,961.04","21,387,531.53","26,160,758.78","-7,577,028.96","-1,372,509.73","-9,487,695.36","110,079,494.32","-182,871,281.03","-178,500,942.27","-249,842,397.47","-41,968,049.00","-106,627,244.83","-184,809,380.37","-248,897,708.27","53,994,477.35","-48,579,151.84","-11,956,643.82","-13,624,795.51","209,066,922.93","-71,242,761.83"
分配股利、利润或偿还利息支付的现金,,"2,234,425.06","5,645,277.18","12,000,000.00","12,000,000.00",,"8,100,000.00","8,100,000.00","8,100,000.00",,"6,512,400.00","6,546,133.34","7,212,633.34","2,386,600.00","11,868,903.81","28,532,558.16","29,708,366.01","3,881,731.80","6,908,353.58","36,969,121.75","45,421,268.40","12,580,713.72","28,248,052.48","55,455,428.42","63,762,343.29","16,260,263.20"
收回投资收到的现金,,,,,,,,"601,213,000.00","661,213,000.00","30,000,000.00",,"70,000,000.00","71,800,000.00","94,970,000.00","141,520,000.00","168,592,908.38","173,820,000.00","6,294,786.89","286,590,061.34","349,020,000.00","485,818,000.00","33,430,000.00","90,784,000.00","182,654,000.00","188,354,000.00","27,500,000.00"
支付其他与筹资活动有关的现金,,"300,000.00",,,,,,"7,752,233.41","7,845,120.20",,,,"4,822,859.47",,,,1.00,,,,"60,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","89,344,341.44",20.80
取得投资收益收到的现金,,"11,690.60",,,,,,"1,215,205.48","1,916,770.14",,"78,246.56","227,835.60","382,308.65","129,095.89","591,249.63","1,550,000.00","1,130,118.34","12,109.59",,"857,831.27","1,443,875.87","16,661.81","601,225.32","753,033.17","1,327,927.44","139,937.04"
筹资活动现金流出小计,,"2,534,425.06","5,645,277.18","12,000,000.00","12,000,000.00",,"8,100,000.00","15,852,233.41","15,945,120.20",,"6,512,400.00","6,546,133.34","214,035,492.81","2,386,600.00","11,868,903.81","28,532,558.16","104,708,367.01","30,481,731.80","37,508,353.58","86,959,121.75","244,381,268.40","199,550,713.72","211,188,052.48","277,365,428.42","465,986,684.73","75,230,284.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"3,680.00","2,240.00","7,646.23","73,180.84","181,351.80","181,351.80","4,025.68","33,497.55","11,674.20","20,197.24","13,990.69",,"978,461.57","258,844.64","365,348.79","83,441.87","295,545.64","739,239.86","9,994,860.35","21,167.18","209,324.35","72,766.93","343,126.24","65,807.83"
筹资活动产生的现金流量净额,"5,000,000.00","47,465,574.94","-5,645,277.18","-12,000,000.00","-12,000,000.00","119,644,637.80","111,542,554.80","113,284,441.59","113,191,554.80",,"-6,512,400.00","193,453,866.66","895,726,497.41","-2,386,600.00","-11,868,903.81","101,797,441.84","198,031,632.99","159,518,268.20","219,201,646.42","170,760,878.25","100,338,731.60","-109,550,713.72","-33,652,052.48","-91,160,517.85","-138,206,684.73","-42,312,489.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"4,463,766.18",,,,"1,830,000.00",
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,"270,082.19","820,684.93",,,,"30,000,000.00",,"83,217,859.00","536,990.47",,"536,990.47","5,380,000.00","16,429,578.43",,,"3,360,000.00",,,"1,402,811.34","759,698.96",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"11,690.60","3,680.00","2,240.00","7,646.23","343,263.03","1,002,036.73","602,609,557.28","663,133,795.82","30,033,497.55","30,089,920.76","70,248,032.84","155,414,158.34","95,636,086.36","143,089,711.20","170,938,743.49","180,695,467.13","22,819,916.78","286,885,606.98","350,617,071.13","505,080,502.40","33,467,828.99","91,594,549.67","184,882,611.44","192,614,752.64","27,705,744.87"
五、现金及现金等价物净增加额,"15,325,659.20","29,948,838.76","32,703,740.74","338,384.26","27,934,619.50","126,118,297.60","69,900,787.37","68,870,754.34","78,651,932.85","-21,642,586.75","-84,527,930.14","-33,708,068.49","481,227,513.66","-305,551,356.33","-411,185,299.96","-420,448,567.69","-283,083,921.06","-19,147,203.39","-115,071,941.10","-189,451,429.81","-52,456,925.11","-168,606,322.79","-122,318,831.60","-140,506,128.27","27,348,136.76","-93,457,462.44"
购建固定资产、无形资产和其他长期资产支付的现金,"9,402,107.07","63,858,620.96","2,165,677.04","2,397,965.16","4,636,836.36","293,840.61","1,121,725.20","4,197,776.06","7,621,176.55","4,077,465.99","48,152,007.49","22,246,883.20","48,293,201.91","24,097.66","11,006,741.08","23,979,997.33","37,726,577.78","2,087,243.54","8,208,492.56","10,629,299.35","50,587,238.57","2,064,286.22","10,136,804.28","28,236,506.08","56,686,854.08","3,007,956.19"
期初现金及现金等价物余额,"18,681,440.49","34,007,099.69","63,955,938.45","96,659,679.19","96,659,679.19","124,594,298.69","124,594,298.69","124,594,298.69","124,594,298.69","203,246,231.54","203,246,231.54","203,246,231.54","203,246,231.54","684,473,745.20","684,473,745.20","684,473,745.20","684,473,745.20","401,389,824.14","401,389,824.14","401,389,824.14","401,389,824.14","349,782,899.03","349,782,899.03","349,782,899.03","348,932,899.03","405,799,140.60"
投资支付的现金,,,,,,,,"661,213,000.00","716,213,000.00","38,000,000.00","28,580,933.68","256,195,389.43","184,291,300.00","215,905,464.00","352,898,424.00","415,224,386.18","385,080,362.18","92,770,900.00","410,240,000.00","85,751,321.57","588,344,000.00","41,880,000.00","114,250,000.00","192,366,920.27","179,440,000.00","4,600,000.00"
期末现金及现金等价物余额,"34,007,099.69","63,955,938.45","96,659,679.19","96,998,063.45","124,594,298.69","250,712,596.29","194,495,086.06","193,465,053.03","203,246,231.54","181,603,644.79","118,718,301.40","169,538,163.05","684,473,745.20","378,922,388.87","273,288,445.24","264,025,177.51","401,389,824.14","382,242,620.75","286,317,883.04","211,938,394.33","348,932,899.03","181,176,576.24","227,464,067.43","209,276,770.76","376,281,035.79","312,341,678.16"
