科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"22,002,517.89","7,370,240.96","13,742,381.17","7,732,255.49","12,250,342.82","17,844,906.98","7,661,056.44","10,447,270.91","15,273,339.57","19,466,727.53","4,525,364.42","10,567,575.65","13,978,437.61","18,447,230.61","4,465,686.86","15,362,274.05","27,780,902.94","45,668,723.14","4,024,297.12","22,210,342.54","29,670,132.17","52,485,742.27","11,517,109.09","16,452,314.63","26,650,218.80","39,775,790.35","12,848,991.19","43,484,340.03","84,641,333.10"
收到其他与筹资活动有关的现金,,,,"21,400,000.00","31,119,375.92","21,400,000.00",,,,,,,,,,,,,,,,,,,,,,"91,601,249.96","84,524,341.88"
支付其他与经营活动有关的现金,"18,463,282.91","8,813,873.10","14,247,478.85","7,657,827.00","14,498,990.49","19,762,035.59","7,874,468.10","12,534,514.15","18,908,689.61","23,329,621.07","6,756,823.64","14,919,278.59","19,343,492.02","36,543,043.56","13,965,270.69","62,343,890.35","88,128,167.27","99,379,280.09","51,028,129.63","62,975,108.17","114,730,488.11","149,625,390.22","57,105,661.16","49,694,945.55","141,913,701.59","126,158,514.12","67,337,701.45","98,639,343.90","153,071,822.92"
筹资活动现金流入小计,"34,500,000.00","36,877,000.00","25,501,434.60","51,400,000.00","553,120,000.00","553,120,000.00",,,,,,"14,256,900.00","18,198,900.00","18,198,900.00","345,196,560.00","353,368,714.21","379,188,149.06","448,196,066.99","25,000,000.00","103,764,932.50","310,064,897.31","244,737,729.94","489,059,993.44","561,812,040.91","910,012,178.67","1,136,167,610.43","484,500,000.00","3,578,631,616.75","3,845,058,423.31"
经营活动现金流出小计,"192,548,696.32","199,319,952.14","284,295,303.07","157,656,316.60","243,265,516.28","319,534,601.33","83,607,834.10","124,860,681.66","179,373,915.47","251,754,511.38","41,190,026.97","105,584,274.65","170,808,424.13","233,768,290.28","68,287,070.98","374,897,103.84","706,910,635.89","957,253,879.21","171,525,212.54","511,017,666.82","782,700,458.42","1,170,525,297.58","379,394,396.21","677,044,012.98","1,056,763,210.71","1,407,413,757.81","385,184,029.86","1,352,987,838.58","2,356,142,568.13"
偿还债务支付的现金,"34,500,000.00","34,500,000.00","8,300,000.00","21,400,000.00","51,400,000.00","51,400,000.00",,,,,,,,,,"21,684,414.96",,"61,894,769.98","29,497,817.73","72,879,281.32","82,879,489.04","64,441,784.15","169,379,281.56","255,210,933.08","559,318,173.51","706,024,814.82","39,409,694.56","791,198,928.05","858,013,811.56"
经营活动产生的现金流量净额,"9,300,012.34","33,364,011.92","53,293,384.51","15,210,932.88","17,152,119.39","58,424,314.46","-7,424,938.72","-1,797,709.10","27,140,331.38","53,756,322.94","2,615,343.52","9,975,453.81","38,051,566.78","63,975,174.04","7,974,567.38","34,041,722.15","24,610,652.68","42,531,912.71","38,740,386.38","78,658,001.18","78,035,325.05","117,562,299.73","64,257,130.95","91,063,687.07","69,067,987.53","281,802,685.63","46,498,589.69","38,166,815.43","192,038,973.44"
分配股利、利润或偿还利息支付的现金,"1,765,860.90","23,662,852.80","1,517,490.86","881,365.88","1,288,593.54","1,288,593.54",,"13,600,000.00","13,610,000.00","13,600,000.00",,"35,360,000.00","35,360,000.00","35,360,000.00",,"19,360,143.29","40,590,717.50","33,689,656.66","383,892.00","25,965,404.32","26,592,322.05","31,906,289.19","6,445,593.44","22,137,412.69","29,046,951.87","34,581,236.74","8,132,485.36","61,864,134.35","70,305,969.73"
收回投资收到的现金,,,,,,,,,,,,,,"120,000,000.00",,,,,"16,500,000.00",,,,,,,,,"93,900,000.00","93,900,000.00"
支付其他与筹资活动有关的现金,,,"22,230,775.76","858,944.50","5,601,044.25","8,015,028.36",,"830,000.00","830,000.00",,,,,,"116,675,657.11","111,000,000.00","116,807,057.11","111,131,400.00",,,-207.72,"8,252,737.26","1,074,772.33","20,262,000.00","20,262,000.00","189,672,610.23",,"11,068,024.26","143,199,987.99"
取得投资收益收到的现金,,,,,,,,,,,,,"1,346,566.67","1,968,857.07",,,"130,302.18","602,463.06","147,325.56",,,,,,,"2,714,136.99",,"1,301,375.79","7,952,809.03"
筹资活动现金流出小计,"36,265,860.90","58,162,852.80","32,048,266.62","23,140,310.38","58,289,637.79","60,703,621.90",,"14,430,000.00","14,440,000.00","13,600,000.00",,"35,360,000.00","35,360,000.00","35,360,000.00","116,675,657.11","152,044,558.25","157,397,774.61","206,715,826.64","29,881,709.73","98,844,685.64","109,471,603.37","104,600,810.60","176,899,647.33","297,610,345.77","608,627,125.38","930,278,661.79","47,542,179.92","864,131,086.66","1,071,519,769.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,554,614.68","49,038.46","50,861.69","64,500.00","64,500.00","64,500.00",,,"28,932.69","114,936.96",,,"2,112.00","72,727.39",,,"2,172,112.50","2,292,306.35","1,140,071.02","331,018.51","331,018.51","761,976.60",,"84,102.56","5,026.03","44,814,785.17","45,458,881.00","48,796,923.78","48,940,504.76"
筹资活动产生的现金流量净额,"-1,765,860.90","-21,285,852.80","-6,546,832.02","28,259,689.62","494,830,362.21","492,416,378.10",,"-14,430,000.00","-14,440,000.00","-13,600,000.00",,"-21,103,100.00","-17,161,100.00","-17,161,100.00","228,520,902.89","201,324,155.96","221,790,374.45","241,480,240.35","-4,881,709.73","4,920,246.86","200,593,293.94","140,136,919.34","312,160,346.11","264,201,695.14","301,385,053.29","205,888,948.64","436,957,820.08","2,714,500,530.09","2,773,538,654.03"
处置子公司及其他营业单位收到的现金净额,"1,614,693.00",,,,,,,,,,,,,,,,,,,,,,,,"869,625.19",,,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-7,894.83","-44,241.76","-84,242.19","30,078.58","128,994.80","1,938,790.44","-5,195,364.46","5,163,644.46","-7,057,203.96","-4,657,893.46","-268,835.36","-701,951.29","3,260,696.59","-5,536,088.01","7,481,194.59","-1,964,681.25","5,089,270.34","3,435,181.54"
收到其他与投资活动有关的现金,,,,,,,,,,"70,304,000.00",,,,,,,,,,"18,000,000.00","18,000,000.00","18,000,000.00",,"25,204,020.72","25,400,842.76","25,085,230.78",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,169,307.68","49,038.46","50,861.69","64,500.00","64,500.00","64,500.00",,,"28,932.69","70,418,936.96",,,"1,348,678.67","122,041,584.46",,,"2,302,414.68","2,894,769.41","17,787,396.58","18,331,018.51","18,331,018.51","18,761,976.60",,"25,288,123.28","26,275,493.98","72,614,152.94","45,458,881.00","143,998,299.57","150,793,313.79"
五、现金及现金等价物净增加额,"2,758,592.32","6,965,159.36","3,148,957.13","3,946,421.02","471,749,614.72","508,426,424.84","-9,233,750.75","-26,715,334.15","-4,702,612.15","21,898,472.98","-24,901,136.24","-83,840,196.09","-92,251,253.74","-89,830,219.58","-141,097,417.72","-190,165,434.17","-281,235,184.31","-260,916,568.33","45,316,371.55","32,815,110.56","-5,377,956.56","5,942,202.57","369,747,066.95","263,234,347.84","251,982,583.04","141,183,009.94","31,128,327.60","202,534,078.29","545,257,698.27"
购建固定资产、无形资产和其他长期资产支付的现金,"7,944,866.80","5,162,038.22","43,648,457.05","39,588,701.48","40,297,366.88","42,478,767.72","1,808,812.03","9,213,957.21","16,158,208.38","21,003,119.08","27,222,363.00","71,168,090.51","111,899,148.00","137,601,635.89","21,949,087.22","66,278,704.70","119,169,736.74","182,750,898.05","11,493,346.14","32,069,377.63","39,971,281.81","43,074,872.08","1,968,458.82","18,385,269.68","18,755,205.24","29,712,013.39","6,352,281.92","36,143,463.79","66,964,433.95"
期初现金及现金等价物余额,"25,883,776.74","28,642,369.06","35,607,528.42","38,756,485.55","38,756,485.55","38,756,485.55","547,182,910.39","547,182,910.39","547,182,910.39","547,182,910.39","569,731,383.37","569,081,383.37","569,081,383.37","569,081,383.37","479,277,217.71","479,251,163.79","522,851,540.45","479,251,163.79","218,334,595.46","218,334,595.46","218,334,595.46","218,334,595.46","224,101,163.99","224,276,798.03","224,276,798.03","224,276,798.03","365,459,807.97","365,459,807.97","365,459,807.97"
投资支付的现金,,,,,,,,,,,,,,"121,000,000.00","355,673,879.35","49,120,000.00","49,120,000.00","49,120,000.00",,"29,967,574.40","107,581,974.40","78,865,336.00",,"57,771,070.56","75,771,070.56","122,173,070.56","434,470,000.00","970,000.00","37,783,657.79"
期末现金及现金等价物余额,"28,642,369.06","35,607,528.42","38,756,485.55","42,702,906.57","510,506,100.27","547,182,910.39","537,949,159.64","520,467,576.24","542,480,298.24","569,081,383.37","544,830,247.13","485,241,187.28","476,830,129.63","479,251,163.79","338,179,799.99","289,085,729.62","241,616,356.14","218,334,595.46","263,650,967.01","251,149,706.02","212,956,638.90","224,276,798.03","593,848,230.94","487,511,145.87","476,259,381.07","365,459,807.97","396,588,135.57","567,993,886.26","910,717,506.24"
