科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他非流动负债,"27,346,894.30","24,878,266.70","275,591,339.96","22,718,902.70","27,013,710.16","25,303,634.90","25,689,220.70","25,303,634.90","24,955,081.55","37,077,021.10","36,699,352.65","24,606,528.20","27,871,231.75","29,876,208.25","24,160,408.75","35,314,932.29","39,316,206.71","62,407,518.53","70,555,048.24","78,162,557.29","84,234,449.96","638,435,287.05","571,718,401.30","8,174,702,200.00","3,571,805,700.00","3,600,343,678.47"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"119,473,122.86","77,493,308.07","320,337,133.41","68,583,340.99","2,073,166,010.37","2,072,286,718.03","2,073,259,592.37","2,072,874,006.57","2,072,525,453.22","6,962,467,439.77","7,038,741,400.42","7,048,416,766.75","6,679,551,587.84","9,910,468,903.29","9,854,211,653.23","6,147,597,455.75","6,179,185,362.30","4,294,902,088.04","6,175,399,891.59","7,215,324,062.57","14,927,431,850.48","37,828,236,805.13","37,262,155,174.30","44,016,376,800.00","42,070,713,700.00","38,425,003,630.67"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,258,014,210.93","2,009,249,509.34","3,687,136,847.05","1,355,048,036.99","2,945,301,510.12","3,377,921,043.83","3,637,897,810.26","4,014,169,942.20","3,514,517,747.65","9,006,486,233.88","8,953,540,741.35","9,367,952,999.86","8,660,051,341.69","12,910,342,725.64","14,013,481,374.94","17,776,192,956.84","12,375,525,052.16","13,063,837,413.88","14,947,930,869.18","16,561,455,497.01","26,507,744,779.37","53,809,911,631.09","53,162,119,724.72","61,579,606,400.00","55,324,161,200.00","51,928,111,874.80"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"975,234,105.00","975,234,105.00","975,234,105.00","975,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,015,234,105.00","1,028,945,543.40","1,125,813,246.60","3,377,439,739.80","3,377,439,739.80","3,377,439,739.80","3,377,439,739.80","3,377,439,739.80","3,377,439,739.80","3,377,439,700.00","4,319,848,100.00","4,319,848,116.60"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"7,584,830,422.21","7,584,830,422.21","7,584,830,422.21","7,584,830,422.21","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","8,102,977,121.92","9,529,866,110.21","9,529,866,110.21","9,956,670,829.38","12,971,933,095.58","10,720,306,602.38","10,720,306,602.38","10,720,306,602.38","10,720,306,602.38","10,720,306,602.38","10,720,306,602.38","10,728,483,500.00","27,636,530,900.00","27,582,794,983.23"
无形资产,"748,756,055.18","907,638,839.12","2,022,026,452.99","2,028,340,629.62","2,017,983,989.16","2,057,651,702.79","2,041,610,264.28","2,050,408,533.95","2,048,987,290.48","4,425,899,735.38","4,427,299,157.63","4,078,064,401.01","3,971,955,504.71","3,915,838,078.45","3,875,331,261.53","3,788,854,216.22","3,830,452,613.65","3,836,026,995.53","3,778,160,175.69","3,845,283,879.58","3,811,266,447.06","24,501,313,984.47","24,142,932,622.92","22,977,568,200.00","22,345,783,600.00","21,536,181,739.98"
盈余公积,"507,955,973.77","594,576,602.00","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","704,898,171.11","786,050,081.94","786,050,081.94","786,050,081.94","786,050,081.94","840,098,875.14","840,098,875.14","840,098,900.00","840,098,900.00","968,190,696.10"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,"1,114,803,648.00","1,108,925,868.86","1,088,850,700.00","1,066,750,300.00","833,594,422.85"
未分配利润,"1,466,237,420.91","2,010,215,040.41","1,048,096,576.11","1,768,768,943.69","1,977,869,619.06","1,641,545,905.43","1,852,124,035.21","1,637,295,709.53","1,934,768,362.71","2,206,609,158.00","2,583,928,875.46","2,500,828,864.75","2,961,055,167.81","3,320,200,571.47","3,624,730,643.78","2,769,993,117.36","2,947,887,701.01","2,986,976,808.88","3,128,068,636.26","3,076,703,079.00","3,148,299,245.43","3,508,788,628.94","4,106,009,061.42","3,752,875,400.00","4,522,277,300.00","5,517,441,023.24"
长期待摊费用,"1,834,946.10","34,273,824.97","96,325,122.39","92,090,577.60","90,197,609.41","135,300,540.93","142,592,108.66","139,633,406.89","135,734,440.80","128,517,647.63","124,879,463.69","157,117,209.77","159,313,815.49","115,221,782.30","111,920,272.94","111,191,744.41","110,041,395.23","124,474,656.00","118,723,036.24","120,257,069.25","117,134,324.02","115,247,374.61","119,980,914.74","154,302,200.00","101,866,500.00","116,189,386.27"
少数股东权益,"320,271,819.73","444,882,758.61","868,853,735.28","858,959,116.87","864,082,847.81","829,859,172.33","809,256,598.99","753,303,077.21","733,962,501.04","714,376,778.08","707,841,389.77","523,799,021.97","516,173,422.86","510,959,763.65","498,320,054.85","485,718,411.23","478,760,334.50","463,209,880.46","457,142,164.08","453,200,133.10","448,254,009.73","15,598,868,743.75","15,593,116,271.25","7,691,888,200.00","7,604,487,600.00","7,751,951,150.56"
递延所得税资产,"218,868,057.13","144,493,816.81","156,887,815.55","115,366,300.13","150,578,903.77","133,435,838.06","148,728,368.89","136,742,132.94","108,764,111.89","140,019,796.25","211,425,599.49","223,606,837.97","214,098,422.25","307,825,177.99","319,740,471.15","459,603,520.12","491,520,764.17","412,936,675.15","365,183,123.58","378,297,040.32","342,879,871.77","432,121,448.24","391,550,247.47","392,090,200.00","392,751,200.00","304,702,912.44"
外币报表折算价差,"-1,739,457.74","-3,740,780.32","-1,842,810.97","-2,123,797.63","-2,723,816.33","-2,058,590.46","-2,191,247.03","-2,599,205.98","-2,304,535.15","-51,029,120.69","49,414,780.91","68,093,539.90","44,663,367.90",,,,,,,,,,,,,
其他非流动资产,"159,600,000.00","534,271,355.00","124,271,355.00","124,271,355.00","125,103,706.71","109,410,215.00","109,410,215.00","60,016,935.30","60,016,935.30","2,063,727,319.08","2,097,188,835.88","2,114,189,138.15","2,128,889,252.14","2,110,536,756.63","2,102,878,131.84","2,742,925,698.14","2,785,464,848.89","2,167,729,800.10","2,222,494,689.89","2,614,747,540.51","14,152,945,912.28","10,020,013,836.70","9,967,718,251.15","8,959,806,700.00","7,620,617,100.00","6,429,463,449.54"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"5,259,477,939.69","7,503,573,852.13","8,095,429,832.64","8,027,848,285.93","8,052,652,773.51","8,135,909,587.56","8,044,069,219.12","7,999,937,752.34","7,893,507,918.16","14,726,518,502.77","14,894,433,732.42","13,911,457,535.12","13,569,019,833.41","13,290,019,563.08","13,385,966,354.16","15,696,396,140.81","15,291,306,480.66","15,148,768,856.37","15,241,749,369.61","15,866,042,150.69","27,564,341,014.29","68,343,882,371.64","67,377,373,882.03","64,572,049,100.00","61,414,718,300.00","58,788,447,918.58"
所有者权益(或股东权益)合计,"11,002,942,681.10","11,700,390,385.05","11,258,987,107.99","12,007,388,472.25","12,808,495,719.25","12,371,394,148.65","12,599,885,218.35","12,335,531,745.21","12,632,720,872.57","12,892,652,306.75","13,387,771,337.78","13,161,766,970.27","13,622,354,721.67","15,144,533,646.27","15,332,105,692.44","14,696,109,159.10","17,790,650,166.50","17,816,691,071.26","18,031,750,566.63","17,772,941,013.27","18,281,748,651.64","34,336,926,967.37","34,926,211,328.15","26,400,808,600.00","44,882,995,700.00","45,909,134,277.58"
资产总计,"12,260,956,892.03","13,709,639,894.39","14,946,123,955.04","13,362,436,509.24","15,753,797,229.37","15,749,315,192.48","16,237,783,028.61","16,349,701,687.41","16,147,238,620.22","21,899,138,540.63","22,341,312,079.13","22,529,719,970.13","22,282,406,063.36","28,054,876,371.91","29,345,587,067.38","32,472,302,115.94","30,166,175,218.66","30,880,528,485.14","32,979,681,435.81","34,334,396,510.28","44,789,493,431.01","88,146,838,598.46","88,088,331,052.87","87,980,415,000.00","100,207,156,900.00","97,837,246,152.38"
负债和所有者(或股东权益)合计,"12,260,956,892.03","13,709,639,894.39","14,946,123,955.04","13,362,436,509.24","15,753,797,229.37","15,749,315,192.48","16,237,783,028.61","16,349,701,687.41","16,147,238,620.22","21,899,138,540.63","22,341,312,079.13","22,529,719,970.13","22,282,406,063.36","28,054,876,371.91","29,345,587,067.38","32,472,302,115.94","30,166,175,218.66","30,880,528,485.14","32,979,681,435.81","34,334,396,510.28","44,789,493,431.01","88,146,838,598.46","88,088,331,052.87","87,980,415,000.00","100,207,156,900.00","97,837,246,152.38"
