科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他流动负债,"80,833.33",,,,,,,"652,046.44",,"3,354.84","44,799.33",,"711,531.22",,,,,,,"367,259.64",,,,,
流动资产合计,"596,991,038.05","723,856,732.18","844,253,890.56","1,009,077,204.30","1,467,401,637.65","1,471,593,861.12","1,558,914,738.80","1,278,898,215.34","1,177,224,741.73","1,013,973,655.23","1,007,756,625.13","1,253,171,188.36","1,670,891,494.12","1,514,439,443.76","1,719,169,014.71","2,093,307,905.08","2,145,753,625.54","2,353,495,367.77","1,581,921,153.16","2,350,562,103.42","5,463,700,270.24","4,142,098,289.32","4,382,414,313.86","4,909,441,535.35","5,219,791,536.12"
流动负债合计,"399,964,996.11","488,279,531.90","530,454,745.07","652,028,627.17","793,963,325.96","810,112,761.37","909,488,603.78","661,776,388.83","577,809,369.12","432,969,896.22","406,091,289.89","646,517,765.70","1,060,185,032.17","897,537,700.49","1,094,599,348.07","1,527,210,193.16","1,859,185,974.86","2,122,159,021.92","1,347,187,717.14","2,108,768,192.69","1,782,148,772.20","1,122,890,336.64","1,341,147,400.28","1,832,835,289.61","2,131,145,733.00"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"63,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"4,454,000.00","4,454,000.00","4,454,000.00","4,454,000.00","4,454,000.00","4,454,000.00","4,454,000.00","4,454,000.00"
固定资产,"104,765,877.78","195,362,090.92","184,155,251.88","178,234,251.32","175,435,345.27","173,071,749.00","150,619,899.15","174,522,575.83","176,755,126.40","173,340,793.41","170,156,359.78","167,697,876.92","164,513,402.94","161,439,152.09","158,230,436.78","155,312,913.85","152,144,086.38","149,285,466.84","146,200,888.00","143,084,623.87","139,973,014.57","149,415,898.56","146,175,337.13","134,162,888.12","131,200,835.91"
递延所得税负债,,,,,,,,,"837,706.19",,,,,,"163,280.00","1,016,560.76",,,"59,518.75",,"21,228.50","51,132,027.16","50,685,894.35","50,379,986.54","50,074,583.19"
在建工程,"15,593,387.00",,,"3,102,288.00","3,102,288.00","4,902,288.00","25,048,396.28","6,117,811.00","23,076.92",,,,,,,,,,,,,"498,406,896.50","500,489,992.59","501,072,609.36","502,614,950.48"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"63,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,837,706.19",,,,,,"163,280.00","1,016,560.76",,"4,454,000.00","4,513,518.75","4,454,000.00","4,475,228.50","55,586,027.16","55,139,894.35","54,833,986.54","54,528,583.19"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"399,964,996.11","551,279,531.90","580,454,745.07","702,028,627.17","843,963,325.96","835,112,761.37","934,488,603.78","686,776,388.83","603,647,075.31","432,969,896.22","406,091,289.89","646,517,765.70","1,060,185,032.17","897,537,700.49","1,094,762,628.07","1,528,226,753.92","1,859,185,974.86","2,126,613,021.92","1,351,701,235.89","2,113,222,192.69","1,786,624,000.70","1,178,476,363.80","1,396,287,294.63","1,887,669,276.15","2,185,674,316.19"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"150,000,000.00","150,000,000.00","151,500,000.00","151,500,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","441,114,597.00","441,114,597.00","441,114,597.00","441,114,597.00","441,114,597.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"92,209,931.10","92,209,931.10","90,709,931.10","90,709,931.10","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,161,047.43","344,351,307.84","344,351,307.84","344,351,307.84","3,542,527,693.01","3,542,527,693.01","3,542,527,693.01","3,556,957,038.35","3,556,957,038.35"
无形资产,"37,488.92","30,048,639.32","29,272,312.44","28,898,045.28","28,726,270.55","28,552,353.23","28,354,667.99","28,439,251.11","28,231,005.60","28,022,760.09","27,814,514.58","27,606,269.07","27,398,023.56","27,191,179.65","26,983,985.34","26,849,994.96","26,639,722.53","26,479,337.95","26,294,826.43","26,112,522.88","25,930,219.33","382,835,559.10","379,530,040.00","376,224,520.90","372,919,001.80"
盈余公积,"5,001,152.14","10,690,393.90","14,725,575.93","14,725,575.93","14,725,575.93","18,634,742.48","18,634,742.48","18,634,742.48","18,634,742.48","18,634,742.48","18,634,742.48","18,634,742.48","18,634,742.48","20,240,550.77","20,240,550.77","20,240,550.77","20,240,550.77","20,240,550.77","20,240,550.77","20,240,550.77","20,240,550.77","23,968,482.83","23,968,482.83","23,968,482.83","23,968,482.83"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,"195,164,246.20","195,164,246.20","195,164,246.20","195,164,246.20"
未分配利润,"70,427,469.95","144,949,868.57","222,447,185.21","258,865,136.01","267,662,697.22","276,876,416.04","260,447,752.69","233,068,425.00","210,456,097.12","214,842,894.98","217,624,311.73","219,742,746.99","217,493,023.04","220,632,183.79","196,940,947.00","167,740,572.89","152,326,035.36","58,074,174.25","63,063,106.95","62,899,963.50","58,640,199.26","81,653,690.16","98,098,229.00","105,048,096.08","119,672,240.47"
长期待摊费用,"145,173.72","556,626.64","350,324.96","238,260.45","187,243.59","136,226.73","560,551.87","445,900.37","370,017.07","306,194.37","271,998.80","235,057.76","198,076.11","160,228.71","123,927.91","635,870.10","551,222.20","463,349.39","1,247,468.45","1,134,952.20","1,007,011.75","902,183.83","766,555.02","642,192.91","504,473.36"
少数股东权益,"1,175,530.95","1,391,712.97","2,700,748.83","3,393,176.28","4,176,288.52","4,572,730.35","4,473,241.44","4,467,969.36","4,455,464.51","4,531,376.07","18,583,269.09","19,011,565.18","22,411,608.98","21,540,143.94","49,702,958.70","65,511,570.25","64,888,377.88","85,776,270.78","79,655,203.25","82,941,700.11","83,533,908.88","101,650,005.40","103,622,395.23","104,603,259.53","103,141,972.58"
递延所得税资产,"1,246,114.78","697,349.38","4,499,580.74","1,666,537.43","1,830,007.66","3,628,176.36","1,246,368.12","1,339,042.90","1,461,689.81","1,778,531.77","1,873,541.13","2,189,907.68","2,662,280.88","3,114,768.52","3,761,668.14","5,671,015.47","5,525,870.47","12,319,226.98","12,186,712.32","13,162,231.83","11,602,488.81","15,615,012.36","15,366,471.19","13,630,604.05","15,920,580.88"
外币报表折算价差,,,"-6,825.56","-5,859.71","-6,142.34","-15,423.26","-134,042.74","-160,873.34","-273,461.80","-758,284.95","-306,174.07","-303,464.95","-304,752.62",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,"45,000,000.00","315,000,000.00","300,431,800.00","300,000,000.00","300,000,000.00","300,000,000.00",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"121,788,042.20","226,664,706.26","218,277,470.02","212,139,382.48","209,281,155.07","210,290,793.32","205,829,883.41","210,864,581.21","206,840,915.80","203,448,279.64","200,116,414.29","197,729,111.43","194,771,783.49","191,905,328.97","189,100,018.17","233,469,794.38","499,860,901.58","488,979,181.16","485,929,895.20","483,494,330.78","478,512,734.46","1,242,339,796.55","1,237,492,642.13","1,220,897,061.54","1,218,324,088.63"
所有者权益(或股东权益)合计,"318,814,084.14","399,241,906.54","482,076,615.51","519,187,959.61","832,719,466.76","846,771,893.07","830,256,018.43","802,986,407.72","780,418,582.22","784,452,038.65","801,781,749.53","804,382,534.09","805,478,245.44","808,807,072.24","813,506,404.81","798,550,945.54","786,428,552.26","715,861,527.01","716,149,812.47","720,834,241.51","4,155,589,004.00","4,205,961,722.07","4,223,619,661.36","4,242,669,320.74","4,252,441,308.56"
资产总计,"718,779,080.25","950,521,438.44","1,062,531,360.58","1,221,216,586.78","1,676,682,792.72","1,681,884,654.44","1,764,744,622.21","1,489,762,796.55","1,384,065,657.53","1,217,421,934.87","1,207,873,039.42","1,450,900,299.79","1,865,663,277.61","1,706,344,772.73","1,908,269,032.88","2,326,777,699.46","2,645,614,527.12","2,842,474,548.93","2,067,851,048.36","2,834,056,434.20","5,942,213,004.70","5,384,438,085.87","5,619,906,955.99","6,130,338,596.89","6,438,115,624.75"
负债和所有者(或股东权益)合计,"718,779,080.25","950,521,438.44","1,062,531,360.58","1,221,216,586.78","1,676,682,792.72","1,681,884,654.44","1,764,744,622.21","1,489,762,796.55","1,384,065,657.53","1,217,421,934.87","1,207,873,039.42","1,450,900,299.79","1,865,663,277.61","1,706,344,772.73","1,908,269,032.88","2,326,777,699.46","2,645,614,527.12","2,842,474,548.93","2,067,851,048.36","2,834,056,434.20","5,942,213,004.70","5,384,438,085.87","5,619,906,955.99","6,130,338,596.89","6,438,115,624.75"
