科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"76,739,572.37","103,568,415.21","139,994,305.70","94,245,536.77","152,121,336.33","212,894,820.19","64,201,402.01","115,069,105.86","165,215,900.77","226,002,308.40","92,711,539.47","148,683,036.24","194,141,063.68","250,307,350.42","74,037,041.81","142,816,146.49","207,096,490.15","274,237,151.87","92,355,424.20","152,840,778.70","226,220,800.93","293,609,274.32","95,478,872.25","168,958,049.54","250,310,244.98","332,094,163.86","126,574,367.16","215,495,433.45","299,996,575.22","418,064,407.61"
取得借款收到的现金,"406,759,425.00","504,779,175.00","242,296,740.70","170,654,441.13","202,188,669.53","211,501,127.07",,,,,,,,,,,,"160,000,000.00","65,000,000.00","145,875,000.00","147,075,000.00","565,000,000.00","213,399,272.00","477,899,920.02","823,276,540.22","1,277,510,244.22","840,190,000.00","1,199,399,423.57","1,407,700,646.63","1,667,250,646.63"
支付的各项税费,"71,034,414.22","93,344,874.91","118,755,230.91","65,491,366.45","73,335,978.28","184,334,476.19","66,033,617.55","89,239,026.35","110,773,245.84","197,888,444.70","55,498,437.94","80,101,670.34","89,230,603.62","182,027,183.65","59,960,524.41","97,042,195.83","139,724,350.80","238,108,851.76","73,945,587.58","99,896,061.10","132,333,206.09","223,600,896.06","29,076,523.48","85,856,319.91","122,391,720.19","182,013,090.53","85,335,387.75","128,422,307.45","154,618,271.30","197,221,311.93"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,"400,000.00",,,,"15,000,000.00","15,000,000.00",,,,"31,226,400.00",,,,
支付其他与经营活动有关的现金,"76,077,257.68","85,080,493.94","88,997,657.60","91,303,886.78","101,359,000.94","161,345,141.22","22,482,028.34","60,610,093.03","99,645,374.62","147,136,857.65","31,510,133.11","70,167,589.59","92,490,185.07","144,108,546.91","31,738,340.06","69,145,642.08","106,165,684.11","324,426,857.44","64,079,745.02","149,027,155.93","139,693,617.54","308,625,114.32","91,251,538.52","300,380,920.88","549,497,271.33","361,995,690.49","43,570,305.27","153,736,337.33","235,042,337.11","179,071,390.71"
筹资活动现金流入小计,"414,359,425.00","506,529,175.00","299,296,740.70","170,654,441.13","1,500,388,669.53","1,509,701,127.07",,,,"40,386,600.00",,,,,,,"400,000.00","160,000,000.00","65,000,000.00","1,906,323,556.73","1,922,523,556.73","2,340,848,556.73","213,399,272.00","3,234,188,518.29","3,579,565,138.49","4,065,025,242.49","937,210,000.00","1,296,419,423.57","1,505,520,646.63","4,735,070,646.63"
经营活动现金流出小计,"1,164,102,563.47","1,041,818,359.96","1,202,844,454.06","757,727,711.10","1,172,505,441.46","1,747,951,284.76","472,000,821.17","851,317,054.96","1,290,308,490.76","1,977,414,556.41","480,233,013.31","840,022,085.15","1,229,875,707.44","1,717,207,127.64","429,669,175.05","789,103,895.71","1,380,946,262.09","2,003,264,136.47","643,816,460.40","1,121,886,312.56","1,437,097,445.50","2,439,032,325.78","760,179,065.22","1,786,037,015.82","2,505,874,623.41","3,119,482,222.02","1,086,310,428.46","1,418,123,895.35","2,090,286,508.70","2,740,400,683.18"
偿还债务支付的现金,"532,965,975.00","404,801,575.00","325,000,000.00","32,273,895.12","213,723,079.09","269,766,067.53",,,,,,,,,,,,,"60,000,000.00","163,250,000.00","168,300,000.00","171,550,000.00","3,250,000.00","114,766,375.35","273,416,375.35","456,938,285.09","164,934,272.00","235,265,849.67","467,511,987.93","1,050,267,437.93"
经营活动产生的现金流量净额,"81,114,291.59","91,105,710.16","207,291,424.27","-245,608,793.68","-237,148,933.55","-25,612,410.55","-144,234,387.04","-84,681,766.04","-24,169,718.19","158,151,812.12","-170,201,531.43","10,964,007.69","26,208,206.27","245,462,070.57","-37,452,770.74","-39,195,740.55","-80,762,276.28","33,201,010.44","-141,164,499.64","-247,519,429.99","-139,552,870.25","276,315,404.42","-336,454,571.16","-774,476,347.55","-597,356,449.75","-365,472,795.83","94,311,811.14","35,812,726.59","230,427,706.10","806,223,637.92"
分配股利、利润或偿还利息支付的现金,"48,416,489.19","186,676,452.39","15,393,139.80","2,341,074.22","5,443,613.80","7,101,630.39",,"58,000,000.00","58,000,000.00","58,995,431.41",,"121,800,000.00","124,313,000.00","124,351,500.00",,"71,305,387.81","71,372,734.76","73,137,179.20","2,098,711.73","3,362,107.23","207,454,226.48","210,001,574.20","6,933,547.77","17,621,855.63","127,826,013.02","142,801,132.55","52,221,526.26","221,700,950.64","252,419,593.38","287,022,614.67"
收回投资收到的现金,"40,000,000.00","479,316.06",,"369,000.00",,,,,,,"10,000,000.00","180,000,000.00","400,000,000.00","735,000,000.00","320,000,000.00","510,000,000.00","910,000,000.00","1,510,000,000.00","558,500,749.97","1,106,500,000.00","2,385,500,039.01","3,095,500,039.01","410,000,000.00","610,000,000.00","2,754,000,000.00","4,363,000,000.00","1,187,000,000.00","2,438,000,000.00","2,516,200,000.00","4,057,200,000.00"
支付其他与筹资活动有关的现金,,,,,"5,385,032.51","6,500,867.00",,"40,768.02","40,768.02",,,,"47,604.62","618,725.37",,,"34,930.00","34,930.00",,,,"1,401,029.65","1,401,029.65","2,802,059.30","4,203,088.95","31,038,172.69","49,685,362.99","56,388,115.90","81,201,625.53","286,075,085.16"
取得投资收益收到的现金,"235,940.78","855,568.05","306,552.00",,"369,000.00",,,,,,"35,342.47","2,902,520.56","5,921,054.81","11,894,643.85","3,248,164.39","5,386,328.77","8,730,904.11","23,438,712.35","1,555,716.52","6,387,980.92","16,370,304.88","24,433,407.43","5,102,123.32","13,815,564.99","22,166,543.04","33,323,331.95","6,565,981.08","11,755,382.43","13,341,218.05","20,869,483.10"
筹资活动现金流出小计,"581,382,464.19","591,478,027.39","340,393,139.80","34,614,969.34","224,551,725.40","283,368,564.92",,"58,040,768.02","58,040,768.02","58,995,431.41",,"121,800,000.00","124,360,604.62","124,970,225.37",,"71,305,387.81","71,407,664.76","73,172,109.20","62,098,711.73","166,612,107.23","375,754,226.48","382,952,603.85","11,584,577.42","135,190,290.28","405,445,477.32","630,777,590.33","266,841,161.25","513,354,916.21","801,133,206.84","1,623,365,137.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"58,700.00","22,798,774.16","3,111,577.52","202,066.00","242,547.70","276,127.79","140,000.00","196,935.00","322,835.00","160,070.73","103,258.00","151,442.00","163,103.00","3,153,666.80","312,691.70","779,395.69","729,395.62","2,141,984.71","12,257,595.29","423,741.00","370,899.59","875,738.74","135,550.00","243,983.59","183,899.51","214,888.16","149,518.89","445,305.58","1,077,240.53","1,246,192.72"
筹资活动产生的现金流量净额,"-167,023,039.19","-84,948,852.39","-41,096,399.10","136,039,471.79","1,275,836,944.13","1,226,332,562.15",,"-58,040,768.02","-58,040,768.02","-18,608,831.41",,"-121,800,000.00","-124,360,604.62","-124,970,225.37",,"-71,305,387.81","-71,007,664.76","86,827,890.80","2,901,288.27","1,739,711,449.50","1,546,769,330.25","1,957,895,952.88","201,814,694.58","3,098,998,228.01","3,174,119,661.17","3,434,247,652.16","670,368,838.75","783,064,507.36","704,387,439.79","3,111,705,508.87"
处置子公司及其他营业单位收到的现金净额,,"7,045,888.36",,,,,"1,000,000.00","449,726.73","449,726.73","449,726.73",,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"2,111,035.71","-1,751,739.49","-623,717.35","79,888.47","-351,688.61","-107,209.75","19,216.12","-88,547.20","-88,732.79","-55,029.75","55,749.71","37,444.40","-20,166.10","-1,357,979.29","765,168.84","532,078.71","26,660.41","-344,399.79","-421,911.67","-370,598.79","-208,969.21","266,033.04","137,653.71","223,446.11","1,045,336.43","516,085.02","115,099.19","-175,114.55","-1,564,856.06","-4,963,704.96"
收到其他与投资活动有关的现金,"277,227,871.22","82,579,666.17",,,,,"758,733.51",,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"317,522,512.00","113,759,212.80","3,418,129.52","571,066.00","611,547.70","276,127.79","1,898,733.51","646,661.73","772,561.73","609,797.46","10,138,600.47","183,053,962.56","406,084,157.81","750,048,310.65","323,560,856.09","516,165,724.46","919,460,299.73","1,535,580,697.06","572,314,061.78","1,113,311,721.92","2,402,241,243.48","3,120,809,185.18","415,237,673.32","624,059,548.58","2,776,350,442.55","4,396,538,220.11","1,193,715,499.97","2,450,200,688.01","2,530,618,458.58","4,079,315,675.82"
五、现金及现金等价物净增加额,"91,370,306.37","8,925,065.28","113,458,015.62","-152,141,889.83","970,702,721.63","1,074,264,090.03","-166,606,139.14","-189,108,409.83","-146,033,681.61","-149,273,561.13","-191,813,919.54","-95,690,006.89","-135,213,219.09","73,620,457.77","-124,482,871.78","-419,239,690.78","-688,012,500.68","-260,817,966.62","-550,529,763.57","462,629,081.91","-273,598,632.86","181,024,720.50","-462,256,916.63","166,268,093.90","143,700,510.53","779,908,716.01","33,662,309.34","-170,854,196.39","-414,583,283.17","-36,086,583.36"
购建固定资产、无形资产和其他长期资产支付的现金,"87,675,696.75","74,426,091.62","55,531,421.72","43,223,522.41","68,245,148.04","125,982,534.44","24,288,746.73","46,943,990.30","64,507,024.34","89,371,309.55","31,806,738.29","37,945,421.54","43,124,812.45","80,561,718.79","11,356,125.97","25,436,365.59","42,729,519.78","505,301,091.63","179,517,458.63","451,963,390.95","585,386,658.34","1,007,907,180.06","252,475,587.08","775,969,742.25","1,586,429,240.45","2,272,240,318.14","436,848,939.71","1,321,124,819.08","1,754,979,200.62","2,620,630,122.12"
期初现金及现金等价物余额,"143,618,653.44","234,988,959.81","243,914,025.09","357,372,040.71","357,372,040.71","357,372,040.71","1,431,636,130.74","1,431,636,130.74","1,431,636,130.74","1,431,636,130.74","1,282,362,569.61","1,282,362,569.61","1,282,362,569.61","1,282,362,569.61","1,355,983,027.38","1,355,983,027.38","1,356,142,774.88","1,355,983,027.38","1,095,165,060.76","1,095,165,060.76","1,095,302,519.42","1,095,165,060.76","1,276,189,781.26","1,276,189,781.26","1,276,189,781.26","1,276,189,781.26","2,065,135,479.62","2,065,135,479.62","2,065,135,479.62","2,065,135,479.62"
投资支付的现金,"40,000,000.00","9,727,954.60",,,,"642,445.17",,,,"200,000,000.00",,"130,000,000.00","400,000,000.00","715,000,000.00","400,000,000.00","800,000,000.00","1,413,000,000.00","1,334,250,000.00","804,641,243.68","1,627,140,669.78","3,395,500,039.01","4,160,492,133.62","440,000,000.00","1,944,045,359.14","3,552,641,780.00","4,320,332,000.00","1,488,000,000.00","2,220,600,000.00","2,240,350,000.00","5,519,340,000.00"
期末现金及现金等价物余额,"234,988,959.81","243,914,025.09","357,372,040.71","205,230,150.88","1,328,074,762.34","1,431,636,130.74","1,265,029,991.60","1,242,527,720.91","1,285,602,449.13","1,282,362,569.61","1,090,548,650.07","1,186,672,562.72","1,147,149,350.52","1,355,983,027.38","1,231,500,155.60","936,743,336.60","668,130,274.20","1,095,165,060.76","544,635,297.19","1,557,794,142.67","821,703,886.56","1,276,189,781.26","813,932,864.63","1,442,457,875.16","1,419,890,291.79","2,056,098,497.27","2,098,797,788.96","1,894,281,283.23","1,650,552,196.45","2,029,048,896.26"
