科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"2,248,100.23","3,886,191.84","4,825,471.55","199,377,874.16","520,254,532.22","439,791,092.95","764,392,664.92","511,892,108.24","332,403,623.03","481,401,355.56","795,589,303.08","374,250,199.47","766,031,048.12","890,871,314.76","917,807,029.46","1,516,968,610.49","1,766,707,035.53","2,052,632,124.86","1,798,431,584.11","1,073,130,389.42","361,619,612.11","774,159,346.46"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"103,557,650.00","159,940,500.00","367,906,981.90","298,062,803.75","255,071,000.00","255,279,800.00","218,653,057.11","290,882,357.11","258,442,400.00","258,150,800.00","585,636,695.08","616,484,315.67","535,529,898.32","426,472,005.48","47,420,800.00","46,458,300.00","240,019,924.35","500,313,277.93","527,090,576.58","479,810,939.93","559,320,685.32","521,415,020.06"
其他流动资产,"9,207,989.11","48,445,415.90","268,904,763.42","360,999,791.39","441,943,600.57","470,820,526.31","464,017,520.45","420,898,550.11","488,155,594.85","470,792,000.29","466,075,551.53","475,641,283.98","491,300,038.08","822,558,363.93","552,903,752.24","349,575,470.08","472,114,884.42","362,568,453.21","690,916,810.37","416,156,610.14","500,881,461.40","531,480,548.24"
其他流动负债,,"250,000,000.00","250,000,000.00","500,000,000.00","250,000,000.00","250,000,000.00","300,000,000.00","650,000,000.00","660,313,419.49","650,000,000.00","350,000,000.00",,,,,,,,"400,000,000.00","400,000,000.00","400,000,000.00",
流动资产合计,"2,028,839,159.19","1,817,349,615.11","2,712,431,862.69","3,657,026,552.48","4,217,575,004.62","4,874,070,197.11","5,445,470,114.56","5,597,373,558.67","4,983,229,625.19","5,074,504,914.85","5,229,303,722.09","4,899,503,633.37","5,666,539,103.50","6,064,657,331.43","7,528,699,093.78","8,367,297,035.48","10,717,122,971.31","13,548,804,608.67","13,762,904,021.08","12,459,252,343.04","10,892,059,143.12","11,942,685,107.03"
流动负债合计,"1,420,326,497.32","1,654,052,860.97","2,873,130,640.22","4,388,372,668.85","4,893,122,982.21","5,156,936,824.34","5,825,843,241.63","6,287,453,545.90","6,127,524,789.22","6,312,712,661.91","6,891,311,429.52","6,462,569,345.31","5,675,016,300.55","5,862,946,268.88","7,122,734,404.20","7,863,167,014.36","9,874,443,541.60","11,309,704,741.12","11,922,710,191.38","10,141,509,192.46","8,977,819,192.44","10,765,998,774.70"
可供出售金融资产,"17,075,250.00","32,868,000.00","6,573,600.00","6,573,600.00","193,006,259.03","193,006,259.03","193,006,259.03","193,006,259.03","193,006,259.03","193,006,259.03","193,006,259.03","6,573,600.00","12,573,600.00","52,573,600.00","102,573,600.00","170,959,578.20","76,237,075.58","76,237,075.58","63,192,181.76","63,192,181.76","63,192,181.76",
长期借款,"393,806,250.00","371,503,250.00","704,149,250.00","652,507,600.00","564,796,500.00","565,341,700.00","729,736,695.17","672,245,713.73","814,965,178.06","800,523,514.45","380,288,800.00","351,794,700.00","306,216,500.00","306,046,850.00","310,619,560.48","309,729,787.28","343,164,929.06","65,387,902.50","63,585,963.89","64,341,444.66","265,660,629.25","376,211,419.22"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,"720,000,000.00","736,141,200.00","750,494,800.00","715,662,003.49","99,584,965.09"
长期应收款,"11,732,275.80","30,741,751.95","54,206,928.21","54,703,929.52","170,358,467.10","171,004,360.18","170,208,126.24","177,104,317.17","180,787,668.24","179,885,623.08","184,618,576.08","174,916,957.64","181,706,390.60","180,718,884.34","177,447,278.72","107,476,631.22","103,983,951.97","100,067,565.78","105,295,249.08","94,064,804.96","109,376,960.67","107,309,966.88"
长期应付款,,,,,,"96,191,185.11","48,320,952.03","39,564,217.99","74,898,304.04","67,372,665.74","59,447,256.27","51,511,621.24","123,808,853.62","118,869,262.71","105,107,958.34","94,810,145.11","175,748,786.74","445,092,287.86","275,865,155.34","254,291,673.31","508,365,053.59","585,454,378.20"
长期股权投资,,,,,,,,,"9,298,894.69","8,871,172.72","23,211,250.13",,"99,510,267.53","99,510,267.53","100,860,484.64","102,360,484.64","257,473,373.76","287,155,428.21","295,423,388.12","649,495,575.57","543,540,907.57","670,796,230.45"
专项应付款,,,,,"6,000,000.00","8,600,000.00","8,600,000.00","8,600,000.00","8,600,000.00","8,600,000.00",,,,"2,350,000.00",,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,"424,413.13","779,551.64","1,179,172.60","1,719,914.83","1,539,514.10","1,724,345.12","1,930,506.76","1,920,874.44","1,971,414.38","1,985,268.27","2,062,326.81","2,051,118.84","2,013,986.85","1,973,108.96","1,942,576.89","1,869,412.89","1,967,073.89","2,045,143.23","2,040,386.53","2,001,827.53"
固定资产,"573,315,289.22","693,901,215.32","1,114,789,262.24","1,105,147,191.26","2,264,625,577.71","2,231,629,002.83","2,230,769,958.60","2,317,580,958.81","3,085,028,632.13","3,026,127,658.91","3,002,605,956.82","2,955,443,881.07","3,134,534,640.21","3,041,681,969.74","3,318,623,540.61","3,285,628,525.02","3,363,287,185.24","3,599,569,881.15","4,154,629,368.09","4,172,157,187.76","4,646,225,021.52","4,530,404,799.62"
递延所得税负债,"1,171,254.11","1,846,681.80","4,269,517.48","548,300.91","13,944,178.86","13,793,173.92","16,145,132.31","16,145,132.31","8,970,339.98","8,970,339.98","8,668,330.10","3,384,588.69","5,067,766.79","5,067,766.79","1,094,039.16","1,273,841.79","642,453.48","642,453.48",,,"28,798,711.18","25,372,625.16"
在建工程,"155,296,801.36","496,172,476.69","912,757,449.87","1,422,061,446.44","484,970,397.17","639,420,669.33","757,508,883.05","813,372,515.43","135,527,767.67","238,002,373.20","345,142,072.28","500,401,504.54","500,912,841.14","664,937,385.56","503,090,025.73","655,416,913.96","979,211,043.21","772,678,072.58","728,421,470.12","1,551,871,249.02","1,580,068,595.14","1,987,835,800.32"
其他非流动负债,"21,234,784.91","49,187,026.68","58,251,296.39","104,340,393.10",,,,,,,,,,,,,,,,,,
工程物资,"86,235,930.17","200,238,314.49","136,505,219.08","218,628,657.86","190,063,874.80","156,185,589.92","182,963,226.22","172,386,006.37","215,557,891.74","203,472,773.39","113,463,226.59","108,634,447.44","197,221,057.76","162,372,330.40","175,446,043.49","188,692,175.39","193,101,323.44","101,661,830.45","276,746,873.62",,,
非流动负债合计,"416,212,289.02","422,536,958.48","767,094,477.00","758,175,845.65","709,307,684.58","807,487,987.95","927,110,530.34","859,640,004.85","1,032,760,144.28","1,009,151,825.80","570,555,203.69","528,782,689.21","557,840,665.05","552,801,657.67","552,120,129.60","541,121,903.29","666,355,580.88","1,375,849,082.80","1,217,855,447.48","1,218,727,857.40","1,671,685,899.79","1,255,285,440.76"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,836,538,786.34","2,076,589,819.45","3,640,225,117.22","5,146,548,514.50","5,602,430,666.79","5,964,424,812.29","6,752,953,771.97","7,147,093,550.75","7,160,284,933.50","7,321,864,487.71","7,461,866,633.21","6,991,352,034.52","6,232,856,965.60","6,415,747,926.55","7,674,854,533.80","8,404,288,917.65","10,540,799,122.48","12,685,553,823.92","13,140,565,638.86","11,360,237,049.86","10,649,505,092.23","12,021,284,215.46"
生产性生物资产,,"19,291.27","185,012.26",,"77,357.56","77,650.86","77,289.29","80,420.76","37,217.49","37,031.79","38,006.13","38,273.21","5,046.32","5,018.90","4,928.04","4,828.01","4,753.31","4,574.28","4,813.25","5,004.27",,
实收资本(或股本),"444,190,000.00","444,190,000.00","444,190,000.00","444,190,000.00","444,190,000.00","535,190,000.00","535,190,000.00","535,190,000.00","535,190,000.00","535,190,000.00","535,190,000.00","535,190,000.00","592,676,632.00","592,676,632.00","592,676,632.00","592,676,632.00","592,676,632.00","592,676,632.00","592,676,632.00","829,747,285.00","829,747,285.00","829,747,285.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"938,902,055.85","938,902,055.85","938,902,055.85","938,902,055.85","938,902,055.85","1,217,365,536.85","1,217,365,536.85","1,217,365,536.85","1,217,365,536.85","1,217,365,536.85","1,239,943,549.74","1,225,965,536.85","2,961,629,604.12","2,961,629,604.12","2,961,629,604.12","2,881,678,117.09","2,881,172,020.43","2,881,172,020.43","2,881,172,020.43","2,839,991,945.73","2,847,068,306.07","2,847,068,306.07"
无形资产,"913,414,363.33","923,191,905.58","887,217,919.68","949,103,317.86","276,213,125.15","271,643,090.93","267,050,326.55","268,085,068.51","605,909,672.73","602,592,602.57","610,726,625.11","613,235,682.13","632,090,518.77","627,051,031.26","643,662,131.97","643,100,883.24","688,435,242.93","649,857,257.99","658,752,563.28","733,782,196.99","695,063,152.07","673,794,415.60"
盈余公积,"22,339,828.28","31,621,455.88","48,782,677.73","48,782,677.73","95,487,655.99","95,487,655.99","95,487,655.99","95,487,655.99","95,487,655.99","95,487,655.99","95,487,655.99","95,487,655.99","102,411,445.11","102,411,445.11","102,411,445.11","102,411,445.11","146,296,052.17","146,296,052.17","146,296,052.17","146,296,052.17","182,633,133.09","182,633,133.09"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"478,496,526.89","633,029,782.13","738,541,342.32","808,683,741.52","837,211,458.56","853,333,841.10","797,899,922.17","754,843,665.07","537,689,401.18","502,783,480.91","506,402,200.68","548,865,423.40","600,003,086.74","851,664,440.73","1,274,913,377.32","1,697,862,849.40","2,451,631,441.79","3,302,153,681.92","3,662,901,486.63","4,067,140,036.63","3,647,054,561.91","3,659,410,883.90"
长期待摊费用,"1,879,921.94","2,538,683.73","22,186,934.93","52,618,153.60","23,826,419.99","23,179,509.60","21,939,481.16","23,252,477.53","15,805,821.67","15,200,248.32","15,212,193.43","15,772,004.67","14,689,461.97","14,011,041.97","21,342,449.50","21,142,763.28","19,126,123.46","17,406,586.55","16,409,008.38","18,205,060.82","21,487,096.97","18,948,873.89"
少数股东权益,"239,140,819.60","239,476,718.16","229,760,669.63","230,432,207.87","32,404,204.71","32,224,137.23","27,800,443.56","26,787,154.97","25,258,934.87","23,024,732.89","21,148,057.08","18,013,084.53","22,933,674.03","20,994,140.50","83,227,749.04","67,122,676.44","52,661,889.01","51,687,154.72","50,665,005.02","746,812,386.56","809,544,118.37","952,154,959.61"
递延所得税资产,"8,155,798.90","12,899,559.14","16,669,081.57","34,055,174.67","54,057,312.98","53,180,872.98","64,448,129.43","74,285,310.02","131,070,695.14","131,070,695.14","155,541,450.41","164,682,387.70","148,692,239.38","100,104,988.35","146,570,069.34","197,983,794.79","183,307,360.07","215,376,058.91","196,041,394.15","110,464,782.34","262,087,529.18","233,358,536.97"
外币报表折算价差,"-76,502,814.79","-79,809,926.10","-116,985,750.45","-105,080,498.72",,,,,,,,,,,,,,,,,,
其他非流动资产,"87,160,412.26","80,994,716.83","67,513,743.57","17,281,053.69","9,536,760.24","19,715,363.94","24,805,295.89","115,357,252.37","17,020,130.14","19,306,323.71","15,332,997.38","13,426,192.11","16,831,050.59","27,441,440.35","24,869,814.15","18,843,854.15","36,742,844.21","120,799,758.35","219,583,234.43","298,798,027.64","246,702,759.12","276,510,613.61"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,854,266,042.98","2,473,565,915.00","3,218,605,151.41","3,860,172,524.90","3,666,735,551.73","3,759,042,369.60","3,912,776,975.46","4,154,510,586.00","4,589,050,650.67","4,617,572,761.86","4,658,898,613.39","4,553,124,930.51","4,938,767,114.27","4,970,407,958.40","5,214,490,366.19","5,391,610,431.90","5,900,910,277.18","5,940,814,089.83","6,714,499,544.28","7,692,036,071.13","8,167,744,204.00","8,562,151,419.10"
所有者权益(或股东权益)合计,"2,046,566,415.83","2,214,325,710.66","2,290,811,896.88","2,370,650,562.88","2,281,879,889.56","2,668,687,754.42","2,605,293,318.05","2,604,790,593.92","2,411,995,342.36","2,370,213,189.00","2,426,335,702.27","2,461,276,529.36","4,372,449,252.17","4,619,317,363.28","5,068,334,926.17","5,354,618,549.73","6,077,234,126.01","6,804,064,874.58","7,336,837,926.50","8,791,051,364.31","8,410,298,254.89","8,483,552,310.67"
资产总计,"3,883,105,202.17","4,290,915,530.11","5,931,037,014.10","7,517,199,077.38","7,884,310,556.35","8,633,112,566.71","9,358,247,090.02","9,751,884,144.67","9,572,280,275.86","9,692,077,676.71","9,888,202,335.48","9,452,628,563.88","10,605,306,217.77","11,035,065,289.83","12,743,189,459.97","13,758,907,467.38","16,618,033,248.49","19,489,618,698.50","20,477,403,565.36","20,151,288,414.17","19,059,803,347.12","20,504,836,526.13"
负债和所有者(或股东权益)合计,"3,883,105,202.17","4,290,915,530.11","5,931,037,014.10","7,517,199,077.38","7,884,310,556.35","8,633,112,566.71","9,358,247,090.02","9,751,884,144.67","9,572,280,275.86","9,692,077,676.71","9,888,202,335.48","9,452,628,563.88","10,605,306,217.77","11,035,065,289.83","12,743,189,459.97","13,758,907,467.38","16,618,033,248.49","19,489,618,698.50","20,477,403,565.36","20,151,288,414.17","19,059,803,347.12","20,504,836,526.13"
