科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"42,074,408.53","53,756,086.92","60,066,613.67","61,739,948.73","84,575,617.31","26,102,386.09","57,030,147.15","93,597,796.38","147,191,362.42","39,470,950.98","97,399,917.90","162,320,702.18","222,386,435.00","44,194,925.03","108,466,198.02","163,935,764.65","225,563,854.31","70,361,614.88","159,863,943.00","231,872,194.87","328,449,585.39","84,386,188.88","167,248,297.56","225,631,330.26","274,135,209.99","59,911,384.15","116,254,106.01","162,433,899.17","198,605,860.82","115,701,675.19","221,870,335.60","308,166,807.99","450,374,482.02","137,262,939.18"
取得借款收到的现金,"293,830,000.00","358,420,000.00","1,041,766,430.00","722,920,000.00","854,000,000.00","180,680,000.00","519,000,000.00","619,000,000.00","941,000,000.00","233,680,000.00","678,000,000.00","918,000,000.00","1,285,080,000.00","310,600,000.00","653,920,000.00","929,920,000.00","1,229,260,010.00","433,600,000.00","988,920,000.00","1,204,920,000.00","1,559,000,000.00","430,540,000.00","1,108,240,000.00","1,495,810,000.00","1,413,490,000.00","418,957,003.55","1,019,587,424.17","1,345,561,971.72","2,123,949,200.00","1,305,444,010.61","2,599,272,281.90","3,249,153,376.53","5,302,789,549.88","1,000,050,000.00"
支付的各项税费,"32,656,204.48","48,129,682.88","88,009,546.92","76,279,673.06","111,828,669.44","29,516,212.76","53,085,871.39","64,654,840.91","68,232,392.55","12,230,883.03","34,457,097.04","43,246,757.69","86,602,263.96","44,067,508.37","81,255,718.80","120,421,922.50","177,551,026.73","55,861,411.77","82,050,473.07","138,449,299.26","190,228,693.81","39,223,434.50","88,748,599.54","114,857,947.68","162,758,815.06","52,587,714.79","79,256,750.66","89,178,568.57","108,697,693.44","59,590,718.66","157,069,587.55","192,985,753.81","241,386,697.78","28,103,990.45"
收到其他与筹资活动有关的现金,,"20,320,000.00","2,600,000.00","2,600,000.00","2,600,000.00",,,,,,,,,,,,,,,,,,"59,000,000.00","59,000,000.00","49,800,000.00",,"147,790,000.00","171,290,000.00","892,980,187.70",,"330,000,000.00","480,150,000.00","2,406,868,281.39","3,161,485,855.58"
支付其他与经营活动有关的现金,"135,953,035.18","189,047,303.55","212,946,537.94","142,219,178.01","227,935,207.24","73,422,384.14","118,604,621.13","218,749,495.64","315,955,270.31","69,594,840.31","134,778,811.79","233,067,463.57","257,646,806.34","58,510,617.96","114,528,173.31","193,782,929.07","263,919,796.13","53,540,813.45","252,651,853.70","204,224,749.88","448,489,028.34","85,847,809.29","208,211,585.07","455,488,747.55","514,451,351.26","125,247,761.45","238,238,742.43","241,441,147.16","557,490,338.86","496,047,892.77","704,166,699.11","921,739,966.43","1,152,779,214.22","822,218,538.32"
筹资活动现金流入小计,"293,830,000.00","378,740,000.00","1,211,071,430.00","725,520,000.00","856,600,000.00","1,524,970,000.00","1,866,444,000.00","1,966,444,000.00","2,281,344,090.00","233,680,000.00","1,378,000,000.00","1,622,154,400.00","1,989,234,400.00","310,600,000.00","1,229,920,000.00","1,505,920,000.00","1,804,060,010.00","433,600,000.00","1,486,596,666.67","1,702,370,000.00","2,059,000,000.00","430,540,000.00","1,917,240,000.00","2,304,810,000.00","2,213,290,000.00","418,957,003.55","1,167,377,424.17","1,516,851,971.72","3,016,929,387.70","1,305,444,010.61","2,929,272,281.90","3,733,353,376.53","7,761,207,831.27","4,161,535,855.58"
经营活动现金流出小计,"877,363,210.28","1,064,045,838.46","931,823,630.80","963,995,776.24","1,255,101,220.44","446,006,478.69","1,021,652,380.84","1,578,131,963.79","2,108,379,030.11","587,547,167.37","1,171,078,100.91","1,668,130,459.48","2,169,688,426.09","478,208,967.25","977,338,968.97","1,537,205,269.55","2,130,158,327.24","644,473,837.04","1,382,976,332.83","1,863,168,645.31","2,624,968,314.11","568,406,996.16","1,108,595,964.28","1,901,753,481.47","2,248,271,488.68","532,628,547.90","936,334,707.23","1,364,684,461.44","2,073,535,187.47","2,599,477,815.71","5,997,400,931.31","8,829,342,443.48","9,177,297,438.24","2,707,879,371.62"
偿还债务支付的现金,"281,830,000.00","215,520,000.00","519,600,000.00","594,286,430.00","611,066,430.00","441,680,000.00","949,000,000.00","994,000,000.00","1,126,000,000.00","193,680,000.00","750,200,000.00","974,250,000.00","1,167,250,000.00","225,680,000.00","596,000,000.00","786,000,000.00","1,130,080,000.00","345,860,010.00","671,180,010.00","947,180,010.00","1,301,260,010.00","410,600,000.00","1,539,241,000.00","1,862,241,000.00","1,844,413,401.37","406,218,758.45","1,251,201,872.35","1,638,334,626.47","1,773,521,322.44","507,003,495.40","2,104,199,164.53","2,716,025,197.52","3,869,559,733.68","1,648,785,193.55"
经营活动产生的现金流量净额,"94,247,147.45","155,386,291.81","-39,138,871.60","55,092,463.53","142,791,489.65","-93,450,010.87","-275,642,053.92","-351,056,764.35","-427,038,573.41","-167,822,634.81","-289,624,473.67","-287,635,831.46","-274,704,762.17","6,146,242.31","-133,843,370.86","-242,415,074.37","-290,868,041.12","-99,793,749.06","-170,639,478.84","-198,795,730.07","-219,507,900.51","-10,964,830.55","20,721,124.78","21,523,425.83","133,958,957.84","39,421,656.83","59,420,340.59","111,177,824.18","266,619,897.15","-677,160,767.52","-384,131,100.92","-368,460,191.19","-509,572,371.56","-253,653,581.41"
分配股利、利润或偿还利息支付的现金,"17,034,330.01","21,893,775.87","40,550,761.32","45,032,478.19","61,215,171.72","13,469,838.88","45,116,223.94","56,606,542.62","73,349,542.86","16,228,856.25","35,559,711.38","52,417,734.74","67,423,069.38","15,533,757.96","97,995,439.54","115,641,077.55","135,284,498.09","17,254,850.33","102,524,633.40","123,521,460.33","145,714,293.77","21,685,310.34","124,603,866.28","148,978,088.15","171,364,109.62","22,324,758.06","152,293,871.77","181,728,392.57","204,799,175.77","160,811,228.03","342,235,663.82","428,010,615.84","513,432,371.39","124,558,197.18"
收回投资收到的现金,"100,000.00",,"100,000.00",,,,,,,,,,,,"80,000,000.00","80,000,000.00","80,000,000.00","93,000,000.00",,,,"100,000,000.00","40,000,000.00","40,000,000.00",,,"15,303,600.00","15,303,600.00","15,303,600.00",,,,,
支付其他与筹资活动有关的现金,"696,000.00","3,141,000.00","28,505,400.00","4,116,267.00","5,320,333.54","672,280.00","2,358,345.32","3,901,331.30","2,228,358.29","210,767.23","7,565,790.90","8,371,415.52","9,697,560.47","1,202,251.37","1,578,676.95","2,098,736.04","1,974,000.00","1,178,967.81",,"1,830,481.62","2,550,000.00","1,471,678.20","23,319,587.96","57,956,633.91","31,736,491.67","127,422.53","38,465,096.99","59,228,041.71","146,594,620.00","33,359,533.91","348,173,808.89","487,113,908.77","2,218,745,392.06","1,477,121,150.76"
取得投资收益收到的现金,"50,769.61",,"14,090.12",,,,,,,,,,"125,879.45",,,,"747,726.12","1,153,271.24","1,467,128.77","1,492,146.38","1,986,674.61","1,543,054.88","1,995,798.62","2,012,283.18","2,247,727.07","102,230.14","1,137,270.64","1,137,270.64","1,178,630.14",,"213,164.40","213,164.40",,
筹资活动现金流出小计,"299,560,330.01","240,554,775.87","588,656,161.32","643,435,175.19","677,601,935.26","455,822,118.88","996,474,569.26","1,054,507,873.92","1,201,577,901.15","210,119,623.48","793,325,502.28","1,035,039,150.26","1,244,370,629.85","242,416,009.33","695,574,116.49","903,739,813.59","1,267,338,498.09","364,293,828.14","773,704,643.40","1,072,531,951.95","1,449,524,303.77","433,756,988.54","1,687,164,454.24","2,069,175,722.06","2,047,514,002.66","428,670,939.04","1,441,960,841.11","1,879,291,060.75","2,124,915,118.21","701,174,257.34","2,794,608,637.24","3,631,149,722.13","6,601,737,497.13","3,250,464,541.49"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,049,012.00","551,169.95","4,092,381.37","225,500.00","225,500.00",,"376,000.00","376,000.00","1,745,057.69","1,000,000.00","1,020,000.00","1,265,000.00","1,659,946.64",,350.00,"826,250.00","4,641,708.34",,"8,193,554.61","427,602.10","10,856,721.71","206,500.00","206,500.00","206,500.00","6,857,380.12","4,600,000.00","4,770,000.00","17,814,649.00","38,753,958.92","19,892,530.00","25,811,435.00","25,954,735.00","9,572,623.20","11,501,000.00"
筹资活动产生的现金流量净额,"-5,730,330.01","138,185,224.13","622,415,268.68","82,084,824.81","178,998,064.74","1,069,147,881.12","869,969,430.74","911,936,126.08","1,079,766,188.85","23,560,376.52","584,674,497.72","587,115,249.74","744,863,770.15","68,183,990.67","534,345,883.51","602,180,186.41","536,721,511.91","69,306,171.86","712,892,023.27","629,838,048.05","609,475,696.23","-3,216,988.54","230,075,545.76","235,634,277.94","165,775,997.34","-9,713,935.49","-274,583,416.94","-362,439,089.03","892,014,269.49","604,269,753.27","134,663,644.66","102,203,654.40","1,159,470,334.14","911,071,314.09"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,047,294.98","197,047,294.98","218,348,680.91",
四、汇率变动对现金的影响,,"-22,241.08",,,,,,,"297,055.87",,"-15,619.31","165,184.85","-37,203.14","-97,140.54","-150,668.56","-63,830.59","-69,048.76","243,388.09","481,995.46","-165,793.45","-432,295.03","680,426.40","222,199.59","1,246,915.12","965,370.13","8,244.61","197,611.64","962,290.16","5,409,311.77","63,594.49","-23,813.43","-1,078,363.91","-8,141,937.34","-391,775.56"
收到其他与投资活动有关的现金,,,"42,815,000.00","97,984,090.67","188,538,434.05","400,000.00","79,492,600.00","79,502,600.00","97,233,600.00","35,000,000.00","46,804,000.00","46,804,000.00","54,500,000.00","7,902,555.34","7,878,500.00","7,878,500.00","180,000,000.00",,"179,000,000.00","195,439,958.50","258,400,000.00",,"120,000,000.00","120,000,000.00","128,000,000.00","27,000,000.00",,,,"34,358,947.75","34,000,000.00","34,000,000.00","58,881,530.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,199,781.61","551,169.95","47,021,471.49","98,209,590.67","188,763,934.05","400,000.00","79,868,600.00","79,878,600.00","98,978,657.69","36,000,000.00","47,824,000.00","48,069,000.00","56,285,826.09","7,902,555.34","87,878,850.00","88,704,750.00","265,389,434.46","94,153,271.24","188,660,683.38","197,359,706.98","271,243,396.32","101,749,554.88","162,202,298.62","162,218,783.18","137,105,107.19","31,702,230.14","21,210,870.64","34,255,519.64","55,236,189.06","54,251,477.75","257,071,894.38","257,215,194.38","286,802,834.11","11,501,000.00"
五、现金及现金等价物净增加额,"940,360.94","74,510,008.28","291,482,085.52","-251,019,210.54","-203,570,080.23","877,241,330.24","376,381,215.14","211,949,611.61","201,022,634.56","-223,222,262.63","131,219,113.00","-4,036,275.58","1,302,946.49","-43,851,348.42","299,300,772.41","151,394,473.45","89,437,242.39","-90,534,069.87","455,807,886.88","161,226,145.35","-19,617,015.48","5,820,806.55","156,423,957.51","122,567,740.87","172,639,023.90","-73,565,387.93","-316,412,697.59","-439,305,084.58","53,021,924.60","-41,616,891.27","-650,826,338.70","-742,395,333.55","-315,897,999.15","184,722,539.26"
购建固定资产、无形资产和其他长期资产支付的现金,"88,186,238.11","205,255,742.80","231,551,249.00","351,518,489.55","538,175,968.67","97,371,540.01","284,273,761.68","415,267,350.12","499,939,694.44","98,756,623.26","195,884,209.03","335,994,796.00","413,149,601.73","98,809,975.86","161,981,117.84","269,962,754.16","222,122,810.26","61,443,152.00","81,283,736.39","239,776,486.16","324,543,540.70","34,427,355.64","168,797,211.24","207,130,661.20","214,241,408.60","18,118,884.02","25,793,403.52","103,790,529.53","117,990,342.29","23,006,028.26","35,982,374.23","60,035,469.94","549,957,753.46","477,428,352.86"
期初现金及现金等价物余额,"23,577,206.01","24,517,566.95","99,027,575.23","390,509,660.75","390,509,660.75","186,939,580.52","186,939,580.52","186,939,580.52","186,939,580.52","387,962,215.08","387,962,215.08","387,962,215.08","387,962,215.08","389,265,161.57","389,265,161.57","389,265,161.57","389,265,161.57","478,702,403.96","478,702,403.96","478,702,403.96","478,702,403.96","459,085,388.48","459,085,388.48","459,085,388.48","459,085,388.48","699,960,865.89","699,858,390.20","699,960,865.89","699,858,390.20","1,148,086,351.96","1,148,086,351.96","1,148,086,351.96","752,880,314.80","436,982,768.84"
投资支付的现金,,"100,000.00",,,,,,,,"14,724,682.58",,,"80,000,000.00",,,,,"93,000,000.00","15,303,600.00","15,303,600.00","15,303,600.00","48,000,000.00","40,000,000.00","42,925,000.00",,"84,864,700.00","34,864,700.00","34,864,700.00",,,"614,328,653.90","620,275,620.27","1,400,000.00",
期末现金及现金等价物余额,"24,517,566.95","99,027,575.23","390,509,660.75","139,490,450.21","186,939,580.52","1,064,180,910.76","563,320,795.66","398,889,192.13","387,962,215.08","164,739,952.45","519,181,328.08","383,925,939.50","389,265,161.57","345,413,813.15","688,565,933.98","540,659,635.02","478,702,403.96","388,168,334.09","934,510,290.84","639,928,549.31","459,085,388.48","464,906,195.03","615,509,345.99","581,653,129.35","631,724,412.38","626,395,477.96","383,445,692.61","260,655,781.31","752,880,314.80","1,106,469,460.69","497,260,013.26","405,691,018.41","436,982,315.65","621,705,308.10"
