科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"37,081,407.39","46,528,863.21","49,119,146.88","50,069,622.29","61,109,564.30","72,602,354.82","59,284,784.79","56,957,265.10","58,285,087.66","30,522,998.59","26,499,708.51","39,566,045.47","118,323,100.91","62,833,835.25","39,649,603.78","26,232,075.33","31,455,419.61","31,258,936.72","39,751,897.38","50,445,097.88","63,292,642.92","65,950,490.11","79,317,844.11","57,432,605.52","42,280,603.40"
应付职工薪酬,"20,646,768.33","14,203,026.11","5,789,119.45","9,948,908.82","9,628,835.82","7,107,661.95","16,981,705.83","9,505,644.05","8,133,768.79","9,132,460.88","8,445,647.57","6,756,327.59","7,912,349.97","8,392,885.21","5,458,692.24","6,075,247.15","6,989,047.67","6,950,078.05","7,172,302.53","9,811,305.56","8,489,813.29","9,607,140.33","10,185,257.48","12,474,643.37","13,370,838.13"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"32,038,156.65","36,042,019.20","15,311,570.56","11,139,205.40","3,478,430.50","24,784,186.95","15,755,478.17","17,748,500.55","14,424,458.57","47,534,652.77","5,553,423.75","-560,674.06","20,312,467.11","38,682,935.27","19,521,611.80","12,339,977.01","3,776,741.53","59,413,192.33","17,929,849.68","12,869,726.14","21,671,163.44","47,044,912.15","15,938,090.78","15,016,826.14","30,924,987.48"
应收利息,"28,504.55",,,,,"7,796,850.89","7,796,850.89",,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"50,901.00","295,901.00",,,,,,,,,,,,,,,,"2,450,000.00","1,225,000.00","3,185,000.00","2,695,000.00","2,695,000.00","2,695,000.00","2,695,000.00","2,695,000.00"
存货,"159,870,261.26","252,158,371.64","329,303,965.31","323,960,840.66","328,276,840.70","270,484,928.43","316,554,423.22","234,681,823.45","216,929,866.55","176,524,483.04","263,460,698.19","309,858,474.70","297,039,303.20","175,514,471.01","194,648,521.62","240,223,564.30","237,032,339.75","195,666,600.62","223,298,912.97","229,639,620.51","232,534,792.23","162,594,472.67","234,609,565.35","227,363,488.29","244,771,799.70"
其他应付款,"238,711,200.24","249,935,915.44","30,768,033.87","49,947,859.34","50,711,111.19","56,784,713.03","45,319,613.81","61,676,967.89","59,493,761.74","46,811,124.36","34,854,715.15","62,431,427.33","36,842,789.10","43,208,181.00","52,687,228.22","37,932,065.59","44,680,428.45","54,279,718.59","53,600,189.27","65,677,072.74","70,393,826.31","56,291,246.20","60,703,392.29","64,752,233.90","75,293,230.96"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"452,051,000.00",,"343,895.46",,,,,"400,000,000.00","400,000,000.00","120,000,000.00","20,000,000.00","350,000,000.00","500,000,000.00","503,567,769.16","748,758.87","13,192,671.65","200,431,237.96","431,016,212.74","440,059,382.62","426,870,587.30","427,311,085.30","427,114,704.21","425,559,942.00","484,413,428.18","391,309,632.32"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,059,385,429.54","1,436,450,483.63","971,428,821.17","2,379,965,578.95","2,291,544,047.41","2,259,555,807.28","2,273,503,760.50","2,233,449,415.83","2,038,417,311.69","2,282,375,391.24","2,342,288,299.00","2,272,407,183.77","2,299,546,147.02","2,347,012,327.47","2,352,315,487.92","2,248,846,633.57","2,206,511,009.77","2,457,141,392.48","2,325,117,527.75","2,283,303,671.85","2,469,028,796.12","2,653,481,319.68","2,623,360,680.79","2,616,719,080.61","2,616,971,464.53"
流动负债合计,"835,979,736.21","1,186,262,124.89","720,695,570.41","623,454,510.21","584,214,297.33","565,014,985.28","616,763,324.18","612,663,167.88","433,878,126.11","546,954,811.93","583,043,088.37","581,164,365.70","433,872,057.90","436,016,991.11","407,853,756.52","348,527,954.31","326,810,610.36","431,967,970.75","291,346,218.02","324,955,607.01","397,862,648.14","530,531,222.77","497,518,651.16","457,189,667.05","494,831,669.31"
可供出售金融资产,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00"
长期借款,,,,,,"2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"28,224,287.99","45,767,477.69","42,564,632.20","43,610,642.94","43,009,167.97","42,519,972.69","41,088,260.87","40,154,149.23","39,805,621.94","40,775,958.35","40,443,136.72","38,809,764.66","35,793,770.97","35,822,312.78","35,571,516.25","33,658,942.59","34,592,432.81","36,397,297.37","34,560,001.56","57,914,625.67","58,924,345.51","62,031,129.74","98,155,854.74","96,733,118.46","95,370,317.00"
专项应付款,"31,632,577.82","28,525,644.80","53,836,399.86","61,840,218.43","59,466,000.27","68,336,576.17","65,362,529.03","70,842,137.73","69,226,321.29","58,742,501.12","85,448,832.89","60,677,262.80","54,765,680.39","41,665,715.14","40,889,067.37","45,658,914.87","37,829,176.37","24,511,110.61","23,072,292.36","21,274,495.91","36,231,810.70","13,942,779.95","13,059,141.80","12,771,610.86","15,009,818.91"
投资性房地产,,,,,,,,"6,635,304.41","6,952,380.52","7,152,556.65","6,935,876.24","6,825,339.02","6,724,747.91","6,969,103.16","6,868,512.05","6,767,920.94","6,667,329.83","6,566,738.72","6,466,147.61","6,365,556.50","6,264,965.39","21,176,446.08","30,721,779.20","19,303,857.26","19,088,975.90"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"214,297,777.78","294,257,507.92","290,367,296.77","284,486,097.45","279,053,953.33","301,926,798.80","295,297,604.76","291,998,371.95","288,904,286.40","974,886,827.79","985,074,492.11","1,245,747,259.47","1,244,693,293.13","1,307,529,993.73","1,314,402,848.95","1,310,599,680.03","1,296,264,779.21","1,288,470,687.31","1,307,406,560.06","1,505,801,111.02","1,490,258,545.44","1,601,144,220.06","1,596,535,025.07","1,593,258,817.24","1,587,769,314.17"
递延所得税负债,"21,829,004.07","21,235,276.97","20,575,037.68","20,255,628.70","20,172,421.75","19,942,273.05","19,922,753.47","19,903,233.89","19,883,714.31","12,714,865.45","12,695,345.87","11,708,025.57","11,688,506.00","7,084,792.44","7,065,272.86","7,010,251.25","6,977,718.63","8,566,498.43","8,566,498.43","8,501,433.17","8,501,433.17","3,530,589.36","3,530,589.36","3,530,589.36","3,530,589.36"
在建工程,"60,337,914.21","135,056,579.64","410,755,229.84","568,738,100.40","687,050,822.91","782,612,270.37","887,044,186.85","955,885,812.60","1,055,912,205.39","417,290,820.66","478,409,047.18","221,400,578.78","229,895,099.92","209,208,814.33","225,049,780.21","264,640,178.91","321,005,006.88","399,987,123.23","429,529,045.36","227,135,474.59","258,879,744.68","165,760,929.13","188,765,912.14","229,158,860.86","261,127,065.55"
其他非流动负债,"5,800,000.00","55,750,000.00","52,300,000.00","49,870,000.00","49,870,000.00","49,775,000.00","49,775,000.00","54,775,000.00","54,775,000.00","54,735,000.00","54,735,000.00","54,735,000.00","71,435,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"59,261,581.89","105,510,921.77","126,711,437.54","131,965,847.13","129,508,422.02","140,883,849.22","137,890,282.50","148,350,371.62","146,715,035.60","129,022,366.57","155,709,178.76","129,950,288.37","140,719,186.39","135,015,507.58","128,391,092.43","139,612,983.78","127,496,178.20","191,789,056.99","189,694,269.39","184,863,461.85","225,580,487.46","210,954,826.74","204,700,876.11","200,229,035.88","220,041,062.20"
固定资产清理,"2,914.09",,,,,,,,,"8,000,000.43","8,000,000.43","6,974,020.49",,,,"16,205.00",,,"4,679.90","4,679.90","860,217.69","159,823.52","155,949.96",806.34,
负债合计,"895,241,318.10","1,291,773,046.66","847,407,007.95","755,420,357.34","713,722,719.35","705,898,834.50","754,653,606.68","761,013,539.50","580,593,161.71","675,977,178.50","738,752,267.13","711,114,654.07","574,591,244.29","571,032,498.69","536,244,848.95","488,140,938.09","454,306,788.56","623,757,027.74","481,040,487.41","509,819,068.86","623,443,135.60","741,486,049.51","702,219,527.27","657,418,702.93","714,872,731.51"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"366,319,884.00","448,786,578.00","448,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","640,786,578.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00","961,179,867.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"197,863,274.88","250,068,415.29","285,136,652.89","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,603,646,241.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,410,268.23","1,411,793,248.23"
无形资产,"253,374,717.92","247,085,823.07","239,832,212.27","236,561,065.10","234,726,553.14","232,992,549.32","231,145,323.67","229,290,729.09","228,216,365.92","210,668,541.07","210,019,204.68","201,986,140.83","215,553,151.09","215,816,953.68","221,816,511.52","220,556,140.66","219,593,573.98","218,329,522.33","218,461,230.31","217,969,779.39","215,856,522.07","214,180,807.65","213,089,390.23","213,250,689.68","211,276,813.75"
盈余公积,"11,822,459.29","9,168,747.96","22,020,916.27","22,020,916.27","22,020,916.27","42,354,789.77","42,354,789.77","42,354,789.77","42,354,789.77","79,021,301.06","79,021,301.06","79,021,301.06","79,021,301.06","117,121,152.34","117,121,152.34","117,121,152.34","117,121,152.34","148,017,827.42","148,017,827.42","148,017,827.42","148,017,827.42","179,627,215.83","179,627,215.83","179,627,215.83","179,627,215.83"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"119,900,754.08","134,282,866.76","321,544,107.13","464,268,485.67","527,534,589.10","599,003,722.92","656,431,376.98","678,794,168.08","759,696,425.03","920,440,465.72","984,751,171.42","937,398,191.17","1,104,929,571.42","1,167,587,358.09","1,236,237,124.37","1,081,394,293.67","1,120,882,907.67","1,255,334,079.12","1,315,765,843.57","1,269,866,570.21","1,359,943,355.42","1,467,768,058.44","1,541,918,743.42","1,604,768,579.15","1,541,689,530.03"
长期待摊费用,"2,204,025.71","5,038,789.55","3,769,859.42","3,540,356.99","3,115,591.11","2,732,587.67","2,376,859.55","2,887,840.76","2,639,037.97","2,248,166.19","2,030,457.91","2,034,981.13","1,913,388.60","1,886,091.41","1,690,203.54","1,578,611.01","1,548,987.19","1,378,562.11","2,907,356.51","4,031,838.23","5,178,726.11","9,591,349.59","8,292,040.33","7,475,638.27","8,743,334.79"
少数股东权益,"31,941,802.29","40,104,839.99","50,303,788.52","49,533,645.25","49,581,162.63","52,349,282.44","52,891,745.08","53,590,843.44","53,927,057.62","50,626,441.51","51,642,332.70","51,149,307.62","60,150,945.39","57,040,058.92","56,069,364.33","61,670,220.67","55,766,163.61","51,969,771.31","50,788,255.05","46,367,964.28","45,538,863.56","19,715,650.62","17,941,486.25","16,614,636.25","45,801,157.53"
递延所得税资产,"5,262,425.40","10,527,833.16","16,480,999.09","18,774,381.93","18,792,070.71","21,177,473.40","20,234,961.44","19,811,156.05","19,787,319.68","25,582,741.43","24,304,820.50","25,314,465.48","25,403,926.44","29,894,910.61","29,390,448.78","31,252,427.29","31,484,027.74","40,397,517.27","40,510,093.73","41,134,828.85","41,281,454.22","50,661,084.18","51,818,692.60","51,716,617.73","51,616,464.44"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"521,989.33","73,380.10","73,380.10","369,723.85","1,517,202.21","1,094,556.77","1,616,539.52","602,356.31","73,380.10",,,,,"239,905.89",,,,"401,782.94","401,782.94",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"563,704,063.10","737,734,011.03","1,003,770,229.59","1,155,710,644.81","1,265,748,159.17","1,384,483,641.58","1,477,260,577.24","1,546,736,744.19","1,642,586,941.67","1,688,122,814.78","1,756,311,592.54","1,750,709,089.38","1,763,579,734.37","1,810,201,559.80","1,837,789,821.30","1,872,070,106.43","1,914,156,137.64","1,994,527,448.34","2,043,085,020.93","2,063,357,894.15","2,080,504,521.11","2,127,705,789.95","2,190,936,427.21","2,214,300,188.78","2,237,992,285.60"
所有者权益(或股东权益)合计,"727,848,174.54","882,411,448.00","1,127,792,042.81","2,780,255,866.42","2,843,569,487.23","2,938,140,614.36","2,996,110,731.06","3,019,172,620.52","3,100,411,091.65","3,294,521,027.52","3,359,847,624.41","3,312,001,619.08","3,488,534,637.10","3,586,181,388.58","3,653,860,460.27","3,632,775,801.91","3,666,360,358.85","3,827,911,813.08","3,887,162,061.27","3,836,842,497.14","3,926,090,181.63","4,039,701,060.12","4,112,077,580.73","4,173,600,566.46","4,140,091,018.62"
资产总计,"1,623,089,492.64","2,174,184,494.66","1,975,199,050.76","3,535,676,223.76","3,557,292,206.58","3,644,039,448.86","3,750,764,337.74","3,780,186,160.02","3,681,004,253.36","3,970,498,206.02","4,098,599,891.54","4,023,116,273.15","4,063,125,881.39","4,157,213,887.27","4,190,105,309.22","4,120,916,740.00","4,120,667,147.41","4,451,668,840.82","4,368,202,548.68","4,346,661,566.00","4,549,533,317.23","4,781,187,109.63","4,814,297,108.00","4,831,019,269.39","4,854,963,750.13"
负债和所有者(或股东权益)合计,"1,623,089,492.64","2,174,184,494.66","1,975,199,050.76","3,535,676,223.76","3,557,292,206.58","3,644,039,448.86","3,750,764,337.74","3,780,186,160.02","3,681,004,253.36","3,970,498,206.02","4,098,599,891.54","4,023,116,273.15","4,063,125,881.39","4,157,213,887.27","4,190,105,309.22","4,120,916,740.00","4,120,667,147.41","4,451,668,840.82","4,368,202,548.68","4,346,661,566.00","4,549,533,317.23","4,781,187,109.63","4,814,297,108.00","4,831,019,269.39","4,854,963,750.13"
