科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
分配股利、利润或偿还利息支付的现金,"3,122,175.00","4,940,612.50","860,212.50","3,119,912.50","538,905.00","1,095,965.00","1,551,730.00","2,179,046.68",,,"76,576.39","154,520.83",,"15,587,909.00","16,640,000.00","16,951,182.46","94,832.62","2,800,642.04","23,556,808.74","23,556,808.74",,"20,756,162.42","20,756,162.42","21,240,306.05","595,065.79","22,065,055.94","22,726,465.26","23,121,418.01","341,855.00","21,613,127.91","21,613,127.91","21,743,408.08",,"88,886,487.48","89,669,258.70","89,715,441.21","80,540.25","45,053,137.10"
收回投资收到的现金,,,,,,,,,,,,,,,,"34,500,000.00",,,,,,,,,,"2,422,222.00","2,422,222.00","15,489,683.70",,,,,,"15,300,000.00","15,393,626.58","15,393,626.58",,
支付其他与筹资活动有关的现金,,,,"3,957,020.97",,"2,101,049.12","10,850,907.58","11,777,113.62",,,,,,,,"3,510,043.42",,,,,,"33,407.47",,,,,,"52,025,608.20","38,695.61","65,613.17","26,522,853.17","35,090,365.61","207,750.31","9,291,150.31","9,293,814.69","9,291,150.31",,"7,849,853.00"
取得投资收益收到的现金,,"121,968.07",,,,,,,,,,,,,,"3,795,592.14",,,,,"1,860,123.17","8,251,498.76","12,054,138.74","15,007,826.94","4,290,788.95","20,936,615.28","23,846,896.38","12,454,878.15","2,303,922.25","3,675,973.44","6,916,394.43","9,522,695.73","3,588,194.37","5,285,085.84","6,161,398.28","6,620,657.29","1,612,496.43","4,202,558.30"
筹资活动现金流出小计,"53,444,082.34","154,439,371.62","25,860,212.50","107,076,933.47","20,538,905.00","23,197,014.12","52,402,637.58","133,956,160.30",,,"76,576.39","5,154,520.83",,"15,587,909.00","16,640,000.00","20,461,225.88","94,832.62","2,800,642.04","23,556,808.74","23,556,808.74",,"20,789,569.89","20,756,162.42","31,250,306.05","16,095,065.79","48,415,055.94","62,576,465.26","141,497,026.21","4,651,020.72","25,949,211.19","52,406,451.19","61,104,243.80","207,750.31","98,177,637.79","98,963,073.39","99,006,591.52","80,540.25","53,902,990.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,000.00","190,901.31",,"1,551.00",,"215,000.00","215,000.00","216,840.00",,"5,950.00","6,586.43","6,586.43",,"1,030.00","1,030.00","2,405.00",70.00,"5,233.00","5,233.00","5,918.00",,,"2,159.00","6,935.06",,,"25,300.00","26,645.79","10,306.18","2,187.18","3,369.23","11,809.23","102,317.60","114,667.93","118,818.18","152,267.77","5,423.12","14,301.90"
筹资活动产生的现金流量净额,"34,198,903.66","42,043,303.81","-25,860,212.50","-43,119,912.50","-538,905.00","602,052,985.88","612,847,362.42","551,293,839.70",,"5,000,000.00","4,923,423.61","825,479.17",,"-15,587,909.00","-16,640,000.00","-20,461,225.88","-94,832.62","-2,800,642.04","-23,556,808.74","-23,556,808.74",,"-20,789,569.89","-20,756,162.42","-31,250,306.05","404,934.21","-23,415,055.94","-37,576,465.26","-77,407,026.21","106,738,976.67","49,769,286.20","47,312,046.20","40,214,253.59","164,531,056.56","66,561,169.08","66,775,733.48","71,632,215.35","5,269,459.75","-46,352,990.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,-58.12,,,,,,,,"-1,302.58",,,,-38.23,,-261.78,-348.15,-468.04,137.03,138.77,138.02,54.83,57.61,-13.43,601.90,930.63,-80.53,341.95,457.77,"-7,382.08",-95.37,"-125,112.38","-126,826.14","-498,593.71","-3,017.36","159,060.98"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"236,450,000.00","863,150,000.00","1,233,150,000.00","1,803,150,000.00","760,000,000.00","1,177,000,000.00","1,490,000,000.00","1,683,000,000.00","631,000,000.00","1,002,016,511.27","1,473,413,038.62","1,913,200,000.00","590,860,000.00","775,100,000.00","876,100,000.00","951,500,000.00","380,100,000.00","654,600,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,000.00","312,869.38",,"1,551.00",,"215,000.00","215,000.00","216,840.00",,"5,950.00","6,586.43","6,586.43",,"1,030.00","1,030.00","38,297,997.14",70.00,"5,233.00","5,233.00","5,918.00","238,310,123.17","871,401,498.76","1,245,206,297.74","1,818,164,762.00","764,290,788.95","1,200,358,837.28","1,516,294,418.38","1,710,971,207.64","633,314,228.43","1,005,694,671.89","1,480,332,802.28","1,922,734,504.96","594,550,511.97","795,799,753.77","897,773,843.04","973,666,551.64","381,717,919.55","658,816,860.20"
五、现金及现金等价物净增加额,"34,467,543.63","55,366,257.68","-86,380,563.40","-16,747,146.49","-47,068,627.46","539,987,148.45","548,907,383.03","571,334,884.67","-67,584,186.01","-215,916,439.98","-253,135,975.63","-126,682,951.24","-85,404,662.93","-148,967,137.85","-167,781,594.06","28,219,424.19","-99,602,601.53","-157,375,849.56","-184,917,943.35","4,393,521.27","-343,838,503.29","-159,173,845.63","-267,396,156.09","-358,709,883.22","-27,609,319.89","134,719,761.78","26,222,610.98","533,645,387.60","-139,509,095.29","-461,480,407.83","-421,533,029.71","-278,012,174.47","99,561,930.33","-191,183,046.70","-127,987,458.44","6,252,865.60","-170,801,364.50","-201,574,988.76"
购建固定资产、无形资产和其他长期资产支付的现金,"36,603,802.75","33,445,934.81","10,171,214.80","38,949,771.05","10,395,123.13","16,506,469.64","22,677,024.13","34,401,605.42","11,333,965.59","107,288,166.12","119,626,536.30","133,137,872.35","10,803,958.79","26,752,708.96","37,064,757.25","50,461,458.43","15,695,199.57","29,762,352.14","38,992,326.58","61,949,502.66","12,979,870.12","25,490,250.06","46,904,292.73","68,389,177.62","9,808,152.78","28,150,654.03","34,784,299.01","85,180,076.98","31,165,628.76","66,489,352.28","94,000,642.69","159,122,333.96","20,014,567.33","215,552,015.85","239,033,200.51","298,488,910.14","37,695,644.85","67,928,860.52"
期初现金及现金等价物余额,"59,305,660.51","93,773,204.14","149,139,461.82","149,139,461.82","132,392,315.33","132,392,315.33","132,392,315.33","132,392,315.33","703,727,200.00","703,727,200.00","703,727,200.00","703,727,200.00","576,592,138.76","577,044,248.76","577,044,248.76","577,044,248.76","605,263,672.95","605,263,672.95","605,263,672.95","605,263,672.95","609,657,194.22","609,657,194.22","609,657,194.22","609,657,194.22","250,970,811.00","250,947,311.00","250,947,311.00","250,947,311.00","846,468,471.93","784,592,698.60","784,592,698.60","784,592,698.60","506,580,524.13","506,580,524.13","506,580,524.13","506,580,524.13","512,833,389.73","512,833,389.73"
投资支付的现金,"3,500,000.00",,"3,000,000.00","3,000,000.00",,,,,,"18,356,331.22","7,200,000.00",,,"17,259,807.00","17,559,807.00","19,524,807.00","4,000,000.00","21,000,000.00","21,000,000.00","27,000,000.00","12,637,000.00","12,637,000.00","31,343,245.00","31,343,245.00",,"250,000.00","60,600,608.20","13,832,044.20","60,507,185.00","49,857,353.00","47,157,353.00","47,148,144.35","8,000,000.00","86,501,002.00","107,501,002.00","132,764,568.84","10,000,000.00","29,700,000.00"
期末现金及现金等价物余额,"93,773,204.14","149,139,461.82","62,758,898.42","132,392,315.33","85,323,687.87","672,379,463.78","681,299,698.36","703,727,200.00","636,143,013.99","487,810,760.02","450,591,224.37","577,044,248.76","491,187,475.83","428,077,110.91","409,262,654.70","605,263,672.95","505,661,071.42","447,887,823.39","420,345,729.60","609,657,194.22","265,818,690.93","450,483,348.59","342,261,038.13","250,947,311.00","223,361,491.11","385,667,072.78","277,169,921.98","784,592,698.60","706,959,376.64","323,112,290.77","363,059,668.89","506,580,524.13","606,142,454.46","315,397,477.43","378,593,065.69","512,833,389.73","342,032,025.23","311,258,400.97"
