科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"24,829,383.59","26,160,623.44","38,800,011.13","37,187,879.60","37,960,365.05","61,471,147.00","60,573,627.97","61,590,227.97","122,294,315.05","140,955,680.30","138,183,620.02","136,157,875.48","134,959,970.09","136,867,938.48","144,928,489.98","186,216,473.67","189,365,074.82","200,173,631.29","196,321,806.43","192,679,741.65","190,112,843.25","190,075,028.01","184,678,448.68","179,869,861.94","177,139,795.03"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"176,211.62","16,709,821.57","53,048,829.95","59,422,569.73","65,924,099.83","49,456,415.02","50,676,198.15","57,344,500.37","5,538,787.79","657,888.17","999,596.94","1,694,467.93","10,747,512.84","39,209,597.91","41,275,877.82","15,279,065.59","11,813,099.56","4,225,930.62","5,305,128.55","15,405,744.29","25,138,080.76","24,220,233.53","30,004,706.70","35,138,479.14","38,427,401.82"
其他非流动负债,,"300,000.00","8,141,126.37","8,137,605.56","8,261,788.97","8,888,469.78","8,524,468.16","9,200,582.56","8,883,446.86","27,346,683.73","28,549,530.65","27,913,833.38","24,469,972.48",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,"60,952.21","60,952.21","60,952.21","69,451.35",,,,
非流动负债合计,,"300,000.00","8,141,126.37","8,137,605.56","8,261,788.97","15,888,469.78","15,524,468.16","16,200,582.56","15,883,446.86","34,346,683.73","35,549,530.65","34,913,833.38","31,469,972.48","39,945,112.24","39,661,886.94","38,842,258.01","40,588,518.02","37,883,920.25","36,711,377.37","35,261,985.15","33,684,952.56","44,005,933.83","41,444,749.85","37,071,480.19","33,586,112.71"
固定资产清理,,,,,,,,,,,,"728,637.56",,,,,,,,,,,,,
负债合计,"17,017,696.46","65,503,498.82","86,981,769.92","36,802,035.22","38,428,875.98","43,561,603.21","36,794,351.47","41,039,839.46","39,474,308.89","64,114,019.82","58,821,728.49","60,613,854.20","58,898,911.90","92,776,188.31","85,053,056.87","109,277,537.42","106,372,500.62","77,120,604.75","55,416,904.04","57,136,663.10","60,421,867.49","73,609,872.14","64,163,784.13","65,863,408.50","68,787,932.92"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"37,700,000.00","37,700,000.00","37,700,000.00","37,700,000.00","50,270,000.00","50,270,000.00","50,270,000.00","100,540,000.00","100,540,000.00","100,540,000.00","100,540,000.00","100,540,000.00","100,540,000.00","100,540,000.00","100,540,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00","160,864,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,720,000.00","1,720,000.00","1,720,000.00","1,720,000.00","770,818,985.98","770,818,985.98","770,818,985.98","720,548,985.98","720,548,985.98","720,548,985.98","720,548,985.98","720,548,985.98","720,548,985.98","720,548,985.98","720,548,985.98","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15","660,626,462.15"
无形资产,"3,508,166.13","2,781,052.23","2,733,802.20","2,742,873.18","2,751,422.32","2,746,893.01","2,727,765.79","10,867,599.42","10,813,831.17","10,693,440.91","10,629,539.47","10,583,148.00","18,312,149.25","18,250,495.20","18,144,792.62","43,187,128.90","42,601,162.09","40,447,441.16","39,714,174.80","38,980,908.44","38,247,642.08","37,514,375.72","36,781,109.36","36,047,843.00","35,314,576.64"
盈余公积,"428,151.15","6,040,147.68","18,850,000.00","18,850,000.00","18,850,000.00","25,135,000.00","25,135,000.00","25,135,000.00","25,135,000.00","31,230,693.24","31,230,693.24","31,230,693.24","31,230,693.24","36,466,427.87","36,466,427.87","36,466,427.87","36,466,427.87","40,761,654.58","40,761,654.58","40,761,654.58","40,761,654.58","42,311,611.00","42,311,611.00","42,311,611.00","42,311,611.00"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"3,853,360.31","54,361,329.10","219,293,971.53","274,023,363.10","295,064,832.49","252,931,756.96","269,912,419.17","269,063,812.15","286,042,939.59","289,324,923.94","298,542,266.11","289,342,471.75","304,883,363.87","314,922,488.23","323,956,564.70","316,194,784.32","328,156,573.81","334,989,268.20","335,641,919.38","322,530,126.37","333,243,000.42","324,901,590.50","327,405,658.95","343,618,735.78","345,096,004.66"
长期待摊费用,"943,027.66","460,629.85",,,"228,249.99","3,369,496.32","3,171,807.40","2,958,321.31","2,744,835.22","2,531,349.13","2,317,863.04","2,196,932.51","1,975,279.76","1,753,627.12","1,535,337.75","1,317,743.10","1,120,898.34","924,053.58","727,208.82","530,364.06","409,253.06","1,165,658.68","956,133.65","877,838.56","2,028,491.99"
少数股东权益,,,,,,,,,,,,,,,,"24,252,975.93","23,814,616.54","25,072,986.26","24,518,658.03","23,988,092.86","23,544,420.16","22,759,060.08","22,498,452.26","23,907,942.90","23,944,225.99"
递延所得税资产,"371,890.94","152,405.70","4,149,480.67","4,149,480.67","4,167,580.06","2,626,082.39","2,626,082.39","2,626,082.39","2,626,082.39","4,976,117.35","4,976,117.35","4,976,117.35","4,976,117.35","8,354,807.01","8,354,807.01","8,354,807.01","8,354,807.01","8,004,420.00","8,004,420.00","8,004,420.00","8,004,420.00","9,925,511.98","9,925,511.98","9,925,511.98","9,925,511.98"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"600,164,225.95","606,045,788.45","611,994,955.11",,,,,,"1,542,138.99","2,046,877.29","5,262,767.31","8,075,467.43","124,361,505.44","128,175,261.43","2,767,004.43","1,734,464.43","2,155,632.53","3,505,252.40","1,680,547.54","2,426,958.54"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"32,157,962.52","51,446,917.48","101,157,499.15","105,927,708.00","113,330,901.11","722,046,414.10","727,926,359.85","749,434,067.38","145,954,982.68","161,724,452.88","159,291,876.46","158,117,278.68","172,592,489.66","207,500,791.82","217,722,487.55","260,998,299.05","263,373,807.87","380,177,743.64","380,241,888.22","383,506,866.73","389,048,549.59","387,504,015.60","387,954,203.35","385,546,549.80","386,343,066.92"
所有者权益(或股东权益)合计,"43,701,511.46","99,821,476.78","277,563,971.53","332,293,363.10","1,135,003,818.47","1,099,155,742.94","1,116,136,405.15","1,115,287,798.13","1,132,266,925.57","1,141,644,603.16","1,150,861,945.33","1,141,662,150.97","1,157,203,043.09","1,172,477,902.08","1,181,511,978.55","1,198,404,650.27","1,209,928,080.37","1,222,314,371.19","1,222,412,694.14","1,208,770,335.96","1,219,039,537.31","1,211,462,723.73","1,213,706,184.36","1,231,328,751.83","1,232,842,303.80"
资产总计,"60,719,207.92","165,324,975.60","364,545,741.45","369,095,398.32","1,173,432,694.45","1,142,717,346.15","1,152,930,756.62","1,156,327,637.59","1,171,741,234.46","1,205,758,622.98","1,209,683,673.82","1,202,276,005.17","1,216,101,954.99","1,265,254,090.39","1,266,565,035.42","1,307,682,187.69","1,316,300,580.99","1,299,434,975.94","1,277,829,598.18","1,265,906,999.06","1,279,461,404.80","1,285,072,595.87","1,277,869,968.49","1,297,192,160.33","1,301,630,236.72"
负债和所有者(或股东权益)合计,"60,719,207.92","165,324,975.60","364,545,741.45","369,095,398.32","1,173,432,694.45","1,142,717,346.15","1,152,930,756.62","1,156,327,637.59","1,171,741,234.46","1,205,758,622.98","1,209,683,673.82","1,202,276,005.17","1,216,101,954.99","1,265,254,090.39","1,266,565,035.42","1,307,682,187.69","1,316,300,580.99","1,299,434,975.94","1,277,829,598.18","1,265,906,999.06","1,279,461,404.80","1,285,072,595.87","1,277,869,968.49","1,297,192,160.33","1,301,630,236.72"
