科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,"4,403,895.77",,"757,437.39",,528.04,"8,508,830.51",,"8,495.02","8,495.02","3,309,123.81",,"1,311,866.06","1,545.93","42,636,701.24",
取得投资收益收到的现金,,,,,,,,,,"984,958.90",,,,"1,605,308.22",
筹资活动现金流出小计,"7,765,527.43","3,300,000.00","7,875,750.63","8,502,001.00","8,602,529.04","17,111,359.55",,"11,154,792.87","16,408,093.77","24,850,832.98","274,201.37","3,746,773.06","6,108,974.07","78,477,345.29","40,036,541.55"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,145,358.84","2,169,225.14","2,448,648.02","2,142,408.95","2,848,652.71","2,971,003.23","202,328.06","395,328.06","1,784,648.26","2,097,667.53","11,500.00","491,089.09","1,941,059.57","3,933,625.00","113,022.99"
筹资活动产生的现金流量净额,"-7,665,527.43","2,936,708.41","-6,775,750.63","-8,071,907.85","-8,452,529.04","101,145,069.79",,"-9,754,792.87","-9,108,093.77","-10,594,288.78","42,725,798.63","99,253,226.94","101,891,025.93","99,293,454.71","14,963,458.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,195,353.02","-596,800.10","797,755.44","791,059.06","1,118,603.29","1,289,987.63","-148,900.86","-320,382.75","-716,505.56","-1,011,006.30","-335,248.54","60,624.98","857,467.28","496,679.72","-568,486.67"
收到其他与投资活动有关的现金,,,,,,,,"30,303,287.67","50,447,013.70",,"25,209,260.27","60,740,739.72","85,978,301.37",,"5,016,136.99"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,145,358.84","2,169,225.14","2,448,648.02","2,142,408.95","3,412,752.71","3,535,103.23","202,328.06","30,698,615.73","52,231,661.96","83,082,626.43","25,220,760.27","61,231,828.81","87,919,360.94","250,538,933.22","5,129,159.98"
五、现金及现金等价物净增加额,"-12,737.99","20,258,685.59","22,876,681.72","-50,129,078.02","-64,980,788.89","101,940,078.03","-53,017,254.42","-127,578,331.25","-144,170,212.44","-113,226,024.09","-61,935,582.11","-50,352,728.83","-48,103,319.92","36,756,723.15","-70,026,343.38"
购建固定资产、无形资产和其他长期资产支付的现金,"29,610,895.85","24,618,104.11","11,157,383.90","13,204,273.80","9,998,307.40","20,556,465.26","5,045,310.47","11,413,562.72","12,455,343.98","17,866,994.48","4,963,500.47","8,120,469.42","10,972,699.60","22,252,849.80","3,946,420.84"
期初现金及现金等价物余额,"113,372,712.53","113,359,974.54","133,618,660.13","156,495,341.85","156,495,341.85","156,495,341.85","260,367,459.61","260,367,459.61","260,367,459.61","258,435,419.88","150,394,015.13","145,209,395.79","150,394,015.13","156,956,320.38","207,281,190.97"
投资支付的现金,,"500,000.00",,,,,,,,"120,000,000.00",,,,"155,000,000.00",
期末现金及现金等价物余额,"113,359,974.54","133,618,660.13","156,495,341.85","106,366,263.83","91,514,552.96","258,435,419.88","207,350,205.19","132,789,128.36","116,197,247.17","145,209,395.79","88,458,433.02","94,856,666.96","102,290,695.21","193,713,043.53","137,254,847.59"
