科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"1,325,202.08","323,025.36","5,194,365.80","5,207,373.50","5,151,546.36","5,278,375.38","7,625,909.11","5,221,559.07","2,301,129.76","6,879,456.57","1,649,003.13","1,774,218.28","1,620,414.98","1,190,285.28","1,393,684.89","1,547,151.97","2,044,203.69","1,634,339.92","3,626,363.18","1,448,684.26","3,217,170.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,"3,726,917.42","3,726,917.42",,,"2,077,035.48","2,006,085.40","2,631,893.47","2,615,366.27"
其他流动负债,,,,,"9,823,948.96",,,,,,,,,,,,,"3,269,125.76","3,791,201.25","4,844,235.44","4,839,084.50"
流动资产合计,"75,987,100.23","161,353,143.88","201,188,621.60","211,864,753.52","208,369,140.74","242,151,106.62","417,497,205.23","413,817,143.99","412,502,958.92","429,440,452.10","410,619,887.17","399,189,722.71","408,147,358.08","463,139,781.37","451,874,366.17","429,918,909.96","462,837,075.55","501,204,358.84","456,877,689.56","444,005,229.80","455,978,027.83"
流动负债合计,"15,140,005.66","23,171,171.05","31,127,540.62","40,315,760.23","34,283,959.20","39,693,804.45","42,513,070.91","43,910,391.97","36,077,579.50","65,283,658.07","45,408,547.87","45,919,100.69","59,151,088.98","88,996,506.54","101,846,277.72","90,202,746.25","132,127,897.24","183,594,784.28","149,956,650.37","159,127,916.22","163,089,611.02"
可供出售金融资产,,,,,,,,,,,,,"7,905,000.00",,,,,"25,750,000.00","25,750,000.00","50,750,000.00","50,750,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"9,914,214.73","9,756,483.02","9,773,763.76","9,593,934.12","18,808,895.90","49,942,517.32","51,574,266.73","57,272,276.74","34,894,526.17","36,086,636.15","35,397,555.96","35,304,343.53"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"19,567,411.28","18,200,890.88","18,008,361.41","17,851,676.26","17,661,735.51","18,240,153.03","17,604,323.57","18,513,604.43","18,395,513.51","28,658,687.75","28,997,817.55","31,312,154.17","31,355,962.95","31,236,339.40","30,973,792.38","30,821,077.05","31,379,317.49","30,007,160.79","29,272,550.18","27,971,047.92","26,918,687.62"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,"1,333,040.97","2,545,165.47",,,,,,
其他非流动负债,,"560,000.00","757,500.00","315,000.00","158,750.00","52,500.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"560,000.00","757,500.00","315,000.00","158,750.00","52,500.00",,,,,,,,,,,,,,,
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"15,140,005.66","23,731,171.05","31,885,040.62","40,630,760.23","34,442,709.20","39,746,304.45","42,513,070.91","43,910,391.97","36,077,579.50","65,283,658.07","45,408,547.87","45,919,100.69","59,151,088.98","88,996,506.54","101,846,277.72","90,202,746.25","132,127,897.24","183,594,784.28","149,956,650.37","159,127,916.22","163,089,611.02"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"7,449,045.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","68,720,000.00","68,720,000.00","68,720,000.00","68,720,000.00","68,720,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00","137,440,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"713,585.03","51,108,024.27","51,108,024.27","51,108,024.27","51,108,024.27","51,108,024.27","211,861,624.27","211,861,624.27","211,861,624.27","211,861,624.27","211,861,624.27","143,141,624.27","143,141,624.27","143,141,624.27","143,141,624.27","143,141,624.27","146,914,448.27","143,141,624.27","143,141,624.27","143,141,624.27","143,141,624.27"
无形资产,,"15,000.00","985,424.04","911,537.37","894,595.45","830,991.20","767,386.93","795,608.39","727,196.81","4,148,405.70","4,101,940.27","3,865,861.32","3,627,427.53","3,537,614.06","3,601,097.40","3,175,597.65","2,998,412.78","2,721,228.57","2,654,416.42","2,417,434.71","2,184,896.74"
盈余公积,"4,145,871.07","3,872,763.38","8,684,444.40","8,684,444.40","8,684,444.40","13,137,380.41","13,137,380.41","13,137,380.41","13,137,380.41","17,747,972.21","17,747,972.21","17,747,972.21","17,747,972.21","20,433,917.06","20,433,917.06","20,433,917.06","16,661,093.06","20,622,636.58","20,622,636.58","20,622,636.58","20,622,636.58"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"13,712,456.20","13,712,456.20","13,712,456.20","13,712,456.20","13,712,456.20","13,712,456.20","13,712,456.20","17,942,708.73","4,229,093.98","4,229,093.98","4,229,093.98","4,229,093.98"
未分配利润,"69,000,125.03","41,556,961.18","69,319,639.99","71,180,560.63","73,749,069.81","98,165,190.38","100,610,269.31","96,462,338.42","102,877,207.84","118,423,166.36","121,160,054.05","111,725,272.68","114,606,681.47","123,382,928.98","126,235,233.21","117,164,062.63","116,331,834.24","89,957,597.28","82,319,249.41","83,052,808.33","91,639,021.83"
长期待摊费用,"401,611.62","183,504.90","50,202.38","16,025.30","141,835.30","209,363.63","237,581.96","218,343.92","254,407.66","239,034.67","229,884.68","220,415.69","256,042.70","867,936.65","868,022.23","3,411,929.70","3,396,297.15","3,816,423.10","3,581,728.43","3,351,834.56","3,461,036.27"
少数股东权益,,,,,,,,,,"6,858,362.53","6,637,626.91","6,348,327.59","6,416,162.51","22,774,123.23","28,136,073.74","27,279,187.13","29,023,072.74","30,082,086.02","27,526,862.36","27,551,323.12","26,254,376.80"
递延所得税资产,"492,508.66","516,380.22","764,539.85","959,797.08","916,940.68","725,285.03","735,847.21","747,034.34","793,715.12","2,468,517.55","3,744,341.68","3,874,908.85","3,905,347.86","2,819,190.79","3,001,864.09","3,047,300.05","2,672,257.11","2,215,936.98","2,554,908.27","2,814,111.59","3,361,184.53"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"313,014.74","373,014.74","373,014.74",,"713,844.74","713,844.74",,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"20,461,531.56","18,915,776.00","19,808,527.68","19,739,036.01","19,615,106.94","20,005,792.89","19,345,139.67","20,274,591.08","20,170,833.10","59,454,331.34","60,915,938.14","63,132,574.73","70,356,171.36","73,029,318.71","105,358,759.83","105,742,627.38","115,661,270.00","103,634,369.59","104,129,333.43","126,931,078.72","126,209,242.67"
所有者权益(或股东权益)合计,"81,308,626.13","156,537,748.83","189,112,108.66","190,973,029.30","193,541,538.48","222,410,595.06","394,329,273.99","390,181,343.10","396,596,212.52","423,611,125.37","426,127,277.44","416,403,196.75","419,352,440.46","447,172,593.54","455,386,848.28","445,458,791.09","446,370,448.31","421,243,944.15","411,050,372.62","411,808,392.30","419,097,659.48"
资产总计,"96,448,631.79","180,268,919.88","220,997,149.28","231,603,789.53","227,984,247.68","262,156,899.51","436,842,344.90","434,091,735.07","432,673,792.02","488,894,783.44","471,535,825.31","462,322,297.44","478,503,529.44","536,169,100.08","557,233,126.00","535,661,537.34","578,498,345.55","604,838,728.43","561,007,022.99","570,936,308.52","582,187,270.50"
负债和所有者(或股东权益)合计,"96,448,631.79","180,268,919.88","220,997,149.28","231,603,789.53","227,984,247.68","262,156,899.51","436,842,344.90","434,091,735.07","432,673,792.02","488,894,783.44","471,535,825.31","462,322,297.44","478,503,529.44","536,169,100.08","557,233,126.00","535,661,537.34","578,498,345.55","604,838,728.43","561,007,022.99","570,936,308.52","582,187,270.50"
