科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"3,117,274.74","3,196,367.25","724,568.17","2,059,631.01","1,044,590.59","781,036.72","1,167,120.83","3,669,097.84","5,524,057.69","6,958,379.97","10,328,868.76","6,190,667.96","8,261,215.79","8,671,318.30","16,259,237.09","11,107,735.51","16,714,713.14","16,728,002.94","25,301,011.44","15,881,517.13","16,352,301.17","11,149,810.89","15,770,634.92","14,041,557.24","14,924,109.48","14,944,520.36","26,115,753.82","15,797,592.90","16,631,760.04","16,493,014.89","29,212,517.76","14,810,390.55","16,031,647.91","22,930,829.34","47,803,929.00","22,446,622.89","25,226,561.13","28,855,879.86","54,097,016.44","26,201,956.05","30,866,368.50","41,369,302.35","93,921,248.80","53,927,905.21","61,390,596.77","74,794,167.55","99,262,677.32","66,254,905.31"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,896,912.74","3,691,173.02","5,212,864.02","3,988,036.69","9,412,481.41","5,203,692.56","5,219,962.43","8,175,934.58","10,404,664.48","9,984,694.17","18,166,651.47","15,633,351.84","17,224,913.62","13,584,389.49","28,302,702.33","12,802,836.78","21,830,583.46","26,542,234.02","33,370,672.26","22,120,330.33","28,753,152.10","36,055,613.34","26,521,749.80","16,335,092.41","19,506,751.71","25,327,904.59","33,545,400.77","14,366,753.01","12,138,486.89","24,109,328.89","34,010,662.45","31,411,367.66","15,168,501.94","16,513,116.83","52,388,629.05","34,118,290.47","42,318,948.26","65,781,656.48","72,811,727.07","61,819,006.46","67,950,962.78","77,747,954.52","111,102,275.03","61,693,889.26","75,909,190.28","62,190,735.28","94,966,837.97","44,715,580.50"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,563,178.08","926,849.32",,"578,465.75","287,671.23",,,,,,"3,985,807.91","8,587,413.93","3,417,128.42","1,741,108.99","4,045,930.03","2,920,578.51","2,772,227.78","2,638,296.39",,"985,228.42",
应付利息,,,,"250,500.00",,"250,500.00",,"250,500.00",,"250,500.00",,"250,500.00","25,167.95","319,101.21","149,348.03","836,177.20","165,112.19","460,120.96","134,429.28","237,000.15","351,065.82","1,603,647.98","229,899.50","248,341.59","418,704.90","294,330.41","539,056.75","2,717.37","16,800.00","17,430.00","19,366.66",,,"100,313.02","396,232.41","226,165.29","41,833.35","60,416.67","54,827.43","28,884.51","552,770.11","853,736.21","1,190,120.98","936,308.46",,,"93,236.00","93,236.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"335,000.00","335,000.00",,,,,,,"4,114,285.73","12,632,209.55",,,,,
应付股利,,,,,,,,,,,,,,,,,,,,"78,043,329.68",,,,,,,"1,142,980.34","1,142,980.34","1,142,980.34","1,142,980.34","1,142,980.34","1,142,980.34","1,142,980.34","8,642,980.34","8,642,980.34","7,893,910.34","10,673,202.05","7,702,937.88","7,702,937.88","7,702,937.88","7,702,937.88","6,750,930.00","6,750,930.00","24,774,260.00","24,774,260.00",,"18,023,330.00","10,813,998.00"
存货,"27,238,541.16","26,613,679.41","27,661,365.01","31,796,438.80","27,031,106.15","33,043,069.02","38,813,878.72","46,806,869.42","47,645,146.12","44,622,721.06","22,160,270.53","16,545,656.78","16,046,129.58","28,992,449.33","42,824,782.26","63,093,068.18","85,292,756.99","113,787,593.82","113,465,838.30","148,395,579.36","145,925,942.68","147,224,026.05","158,964,405.22","189,046,293.20","191,866,165.04","217,194,590.65","193,817,485.22","232,712,529.52","218,048,722.48","251,940,140.41","250,563,864.31","281,410,057.41","296,180,085.95","398,196,697.92","430,618,051.22","452,789,008.25","428,967,639.32","429,445,484.09","427,069,460.93","440,241,034.90","466,013,982.30","519,244,676.79","530,037,748.85","597,692,185.99","601,642,641.89","615,450,257.79","571,183,631.78","593,549,168.34"
其他应付款,"157,351.39","1,716,636.08","148,669.79","102,300.48","34,369.08","30,306.56","264,969.80","252,128.89","497,918.53","371,839.97","2,462,829.32","3,816,958.12","5,005,736.76","4,655,229.46","23,945,693.81","22,938,831.39","77,685,082.35","71,026,560.53","73,323,726.31",,"97,407,068.67","88,016,778.23","85,657,475.51","91,235,591.86","37,382,585.92","41,407,807.87","44,559,350.40","25,974,727.04","12,097,624.51","14,564,366.24","13,823,407.94","11,925,536.33","9,797,561.89","76,611,101.43","154,121,678.02","127,310,149.13","187,488,169.11","162,574,904.82","249,356,722.60","262,990,869.19","282,434,283.94","458,089,665.32","479,832,961.57","461,291,485.34","305,665,519.43","335,512,026.38","178,695,611.64","139,081,448.02"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,"56,096.97",,,,,,"10,000,000.00",,"29,567,800.00",,,,,,,,,,,,,,,,"4,681,380.00","4,642,680.00","4,590,900.00","4,806,660.00","134,638,380.00","137,466,420.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00",,508.71,"6,102,755.21",,,,"1,055,304,229.70","788,575,263.44","467,000,000.00","459,000,000.00","11,591,977.99","11,744,082.30","10,263,684.31","7,690,682.67","14,266,059.42","18,894,324.81"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"108,725,196.85","254,236,412.54","264,039,989.73","273,432,801.51","269,182,441.04","280,566,730.57","288,866,154.88","326,388,612.75","326,921,692.67","331,897,520.50","295,369,753.44","278,727,239.67","306,434,546.18","301,248,206.08","628,879,023.84","646,759,373.53","698,305,277.45","653,354,140.00","698,196,812.09","641,541,816.17","731,284,256.82","744,411,197.44","786,322,615.14","761,205,936.52","796,519,161.08","823,237,579.44","900,642,690.81","799,219,513.75","891,209,912.97","1,047,424,631.20","1,073,220,995.97","986,223,182.81","1,011,971,705.96","1,554,988,678.27","1,636,891,862.23","1,499,447,958.49","2,920,764,472.41","1,907,772,366.67","3,037,528,466.84","2,991,319,730.85","3,290,221,146.35","3,492,822,434.10","3,335,976,852.99","3,290,649,068.27","3,323,114,250.11","3,397,173,141.93","3,482,476,978.60","3,086,741,662.60"
流动负债合计,"64,081,530.02","49,624,096.19","55,640,205.82","47,498,237.10","49,525,474.07","56,219,304.43","55,388,659.47","86,595,932.95","89,214,216.50","98,726,574.01","114,149,701.54","114,486,729.79","139,754,016.22","135,242,768.45","197,868,597.23","224,884,834.62","325,344,926.74","301,723,464.07","406,511,474.77","388,482,373.45","493,140,606.83","461,795,116.79","477,510,336.37","467,048,632.89","517,339,649.86","515,995,228.36","657,300,029.65","410,813,330.34","374,044,778.32","411,466,390.30","411,144,794.42","364,049,731.23","401,474,914.98","660,467,843.41","841,116,676.17","755,932,668.59","713,244,416.02","780,929,124.80","966,715,940.70","910,273,737.35","1,408,201,574.82","1,801,552,295.46","1,855,078,863.85","1,880,187,839.79","1,590,582,910.84","1,664,333,345.80","1,655,619,930.78","1,266,078,533.93"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","28,069,306.93","72,069,306.93","63,069,306.93","88,587,806.93","88,772,306.93","88,950,306.93","89,141,306.93","89,778,806.93","101,573,806.93","104,963,306.93","105,542,806.93","106,975,306.93","159,773,829.77",
长期借款,,,,,,,,,,,,,,,"552,777.41","456,534.75","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","30,432,200.00","48,830,674.00","62,892,814.96","72,374,963.10","75,346,280.28","84,066,284.25","59,357,199.17",,,,,,,,,,,,,,,"30,000,000.00","44,196,474.13","42,960,464.09","418,205,025.73","427,545,878.73","431,432,664.83","425,940,163.30"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,"260,000,000.00","130,000,000.00",,,,,,,,,"1,080,000,000.00",,,,,,,,,,
应付债券,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,406,599.93","86,641,408.69","89,557,015.09","224,752,961.83","313,722,532.48","75,223,602.42","72,599,846.59","69,594,562.20","69,892,310.24","65,246,674.23","64,843,974.47"
长期应付款,,,,,,,,,,,,,,,"378,204.20","299,950.53","220,200.59","138,925.79",,,,,,,,,,,,,,,,,,,,,,,"17,077,916.67","16,243,101.18","15,370,124.48","14,516,228.65","25,662,332.81","24,207,039.00","22,754,780.38","21,301,483.95"
长期股权投资,,,,,,,,,,,,,,,,"3,000,000.00","15,045,636.56","14,852,015.08","15,203,229.61","15,181,320.35","15,323,376.94","15,558,889.40","12,880,629.69","12,688,356.43","13,060,643.96","15,115,678.28","15,872,607.72","15,738,612.88","15,196,779.99","50,065,185.36","15,547,567.10","14,970,721.88","14,612,576.33","14,248,658.78","13,621,861.27","13,618,390.27","68,768,819.14","70,713,570.22","103,827,036.04","105,131,679.19","106,750,760.07","52,326,891.93","60,339,449.73","62,438,155.82","55,363,205.89","54,643,566.93","27,455,907.69","27,271,372.39"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"34,460,739.02","34,573,643.88","34,452,912.57","35,249,079.09","34,997,625.47","34,490,168.79","43,391,741.55","42,750,000.62","42,678,685.10","42,431,707.95","57,452,270.21","56,870,062.61","57,538,016.88","57,468,829.09","72,520,997.30","71,353,201.71","73,721,261.60","77,663,735.38","135,507,411.56","133,979,046.43","155,911,278.70","132,212,112.41","164,458,470.30","165,383,987.79","170,749,882.90","319,074,255.62","399,734,333.57","394,291,923.46","392,328,291.32","389,955,919.78","395,798,096.20","389,592,568.17","391,311,618.08","464,698,405.26","468,834,376.77","463,768,345.53","460,261,785.17","478,352,764.57","504,756,937.45","543,592,255.20","539,995,992.00","481,988,152.56","605,171,150.09","599,523,789.70","611,982,526.47","616,112,737.75","616,294,571.08","634,921,738.41"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,126,908.57","10,847,806.21","10,568,703.84","10,289,601.47","10,010,499.11","21,048,252.16","20,769,149.79","29,496,867.63","41,773,825.65","25,086,423.92","24,420,055.69","21,701,952.42","22,872,300.51","23,484,026.26","22,987,803.67"
在建工程,"556,317.51","1,104,968.38","17,060,559.04","20,392,462.03","22,092,842.23","23,541,260.25","7,544,670.83","8,494,524.91","11,813,126.55","12,552,550.80","120,759.72","646,574.90","2,220,450.71","3,870,721.62","8,064,618.07","12,643,669.90","67,927,004.17","97,170,800.28","89,041,604.94","107,501,052.66","103,952,551.45","121,595,614.71","119,519,680.60","131,667,415.43","155,702,631.86","9,276,540.97","210,628.50","591,563.80","709,528.44","2,173,809.47","3,840,421.63","3,963,538.99","542,026.89","14,223,665.59","48,276,895.38","52,473,702.53","66,164,684.08","53,936,180.20","62,396,301.39","22,027,242.56","31,483,327.52","34,631,111.64","12,548,569.22","13,520,226.10","14,331,984.99","33,784,307.06","40,980,822.12","35,013,178.00"
其他非流动负债,"600,000.00","600,000.00","10,350,000.00","10,350,000.00","10,350,000.00","10,350,000.00","11,070,000.00","11,070,000.00","11,070,000.00","22,070,000.00","32,518,750.00","32,275,000.00","32,031,250.00","32,137,500.00","32,118,750.04","32,387,500.03","37,526,250.02","52,488,040.01","60,562,053.67","63,842,605.66","67,905,659.69","67,117,073.37","99,107,323.37","99,793,573.38","102,719,823.42","106,616,073.34","124,767,541.95","131,953,493.45","142,901,228.28","141,682,846.41",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,"75,820.24","10,304.77","8,500.82",,,"4,934.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"600,000.00","600,000.00","10,350,000.00","25,350,000.00","25,350,000.00","25,350,000.00","26,070,000.00","26,070,000.00","26,070,000.00","37,070,000.00","32,518,750.00","32,275,000.00","32,031,250.00","32,137,500.00","33,049,731.65","33,143,985.31","57,746,450.61","72,626,965.80","80,562,053.67","83,842,605.66","98,337,859.69","115,947,747.37","162,000,138.33","172,168,536.48","178,066,103.70","190,682,357.59","184,124,741.12","131,953,493.45","142,901,228.28","141,682,846.41","147,408,464.47","144,772,415.95","142,456,368.11","169,696,464.49","166,827,814.64","164,061,819.89","164,327,179.46","174,862,962.11","182,287,331.87","180,628,099.55","205,912,909.63","247,188,559.94","233,277,558.00","224,203,988.60","602,037,597.15","607,910,311.36","643,165,365.81","632,736,501.84"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"64,681,530.02","50,224,096.19","65,990,205.82","72,848,237.10","74,875,474.07","81,569,304.43","81,458,659.47","112,665,932.95","115,284,216.50","135,796,574.01","146,668,451.54","146,761,729.79","171,785,266.22","167,380,268.45","230,918,328.88","258,028,819.93","383,091,377.35","374,350,429.87","487,073,528.44","472,324,979.11","591,478,466.52","577,742,864.16","639,510,474.70","639,217,169.37","695,405,753.56","706,677,585.95","841,424,770.77","542,766,823.79","516,946,006.60","553,149,236.71","558,553,258.89","508,822,147.18","543,931,283.09","830,164,307.90","1,007,944,490.81","919,994,488.48","877,571,595.48","955,792,086.91","1,149,003,272.57","1,090,901,836.90","1,614,114,484.45","2,048,740,855.40","2,088,356,421.85","2,104,391,828.39","2,192,620,507.99","2,272,243,657.16","2,298,785,296.59","1,898,815,035.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,000,000.00","53,500,000.00","53,500,000.00","53,500,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","90,950,000.00","100,550,015.00","100,550,015.00","151,253,617.00","151,253,617.00","151,253,617.00","151,253,617.00","181,504,340.00","181,504,340.00","181,504,340.00","181,504,340.00","181,504,340.00","181,504,340.00","181,504,340.00","234,609,696.00","234,609,696.00","234,609,696.00","234,609,696.00","234,609,696.00","234,609,696.00","293,709,494.00","293,709,494.00","293,709,494.00","506,369,175.00","506,369,175.00","512,065,675.00","512,760,675.00","512,760,675.00","512,760,675.00","513,240,215.00","513,240,215.00","513,240,215.00","513,240,215.00","512,979,215.00","512,979,215.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"216,576.90","138,657,247.51","138,657,247.51","138,826,147.51","101,376,147.51","101,376,147.51","101,376,147.51","101,723,547.51","101,723,547.51","101,723,547.51","108,204,295.53","114,631,577.23","121,058,858.91","127,486,140.63","398,538,954.86","402,697,899.24","358,917,836.84","351,279,820.31","343,824,070.70","343,824,070.70","313,769,656.01","313,811,016.01","314,338,419.03","314,694,237.03","315,050,055.03","315,405,873.03","315,478,563.99","725,963,000.39","726,237,197.06","726,511,393.74","726,425,010.86","710,221,209.43","710,221,209.43","2,112,209,909.45","2,106,305,417.27","2,106,628,056.61","3,541,785,979.43","3,541,893,448.58","3,632,330,300.06","3,626,934,856.38","3,595,314,631.37","3,595,109,591.56","3,607,846,068.80","3,614,704,353.95","3,577,170,501.93","3,579,822,490.40","3,194,063,070.39","3,196,463,563.23"
无形资产,,,,,,"315,545.50","1,327,340.83","1,295,142.08","1,309,755.31","1,500,527.43","109,548,309.76","107,912,294.63","107,701,676.99","105,915,226.02","134,999,551.50","139,046,870.71","153,300,384.56","159,762,079.84","178,394,373.36","175,153,816.03","248,200,694.15","248,588,994.64","259,520,980.00","253,235,440.24","244,975,984.23","257,082,292.38","287,774,717.53","283,593,162.85","270,173,775.72","265,574,671.45","289,895,829.59","282,161,112.93","274,503,468.96","348,417,932.19","353,912,911.52","345,816,390.26","339,535,401.89","364,606,500.82","360,966,471.19","350,753,196.63","351,408,846.85","365,353,201.12","352,959,119.14","332,720,804.88","321,179,803.53","355,056,959.01","393,944,345.00","396,524,173.14"
盈余公积,"2,380,132.05","2,380,132.05","5,931,895.29","5,931,895.29","5,931,895.29","5,931,895.29","9,609,823.08","9,609,823.08","9,609,823.08","9,609,823.08","13,168,656.94","13,168,656.94","13,168,656.94","13,168,656.94","15,698,699.34","15,698,699.34","15,698,699.34","15,698,699.34","19,293,296.62","19,293,296.62","19,293,296.62","19,293,296.62","25,279,858.57","25,279,858.57","25,279,858.57","25,279,858.57","27,611,574.43","27,611,574.43","27,611,574.43","27,611,574.43","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","27,858,861.31","39,811,677.52","39,811,677.52","39,811,677.52","39,811,677.52","39,811,677.52","39,811,677.52"
开发支出,,,"3,725,490.02","5,265,468.76","9,844,685.86","13,964,663.17","25,544,684.21","28,928,132.22","31,291,833.95","38,613,858.30","18,088,715.69","26,952,314.26","38,871,685.24","50,966,411.80","42,807,016.57","55,177,692.48","72,829,374.91","85,191,970.00","91,347,597.47","104,594,355.15","52,033,477.72","60,321,960.57","60,811,871.97","72,149,740.86","77,864,115.13","64,324,740.11","47,121,433.79","54,127,943.41","54,496,247.06","58,980,168.02","37,765,924.57","42,446,510.60","46,547,710.15","62,842,551.89","61,541,642.72","67,761,648.32","72,978,894.37","52,733,423.76","73,106,125.57","82,960,708.34","86,021,026.96","90,446,908.76","116,584,148.59","136,352,281.01","139,637,838.31","158,068,742.33","149,604,380.69","149,854,602.57"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,833,805.00","90,528,805.00","97,598,205.00","97,598,205.00","105,172,673.80","105,172,673.80","67,737,515.00","67,737,515.00","65,623,615.00","33,532,207.50"
商誉,,,,,,,,,,,,,,,"25,990,547.76","25,990,547.76","35,691,841.48","35,743,111.86","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","31,420,710.91","1,000,428,311.20","1,149,026,445.24","1,149,026,445.24","1,270,542,576.11","1,270,542,576.11","1,270,287,344.06","1,270,287,344.06","1,270,287,344.06","1,526,286,750.86","1,958,411,676.42","1,943,683,170.25","1,953,150,914.30","1,985,023,117.85","1,515,012,504.30","1,497,391,631.70"
