科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"3,697,000,000.00","8,682,000,000.00","16,090,000,000.00","3,845,000,000.00","9,509,000,000.00","14,928,000,000.00","18,910,000,000.00","6,112,000,000.00","12,646,000,000.00","22,585,000,000.00","25,079,000,000.00","8,760,000,000.00","15,751,000,000.00","25,388,000,000.00","30,337,000,000.00","9,079,000,000.00","20,094,000,000.00","30,417,000,000.00","39,677,000,000.00","11,544,000,000.00","23,374,000,000.00","33,426,000,000.00","43,570,000,000.00","9,740,000,000.00","28,127,000,000.00","36,117,000,000.00","50,746,000,000.00","9,728,000,000.00","19,636,000,000.00","29,205,000,000.00","43,826,000,000.00","8,727,000,000.00","19,280,000,000.00","27,162,000,000.00","37,480,000,000.00","7,986,000,000.00","15,793,000,000.00","24,463,000,000.00","32,730,000,000.00","12,629,000,000.00","26,734,000,000.00","39,241,000,000.00"
收到其他与筹资活动有关的现金,,"445,000,000.00","66,187,000,000.00",,,,,,,,"129,000,000.00",,"73,000,000.00","108,000,000.00","173,000,000.00","40,000,000.00","507,000,000.00","507,000,000.00","507,000,000.00",,"150,000,000.00","150,000,000.00","162,000,000.00",,,,"68,608,000,000.00","55,000,000.00","50,697,000,000.00","53,000,000.00","53,000,000.00","700,000,000.00","700,000,000.00","700,000,000.00",,,,,"435,000,000.00",,"25,000,000.00","25,000,000.00"
支付其他与经营活动有关的现金,"516,000,000.00","1,032,000,000.00","2,872,000,000.00","681,000,000.00","1,170,000,000.00","1,812,000,000.00","2,818,000,000.00","539,000,000.00","632,000,000.00","1,392,000,000.00","2,707,000,000.00","437,000,000.00","1,720,000,000.00","2,125,000,000.00","3,035,000,000.00","551,000,000.00","1,776,000,000.00","2,212,000,000.00","5,445,000,000.00","3,454,000,000.00","3,191,000,000.00","6,482,000,000.00","6,049,000,000.00","4,961,000,000.00","12,868,000,000.00","14,932,000,000.00","17,608,000,000.00","3,328,000,000.00","7,472,000,000.00","6,499,000,000.00","7,107,000,000.00","1,836,000,000.00","3,036,000,000.00","4,295,000,000.00","4,223,000,000.00","5,714,000,000.00","12,629,000,000.00","12,265,000,000.00","4,137,000,000.00","2,347,000,000.00","2,373,000,000.00","3,020,000,000.00"
筹资活动现金流入小计,"16,399,000,000.00","21,436,000,000.00","116,434,000,000.00","10,727,000,000.00","20,444,000,000.00","30,960,000,000.00","42,743,000,000.00","13,071,000,000.00","23,084,000,000.00","36,270,000,000.00","51,378,000,000.00","8,445,000,000.00","21,012,000,000.00","28,510,000,000.00","30,166,000,000.00","2,511,000,000.00","3,686,000,000.00","9,950,000,000.00","7,183,000,000.00","676,000,000.00","7,806,000,000.00","20,998,000,000.00","40,220,000,000.00","6,179,000,000.00","15,535,000,000.00","49,990,000,000.00","71,468,000,000.00","16,359,000,000.00","51,097,000,000.00","81,641,000,000.00","85,439,000,000.00","23,079,000,000.00","35,939,000,000.00","43,679,000,000.00","52,780,000,000.00","8,100,000,000.00","15,741,000,000.00","19,062,000,000.00","29,583,000,000.00","3,731,000,000.00","10,122,000,000.00","17,037,000,000.00"
经营活动现金流出小计,"14,982,000,000.00","28,155,000,000.00","61,343,000,000.00","17,146,000,000.00","33,116,000,000.00","52,181,000,000.00","75,419,000,000.00","17,468,000,000.00","39,008,000,000.00","63,997,000,000.00","84,359,000,000.00","24,732,000,000.00","50,469,000,000.00","82,382,000,000.00","117,276,000,000.00","33,525,000,000.00","77,301,000,000.00","117,923,000,000.00","171,880,000,000.00","48,706,000,000.00","105,947,000,000.00","156,828,000,000.00","217,429,000,000.00","59,196,000,000.00","123,892,000,000.00","190,011,000,000.00","274,338,000,000.00","57,243,000,000.00","115,266,000,000.00","167,098,000,000.00","219,881,000,000.00","39,771,000,000.00","76,395,000,000.00","111,820,000,000.00","149,412,000,000.00","35,795,000,000.00","68,478,000,000.00","104,120,000,000.00","153,404,000,000.00","47,451,000,000.00","94,999,000,000.00","144,705,000,000.00"
偿还债务支付的现金,"12,403,000,000.00","16,966,000,000.00","49,603,000,000.00","7,059,000,000.00","12,176,000,000.00","20,919,000,000.00","27,652,000,000.00","12,729,000,000.00","24,938,000,000.00","36,394,000,000.00","47,140,000,000.00","9,299,000,000.00","21,037,000,000.00","29,398,000,000.00","42,097,000,000.00","10,448,000,000.00","13,845,000,000.00","16,757,000,000.00","20,814,000,000.00","4,368,000,000.00","13,595,000,000.00","20,694,000,000.00","34,534,000,000.00","6,041,000,000.00","21,191,000,000.00","36,764,000,000.00","51,439,000,000.00","9,406,000,000.00","35,944,000,000.00","64,100,000,000.00","83,753,000,000.00","16,038,000,000.00","24,077,000,000.00","28,896,000,000.00","42,756,000,000.00","8,387,000,000.00","14,577,000,000.00","17,717,000,000.00","29,927,000,000.00","1,994,000,000.00","8,886,000,000.00","30,989,000,000.00"
经营活动产生的现金流量净额,"7,580,000,000.00","13,784,000,000.00","29,935,000,000.00","9,591,000,000.00","22,468,000,000.00","32,922,000,000.00","44,226,000,000.00","18,014,000,000.00","29,154,000,000.00","40,995,000,000.00","55,927,000,000.00","13,028,000,000.00","30,556,000,000.00","46,041,000,000.00","59,377,000,000.00","19,668,000,000.00","53,375,000,000.00","72,742,000,000.00","72,864,000,000.00","17,045,000,000.00","35,380,000,000.00","57,844,000,000.00","71,847,000,000.00","13,146,000,000.00","17,918,000,000.00","35,171,000,000.00","54,288,000,000.00","6,035,000,000.00","32,081,000,000.00","62,570,000,000.00","67,511,000,000.00","9,995,000,000.00","30,911,000,000.00","36,142,000,000.00","55,406,000,000.00","15,225,000,000.00","38,207,000,000.00","62,174,000,000.00","81,883,000,000.00","24,983,000,000.00","47,637,000,000.00","83,814,000,000.00"
分配股利、利润或偿还利息支付的现金,"1,118,000,000.00","8,530,000,000.00","28,378,000,000.00","1,339,000,000.00","12,674,000,000.00","13,739,000,000.00","16,194,000,000.00","1,121,000,000.00","13,078,000,000.00","14,910,000,000.00","16,223,000,000.00","1,504,000,000.00","3,165,000,000.00","14,706,000,000.00","16,839,000,000.00","1,622,000,000.00","18,365,000,000.00","19,530,000,000.00","21,119,000,000.00","2,028,000,000.00","20,259,000,000.00","24,578,000,000.00","26,381,000,000.00","1,476,000,000.00","3,282,000,000.00","26,467,000,000.00","30,487,000,000.00","741,000,000.00","3,842,000,000.00","26,233,000,000.00","28,408,000,000.00","1,454,000,000.00","15,511,000,000.00","25,025,000,000.00","27,791,000,000.00","1,330,000,000.00","4,438,000,000.00","15,889,000,000.00","18,146,000,000.00","2,346,000,000.00","3,613,000,000.00","65,804,000,000.00"
收回投资收到的现金,"36,000,000.00","2,036,000,000.00","2,154,000,000.00",,"2,000,000.00","424,000,000.00","259,000,000.00","1,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,"3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","73,000,000.00","73,000,000.00","73,000,000.00","82,000,000.00",,"229,000,000.00","229,000,000.00","309,000,000.00",,"161,000,000.00","381,000,000.00","195,000,000.00","402,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,,"40,000,000.00","47,000,000.00","35,000,000,000.00","35,491,000,000.00","59,494,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"1,453,000,000.00",,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00","9,338,000,000.00",,,,,"4,000,000.00","4,000,000.00","4,000,000.00","5,390,000,000.00","309,000,000.00","309,000,000.00","309,000,000.00",,,,
取得投资收益收到的现金,"15,000,000.00","309,000,000.00","495,000,000.00","12,000,000.00","225,000,000.00","225,000,000.00","542,000,000.00","24,000,000.00","182,000,000.00","195,000,000.00","408,000,000.00","1,000,000.00","46,000,000.00","46,000,000.00","428,000,000.00","32,000,000.00","79,000,000.00","98,000,000.00","274,000,000.00","19,000,000.00","106,000,000.00","114,000,000.00","902,000,000.00","317,000,000.00","543,000,000.00","965,000,000.00","1,490,000,000.00","120,000,000.00","619,000,000.00","957,000,000.00","1,208,000,000.00","180,000,000.00","553,000,000.00","913,000,000.00","899,000,000.00","95,000,000.00","173,000,000.00","428,000,000.00","1,096,000,000.00","588,000,000.00","318,000,000.00","1,045,000,000.00"
筹资活动现金流出小计,"13,521,000,000.00","25,496,000,000.00","77,981,000,000.00","8,398,000,000.00","24,850,000,000.00","34,658,000,000.00","45,299,000,000.00","13,850,000,000.00","38,016,000,000.00","51,304,000,000.00","63,363,000,000.00","10,803,000,000.00","24,202,000,000.00","44,104,000,000.00","58,936,000,000.00","12,070,000,000.00","32,210,000,000.00","36,287,000,000.00","41,933,000,000.00","6,396,000,000.00","33,854,000,000.00","45,272,000,000.00","60,915,000,000.00","7,517,000,000.00","24,488,000,000.00","63,246,000,000.00","91,264,000,000.00","10,147,000,000.00","39,786,000,000.00","90,333,000,000.00","112,161,000,000.00","17,496,000,000.00","39,592,000,000.00","53,925,000,000.00","75,937,000,000.00","10,026,000,000.00","19,324,000,000.00","33,915,000,000.00","48,073,000,000.00","4,340,000,000.00","12,499,000,000.00","96,793,000,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"37,000,000.00","136,000,000.00","29,000,000.00","36,000,000.00","36,000,000.00","90,000,000.00",,"57,000,000.00","57,000,000.00","141,000,000.00","4,000,000.00","73,000,000.00","77,000,000.00","100,000,000.00","2,000,000.00","10,000,000.00","24,000,000.00","5,291,000,000.00","55,000,000.00","90,000,000.00","108,000,000.00","220,000,000.00","190,000,000.00","44,000,000.00","73,000,000.00","167,000,000.00","145,000,000.00","25,000,000.00","30,000,000.00","686,000,000.00","22,000,000.00","23,000,000.00","66,000,000.00","640,000,000.00","2,000,000.00","244,000,000.00","338,000,000.00","649,000,000.00","106,000,000.00","1,888,000,000.00","2,265,000,000.00"
筹资活动产生的现金流量净额,"2,878,000,000.00","-4,060,000,000.00","38,453,000,000.00","2,329,000,000.00","-4,406,000,000.00","-3,698,000,000.00","-2,556,000,000.00","-779,000,000.00","-14,932,000,000.00","-15,034,000,000.00","-11,985,000,000.00","-2,358,000,000.00","-3,190,000,000.00","-15,594,000,000.00","-28,770,000,000.00","-9,559,000,000.00","-28,524,000,000.00","-26,337,000,000.00","-34,750,000,000.00","-5,720,000,000.00","-26,048,000,000.00","-24,274,000,000.00","-20,695,000,000.00","-1,338,000,000.00","-8,953,000,000.00","-13,256,000,000.00","-19,796,000,000.00","6,212,000,000.00","11,311,000,000.00","-8,692,000,000.00","-26,722,000,000.00","5,583,000,000.00","-3,653,000,000.00","-10,246,000,000.00","-23,157,000,000.00","-1,926,000,000.00","-3,583,000,000.00","-14,853,000,000.00","-18,490,000,000.00","-609,000,000.00","-2,377,000,000.00","-79,756,000,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"473,000,000.00",,,,,"444,000,000.00","445,000,000.00","445,000,000.00",,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"51,000,000.00","-5,000,000.00","-30,000,000.00","-13,000,000.00","-2,000,000.00","3,000,000.00","6,000,000.00","4,000,000.00","-7,000,000.00","2,000,000.00","-2,000,000.00","-2,000,000.00","3,000,000.00",,"-47,000,000.00","-45,000,000.00","-24,000,000.00","8,000,000.00","2,000,000.00","-77,000,000.00","-2,000,000.00","1,000,000.00","-6,000,000.00","168,000,000.00","235,000,000.00","-5,000,000.00","36,000,000.00","65,000,000.00","126,000,000.00","202,000,000.00","-62,000,000.00","-153,000,000.00"
收到其他与投资活动有关的现金,"61,000,000.00","134,000,000.00","1,139,000,000.00","263,000,000.00","349,000,000.00","578,000,000.00","853,000,000.00","447,000,000.00","28,944,000,000.00","33,715,000,000.00","14,698,000,000.00","5,693,000,000.00","8,275,000,000.00","12,537,000,000.00","16,108,000,000.00","678,000,000.00","3,291,000,000.00","3,466,000,000.00","846,000,000.00","486,000,000.00","3,872,000,000.00","6,185,000,000.00","4,531,000,000.00","1,847,000,000.00","1,781,000,000.00","3,781,000,000.00","3,789,000,000.00","473,000,000.00","428,000,000.00","611,000,000.00","1,981,000,000.00","72,000,000.00","578,000,000.00","845,000,000.00","3,287,000,000.00","332,000,000.00","387,000,000.00","1,109,000,000.00","2,674,000,000.00","2,186,000,000.00","3,130,000,000.00","3,235,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"112,000,000.00","2,516,000,000.00","3,924,000,000.00","304,000,000.00","612,000,000.00","1,263,000,000.00","1,744,000,000.00","472,000,000.00","29,188,000,000.00","33,972,000,000.00","15,252,000,000.00","5,698,000,000.00","8,394,000,000.00","12,660,000,000.00","17,109,000,000.00","712,000,000.00","6,380,000,000.00","6,588,000,000.00","9,411,000,000.00","1,077,000,000.00","4,586,000,000.00","6,925,000,000.00","5,735,000,000.00","2,354,000,000.00","2,597,000,000.00","5,048,000,000.00","5,755,000,000.00","738,000,000.00","1,233,000,000.00","1,979,000,000.00","4,070,000,000.00","676,000,000.00","1,554,000,000.00","2,224,000,000.00","5,226,000,000.00","429,000,000.00","804,000,000.00","1,915,000,000.00","4,466,000,000.00","37,880,000,000.00","40,827,000,000.00","66,039,000,000.00"
五、现金及现金等价物净增加额,"3,647,000,000.00","-218,000,000.00","37,646,000,000.00","6,592,000,000.00","3,720,000,000.00","7,253,000,000.00","5,650,000,000.00","-365,000,000.00","-28,243,000,000.00","-19,610,000,000.00","6,890,000,000.00","-1,249,000,000.00","13,924,000,000.00","15,294,000,000.00","7,401,000,000.00","-4,013,000,000.00","-3,267,000,000.00","-2,315,000,000.00","-15,775,000,000.00","3,951,000,000.00","-9,664,000,000.00","-3,922,000,000.00","-10,025,000,000.00","6,119,000,000.00","-10,926,000,000.00","-6,287,000,000.00","-13,305,000,000.00","7,235,000,000.00","25,137,000,000.00","23,999,000,000.00","-2,376,000,000.00","10,429,000,000.00","15,629,000,000.00","11,086,000,000.00","6,361,000,000.00","9,626,000,000.00","23,866,000,000.00","31,009,000,000.00","-1,135,000,000.00","41,048,000,000.00","47,147,000,000.00","22,923,000,000.00"
购建固定资产、无形资产和其他长期资产支付的现金,"6,802,000,000.00","10,989,000,000.00","28,073,000,000.00","5,511,000,000.00","14,242,000,000.00","22,454,000,000.00","36,546,000,000.00","4,798,000,000.00","10,604,000,000.00","17,176,000,000.00","31,537,000,000.00","6,130,000,000.00","12,855,000,000.00","18,795,000,000.00","27,534,000,000.00","6,818,000,000.00","17,470,000,000.00","36,821,000,000.00","44,972,000,000.00","7,835,000,000.00","16,067,000,000.00","30,060,000,000.00","53,369,000,000.00","7,808,000,000.00","21,412,000,000.00","31,787,000,000.00","51,665,000,000.00","5,757,000,000.00","18,115,000,000.00","30,037,000,000.00","44,539,000,000.00","4,792,000,000.00","10,692,000,000.00","15,676,000,000.00","29,876,000,000.00","3,026,000,000.00","8,975,000,000.00","13,790,000,000.00","29,058,000,000.00","3,073,000,000.00","10,627,000,000.00","16,403,000,000.00"
期初现金及现金等价物余额,"15,758,000,000.00","15,501,000,000.00","15,758,000,000.00","53,404,000,000.00","53,404,000,000.00","53,404,000,000.00","53,404,000,000.00","59,054,000,000.00","59,054,000,000.00","59,054,000,000.00","59,054,000,000.00","65,944,000,000.00","65,944,000,000.00","65,944,000,000.00","65,944,000,000.00","74,517,000,000.00","77,212,000,000.00","77,212,000,000.00","77,212,000,000.00","61,437,000,000.00","61,652,000,000.00","61,652,000,000.00","61,652,000,000.00","51,627,000,000.00","51,627,000,000.00","51,627,000,000.00","51,637,000,000.00","38,332,000,000.00","38,332,000,000.00","38,332,000,000.00","38,332,000,000.00","35,956,000,000.00","35,956,000,000.00","35,956,000,000.00","35,962,000,000.00","42,323,000,000.00","42,323,000,000.00","42,323,000,000.00","42,323,000,000.00","41,189,000,000.00","41,188,000,000.00","41,188,000,000.00"
投资支付的现金,"121,000,000.00","1,379,000,000.00","2,724,000,000.00","71,000,000.00","244,000,000.00","244,000,000.00","409,000,000.00",,"74,000,000.00","106,000,000.00","151,000,000.00","1,138,000,000.00","281,000,000.00","294,000,000.00","3,347,000,000.00",,,,"90,000,000.00",,"302,000,000.00","413,000,000.00","1,686,000,000.00","185,000,000.00","185,000,000.00","185,000,000.00","236,000,000.00",,"45,000,000.00","45,000,000.00","1,147,000,000.00","3,000,000.00","28,000,000.00","48,000,000.00","48,000,000.00","5,000,000.00","38,000,000.00","38,000,000.00","33,506,000,000.00","18,054,000,000.00","26,230,000,000.00","29,533,000,000.00"
期末现金及现金等价物余额,"19,405,000,000.00","15,283,000,000.00","53,404,000,000.00","59,996,000,000.00","57,124,000,000.00","60,657,000,000.00","59,054,000,000.00","58,689,000,000.00","30,811,000,000.00","39,444,000,000.00","65,944,000,000.00","64,695,000,000.00","79,868,000,000.00","81,238,000,000.00","73,345,000,000.00","70,504,000,000.00","73,945,000,000.00","74,897,000,000.00","61,437,000,000.00","65,388,000,000.00","51,988,000,000.00","57,730,000,000.00","51,627,000,000.00","57,746,000,000.00","40,701,000,000.00","45,340,000,000.00","38,332,000,000.00","45,567,000,000.00","63,469,000,000.00","62,331,000,000.00","35,956,000,000.00","46,385,000,000.00","51,585,000,000.00","47,042,000,000.00","42,323,000,000.00","51,949,000,000.00","66,189,000,000.00","73,332,000,000.00","41,188,000,000.00","82,237,000,000.00","88,335,000,000.00","64,111,000,000.00"
