科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"18,960,910.08","25,795,318.64","4,709,154.26","29,766,024.29","6,853,495.12","16,235,573.19","34,711,664.53","37,093,483.67","13,635,411.95","25,738,391.53","40,808,261.09","57,531,305.29","20,273,993.66","34,206,446.61","54,752,558.95","74,494,106.90","22,202,579.15","39,574,855.24","57,508,510.57","76,320,840.61","20,974,415.85","36,778,177.43","56,388,937.07","69,442,412.04","17,144,600.17","31,980,707.93","46,215,461.51","61,386,149.17","14,003,967.95","28,871,806.02","47,245,407.62","70,900,220.51","25,332,140.08","48,181,076.66","72,166,616.72","94,512,385.87","28,694,675.81","51,627,120.81"
取得借款收到的现金,,"15,000,000.00","16,000,000.00","16,000,000.00","22,828,025.81","16,000,000.00","16,000,000.00","16,000,000.00",,,,"45,000,000.00",,"80,000,000.00","199,403,391.72","199,442,360.86",,,,,"20,724,372.35","20,898,378.97","84,724,076.64","95,468,021.26","60,000,000.00","202,180,151.75","247,654,741.75","175,971,165.29","51,658,495.49","54,505,544.22","161,605,544.22","216,605,544.22","65,206,250.00","155,006,250.00","175,064,205.00","224,906,080.00","54,900,000.00","131,479,040.00"
支付的各项税费,"18,132,999.06","28,450,346.51","9,972,166.24","35,850,693.14","6,346,418.33","18,517,577.72","25,250,583.60","38,768,049.76","12,125,891.55","23,171,258.07","37,905,022.16","50,628,945.95","12,882,997.71","31,278,939.69","44,647,606.80","55,068,118.54","18,164,781.98","27,492,905.27","39,704,556.84","50,915,319.59","11,626,828.07","25,920,195.13","29,476,282.94","33,912,181.52","12,404,512.60","26,294,001.89","40,830,112.57","42,470,274.19","16,256,874.76","27,053,623.88","32,618,774.92","36,350,081.94","8,827,233.61","13,747,649.09","19,583,925.09","35,424,714.71","19,466,161.35","37,048,284.45"
收到其他与筹资活动有关的现金,,,,,,,,,,"1,150,000.00","1,150,000.00",,,,,,,,,,,"7,412,250.92","7,412,250.92","7,412,250.92",,"25,000,000.00","25,000,000.00","11,280,000.00",,,,"6,686,366.43","180,000.00","280,000.00","732,000.00","739,500.00","335,000.00","876,000.00"
支付其他与经营活动有关的现金,"16,885,642.47","38,308,018.72","11,616,472.29","53,660,818.19","13,897,641.79","38,507,289.07","64,220,821.96","75,905,010.38","23,034,334.53","40,725,536.54","65,313,877.31","94,220,370.36","45,668,960.48","50,253,719.62","71,699,841.24","99,956,095.03","38,655,711.11","55,622,883.73","91,523,129.24","96,474,904.00","23,295,770.40","46,884,004.69","73,873,843.84","88,148,811.05","19,415,964.99","47,515,277.86","79,097,567.99","96,169,187.15","20,325,764.81","34,521,039.45","41,874,885.29","53,593,502.05","22,073,950.68","35,209,665.44","64,575,503.98","77,779,373.06","19,300,052.04","107,601,418.97"
筹资活动现金流入小计,"782,912.00","15,000,000.00","16,000,000.00","16,400,000.00","23,228,025.81","582,780,000.00","582,780,000.00","582,780,000.00",,"1,150,000.00","1,150,000.00","45,000,000.00",,"80,000,000.00","199,403,391.72","199,442,360.86",,,"524,047,329.00","524,047,329.00","20,724,372.35","46,358,429.89","146,279,727.56","171,047,572.18","73,910,000.00","259,989,592.75","305,464,182.75","224,460,606.29","51,658,495.49","661,695,542.22","769,795,542.22","826,081,908.65","65,386,250.00","155,286,250.00","473,096,205.00","522,945,580.00","55,235,000.00","132,355,040.00"
经营活动现金流出小计,"186,001,809.31","236,158,534.47","60,769,089.17","308,433,751.13","73,861,320.25","166,197,941.43","305,668,997.86","427,070,919.34","98,442,890.63","216,460,854.85","350,604,170.90","536,922,078.87","144,089,655.92","275,667,077.03","393,870,117.21","559,599,459.59","158,567,787.81","256,959,326.33","382,701,304.10","493,517,197.68","141,333,268.87","250,687,861.53","341,747,347.51","504,258,238.91","113,412,233.84","377,604,416.60","478,392,375.52","578,070,919.90","84,857,680.75","150,283,980.52","243,126,917.04","298,540,136.07","151,840,349.29","303,812,534.85","406,272,110.73","369,861,669.40","129,465,961.51","321,928,875.36"
偿还债务支付的现金,"28,853,759.45",,"15,000,000.00","15,988,189.83","22,657,957.82","16,000,000.00","32,000,000.00","33,458,275.07",,,,"5,996,982.66",,"50,000,000.00","60,000,000.00","120,486,468.00","10,586,302.00","11,167,126.00","11,631,850.00","11,916,496.00","473,784.00","100,955,524.00","101,421,406.00","121,890,120.00","476,514.00","60,946,488.00","162,585,270.09","181,494,025.93","52,203,938.33","48,526,918.64","48,583,897.30","80,934,982.62","61,605,544.22","61,605,544.22","163,230,562.41","215,651,161.91","79,321,622.29","134,773,895.56"
经营活动产生的现金流量净额,"52,904,266.11","58,918,133.99","27,294,873.80","45,198,755.39","17,108,280.65","-8,858,701.68","-73,709,866.89","-39,971,434.00","43,694,515.53","2,215,242.81","-15,317,418.93","-38,719,069.81","-6,061,462.78","194,400.95","-22,415,645.89","22,181,144.12","28,774,791.99","40,961,337.45","44,599,527.68","97,409,369.13","-2,879,184.03","-502,766.05","14,806,154.44","81,100,448.73","27,594,094.98","-96,560,887.80","-81,436,319.67","61,851,813.57","60,293,382.12","174,067,434.41","206,442,288.99","350,892,342.12","-8,948,092.86","-40,541,357.06","-59,995,495.58","199,384,045.46","47,031,878.66","72,416,248.42"
分配股利、利润或偿还利息支付的现金,"16,707.61","3,244.80","16,000,000.00","16,783,424.28",,"386,568.00","13,081,278.40","13,105,062.89","4,054,021.40","16,080,947.13","16,086,734.02","16,452,184.88","713,035.56","12,506,942.76","14,003,041.17","15,248,654.61","4,378,256.82","30,046,941.73","31,137,922.81","32,306,857.97","1,260,716.14","7,795,391.54","15,078,478.84","16,584,833.61","1,265,894.78","13,069,831.59","14,370,121.76","19,825,652.60","408,621.70","2,122,332.76","19,887,332.13","32,038,876.42","3,009,282.54","32,688,692.66","35,977,640.09","38,892,247.48","2,646,778.61","55,821,970.63"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"130,000,000.00","139,000,000.00","130,000,000.00","14,000,000.00","263,000,000.00","263,000,000.00","333,000,000.00","950,000.00","697,562.12","697,562.12","106,213,338.43","20,300,000.00","139,340,000.00","104,670,000.00","114,049,302.56","15,400,000.00","115,000,000.00"
支付其他与筹资活动有关的现金,,"601,481.60",,,,"10,606,324.48","10,606,324.48","6,492,631.30",,"118,010.97","118,010.97","230,000.00",,,,"650,000.00","658,000.00",,"834,694.70","3,117,194.70","590,000.00",,,"1,695,000.00",,"12,497,037.67","38,893,264.06","28,595,150.85","3,373,708.21","4,973,968.79","4,973,968.79","10,640,905.74","500,000.00","14,380,000.00","5,550,000.00","5,137,735.85","210,000.00","210,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"6,352,308.54","5,316,564.23","9,347,231.19","14,548,037.34","18,978,795.84","1,809,016.49","8,129,312.25","15,190,544.40","8,950,769.07","465,239.79","821,054.89","2,724,633.61","4,609,070.55","120,144.23","2,473,755.21","2,939,134.47","7,430,905.99","19,192,097.74","35,589,370.41"
筹资活动现金流出小计,"28,870,467.06","604,726.40","31,000,000.00","32,771,614.11","22,657,957.82","26,992,892.48","55,687,602.88","53,055,969.26","4,054,021.40","16,198,958.10","16,204,744.99","22,679,167.54","713,035.56","62,506,942.76","74,003,041.17","136,385,122.61","15,622,558.82","41,214,067.73","43,604,467.51","47,340,548.67","2,324,500.14","108,750,915.54","116,499,884.84","140,169,953.61","1,742,408.78","86,513,357.26","215,848,655.91","229,914,829.38","55,986,268.24","55,623,220.19","73,445,198.22","123,614,764.78","65,114,826.76","108,674,236.88","204,758,202.50","259,681,145.24","82,178,400.90","190,805,866.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,"89,337.20",,,"150,000.00","61,523.00","4,884.73",,"32,000.00",,,,"7,825.84",,,,"129,767.67","2,107,110.00","2,107,110.00","2,107,110.00","2,107,110.00","2,063,450.00","2,078,450.00","2,078,450.00","2,112,950.00","22,152,423.78","58,074,546.67","61,901,415.09","66,992,940.83","59,980.91","815,000.00","835,000.00","1,644,725.00",,"2,718,004.00","15,913,794.17","28,972,396.00","2,910,000.00","14,545,721.00"
筹资活动产生的现金流量净额,"-28,087,555.06","14,395,273.60","-15,000,000.00","-16,371,614.11","570,067.99","555,787,107.52","527,092,397.12","529,724,030.74","-4,054,021.40","-15,048,958.10","-15,054,744.99","22,320,832.46","-713,035.56","17,493,057.24","125,400,350.55","63,057,238.25","-15,622,558.82","-41,214,067.73","480,442,861.49","476,706,780.33","18,399,872.21","-62,392,485.65","29,779,842.72","30,877,618.57","72,167,591.22","173,476,235.49","89,615,526.84","-5,454,223.09","-4,327,772.75","606,072,322.03","696,350,344.00","702,467,143.87","271,423.24","46,612,013.12","268,338,002.50","263,264,434.76","-26,943,400.90","-58,450,826.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,336,343.44","2,336,343.44","494,592.92",,,,"761,712.73",,"1,400,000.00"
四、汇率变动对现金的影响,"9,747.64","-242,507.46",,"-9,382.85",,"-84,062.38","-205,309.30","-671,900.04","189,921.73","-17,870.66","-78,678.90","-520,889.05","-1,972.58","-36,142.42","316,446.85","890,968.62","-1,462,594.22","-368,720.83","-400,059.22","-224,277.14","52,689.30","-146,501.10","-4,357,971.77","-278,872.32","445,271.74","-139,298.17","767,473.15","509,134.61","-115,422.36","241,845.78","374,032.10","943,954.81","-210,340.17","-527,455.35","-781,415.64","-1,025,962.22","-611,643.87","-210,289.32"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,,"2,799,303.19",,,,,,,,,,,,,"45,581,689.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"89,337.20",,,"150,000.00","61,523.00","4,884.73",,"32,000.00",,,,"7,825.84","12,000,000.00","12,000,000.00","12,000,000.00","12,129,767.67","2,107,110.00","2,107,110.00","2,107,110.00","8,459,418.54","7,380,014.23","141,425,681.19","155,626,487.34","151,091,745.84","40,760,743.46","329,203,858.92","340,091,959.49","408,943,709.90","1,475,220.70","4,669,960.45","6,593,539.17","112,961,726.90","20,420,144.23","144,531,759.21","123,522,928.64","151,214,317.28","37,502,097.74","212,116,780.91"
五、现金及现金等价物净增加额,"11,387,545.36","53,867,477.92","10,844,428.42","14,831,020.67","-23,149,959.71","490,303,809.14","355,533,735.42","301,160,850.71","-66,372,174.03","-145,491,965.94","-203,479,017.03","-222,141,913.56","-48,913,443.94","-45,702,949.35","32,950,361.67","-6,099,516.49","-3,696,063.49","-29,945,720.33","486,816,146.74","102,049,095.59","-59,252,329.40","-7,716,279.97","-44,955,591.96","-15,835,830.06","116,895,263.84","-1,503,727.15","-177,081,153.38","-186,123,982.34","19,983,216.10","192,393,588.61","87,936,892.27","152,538,499.31","-37,476,176.89","-71,231,688.12","-20,808,582.91","46,510,332.38","-62,096,889.96","-82,465,198.50"
购建固定资产、无形资产和其他长期资产支付的现金,"3,495,194.53","19,203,422.21","1,450,445.38","14,136,737.76","40,889,831.35","56,545,419.05","97,643,485.51","187,951,845.99","106,002,589.89","132,440,379.99","172,828,174.21","193,626,419.85","28,024,973.02","52,274,935.22","59,271,459.94","81,947,140.25","17,492,812.44","31,431,379.22","39,933,293.21","49,639,772.87","7,368,143.51","11,262,630.76","17,247,527.09","25,564,193.28","1,931,137.56","39,176,484.92","42,832,642.52","88,507,316.66","24,842,191.61","64,728,317.04","111,085,654.97","188,073,235.06","31,009,311.33","46,606,648.04","74,692,602.83","288,751,502.90","38,650,821.59","85,712,112.32"
期初现金及现金等价物余额,"13,391,976.80","24,779,522.16","78,647,000.08","78,647,000.08","93,478,020.75","93,478,020.75","93,478,020.75","93,478,020.75","394,638,871.46","394,638,871.46","394,638,871.46","394,638,871.46","172,496,957.90","172,496,957.90","172,496,957.90","172,496,957.90","166,397,441.41","166,397,441.41","166,397,441.41","166,397,441.41","268,446,537.00","268,446,537.00","268,446,537.00","268,446,537.00","252,610,706.94","252,610,706.94","252,610,706.94","252,610,706.94","66,486,724.60","66,486,724.59","66,486,724.60","66,486,724.60","219,025,223.91","219,025,223.91","219,025,223.91","219,025,223.91","265,535,556.29","265,535,556.29"
投资支付的现金,"10,033,056.00",,,,,,,,"200,000.00","200,000.00","200,000.00","200,000.00","25,760,000.00",,,"12,180,000.00",,,,"430,662,422.40","74,837,577.60","74,837,577.60","223,562,577.60","253,062,577.60","22,141,300.00","57,282,666.00","104,762,666.00","191,692,666.00","12,500,000.00","220,790,000.00","281,790,000.00","370,500,000.00","18,000,000.00","22,000,000.00","69,000,000.00","69,375,000.00","80,425,000.00","107,525,000.00"
期末现金及现金等价物余额,"24,779,522.16","78,647,000.08","89,491,428.50","93,478,020.75","70,328,061.04","583,781,829.89","449,011,756.17","394,638,871.46","328,266,697.43","249,146,905.52","191,159,854.43","172,496,957.90","123,583,513.96","126,794,008.55","205,447,319.57","166,397,441.41","162,701,377.92","136,451,721.08","653,213,588.15","268,446,537.00","209,194,207.60","260,730,257.03","223,490,945.04","252,610,706.94","369,505,970.78","251,106,979.79","75,529,553.56","66,486,724.60","86,469,940.70","258,880,313.20","154,423,616.87","219,025,223.91","181,549,047.02","147,793,535.79","198,216,641.00","265,535,556.29","203,438,666.33","183,070,357.79"
