科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
递延所得税负债,,,,,,,,,"367,053.89",,,,,"11,250,000.00","10,787,500.00","11,250,000.00","10,362,500.00","9,125,000.00"
在建工程,"4,772,958.49","29,575,758.49","74,153,511.20",,"84,874,810.13","87,327,594.08","111,519,311.39","53,073,311.73","71,655,927.35","85,929,871.09","37,311,783.11","32,157,621.99","51,300,182.11","69,092,503.04","37,911,575.27","83,353,069.52","58,332,730.87","137,304,292.63"
其他非流动负债,"20,233,920.00",,,,,,,,,,,,,,,,,
工程物资,"4,844,888.01","1,310,559.62","925,800.50",,"433,037.48","585,413.89","995,997.42","928,931.09","231,338.48","186,222.97","168,998.50","321,215.11","115,261.29","357,523.20","99,346.96","77,047.12","68,680.62","67,024.62"
非流动负债合计,"104,506,320.00","56,181,600.00",,,,,,,"367,053.89",,"10,000,000.00","10,000,000.00","10,000,000.00","21,250,000.00","20,787,500.00","21,250,000.00","19,862,500.00","18,375,000.00"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"1,003,777,294.57","1,151,964,512.21","1,068,527,536.11","928,153,700.00","753,075,200.43","731,969,112.36","942,861,707.79","837,365,095.62","1,404,334,054.33","1,305,106,011.64","1,381,472,261.20","1,278,434,883.46","972,637,836.74","1,214,524,983.47","1,557,728,775.07","1,103,637,843.40","1,273,074,666.73","1,411,538,155.36"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","501,800,000.00","501,800,000.00","501,800,000.00","501,800,000.00","501,800,000.00","501,800,000.00","501,800,000.00","501,800,000.00","1,254,500,000.00","1,254,500,000.00","1,254,500,000.00","1,254,500,000.00","1,254,500,000.00","1,254,500,000.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"227,875,316.24","227,875,316.24","227,875,316.24",,"993,815,939.48","993,815,939.48","993,815,939.48","993,613,960.84","993,613,960.84","993,613,960.84","993,613,960.84","993,613,960.84","742,713,960.84","742,713,960.84","742,713,960.84","742,713,960.84","742,713,960.84","742,713,960.84"
无形资产,"231,247,588.10","193,713,169.60","182,144,299.35",,"171,777,406.16","169,454,484.90","164,034,462.50","158,347,587.98","152,660,713.46","153,314,900.31","148,838,076.03","142,486,329.51","136,087,043.55","132,544,939.37","126,088,824.12","121,305,882.09","118,173,519.68","113,191,062.39"
盈余公积,"32,758,980.09","96,277,701.92","127,585,200.94",,"127,585,200.94","127,585,200.94","202,637,656.30","202,637,656.30","202,637,656.30","202,637,656.30","250,900,000.00","250,900,000.00","250,900,000.00","250,900,000.00","307,376,005.42","307,376,005.42","307,376,005.42","307,376,005.42"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"574,864,166.31","1,039,524,487.61","1,482,514,432.86",,"1,733,679,569.52","1,840,234,358.52","1,846,085,309.49","2,123,178,465.36","2,118,669,157.41","2,226,686,729.15","2,287,372,447.75","2,593,884,768.16","2,110,812,862.34","2,226,309,285.84","2,277,520,431.76","2,662,860,099.28","2,688,496,593.29","2,814,985,115.27"
长期待摊费用,"1,992,711.14","1,123,644.50",,,,,"108,874.28","99,267.74","89,661.20","80,054.66","455,837.62","426,530.69","397,223.78","8,651,130.10","16,300,532.27","14,270,797.04","12,581,469.91","13,020,883.85"
少数股东权益,,"4,196,436.29","9,759,297.23",,"13,593,150.51","15,505,656.95","13,536,788.30","8,840,838.11","8,197,290.81","6,500,554.67","8,229,921.38","7,989,556.52","7,862,426.70","7,447,527.26","6,432,659.98","6,690,811.63","6,305,526.08","6,184,572.89"
递延所得税资产,"52,372,791.35","79,093,137.27","83,464,149.44",,"80,080,991.09","86,585,130.72","88,861,056.57","89,654,737.62","88,073,181.62","102,463,528.18","115,374,047.19","121,494,325.65","112,150,332.55","129,287,483.96","142,950,821.35","149,863,746.27","136,422,929.49","152,856,421.65"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"18,090,304.00",,"3,898,519.84","3,162,519.84","1,737,907.84","1,671,907.84","1,741,327.00","1,599,827.00","202,569,656.00","205,420,716.00","76,849,510.00","184,749,045.52","281,729,045.52","287,421,808.52"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"851,684,579.18","894,409,250.38","945,702,308.10","969,492,400.00","949,645,215.69","951,975,983.46","967,615,839.64","1,080,948,359.97","1,419,529,996.01","1,771,670,268.50","1,254,135,325.29","1,250,680,653.97","1,512,283,631.01","1,723,006,492.73","1,633,901,151.23","1,967,359,059.99","2,060,944,256.88","2,106,973,745.80"
所有者权益(或股东权益)合计,"1,285,498,462.64","1,817,873,942.06","2,297,734,247.27","2,366,266,100.00","3,370,473,860.45","3,478,941,155.89","3,557,875,693.57","3,830,070,920.61","3,824,918,065.36","3,931,238,900.96","4,041,916,329.97","4,348,188,285.52","4,366,789,249.88","4,515,620,773.94","4,620,905,558.00","5,007,890,877.17","5,030,479,585.63","5,153,134,654.42"
资产总计,"2,289,275,757.21","2,969,838,454.27","3,366,261,783.38","3,294,419,800.00","4,123,549,060.88","4,210,910,268.25","4,500,737,401.36","4,667,436,016.23","5,229,252,119.69","5,236,344,912.60","5,423,388,591.17","5,626,623,168.98","5,339,427,086.62","5,730,145,757.41","6,178,634,333.07","6,111,528,720.57","6,303,554,252.36","6,564,672,809.78"
负债和所有者(或股东权益)合计,"2,289,275,757.21","2,969,838,454.27","3,366,261,783.38","3,294,419,800.00","4,123,549,060.88","4,210,910,268.25","4,500,737,401.36","4,667,436,016.23","5,229,252,119.69","5,236,344,912.60","5,423,388,591.17","5,626,623,168.98","5,339,427,086.62","5,730,145,757.41","6,178,634,333.07","6,111,528,720.57","6,303,554,252.36","6,564,672,809.78"
