科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动负债合计,"19,250,523.58","23,369,408.23","28,997,498.87","21,830,382.58","22,036,643.29","28,521,858.42","62,401,715.52","41,553,857.41","31,942,532.61","35,547,477.71","48,556,655.95","42,555,562.08","42,840,626.63","42,678,920.06"
可供出售金融资产,,,"1,000,000.00","1,000,000.00","1,000,000.00","2,000,000.00","17,000,000.00","20,150,000.00","27,800,000.00","32,800,000.00","41,900,000.00","45,900,000.00","45,900,000.00","48,792,000.00"
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"824,899.53","647,532.53","654,401.78","649,154.21","553,527.90","526,047.14"
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"3,127,310.42","57,390,626.60","55,793,086.72","54,971,481.27","55,504,866.04","55,054,824.50","54,015,059.95","53,655,719.98","53,269,561.65","52,031,694.58","50,975,163.97","50,186,166.33","49,929,978.75","49,421,433.60"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"7,000.00",,,,,,,,,,,,,
其他非流动负债,"418,869.43","225,615.44",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"418,869.43","225,615.44","107,361.32","620,201.00","383,894.28","326,002.60","297,673.54","269,344.48","241,015.42","212,686.36","184,357.30","156,028.24","109,027.54","80,698.48"
固定资产清理,,,,,,,,,,,,,,
负债合计,"19,669,393.01","23,595,023.67","29,104,860.19","22,450,583.58","22,420,537.57","28,847,861.02","62,699,389.06","41,823,201.89","32,183,548.03","35,760,164.07","48,741,013.25","42,711,590.32","42,949,654.17","42,759,618.54"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"10,977,762.49","10,977,762.49","10,977,762.49","10,977,762.49","10,977,762.49","10,977,762.49","456,877,199.91","456,877,199.91","336,877,199.91","336,877,199.91","336,877,199.91","336,877,199.91","336,877,199.91","336,877,199.91"
无形资产,"620,347.54","799,000.60","1,117,798.39","1,079,423.89","1,166,049.34","1,124,469.70","1,082,890.06","1,315,557.12","1,279,687.46","1,230,760.46","1,246,851.22","1,196,285.11","1,547,598.27","1,611,900.72"
盈余公积,"10,676,290.93","23,348,203.23","33,910,232.72","33,910,232.72","37,571,565.70","37,571,565.70","41,561,224.92","41,561,224.92","45,437,893.15","48,504,738.80","52,536,847.70","52,536,847.70","56,741,730.34","58,875,470.92"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"66,306,991.99","139,854,202.70","144,912,468.11","153,008,181.32","177,864,464.88","159,210,725.41","177,771,397.95","186,653,344.66","212,656,877.36","240,258,307.19","276,545,987.67","302,848,804.71","281,269,268.52","300,472,807.48"
长期待摊费用,"48,570.80","69,591.68","164,701.88","101,021.36","339,026.00","515,001.19","253,526.76","211,637.30","175,445.85","161,839.89","140,372.81","119,701.20","99,295.45","83,403.31"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"1,770,997.31","2,409,468.56","3,706,749.09","2,673,219.79","2,768,712.21","3,303,143.35","4,743,979.37","3,296,644.34","3,125,498.88","3,697,663.84","5,065,550.90","5,065,550.90","4,264,631.43","4,664,912.93"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"5,574,226.07","60,668,687.44","61,782,336.08","59,825,146.31","60,778,653.59","61,997,438.74","77,095,456.14","78,629,558.74","86,475,093.37","90,569,491.30","99,982,340.68","103,116,857.75","102,295,031.80","105,099,697.70"
所有者权益(或股东权益)合计,"132,961,045.41","219,180,168.42","279,800,463.32","287,896,176.53","316,413,793.07","297,760,053.60","796,209,822.78","805,091,769.49","834,971,970.42","865,640,245.90","905,960,035.28","932,262,852.32","914,888,198.77","936,225,478.31"
资产总计,"152,630,438.42","242,775,192.09","308,905,323.51","310,346,760.11","338,834,330.64","326,607,914.62","858,909,211.84","846,914,971.38","867,155,518.45","901,400,409.97","954,701,048.53","974,974,442.64","957,837,852.94","978,985,096.85"
负债和所有者(或股东权益)合计,"152,630,438.42","242,775,192.09","308,905,323.51","310,346,760.11","338,834,330.64","326,607,914.62","858,909,211.84","846,914,971.38","867,155,518.45","901,400,409.97","954,701,048.53","974,974,442.64","957,837,852.94","978,985,096.85"
