科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
三、利润总额,"48,083,120.00","44,835,264.13","74,831,856.02","10,064,561.09","29,548,990.65","38,776,270.21","48,348,883.51","8,567,488.12","22,398,857.49","29,713,411.95","48,945,314.55","22,709,531.87","48,892,604.86","87,555,495.88","136,767,801.39","36,627,762.64","81,204,932.68","130,517,793.12","183,360,388.22","37,404,548.01","79,522,177.56","114,540,359.05","162,768,786.91","26,747,405.70","61,784,042.46","102,388,662.63","130,354,557.97","17,421,620.52","48,195,209.21","65,900,640.38","51,224,469.86","10,978,877.66","67,818,235.61","92,578,231.58","125,044,112.98"
资产减值损失,"1,902,049.84","2,470,679.60","2,090,216.07","48,022.44","1,833,625.85","2,327,349.69","326,402.64","348,048.78","2,336,383.73","2,753,874.95","4,910,271.07","441,128.77","3,120,865.73","4,671,105.57","3,396,453.65","968,938.68","2,123,791.62","-766,343.77","813,521.74","-14,320.66","1,473,680.01","3,871,811.17","4,077,327.23","674,768.72","4,632,310.68","5,928,332.64","6,679,188.60","2,518,788.97","6,274,783.19","5,232,604.42","9,242,871.56","400,075.05","552,556.56","4,347,346.36","5,283,675.91"
减:所得税,"4,275,475.66","3,622,481.03","10,283,351.30","1,181,114.95","3,929,377.08","5,030,980.72","8,081,210.17","884,783.37","2,481,235.14","3,217,262.61","6,778,521.61","4,114,333.15","8,762,928.92","15,790,285.67","28,127,304.37","6,604,148.55","14,182,843.61","22,859,492.12","37,521,649.14","5,981,706.85","12,827,667.80","18,173,004.60","28,800,515.15","4,014,688.83","10,459,531.97","16,833,493.69","23,929,134.00","3,362,795.59","7,156,987.40","16,300,003.08","18,434,246.64","2,814,501.34","10,994,138.41","14,616,768.60","21,431,923.26"
加:公允价值变动净收益,,,,,,,"749,100.00",,"-749,100.00","-749,100.00","211,500.00","-634,100.00","-960,600.00","-960,600.00","-215,300.00","-464,600.00","-745,300.00","-745,300.00","1,156,700.00","-738,700.00","-1,737,800.00","-1,822,700.00","-2,244,600.00","33,100.00","224,100.00","342,600.00","342,600.00",,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"3,625.00","17,537.51","12,439.98","6,957.36","6,957.36","6,957.36","480,867.36","7,612.23","487,709.55","1,187,349.60","7,612.23","31,164.57","31,164.57","31,164.57","-7,534.03","42,183.94","42,225.73","42,043.65","455,237.79","73,322.70","73,322.70","73,322.70","73,322.70","58,658.16","58,658.16","58,658.16","58,658.16",,"4,796,042.79","4,796,042.79","50,348.30",,"53,819,100.88","53,819,431.21","55,837,925.35"
四、净利润,"43,807,644.34","41,212,783.10","64,548,504.72","8,883,446.14","25,619,613.57","33,745,289.49","40,267,673.34","7,682,704.75","19,917,622.35","26,496,149.34","42,166,792.94","18,595,198.72","40,129,675.94","71,765,210.21","108,640,497.02","30,023,614.09","67,022,089.07","107,658,301.00","145,838,739.08","31,422,841.16","66,694,509.76","96,367,354.45","133,968,271.76","22,732,716.87","51,324,510.49","85,555,168.94","106,425,423.97","14,058,824.93","41,038,221.81","49,600,637.30","32,790,223.22","8,164,376.32","56,824,097.20","77,961,462.98","103,612,189.72"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,"-38,698.60","-11,342.96","-11,301.17","-11,483.25","-138,289.11",,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"39,254,089.79","37,403,458.38","61,086,858.03","7,793,096.25","23,585,980.63","31,157,949.09","36,842,069.18","6,736,448.19","17,628,978.88","23,202,810.80","37,946,525.19","16,524,069.76","36,539,272.55","66,921,458.93","102,367,060.88","29,086,851.94","64,985,324.86","105,295,729.83","143,626,079.91","30,927,343.92","66,147,729.97","95,673,774.93","133,418,117.21","23,385,215.18","52,350,413.60","86,804,529.36","106,812,553.13","15,252,357.49","44,111,960.53","59,991,743.35","53,904,482.18","9,471,466.86","62,864,639.01","84,792,339.10","112,515,546.72"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"4,553,554.55","3,809,324.72","3,461,646.69","1,090,349.89","2,033,632.94","2,587,340.40","3,425,604.16","946,256.56","2,288,643.47","3,293,338.54","4,220,267.75","2,071,128.96","3,590,403.39","4,843,751.28","6,273,436.14","936,762.15","2,036,764.21","2,362,571.17","2,212,659.17","495,497.24","546,779.79","693,579.52","550,154.55","-652,498.31","-1,025,903.11","-1,249,360.42","-387,129.16","-1,193,532.56","-3,073,738.72","-10,391,106.05","-21,114,258.96","-1,307,090.54","-6,040,541.81","-6,830,876.12","-8,903,357.00"
