科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
取得借款收到的现金,"67,900,000.00","78,250,000.00","141,290,000.00","20,800,000.00","56,600,000.00","56,600,000.00","56,600,000.00",,"20,000,000.00","70,000,000.00","70,000,000.00","57,434,182.74","219,976,512.66","340,548,340.59","225,000,000.00","89,197,321.70","138,456,040.13","265,686,137.41","140,000,000.00","88,401,716.96","335,815,884.87","428,296,457.45","497,939,960.00","511,354,609.02","872,488,103.32","1,238,344,051.02","1,632,210,636.18","333,987,410.32","1,013,145,864.99","738,350,027.66","2,365,287,793.91","329,115,899.99","1,172,805,261.64","1,326,110,620.98","1,882,833,827.15"
支付的各项税费,"13,279,391.96","25,518,380.37","17,259,606.13","3,992,228.17","8,258,495.80","9,246,473.76","18,625,237.04","6,219,321.61","28,312,414.45","44,067,955.34","48,678,023.99","15,150,482.36","37,443,314.08","73,635,096.68","59,078,461.55","26,745,367.47","37,506,849.35","49,621,722.09","80,895,976.24","10,710,802.28","60,845,356.12","78,897,704.60","103,813,408.56","30,617,897.80","67,651,178.27","111,454,572.62","101,663,279.02","32,756,752.26","89,752,158.99","131,944,917.46","194,941,816.14","54,376,512.09","120,273,154.02","174,798,632.72","220,436,185.71"
收到其他与筹资活动有关的现金,,,,,,"8,000,000.00",,,,,,,,,,,,,,,,"92,500,000.00",,,,,,"25,000,000.00","121,773,672.50",,,"2,300,000.00",,,
支付其他与经营活动有关的现金,"9,336,815.57","13,348,284.13","18,181,721.48","2,695,575.18","9,182,923.32","15,316,088.85","24,145,324.71","7,945,120.25","12,629,821.22","41,049,662.03","80,622,469.08","10,887,262.04","18,671,319.16","45,064,207.88","46,344,253.51","28,383,308.21","22,484,187.07","42,259,500.07","54,694,102.27","14,700,611.45","39,512,076.79","85,796,496.79","97,158,672.63","68,148,692.22","81,680,695.79","170,987,836.21","118,103,116.24","133,918,561.10","173,685,258.34","122,154,917.74","182,344,364.92","119,329,395.41","101,055,487.07","182,431,122.20","243,251,839.66"
筹资活动现金流入小计,"108,500,000.00","89,450,000.00","141,290,000.00","20,800,000.00","812,600,000.00","820,600,000.00","780,360,000.00",,"20,000,000.00","70,000,000.00","70,000,000.00","57,434,182.74","219,976,512.66","340,548,340.59","285,000,000.00","89,197,321.70","337,656,040.13","464,886,137.41","340,000,000.00","338,401,716.96","585,815,884.87","770,796,457.45","750,939,960.00","1,693,052,291.66","2,054,185,785.96","2,420,745,924.87","2,864,382,315.90","758,987,410.32","1,134,919,537.49","1,487,916,317.17","2,365,287,793.91","331,415,899.99","1,180,305,261.64","1,333,610,620.98","1,895,323,827.15"
经营活动现金流出小计,"171,254,529.49","188,688,531.10","189,002,415.57","59,635,477.07","154,652,370.52","276,756,523.55","292,898,077.53","106,160,602.75","226,871,794.33","352,759,570.42","361,947,594.02","134,922,315.40","345,678,120.83","571,365,683.66","430,986,062.56","193,430,345.68","474,069,661.46","648,730,576.63","724,475,376.72","238,886,957.01","595,555,079.52","933,001,215.31","1,298,832,585.02","410,921,256.91","730,013,191.92","1,162,502,136.95","1,438,279,107.23","453,070,863.69","881,737,186.34","1,333,753,748.78","2,010,694,834.56","922,223,712.71","1,604,452,305.52","2,395,649,219.52","3,481,074,543.82"
偿还债务支付的现金,"79,050,000.00","75,000,000.00","89,290,000.00",,"121,960,000.00","122,850,000.00","142,850,000.00",,,,"20,000,000.00","32,211,421.10","78,764,248.96","241,306,578.88","211,728,661.20","46,299,188.43","125,645,486.89","326,829,451.05","215,000,000.00","99,463,250.48","357,522,689.11","445,290,031.46","358,793,079.43","455,727,846.37","760,149,663.79","1,407,437,627.12","1,660,730,404.09","114,663,119.27","490,836,065.10","807,132,780.92","1,471,519,429.84","258,203,795.07","817,010,640.91","1,034,032,104.19","1,808,722,221.23"
经营活动产生的现金流量净额,"42,940,738.80","36,881,861.71","62,397,422.85","12,971,775.36","27,411,460.92","54,701,649.62","68,103,044.93","31,355,644.00","73,985,657.31","107,516,402.47","70,295,576.70","22,175,810.92","93,551,394.88","146,224,036.24","231,700,515.81","65,053,922.22","126,279,287.08","181,362,251.53","120,781,551.80","-17,677,367.26","-39,748,541.34","16,867,041.22","33,820,195.70","64,110,163.81","168,145,019.42","238,695,681.49","395,100,305.13","44,549,883.69","175,234,720.77","248,694,880.89","260,222,729.93","199,029,351.08","124,774,920.52","614,954,266.99","594,008,776.63"
分配股利、利润或偿还利息支付的现金,"2,946,590.17","35,507,698.77","3,524,316.90","2,415,824.92","2,936,789.46","3,461,245.87","3,906,695.87","67,850.00","36,821,125.79","37,524,431.34","39,909,009.95","1,411,330.67","41,018,966.99","43,638,066.68","45,215,193.99","1,340,222.22","49,878,096.98","54,856,572.31","59,791,778.92","1,528,955.28","64,924,696.51","68,845,013.20","73,181,542.69","24,203,373.73","29,944,328.98","98,421,730.19","108,407,444.04","6,376,636.89","19,660,300.45","140,811,204.06","151,433,078.96","11,412,769.47","91,037,742.44","112,989,426.90","142,115,550.02"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"50,000,000.00",,"36,000,653.51","36,000,653.51","44,000,000.00","28,803,905.75","28,803,905.75","20,000,000.00","40,000,000.00","17,764,800.00","17,764,800.00","18,536,800.00","772,000.00",,,,
支付其他与筹资活动有关的现金,"103,778.00","400,000.00","2,250,000.00",,"38,142,505.00","40,302,505.00","7,226,374.00",,,,,,,,,,,,,,,"50,413,992.58","6,250,000.00","6,638,440.44","14,424,389.02","25,614,979.83","1,503,276.97",,"135,946,476.97","15,106,857.55","50,811,092.99","2,300,000.00","126,038.42","564,943.99","659,004.45"
取得投资收益收到的现金,,,,,,,,,,,"37,873.97",,,,"624,790.43",,,,,,,,,,"1,980,522.74",,,,"660,753.41","710,288.21","250,000.00",,,"3,674,982.44",
筹资活动现金流出小计,"82,100,368.17","110,907,698.77","95,064,316.90","2,415,824.92","163,039,294.46","166,613,750.87","153,983,069.87","67,850.00","36,821,125.79","37,524,431.34","59,909,009.95","33,622,751.77","119,783,215.95","284,944,645.56","256,943,855.19","47,639,410.65","175,523,583.87","381,686,023.36","274,791,778.92","100,992,205.76","422,447,385.62","564,549,037.24","438,224,622.12","486,569,660.54","804,518,381.79","1,531,474,337.14","1,770,641,125.10","121,039,756.16","646,442,842.52","963,050,842.53","1,673,763,601.79","271,916,564.54","908,174,421.77","1,147,586,475.08","1,951,496,775.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,"851,040.00",,"94,329.49",,"22,500.00","1,095,500.00","184,000.00",,,,,,,,,"50,000.00","50,000.00","50,000.00","50,000.00","3,205,803.37",,,"17,465,000.00",,,"14,022,329.48","17,113,104.06","24,094.02","50,094.02","51,394.02","53,527.76",,"74,102.00","105,862.00","16,973,778.41"
筹资活动产生的现金流量净额,"26,399,631.83","-21,457,698.77","46,225,683.10","18,384,175.08","649,560,705.54","653,986,249.13","626,376,930.13","-67,850.00","-16,821,125.79","32,475,568.66","10,090,990.05","23,811,430.97","100,193,296.71","55,603,695.03","28,056,144.81","41,557,911.05","162,132,456.26","83,200,114.05","65,208,221.08","237,409,511.20","163,368,499.25","206,247,420.21","312,715,337.88","1,206,482,631.12","1,249,667,404.17","889,271,587.73","1,093,741,190.80","637,947,654.16","488,476,694.97","524,865,474.64","691,524,192.12","59,499,335.45","272,130,839.87","186,024,145.90","-56,172,948.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-804,922.67","-988,275.50","-503,109.34","-56,323.70","-81,323.70","-100,323.70","-862,634.93","-68,675.50","-97,831.19","-186,277.13","-1,221,991.49","-57,250.39","-72,375.89","-93,548.56","599,635.96","-102,285.45","-169,945.04","-293,516.39","-3,847,735.46","1,435,030.91","674,050.57","220,885.86","-223,638.24","2,325,657.91","1,152,249.20","9,422,273.26","7,546,357.98","3,312,674.79","5,902,317.67","6,732,446.00","17,952,693.14","-1,128,648.07","-3,807,523.64","-11,010,050.47","-14,277,846.78"
收到其他与投资活动有关的现金,"536,584.08","21,747,810.29","398,555.41","77,342.30","577,064.33","894,607.42","1,547,322.33","411,575.86","9,289,494.07","9,992,818.77","12,243,770.51","903,943.27","2,419,411.88","3,606,740.60","4,899,799.52","702,387.30","1,627,401.94","2,369,751.56","13,124,924.94","1,267,174.00","8,705,728.12","10,014,404.32","7,911,354.22","585,912.99","7,005,760.58","874,330,653.51","35,964,885.65","968,423,955.59","952,484,800.60","1,306,850,501.12","742,078,434.46","358,858,186.54","165,925,417.15","169,631,699.36","279,964,882.64"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,387,624.08","21,747,810.29","492,884.90","77,342.30","599,564.33","1,990,107.42","1,731,322.33","411,575.86","9,289,494.07","9,992,818.77","12,281,644.48","903,943.27","2,419,411.88","3,606,740.60","5,524,589.95","752,387.30","1,677,401.94","2,419,751.56","63,174,924.94","4,472,977.37","44,706,381.63","46,015,057.83","69,376,354.22","29,389,818.74","37,790,189.07","908,352,982.99","93,077,989.71","986,212,849.61","970,960,448.03","1,326,148,983.35","743,153,962.22","358,858,186.54","165,999,519.15","173,412,543.80","296,938,661.05"
五、现金及现金等价物净增加额,"5,821,104.68","-14,719,652.43","47,110,951.21","-47,480,906.01","537,692,394.29","533,788,096.98","489,038,119.03","-58,638,591.81","-119,274,576.32","-322,374,964.70","-317,488,206.31","-11,695,550.11","67,216,256.72","-25,982,035.29","-22,801,264.03","909,204.45","-6,880,175.89","-87,543,915.14","-65,268,876.13","183,047,813.79","-4,289,509.49","30,230,076.90","69,265,853.43","1,203,570,220.13","1,231,770,802.85","1,016,331,427.59","362,045,574.14","424,852,047.56","444,239,077.29","370,253,082.39","75,468,008.41","189,874,906.58","-8,006,493.10","286,955,050.81","-137,829,352.40"
购建固定资产、无形资产和其他长期资产支付的现金,"44,101,967.36","44,442,709.76","61,501,930.30","78,857,875.05","139,798,012.80","176,789,585.49","206,310,543.43","90,269,286.17","185,630,770.72","412,680,665.65","349,441,614.23","58,529,484.88","128,875,470.86","139,050,958.60","196,410,150.56","106,352,730.67","296,799,376.13","354,232,515.89","300,585,838.49","35,483,237.81","166,096,991.80","231,927,420.42","337,622,396.13","94,895,350.69","150,919,252.70","191,114,229.12","247,129,165.83","73,171,014.69","228,208,845.14","424,722,589.66","617,448,378.67","196,697,196.93","458,054,105.13","567,375,711.54","846,789,350.88"
期初现金及现金等价物余额,"49,426,624.63","55,247,729.31","40,528,076.88","87,639,028.09","87,639,028.09","87,639,028.09","87,639,028.09","576,677,147.12","576,677,147.12","576,677,147.12","576,677,147.12","259,188,940.81","259,188,940.81","259,188,940.81","259,188,940.81","236,387,676.78","236,387,676.78","236,387,676.78","236,387,676.78","173,613,142.55","171,118,800.65","171,118,800.65","171,118,800.65","244,439,798.18","240,384,654.08","240,384,654.08","240,384,654.08","602,430,228.22","602,430,228.22","602,430,228.22","602,430,228.22","677,898,236.63","677,898,236.63","677,898,236.63","677,898,236.63"
投资支付的现金,,,,,,,,,,"59,492,811.82","59,492,811.82",,,"92,272,000.00","92,272,000.00",,,,,,,,,,"70,000,000.00","99,000,000.00","49,771,980.00","550,000,000.00","800,000,000.00","830,739,595.98","830,959,651.88",,"1,600,000.00","1,600,000.00","10,257,943.87"
期末现金及现金等价物余额,"55,247,729.31","40,528,076.88","87,639,028.09","40,158,122.08","625,331,422.38","621,427,125.07","576,677,147.12","518,038,555.31","457,402,570.80","254,302,182.42","259,188,940.81","247,493,390.70","326,405,197.53","233,206,905.52","236,387,676.78","237,296,881.23","229,507,500.89","148,843,761.64","171,118,800.65","356,660,956.34","166,829,291.16","201,348,877.55","240,384,654.08","1,448,010,018.31","1,472,155,456.93","1,256,716,081.67","602,430,228.22","1,027,282,275.78","1,046,669,305.51","972,683,310.61","677,898,236.63","867,773,143.21","669,891,743.53","964,853,287.44","540,068,884.23"
