科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动现金流入小计,"102,151,577.50","317,529,936.24","81,631,897.94","161,180,445.50","204,103,999.90","205,688,091.33","120,082,672.16","171,831,128.76","329,367,325.83","333,943,293.23","410,554,075.28"
经营活动现金流出小计,"245,330,041.73","222,514,484.29","303,884,179.78","144,017,343.55","234,759,539.82","359,328,437.21","130,156,151.13","329,545,779.00","612,145,014.14","863,018,093.98","234,805,822.07"
偿还债务支付的现金,"93,490,522.00","168,348,000.00","279,852,000.00","83,161,055.50","98,161,055.50","118,961,055.50","33,700,000.00","59,085,474.00","99,070,948.00","120,923,088.50","30,929,967.00"
经营活动产生的现金流量净额,"26,384,660.84","112,059,069.78","277,854,673.32","-6,025,547.03","10,646,116.88","78,323,552.81","-48,349,899.90","-49,357,408.16","31,649,093.07","153,984,559.15","-6,887.79"
分配股利、利润或偿还利息支付的现金,"31,764,010.28","31,244,457.56","24,555,640.32","7,827,127.87","12,797,317.73","17,788,089.62","4,588,101.38","32,026,971.55","38,956,946.59","43,086,564.78","3,822,129.57"
收回投资收到的现金,,"3,500,000.00",,"20,000,000.00",,,"1,800,000.00","26,800,000.00",,,
支付其他与筹资活动有关的现金,"445,600.00","327,641.53","3,080,000.00","8,966,181.82","11,926,800.55","12,769,239.85","4,013,833.00","5,119,367.75","16,103,167.99","23,083,167.99","14,871,454.93"
取得投资收益收到的现金,"1,435,418.97","1,511,675.82","2,684,758.35","363,485.49","463,350.78","766,635.23","187,281.35","644,759.44","709,921.57","1,880,029.83","1,179,166.58"
筹资活动现金流出小计,"125,700,132.28","199,920,099.09","307,487,640.32","99,954,365.19","122,885,173.78","149,518,384.97","42,301,934.38","96,231,813.30","154,131,062.58","187,092,821.27","49,623,551.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,000.00","31,000.00",,,,"13,000.00","23,288.86","23,288.86","29,288.86",
筹资活动产生的现金流量净额,"-23,548,554.78","117,609,837.15","-225,855,742.38","61,226,080.31","81,218,826.12","56,169,706.36","77,780,737.78","75,599,315.46","175,236,263.25","146,850,471.96","360,930,523.78"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"2,060.44","-3,127.20","-2,747.35",103.17,140.84,344.32,219.22,"-8,300.11","-17,254.71","-28,432.99","-42,320.24"
收到其他与投资活动有关的现金,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"1,435,418.97","5,012,675.82","2,715,758.35","20,363,485.49","463,350.78","766,635.23","2,000,281.35","27,468,048.30","733,210.43","1,909,318.69","1,179,166.58"
五、现金及现金等价物净增加额,"-140,118,246.30","145,327,202.00","-72,961,303.19","-10,658,297.58","-82,633,415.44","-43,172,108.13","-10,774,588.32","-29,633,530.31","-2,754,265.48","39,878,230.78","290,482,000.02"
购建固定资产、无形资产和其他长期资产支付的现金,"129,891,831.77","89,351,253.55","118,673,245.13","86,222,419.52","139,161,850.06","171,632,346.85","42,205,926.77","83,335,185.80","137,155,577.52","189,637,686.03","71,578,482.31"
期初现金及现金等价物余额,"216,106,297.36","75,988,051.06","221,315,253.06","148,353,949.87","148,353,949.87","148,353,949.87","107,929,341.74","105,181,841.74","105,497,979.51","105,181,841.74","145,060,072.52"
投资支付的现金,"14,500,000.00",,"9,000,000.00",,"35,800,000.00","6,800,000.00",,,"73,200,000.00","73,200,000.00",
期末现金及现金等价物余额,"75,988,051.06","221,315,253.06","148,353,949.87","137,695,652.29","65,720,534.43","105,181,841.74","97,154,753.42","75,548,311.43","102,743,714.03","145,060,072.52","435,542,072.54"
