科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应交税费,"37,111,093.72","24,673,239.74","43,222,024.67","30,856,161.19","22,469,914.36","37,114,106.74","69,379,429.34","26,099,852.42","34,589,154.75","14,564,894.71","57,001,055.09"
应收利息,,,,,,,,,,,"186,410.96"
应付利息,"128,333.35","233,333.35","429,955.55","306,071.98","377,434.76","232,226.13","314,928.31","353,909.63","657,849.85","532,705.60","654,925.89"
应收股利,,,,,,,,,,,
应付股利,,,,,,,,,"2,763,747.20",,
存货,"640,644.42","556,843.06","532,376.41","665,555.58","481,979.35","473,778.39","886,599.42","398,411.74","769,439.80","480,261.99","4,717,670.02"
其他应付款,"25,235,404.12","22,916,610.99","76,993,060.71","76,289,809.55","89,517,727.78","81,110,705.88","103,468,604.83","107,215,845.40","114,756,887.99","97,695,573.96","106,131,790.96"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"4,000,000.00"
其他流动资产,"4,173,947.37","7,058,850.20","9,775,408.08","11,804,798.26","8,702,749.84","7,289,194.58","303,467,772.02","327,939,391.70","439,471,017.11","336,048,829.18","60,142,976.87"
其他流动负债,"12,812,185.25","6,775,314.23","6,871,005.56","9,875,337.17","5,853,403.09","7,934,513.07","9,123,299.18","6,115,649.60","5,987,211.50","8,186,663.62","8,115,448.15"
流动资产合计,"1,157,919,119.04","1,397,113,820.01","1,745,471,533.21","1,688,645,101.37","1,834,011,362.65","2,202,979,067.53","3,262,894,360.25","3,259,330,556.28","3,170,395,441.99","3,132,021,215.06","3,317,851,244.68"
流动负债合计,"715,262,858.71","934,065,026.56","1,241,926,912.71","1,113,021,709.75","1,174,903,774.34","1,133,882,753.48","1,784,304,699.49","1,771,932,301.83","1,638,754,299.86","1,517,923,604.21","2,066,793,693.79"
可供出售金融资产,,,,,,"309,000,000.00",,,,,
长期借款,,,,,,,,,"30,000,000.00","28,000,000.00","19,000,000.00"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,"119,179,502.42","127,164,687.50","166,129,736.79","169,319,585.87","169,244,428.38","144,516,588.65","153,078,374.99","155,558,123.97","159,103,828.33","161,980,028.38","170,125,666.57"
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,"41,841,501.29","2,228,784.34","845,981.41","1,056,956.61","278,272.11","278,272.11","648,572.11","648,572.11","620,300.00","674,431.10",
固定资产,"67,829,472.43","95,378,216.61","92,569,161.96","89,303,056.35","87,090,329.49","102,319,858.26","120,399,318.21","141,453,009.37","150,037,880.16","161,475,207.50","451,210,786.58"
递延所得税负债,,,,,,,,,,,"27,620,162.30"
在建工程,"39,221,287.33","317,953.00","757,800.00","4,604,734.00","12,685,602.88","1,663,940.62","763,997.05","763,997.05","766,874.41","1,634,235.12","192,604,014.13"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"48,225,093.53","8,611,264.26","5,950,697.41","5,842,501.61","4,744,646.11","9,021,477.03","4,476,646.11","4,157,608.11","33,810,300.00","31,545,431.10","49,172,162.30"
固定资产清理,,,,,,,,,,,
负债合计,"763,487,952.24","942,676,290.82","1,247,877,610.12","1,118,864,211.36","1,179,648,420.45","1,142,904,230.51","1,788,781,345.60","1,776,089,909.94","1,672,564,599.86","1,549,469,035.31","2,115,965,856.09"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"162,284,800.00","162,284,800.00","360,000,000.00","360,000,000.00","360,000,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00","400,010,000.00"
油气资产,,,,,,,,,,,
资本公积,"4,760,931.98","4,760,931.98","3,372,377.83","3,465,082.44","3,372,377.83","547,376,939.59","547,156,385.02","547,156,385.02","550,155,948.96","550,155,948.96","547,156,385.02"
无形资产,"42,834,895.66","90,657,007.48","149,568,905.26","149,386,977.32","148,376,614.10","148,300,962.58","148,227,165.70","147,336,642.84","146,327,525.00","145,529,297.73","143,198,093.21"
盈余公积,"41,544,756.44","71,991,026.93","102,715,908.49","106,379,290.21","110,473,441.49","110,473,441.49","118,764,311.83","118,764,311.83","118,764,311.83","118,764,311.83","131,609,841.33"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,"3,019,915.68","3,114,015.00","3,114,015.00","3,114,015.00","3,114,015.00","73,021.70"
未分配利润,"378,628,707.56","442,642,465.37","338,558,794.17","409,640,999.98","487,143,275.31","559,130,872.15","684,934,795.71","730,377,951.53","762,353,277.12","853,509,400.96","1,001,931,191.19"
长期待摊费用,"5,016,324.00","6,482,339.98","7,908,651.76","7,014,492.09","6,114,824.41","6,302,787.17","6,695,152.17","6,318,971.88","5,885,241.13","5,919,170.86","5,529,651.39"
少数股东权益,"13,306,504.27","21,167,247.27","23,573,604.04","24,210,060.87","29,635,945.54","70,218,565.93","68,280,179.99","53,402,493.15","64,917,943.55","73,773,451.73","133,650,179.74"
递延所得税资产,"9,442,678.75","11,358,428.64","4,018,021.83","5,069,179.89","3,970,326.15","3,863,447.47","5,423,972.25","5,374,115.94","4,458,409.26","5,360,376.68","44,586,299.96"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,"87,367.52",,,"22,992,800.00","24,082,172.24","71,233,967.96"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"283,524,160.59","331,358,633.21","420,952,277.60","424,698,025.51","427,482,125.41","719,074,867.95","437,701,995.37","459,918,876.05","492,686,573.29","509,094,503.51","1,078,561,501.50"
所有者权益(或股东权益)合计,"677,955,327.39","785,796,162.40","918,546,200.69","994,478,915.52","1,081,845,067.61","1,779,149,704.97","1,911,815,010.02","1,943,159,522.39","1,990,517,415.42","2,091,646,683.26","2,280,446,890.09"
资产总计,"1,441,443,279.63","1,728,472,453.22","2,166,423,810.81","2,113,343,126.88","2,261,493,488.06","2,922,053,935.48","3,700,596,355.62","3,719,249,432.33","3,663,082,015.28","3,641,115,718.57","4,396,412,746.18"
负债和所有者(或股东权益)合计,"1,441,443,279.63","1,728,472,453.22","2,166,423,810.81","2,113,343,126.88","2,261,493,488.06","2,922,053,935.48","3,700,596,355.62","3,719,249,432.33","3,663,082,015.28","3,641,115,718.57","4,396,412,746.18"
