科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"531,335.73","1,533,028.60","846,689.25","1,140,972.98","2,700,180.96","1,060,185.29","7,823,257.08","3,663,755.01","6,848,220.51","9,251,663.11","40,006,780.11","14,792,385.48","19,565,748.84","7,088,555.96","19,534,680.00","26,640,899.84","26,028,194.59","9,211,420.52","12,813,986.18","12,116,499.76","12,668,573.45","21,242,018.23","28,725,586.19","26,078,262.88","29,143,923.33","28,892,679.09"
应付职工薪酬,"2,112,435.62","3,399,593.69","5,165,640.97","3,317,309.03","2,342,466.75","7,265,306.92","7,653,688.77","4,648,859.28","8,000,749.45","11,562,943.11","11,472,059.77","7,523,668.35","8,706,210.97","11,408,129.08","6,412,795.40","8,478,106.61","11,020,206.39","14,946,334.65","7,827,958.18","10,842,237.58","15,391,709.26","28,524,150.95","20,294,028.59","22,738,702.06","28,550,799.92","39,024,005.02"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,525,621.54","2,470,732.59","1,757,419.15","3,758,083.74","6,130,325.75","1,616,245.02","4,013,200.13","8,415,823.74","8,939,568.22","10,969,219.80","8,297,439.57","7,312,742.29","7,953,486.77","10,033,054.51","2,229,330.67","12,017,272.34","5,382,670.31","7,766,976.23","5,572,192.27","14,051,794.43","8,364,727.45","48,399,031.43","39,140,080.74","8,332,852.66","17,443,766.28","62,311,523.56"
应收利息,,,,,,"3,365,143.21","5,455,851.98","7,834,889.63","5,698,344.12","7,787,508.89","9,492,963.24","11,697,805.74","13,107,634.00","15,003,542.71","151,866.00",,,,,,,,,,,
应付利息,,,"35,556.00","32,000.00",,,,,,,,,,,,,,,,,"12,083.33","46,719.02","1,411.88","9,441.94","17,560.25","25,678.56"
应收股利,,,,,,,,,,,,,,,,,,"820,527.25","820,527.25","820,527.25","820,527.25","2,002,816.45","2,002,816.45","820,527.25","820,527.25","820,527.25"
应付股利,,,,,,,,,,,,,,,,,,,"8,000,304.60",,,,,,,
存货,"20,845,066.25","22,479,733.20","37,384,299.79","43,769,549.56","41,320,339.75","53,029,035.17","37,115,756.84","39,155,511.22","39,535,001.26","39,480,100.95","31,941,904.29","28,515,749.72","31,946,082.88","34,460,459.21","30,690,042.60","29,031,408.91","45,477,892.06","57,809,008.69","53,798,683.39","35,010,652.58","55,301,834.77","201,554,564.68","182,910,608.48","243,681,878.24","332,158,525.71","357,362,763.92"
其他应付款,"27,679,989.65",,"1,328,474.62","1,897,747.49","7,836,890.22","650,226.88","1,048,243.28","1,930,535.86","4,955,109.54","27,620,165.37","28,388,173.35","26,675,065.32","19,555,902.62","14,130,308.86","12,867,050.08","46,863,502.52","49,237,475.33","14,062,277.90","12,401,469.46","14,425,803.15","16,087,019.52","87,910,864.41","97,487,340.32","75,658,288.81","118,317,800.31","134,331,631.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,"68,989.54",,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,"283,636.36",,"283,636.36","283,636.36","283,636.36"
其他流动资产,,,,,,,,"25,000,000.00","55,000,000.00","46,000,000.00","70,000,000.00","60,000,000.00","75,000,000.00",,"54,992,600.00","5,000,000.00","195,000,000.00","202,329,123.84","113,025,715.71","89,277,299.08","10,421,166.09","400,920,197.58","363,408,546.89","588,135,505.70","753,205,510.63","674,189,832.44"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"105,705,449.21","128,513,177.08","191,416,099.90","257,129,310.05","678,423,435.74","648,479,894.82","646,382,587.25","689,942,766.06","672,026,698.78","695,478,612.59","707,783,905.29","744,796,027.28","789,851,748.14","702,797,966.25","555,795,059.54","658,570,750.04","696,702,766.35","667,900,031.77","628,015,684.78","630,003,817.58","733,816,435.11","1,586,164,073.13","1,568,486,356.02","1,656,682,911.97","1,829,185,238.83","2,185,685,694.75"
流动负债合计,"71,801,937.82","82,650,871.43","113,329,811.15","153,796,801.98","140,903,283.21","166,635,060.38","142,795,034.39","173,911,854.14","209,344,796.87","234,629,602.05","218,804,189.23","223,552,689.08","233,045,289.05","222,722,740.71","170,840,870.27","258,568,035.08","280,244,588.83","241,761,818.43","204,498,410.91","220,847,484.75","304,759,017.01","452,417,712.57","412,922,940.17","467,975,167.53","605,607,528.11","830,399,438.40"
可供出售金融资产,,,,,,,,,,,,,"64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","64,270,000.00","85,770,000.00","85,770,000.00"
长期借款,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,"1,000,000.00",,,,,,,"1,406,027.95","1,387,065.38","850,909.12","850,909.12","850,909.12"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"64,260,000.00","64,260,000.00","64,260,000.00","104,008,039.52","103,261,525.65","104,110,898.80","103,355,768.03","39,975,240.52","40,958,211.43","242,764,533.87","248,305,378.83","249,465,214.34","256,667,381.49","258,549,669.66","257,323,601.32","256,714,354.38","48,627,507.18","52,741,015.30","38,435,231.03","39,284,816.10","60,983,193.10"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,"11,817,916.92","11,671,787.76"
预计负债,,,,,,"3,618,515.02","2,634,441.65","1,854,907.99","1,087,198.33","78,675.17","22,325.45","77,995.85","220,572.92",,,,,,,"934,535.79",,"37,969,950.40","42,118,320.25","41,897,205.26","46,639,458.51","49,128,075.51"
固定资产,"5,848,548.82","9,119,315.30","9,355,685.14","40,528,365.05","44,012,579.97","48,261,363.56","48,663,852.59","81,413,735.24","112,554,786.25","159,720,650.10","155,469,109.91","152,947,700.84","151,345,235.78","156,441,345.19","153,714,931.11","150,350,212.60","150,824,085.80","153,029,377.25","154,365,994.82","151,718,315.30","148,124,586.95","204,050,770.22","205,320,804.74","199,418,551.76","182,571,991.29","261,725,495.86"
递延所得税负债,,,,,,,,,,"2,249,037.70","2,249,037.70","2,249,037.70","2,249,037.70","1,772,152.78","1,772,152.78","1,772,152.78","1,772,152.78","2,224,429.00","2,224,429.00","2,206,962.79","2,290,936.24","6,077,463.04","6,077,463.04","6,077,463.04","6,021,821.83","6,398,293.29"
在建工程,"210,633.78","8,560,700.67","42,387,511.99","23,453,814.57","21,019,618.58","32,278,665.86","27,347,796.73","6,628,051.83","7,209,595.63","3,962,336.72","6,497,064.70","10,517,183.44","14,111,826.68","9,622,669.73","10,205,404.82","13,638,533.71","9,536,026.02","6,572,710.29","5,700,823.50","8,658,994.68","12,090,040.84","70,068,539.86","68,449,761.88","82,328,779.28","89,127,862.58","16,708,560.70"
其他非流动负债,,,,,,,,,,,,,"600,000.00",,,,"8,544,290.43","13,324,799.38","17,473,912.17","24,786,116.07","37,158,134.17","46,032,025.06","51,641,005.38","57,909,699.50","63,248,865.88","83,299,828.95"
工程物资,,,,,,,,,,,"106,217.00",,,,,,,,,,,,,,,
非流动负债合计,,,"20,000,000.00","20,000,000.00",,"3,618,515.02","2,634,441.65","1,854,907.99","1,087,198.33","2,327,712.87","2,271,363.15","2,327,033.55","3,069,610.62","2,372,152.78","3,355,908.11","2,275,874.96","10,682,873.15","15,549,228.38","19,698,341.17","27,927,614.65","39,449,070.41","99,562,366.45","109,300,754.05","114,812,176.92","124,837,955.34","160,466,486.46"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"71,801,937.82","82,650,871.43","133,329,811.15","173,796,801.98","140,903,283.21","170,253,575.40","145,429,476.04","175,766,762.13","210,431,995.20","236,957,314.92","221,075,552.38","225,879,722.63","236,114,899.67","225,094,893.49","174,196,778.38","260,843,910.04","290,927,461.98","257,311,046.81","224,196,752.08","248,775,099.40","344,208,087.42","551,980,079.02","522,223,694.22","582,787,344.45","730,445,483.45","990,865,924.86"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"25,000,000.00","31,300,000.00","45,000,000.00","45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","234,972,974.00","234,972,974.00","234,972,974.00","237,821,474.00","237,821,474.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,029,899.44","7,288,560.18","7,288,560.18","7,288,560.18","425,685,760.18","425,685,760.18","425,685,760.18","395,685,760.18","395,685,760.18","395,685,760.18","395,685,760.18","305,685,760.18","305,685,760.18","305,685,760.18","305,685,760.18","305,685,760.18","305,685,760.18","306,620,746.32","306,620,746.32","310,160,859.02","307,292,657.51","1,947,060,146.69","1,930,091,151.38","1,930,099,742.69","1,969,432,934.66","1,963,742,539.64"
无形资产,,"9,745,968.49","9,547,745.41","9,448,633.87","9,399,078.10","9,349,522.33","10,286,235.62","10,147,973.00","17,357,093.98","20,794,878.76","20,595,954.46","20,457,530.17","20,253,105.88","26,829,734.65","26,526,670.80","26,224,435.14","26,871,463.72","31,373,174.93","30,996,863.76","32,785,486.91","33,162,106.00","96,003,804.04","95,125,574.49","105,979,328.89","105,018,660.95","102,012,300.96"
盈余公积,"869,679.07","4,036,324.43","9,730,338.79","9,730,338.79","9,730,338.79","17,773,679.31","17,773,679.31","17,773,679.31","17,773,679.31","28,705,734.07","28,705,734.07","28,705,734.07","28,705,734.07","41,467,925.49","41,467,925.49","41,467,925.49","41,467,925.49","50,118,227.22","50,118,227.22","50,118,227.22","50,118,227.22","57,570,888.51","57,570,888.51","57,570,888.51","57,570,888.51","75,060,178.89"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"40,847,490.00","40,847,490.00"
商誉,,,,,,,,,"40,511,849.09","48,723,024.76","48,723,024.76","50,015,486.69","50,015,486.69","48,723,024.76","48,723,024.76","48,723,024.76","48,723,024.76","35,054,724.76","35,054,724.76","89,341,311.20","96,734,950.83","1,220,760,525.79","1,220,760,525.79","1,220,760,525.79","1,220,760,525.79","1,243,248,643.67"
未分配利润,"8,666,745.18","31,377,178.58","57,887,827.37","96,238,856.23","117,964,578.03","130,359,739.49","149,656,737.11","175,051,570.07","209,500,237.11","226,850,901.90","252,368,316.93","284,988,563.83","320,949,660.71","338,465,709.10","360,002,655.31","379,270,389.33","385,931,319.41","394,084,662.45","405,153,845.97","422,570,315.93","438,312,231.44","463,440,403.41","507,398,334.62","534,471,504.26","616,126,509.50","770,595,958.53"
长期待摊费用,"229,413.65","605,366.26",,,"469,052.67",,,,"343,358.00","330,860.00","318,362.00","305,864.00","502,977.11","451,805.80","423,282.37","394,758.94","366,235.51","3,725,932.22","2,263,944.40","3,023,970.80","6,410,200.05","1,569,360.26","2,227,831.60","1,718,776.27","1,261,810.53","1,504,343.67"
少数股东权益,"5,000,000.00",,,,,,,,"27,235,006.89","51,354,694.05","53,342,879.38","54,947,316.05","57,137,471.07","61,778,175.72","61,960,283.01","63,888,257.71","61,470,728.06","63,233,687.96","60,577,825.86","61,514,548.77","66,082,456.17","72,763,266.94","73,555,026.95","68,275,950.88","32,282,455.62","28,147,917.80"
递延所得税资产,"374,216.05","108,406.82","529,495.05","1,494,433.64","960,195.15","1,443,307.81","1,605,180.45","1,885,245.56","1,236,760.96","972,804.01","1,263,993.49","1,501,823.78","1,784,371.38","3,716,109.16","4,295,287.69","4,541,754.77","4,811,384.00","5,213,224.92","5,942,043.82","7,552,447.74","5,651,510.46","14,511,708.41","14,973,982.89","15,123,228.43","15,579,424.52","26,007,484.27"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"102,315,890.00","20,229,500.40","19,768,553.00","16,694,839.55","30,343,658.06","44,325,486.40","31,122,579.00","31,869,552.40","24,478,703.90","36,241,481.00","25,893,814.24","25,916,135.25","33,470,775.41"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"6,662,812.30","28,139,757.54","61,820,437.59","74,925,247.13","75,860,524.47","155,592,859.56","152,163,065.39","164,335,005.63","283,221,483.43","337,766,080.00","337,084,625.12","339,101,356.95","342,258,244.04","453,328,790.72","571,152,635.82","576,216,651.75","571,562,273.70","586,250,183.92","601,469,551.12","645,796,706.95","655,027,301.91","1,744,340,919.66","1,760,110,977.69","1,753,928,235.69","1,777,109,143.93","1,843,102,585.40"
所有者权益(或股东权益)合计,"40,566,323.69","74,002,063.19","119,906,726.34","158,257,755.20","613,380,677.00","633,819,178.98","653,116,176.60","678,511,009.56","744,816,187.01","796,287,377.67","823,792,978.03","858,017,661.60","895,995,092.51","931,031,863.48","952,750,916.98","973,943,491.75","977,337,578.07","996,839,168.88","1,005,288,483.82","1,027,025,425.13","1,044,635,649.60","2,778,524,913.77","2,806,373,639.49","2,827,823,803.21","2,875,848,899.31","3,037,922,355.29"
资产总计,"112,368,261.51","156,652,934.62","253,236,537.49","332,054,557.18","754,283,960.21","804,072,754.38","798,545,652.64","854,277,771.69","955,248,182.21","1,033,244,692.59","1,044,868,530.41","1,083,897,384.23","1,132,109,992.18","1,156,126,756.97","1,126,947,695.36","1,234,787,401.79","1,268,265,040.05","1,254,150,215.69","1,229,485,235.90","1,275,800,524.53","1,388,843,737.02","3,330,504,992.79","3,328,597,333.71","3,410,611,147.66","3,606,294,382.76","4,028,788,280.15"
负债和所有者(或股东权益)合计,"112,368,261.51","156,652,934.62","253,236,537.49","332,054,557.18","754,283,960.21","804,072,754.38","798,545,652.64","854,277,771.69","955,248,182.21","1,033,244,692.59","1,044,868,530.41","1,083,897,384.23","1,132,109,992.18","1,156,126,756.97","1,126,947,695.36","1,234,787,401.79","1,268,265,040.05","1,254,150,215.69","1,229,485,235.90","1,275,800,524.53","1,388,843,737.02","3,330,504,992.79","3,328,597,333.71","3,410,611,147.66","3,606,294,382.76","4,028,788,280.15"
