科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动现金流出小计,"85,368,505.32","144,303,155.51","137,212,855.00","13,254,241.01","83,919,922.95","114,465,978.60","22,776,618.94","43,408,357.58","72,999,784.02","139,823,517.92","17,835,992.65"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,000,000.00","1,109,473.00","521,739.48",,"4,194.41","3,718.79",,"280,000.00","280,000.00","107,225.94","200,000.00"
筹资活动产生的现金流量净额,"25,626,039.22","-14,303,155.51","-48,561,623.08","-13,254,241.01","-23,937,422.95","-14,548,828.60","218,960,281.06","228,385,947.56","252,597,715.62","262,634,543.03","16,749,207.35"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-28,073.31","-84,797.53","15,349.57","-6,999.59","17,247.33","109,644.15",,"12,548.23","12,005.22","-622,728.92",
收到其他与投资活动有关的现金,"15,300,000.00","18,450,000.00","19,490,000.00",,"600,000.00","800,000.00",,,,"141,000,000.00",
四(2)、其他原因对现金的影响,,,,-0.01,,,,,,,
投资活动现金流入小计,"18,300,000.00","19,559,473.00","20,011,739.48",,"604,194.41","803,718.79",,"280,000.00","921,612.81","142,172,717.28","200,000.00"
五、现金及现金等价物净增加额,"54,734,006.17","21,131,762.49","71,296,645.42","-61,282,174.17","-119,662,459.54","-82,133,474.61","150,607,155.20","139,212,703.80","39,590,164.98","-24,846,530.54","-33,159,742.84"
购建固定资产、无形资产和其他长期资产支付的现金,"12,061,500.55","28,089,646.19","11,743,723.48","20,692,240.74","29,774,639.20","35,645,898.63","7,363,374.68","14,629,907.54","29,263,921.50","30,450,919.26","4,038,228.73"
期初现金及现金等价物余额,"31,814,132.03","86,548,138.20","107,679,900.69","178,976,546.11","178,976,546.11","178,976,546.11","115,441,659.69","96,843,071.50","110,637,841.93","107,798,404.99","82,247,190.09"
投资支付的现金,"14,700,000.00","15,300,000.00",,,"5,008,800.00","5,008,800.00",,,,,
期末现金及现金等价物余额,"86,548,138.20","107,679,900.69","178,976,546.11","117,694,371.94","59,314,086.57","96,843,071.50","266,048,814.89","236,055,775.30","150,228,006.91","82,951,874.45","49,087,447.25"
