科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,980,765.74","4,875,486.89","13,837,124.32","5,385,773.62","7,181,192.70","6,390,636.91","5,699,514.75","525,661.25","-323,906.84","-826,489.50","-3,718,614.18","-528,818.69","-579,714.78","425,211.50","-360,864.61","28,630.88","-4,140.37","990,584.08","-1,807,687.29","-1,137,503.04","-2,950,435.23","-5,044,165.41","-5,082,016.71","102,389.74","1,100,693.32","2,142,919.31","2,773,155.47","-1,637,995.99","-3,644,308.12","-4,510,349.81","-5,161,722.58","-4,944,024.87","-3,413,985.39","-4,764,110.13","10,148,109.73","16,068,918.25","26,065,006.02","35,176,126.12","26,830,824.66","8,521,036.67","22,981,625.16","37,592,971.66","53,934,233.82","20,293,539.83"
三、利润总额,"12,810,835.28","31,154,349.87","77,310,939.68","17,160,729.21","34,032,594.27","56,272,535.05","65,868,560.13","12,456,266.74","23,031,188.52","36,746,918.23","40,319,152.56","11,107,434.36","14,053,863.69","19,077,800.63","13,051,314.61","2,394,989.40","6,291,059.71","11,133,342.43","10,318,092.17","2,669,607.29","10,022,355.26","12,658,153.34","14,324,200.94","41,281,271.25","102,391,245.16","111,186,478.93","65,906,874.41","1,737,708.10","6,513,955.98","9,296,517.85","16,273,666.88","4,828,927.67","99,897,344.82","148,045,394.11","255,867,918.21","110,162,446.00","214,960,406.40","325,766,752.48","522,642,558.69","109,176,817.13","216,512,871.40","295,376,887.10","392,644,437.21","94,195,081.67"
资产减值损失,"103,106.23","1,716,697.15","1,134,211.14","-338,333.80","-1,630,711.62","-1,884,496.87","1,788,952.11","-1,583,594.95","-224,667.81","-2,935,823.68","-1,209,821.14",,"702,331.17","2,251,419.27","7,747,654.93","-898,030.15","781,572.88","-99,734.12","509,508.67","-1,134,128.07","-840,237.12","-2,088,703.99","448,082.04","1,487,136.29","1,846,090.85","-8,109,243.88","-6,235,470.64","1,068,314.47","-205,830.95","-232,388.72","1,844,203.99","93,103.29","1,940,339.86","-602,825.53","11,475,969.53","1,173,692.87","6,114,415.59","8,291,466.58","28,659,798.61","867,174.76","-1,135,753.91","-5,330,685.11","30,179,321.47","-9,621,298.94"
减:所得税,"795,514.64","2,240,665.87","4,396,916.77","755,544.98","3,300,706.76","4,261,347.26","8,235,624.60","2,670,905.04","5,161,265.44","6,276,009.50","6,820,637.74","2,087,776.41","2,843,844.47","3,352,259.97","2,574,222.88","578,767.02","1,474,830.02","1,438,050.25","-230,302.94","797,913.63","3,423,157.38","4,411,648.20","4,324,028.82","10,489,487.38","12,210,005.71","11,794,238.59","12,553,216.55","1,499,754.11","3,164,605.92","4,350,701.54","10,471,595.40","2,455,980.04","14,943,119.01","25,798,033.54","32,651,733.31","19,721,627.82","36,193,213.64","54,427,455.13","72,190,874.75","17,457,658.83","32,689,071.05","46,371,854.89","26,152,812.47","10,926,612.21"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"680,333.18","888,279.68","888,279.68","888,279.68","592,117.95","340,155.01","254,385.75","206,253.58","-1,215,627.81",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"19,000.00","19,000.00","19,000.00",,,,"21,063.93","-901,742.98","281,184.48","3,963,246.64","4,375,764.70","937,905.53","530,012.65","913,030.75","826,545.25","-1,043,233.16","-88,497.93","-197,668.47","1,145,880.31","-1,235,967.26","-1,021,665.50","-4,207,558.87","-2,578,519.01","-481,427.80","-993,397.79","-1,410,021.97","-154,768.71","-103,748.76","-610,789.71","-735,757.55","9,060,637.30",,"-19,778.43","-207,430.26","7,298,284.33","8,640,332.68","19,301,934.36","25,208,894.60","39,164,351.68","7,876,188.02","13,752,801.61","23,668,412.89","59,666,168.73","14,799,142.37"
四、净利润,"12,015,320.64","28,913,684.00","72,914,022.91","16,405,184.23","30,731,887.51","52,011,187.79","57,632,935.53","9,785,361.70","17,869,923.08","30,470,908.73","33,498,514.82","9,019,657.95","11,210,019.22","15,725,540.66","10,477,091.73","1,816,222.38","4,816,229.69","9,695,292.18","10,548,395.11","1,871,693.66","6,599,197.88","8,246,505.14","10,000,172.12","30,791,783.87","90,181,239.45","99,392,240.34","53,353,657.86","237,953.99","3,349,350.06","4,945,816.31","5,802,071.48","2,372,947.63","84,954,225.81","122,247,360.57","223,216,184.90","90,440,818.18","178,767,192.76","271,339,297.35","450,451,683.94","91,719,158.30","183,823,800.35","249,005,032.21","366,491,624.74","83,268,469.46"
其中:对联营企业和合营企业的投资权益,,,,,,,"21,063.93",,"281,184.48","1,446,262.59","1,471,779.41","937,905.53","530,012.65","913,030.75","826,545.25","-1,043,233.16","-88,497.93","-197,668.47","1,145,880.31","-1,235,967.26","-1,021,665.50","-4,207,558.87","-2,578,519.01","-481,427.80","-993,397.79","-1,410,021.97","-154,768.71",,,"-735,757.55","-64,316.71",,"-19,778.43","-207,430.26","7,298,284.33",,,"12,675,577.96","39,164,351.68",,"13,752,801.61","22,840,350.56","57,292,579.17","12,801,587.40"
归属于母公司所有者的净利润,"10,238,007.66","25,369,609.30","61,166,722.46","13,163,593.60","25,453,038.93","43,722,607.44","50,329,387.72","8,152,238.42","15,526,381.59","26,146,592.14","28,947,279.72","8,283,887.79","11,210,019.22","15,725,540.66","10,477,091.73","1,816,222.38","4,816,229.69","9,695,292.18","10,548,395.11","1,871,693.66","6,599,197.88","8,246,505.14","10,000,172.12","30,791,783.87","91,046,023.70","98,066,439.56","54,111,599.83","1,646,193.06","5,139,382.89","7,720,546.98","11,462,029.73","2,372,947.63","84,848,765.96","121,651,311.37","223,284,966.21","89,846,029.57","178,139,239.11","270,649,952.89","446,072,250.61","92,055,315.03","184,555,221.99","250,319,911.62","366,997,784.39","85,512,452.10"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,777,312.98","3,544,074.70","11,747,300.45","3,241,590.63","5,278,848.58","8,288,580.35","7,303,547.81","1,633,123.28","2,343,541.49","4,324,316.59","4,551,235.10","735,770.16",,,,,,,,,,,,,"-864,784.25","1,325,800.78","-757,941.97","-1,408,239.07","-1,790,032.83","-2,774,730.67","-5,659,958.25",,"105,459.85","596,049.20","-68,781.31","594,788.61","627,953.65","689,344.46","4,379,433.33","-336,156.73","-731,421.64","-1,314,879.41","-506,159.65","-2,243,982.64"
