科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付职工薪酬,"43,363.57","13,988.57","1,200.00",,"1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,417,700.46","1,200.00","1,200.00"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"246,373.54","2,916,134.01","6,330,511.81",,"4,441,262.07","5,071,602.20","5,737,045.52","5,552,992.23","10,429,284.19","3,764,200.74","9,867,976.94","2,636,779.43","4,138,401.62","3,563,656.15","10,744,105.82","3,443,438.47","4,218,099.39"
应收利息,,,,,,,"2,343,561.64","3,931,068.28","238,777.78","1,908,388.89","596,666.67","2,512,502.30","2,125,588.01",,"563,178.35","983,509.95","1,129,559.74"
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,"13,000,000.00",,,,,,,,,,,,,,
存货,"40,704,988.65","49,069,337.63","49,391,496.69",,"45,191,151.87","46,228,591.70","50,607,103.64","44,894,503.09","48,527,981.64","56,604,627.16","55,559,581.67","58,046,517.79","64,030,564.11","71,071,282.96","67,897,979.53","76,030,434.71","84,408,182.13"
其他应付款,"96,537.59","123,682.19","56,234.00",,"3,228,061.56","11,625.50",355.50,361.50,376.50,"85,373.50","1,890,923.49","1,865,929.49","1,890,953.49","2,008,310.49","1,901,193.22","1,991,911.92","1,738,081.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"100,000,000.00",,"100,000,000.00","197,000,000.00","130,000,000.00","220,000,000.00","122,475,999.16","287,850,250.21","114,737,388.34","6,359,539.60","167,973,948.58","67,363,799.67","148,845,875.97"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"256,348,168.69","266,427,774.11","200,058,119.38","189,540,700.00","425,319,499.97","230,919,543.03","494,043,872.27","501,529,033.07","500,543,673.67","500,271,357.07","525,915,480.73","512,382,756.89","475,250,014.20","462,668,890.61","503,843,093.82","502,779,015.17","495,436,393.91"
流动负债合计,"44,596,378.18","59,144,218.26","63,409,528.77","38,318,300.00","40,047,619.75","37,888,559.36","59,156,172.09","41,311,982.83","48,083,457.61","30,590,118.07","52,838,393.47","34,163,867.40","44,656,872.16","35,017,436.62","54,883,587.70","38,408,259.23","50,153,682.20"
可供出售金融资产,,,,,,"215,000,000.00",,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"19,926,873.71","19,348,503.87","18,412,402.91",,"17,483,983.16","17,005,280.08","16,861,326.57","16,594,342.63","16,823,592.13","21,455,539.76","25,124,810.90","27,376,827.66","27,750,191.15","27,346,750.21","26,944,438.66","26,765,736.49","25,910,740.93"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,"51,400.00","51,400.00","46,803.42","15,778,681.51","19,483,879.37","39,072,355.95","52,856,288.28","69,537,208.42","70,650,353.85","76,412,056.76"
其他非流动负债,"3,571,467.00","5,691,267.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"3,571,467.00","5,691,267.00",,,,,,,"375,000.00","312,500.00","250,000.00","187,500.00","125,000.00","62,500.00",,,
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"48,167,845.18","64,835,485.26","63,409,528.77","38,318,300.00","40,047,619.75","37,888,559.36","59,156,172.09","41,311,982.83","48,458,457.61","30,902,618.07","53,088,393.47","34,351,367.40","44,781,872.16","35,079,936.62","54,883,587.70","38,408,259.23","50,153,682.20"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00",,"80,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"29,950,409.44","29,950,409.44","29,950,409.44",,"226,620,409.44","186,620,409.44","186,620,409.44","186,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44","6,620,409.44"
无形资产,"4,136,331.06","4,007,743.38","3,879,155.70",,"3,814,861.86","3,782,714.94","3,753,416.93","4,062,459.82","7,864,333.31","9,099,336.61","8,821,689.80","9,592,155.55","9,289,971.77","9,066,917.61","8,762,738.10","8,458,558.59","8,154,379.08"
盈余公积,"20,298,046.78","27,389,436.07","30,000,000.00",,"30,000,000.00","30,000,000.00","37,998,033.50","37,998,033.50","37,998,033.50","37,998,033.50","47,066,412.48","47,066,412.48","47,066,412.48","47,066,412.48","53,930,509.46","53,930,509.46","53,930,509.46"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"122,721,848.37","108,544,351.97","40,437,055.96",,"71,174,121.66","93,318,589.43","112,419,357.45","137,855,333.69","73,768,869.15","96,794,008.48","116,034,768.29","128,029,542.33","101,376,863.30","113,190,640.78","141,811,641.15","158,424,871.69","139,635,702.08"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"726,776.31","935,661.38","1,447,316.18",,"1,223,805.86","1,120,020.18","1,535,356.71","1,548,523.94","1,562,770.59","1,442,032.63","2,005,752.86","1,448,514.36","1,637,413.31","1,824,494.51","2,262,439.67","2,166,165.29","2,390,167.04"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"5,163,567.88","5,783,597.82","6,845,611.00","8,194,058.10","5,896,229.08","6,564,220.43","2,036,565.46"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"24,789,981.08","24,291,908.63","23,738,874.79","23,362,500.00","22,522,650.88","236,908,015.20","22,150,100.21","22,256,726.39","26,302,096.03","32,043,712.42","56,894,502.95","63,684,974.76","84,595,543.18","99,288,508.71","113,403,053.93","114,605,034.65","114,903,909.27"
所有者权益(或股东权益)合计,"232,970,304.59","225,884,197.48","160,387,465.40","174,584,900.00","407,794,531.10","429,938,998.87","457,037,800.39","482,473,776.63","478,387,312.09","501,412,451.42","529,721,590.21","541,716,364.25","515,063,685.22","526,877,462.70","562,362,560.05","578,975,790.59","560,186,620.98"
资产总计,"281,138,149.77","290,719,682.74","223,796,994.17","212,903,200.00","447,842,150.85","467,827,558.23","516,193,972.48","523,785,759.46","526,845,769.70","532,315,069.49","582,809,983.68","576,067,731.65","559,845,557.38","561,957,399.32","617,246,147.75","617,384,049.82","610,340,303.18"
负债和所有者(或股东权益)合计,"281,138,149.77","290,719,682.74","223,796,994.17","212,903,200.00","447,842,150.85","467,827,558.23","516,193,972.48","523,785,759.46","526,845,769.70","532,315,069.49","582,809,983.68","576,067,731.65","559,845,557.38","561,957,399.32","617,246,147.75","617,384,049.82","610,340,303.18"
