科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"8,777,897.35","11,165,805.06","6,074,184.98","12,345,637.89","7,105,561.75","12,072,405.12","16,807,372.72","6,367,926.28","12,846,197.87","19,556,625.89","25,526,948.27","7,494,965.93","13,959,654.43","19,763,705.12","26,879,201.03","8,570,467.19","14,270,767.83","25,664,832.01","26,741,027.26","7,293,807.14","14,060,362.10","24,552,585.04","43,598,747.61","11,302,096.08","16,098,632.10","28,233,298.87","46,758,059.48","17,351,326.27","31,435,403.52","51,165,918.32","73,185,618.86","30,187,667.63","51,301,572.47","78,878,149.06","100,690,313.24","34,168,538.29"
取得借款收到的现金,"45,000,000.00","60,000,000.00","5,000,000.00","55,000,000.00",,,,,,"80,000.00","50,000,000.00",,,"5,000,000.00","5,000,000.00",,,,,,,,,,,,"60,000,000.00",,"28,544,000.00","280,544,000.00","315,757,132.01",,"20,000,000.00","60,000,000.00","80,000,000.00",
支付的各项税费,"21,210,918.96","45,362,683.80","22,351,326.55","46,617,932.01","23,133,247.48","29,900,971.93","38,285,026.96","9,370,117.47","16,457,346.71","23,297,424.68","31,009,985.97","7,473,209.07","14,688,962.08","21,569,805.42","28,399,923.80","6,762,366.79","28,140,684.72","39,652,384.71","53,984,769.64","18,343,024.68","37,633,682.26","57,323,581.91","71,862,713.69","6,547,969.57","23,918,554.89","37,819,651.75","57,413,663.62","17,223,795.02","30,502,366.95","43,148,434.68","79,149,916.80","25,756,026.54","56,381,768.59","84,904,494.54","88,932,024.40","21,911,066.72"
收到其他与筹资活动有关的现金,,,"2,000,000.00","7,676,000.00",,,"12,570,000.00",,,,"6,859,095.00","4,246.97",,,,,,,,,,"6,271,930.85","12,725,200.00",,,,"162,920,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"32,630,689.76","31,888,395.45","21,690,234.99","41,805,090.80","22,960,875.42","43,489,104.95","45,423,438.59","21,612,553.74","22,277,871.10","36,133,772.19","51,613,057.10","18,960,402.63","24,547,591.03","37,068,797.85","61,199,469.81","21,333,921.19","45,987,690.40","59,318,463.23","87,501,444.27","20,745,107.68","41,724,488.88","55,576,860.05","73,633,052.30","35,374,372.98","77,181,878.16","134,785,537.23","212,152,553.27","58,582,236.50","135,766,228.97","160,928,269.17","257,035,222.32","61,919,837.54","156,886,258.31","235,867,402.99","219,892,927.50","70,746,416.03"
筹资活动现金流入小计,"45,000,000.00","87,500,000.00","7,000,000.00","62,676,000.00",,"614,300,000.00","614,500,000.00","500,000.00","580,000.00","660,000.00","57,359,095.00","4,246.97",,"5,000,000.00","5,000,000.00",,,,,,,"6,271,930.85","19,525,840.00",,"5,699,961.65","12,247,218.00","235,169,005.74","6,239,679.85","34,783,679.85","305,720,842.11","326,495,354.01",,"32,000,000.00","72,000,000.00","93,000,000.00","13,415,052.94"
经营活动现金流出小计,"263,138,817.80","301,924,688.07","167,822,180.27","361,140,552.36","137,189,605.58","226,858,587.25","287,716,692.84","76,189,883.73","171,470,180.51","267,239,220.61","408,695,320.60","104,505,170.73","230,635,039.66","339,032,487.36","490,631,833.78","97,448,235.38","251,186,516.44","374,157,495.67","499,261,955.32","113,736,229.58","234,142,656.95","367,919,562.29","488,810,026.19","116,836,639.42","265,221,986.45","431,105,979.10","703,779,965.90","182,105,362.60","442,632,951.53","816,123,688.85","1,251,272,472.51","268,357,490.11","787,650,013.90","1,118,379,733.40","1,298,514,105.30","298,533,144.05"
偿还债务支付的现金,"35,000,000.00","55,000,000.00","30,000,000.00","60,000,000.00","5,000,000.00","58,750,000.00","55,000,000.00",,"6,648,057.81","6,648,057.81",,,"73,362.69","48,073,362.69","50,574,546.00",,,"5,000,000.00","5,000,000.00","287,273.00","287,273.00","287,273.00","287,273.00","363,113.00","363,113.00","363,113.00","363,113.00","353,633.00","353,633.00","10,353,633.00","61,100,685.50","34,544,000.00","69,875,226.00","259,031,273.00","500,757,012.50","11,000,000.00"
经营活动产生的现金流量净额,"30,384,750.18","71,548,398.31","18,519,630.26","71,016,250.76","17,022,487.36","1,704,689.85","34,431,199.52","-15,778,778.67","-18,505,311.37","-12,197,582.48","-2,802,691.37","-35,217,612.94","-61,504,871.51","-87,008,073.59","-45,009,608.54","670,941.02","-28,032,323.16","3,956,913.27","18,661,910.81","-17,316,699.75","-26,825,132.70","5,342,732.87","62,583,512.78","4,400,826.89","-46,962,264.87","-85,889,782.90","-161,969,039.67","-20,048,901.28","-61,677,758.55","-142,897,864.98","143,066,299.24","8,468,694.21","-97,747,212.84","1,545,620.54","307,604,775.53","-46,605,800.98"
分配股利、利润或偿还利息支付的现金,"4,324,544.00","9,115,913.50","6,957,911.87","8,376,968.50","16,531,966.50","16,909,566.50","16,909,566.50","64,872.00","10,236,330.00","10,246,330.00","10,612,535.14","875,541.33","16,756,303.99","17,732,367.02","17,774,138.19","75,750.00","17,103,883.33","30,142,883.33","30,207,691.66",,"13,169,000.00","13,169,000.00","13,000,000.00",,"26,123,200.00","26,123,200.00","26,174,950.00","32,367,773.34","33,149,296.59","35,018,068.96","41,734,016.16","3,904,253.33","33,869,750.57","36,738,985.10","28,539,831.25","1,488,339.56"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,579,180.00","15,420,820.00","15,420,820.00","15,420,820.00",,,,,,
支付其他与筹资活动有关的现金,"5,045,000.00","5,005,000.00",,,"794,340.00","10,346,773.46","16,594,125.00",,,,,,,,,,,,,,,,,,,"12,725,200.00","12,725,200.00",,,,"248,696.51",,,,"70,300,000.00",
取得投资收益收到的现金,,,"1,037.91","1,037.91",,,,,,,"1,643.15","30,004.96",,,"1,285.95",,,,"3,197,605.06","1,048,767.12","5,196,164.38","5,196,164.38","5,115,039.72","1,626.60","3,253.20","3,253.20","3,843,253.20",,"1,138.60","1,138.60","1,138.60",,"1,707.90","1,707.90","1,707.90",
筹资活动现金流出小计,"44,369,544.00","69,120,913.50","36,957,911.87","68,376,968.50","22,326,306.50","86,006,339.96","88,503,691.50","64,872.00","16,884,387.81","16,894,387.81","10,612,535.14","875,541.33","16,829,666.68","65,805,729.71","68,348,684.19","75,750.00","17,103,883.33","35,142,883.33","35,207,691.66","287,273.00","13,456,273.00","13,456,273.00","13,287,273.00","363,113.00","26,486,313.00","39,211,513.00","39,263,263.00","32,721,406.34","33,502,929.59","45,371,701.96","103,083,398.17","38,448,253.33","103,744,976.57","295,770,258.10","599,596,843.75","12,488,339.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"188,766.00",,,"3,600.00","23,600.00","44,500.00",,700.00,870.00,700.00,"158,644.00",,,,,,,"121,950.75","1,000.00","1,000.00","1,000.00","1,000.00",,,,"16,000.00",,,,"82,575.92","50,000,000.00","101,171,877.00","101,172,057.00","141,575.62",
筹资活动产生的现金流量净额,"630,456.00","18,379,086.50","-29,957,911.87","-5,700,968.50","-22,326,306.50","528,293,660.04","525,996,308.50","435,128.00","-16,304,387.81","-16,234,387.81","46,746,559.86","-871,294.36","-16,829,666.68","-60,805,729.71","-63,348,684.19","-75,750.00","-17,103,883.33","-35,142,883.33","-35,207,691.66","-287,273.00","-13,456,273.00","-7,184,342.15","6,238,567.00","-363,113.00","-20,786,351.35","-26,964,295.00","195,905,742.74","-26,481,726.49","1,280,750.26","260,349,140.15","223,411,955.84","-38,448,253.33","-71,744,976.57","-223,770,258.10","-506,596,843.75","926,713.38"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"-1,249.55",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"2,097.81",,,,"5,333.36",,"-3,656.30",-965.49,486.97,"3,846.80","-92,638.74","-33,613.32","-1,638,486.54",,"13,963.03","13,963.03","-88,321.90","-452,325.48"
收到其他与投资活动有关的现金,,"2,913,750.00",,,,,,,,,"2,255,565.50",,,,,,,,"89,000,000.00","120,200,000.00","332,283,691.59","332,283,691.59","392,000,000.00",,"2,487,794.92","2,487,794.92","2,487,794.92",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"3,102,516.00","1,037.91","1,037.91","3,600.00","23,600.00","44,500.00",,700.00,870.00,"2,257,908.65","188,648.96",,,36.40,,,,"92,319,555.81","121,249,767.12","337,480,855.97","337,480,855.97","397,116,039.72","1,626.60","2,491,048.12","2,491,048.12","21,926,228.12","15,420,820.00","15,421,958.60","15,421,958.60","83,714.52","50,000,000.00","101,173,584.90","101,173,764.90","143,283.52",
五、现金及现金等价物净增加额,"13,883,801.38","49,129,674.60","-14,193,032.91","43,751,695.55","-18,222,996.50","505,100,266.74","519,295,014.02","-41,461,729.12","-68,934,852.88","-114,564,903.68","-64,923,435.81","-48,186,890.93","-101,415,719.63","-183,850,103.22","-180,428,561.80","-4,031,046.55","-52,267,847.06","-41,793,312.71","-156,656,928.78","-114,296,930.63","76,545,785.27","48,067,320.14","167,540,588.26","-5,315,456.51","-183,617,329.40","-237,367,620.67","-86,353,951.37","-36,367,568.22","-53,749,252.68","-23,199,564.12","197,288,077.52","18,093,529.57","-94,290,235.59","-159,764,150.09","-241,238,231.05","-49,567,044.65"
购建固定资产、无形资产和其他长期资产支付的现金,"17,131,404.80","43,522,129.22","2,755,789.21","21,564,624.62","12,922,777.36","24,921,683.15","39,126,140.78","19,718,078.45","34,538,333.71","60,733,803.39","85,725,212.95","12,286,632.59","23,081,181.44","36,036,299.92","50,112,533.32","4,626,237.57","7,131,640.57","10,607,342.65","17,991,792.14","7,942,725.00","10,653,665.00","15,340,806.13","20,775,171.13","9,354,797.00","15,976,105.00","24,623,625.40","39,837,388.31","5,261,607.25","8,681,564.25","12,039,184.57","13,635,405.54","1,926,911.31","3,585,594.11","6,447,240.46","10,021,124.45","1,435,631.57"
期初现金及现金等价物余额,"44,839,562.80","58,723,364.18","107,853,038.78","107,853,038.78","151,604,734.33","152,166,212.11","151,604,734.33","670,899,748.35","670,899,748.35","670,899,748.35","670,899,748.35","605,976,312.54","605,976,312.54","605,976,312.54","605,976,312.54","427,957,973.98","425,547,750.74","425,547,750.74","425,547,750.74","268,890,811.96","268,890,811.96","268,890,811.96","268,890,811.96","436,431,400.22","436,431,400.22","436,431,400.22","436,431,400.22","350,077,448.85","350,077,448.85","350,077,448.85","350,077,448.85","547,365,526.37","547,365,526.37","547,365,526.37","547,365,526.37","306,127,295.32"
投资支付的现金,,"378,196.99",,,,,,,,,"25,400,000.00",,,,"21,957,772.15",,,,,,,,"5,000,000.00",,"102,380,000.00","102,380,000.00","102,379,981.22",,,"144,000,000.00","154,000,000.00",,"2,400,000.00","8,000,000.00","32,280,000.00",
期末现金及现金等价物余额,"58,723,364.18","107,853,038.78","93,660,005.87","151,604,734.33","133,381,737.83","657,266,478.85","670,899,748.35","629,438,019.23","601,964,895.47","556,334,844.67","605,976,312.54","557,789,421.61","504,560,592.91","422,126,209.32","425,547,750.74","423,926,927.43","373,279,903.68","383,754,438.03","268,890,821.96","154,593,881.33","345,436,597.23","316,958,132.10","436,431,400.22","431,115,943.71","252,814,070.82","199,063,779.55","350,077,448.85","313,709,880.63","296,328,196.17","326,877,884.73","547,365,526.37","565,459,055.94","453,075,290.78","387,601,376.28","306,127,295.32","256,560,250.67"
