科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,827,892.23","1,978,050.26","5,046,678.84","5,305,579.72","8,775,901.59","9,841,544.43","682,551.01","2,806,914.62","6,017,569.64","10,437,964.10","3,850,387.00","9,336,238.61","13,797,592.20","23,930,821.86","4,351,650.84","13,797,563.20","25,546,810.87","36,855,657.57","8,945,932.24","27,666,822.22","43,455,907.13","49,478,990.46","8,687,717.14","12,168,456.32","20,970,452.84","19,302,524.06","7,986,053.16","23,795,219.84","47,596,106.03","82,077,157.21"
三、利润总额,"41,421,385.14","59,275,651.33","64,507,239.92","31,886,557.15","38,071,124.59","37,510,747.57","19,915,101.03","29,913,399.80","36,747,625.37","43,180,206.02","15,650,693.27","16,975,525.17","27,483,157.42","17,462,243.88","21,057,563.31","60,601,014.94","86,299,090.63","109,574,493.75","43,155,554.12","96,449,739.02","126,312,648.61","174,982,794.32","81,119,937.77","150,890,747.96","201,972,488.92","254,575,911.33","83,170,619.44","146,824,483.41","171,233,574.24","202,444,835.23"
资产减值损失,"-238,616.75","693,183.30","3,547,520.84","1,601,946.28","2,230,261.97","3,921,649.73","541,244.90","1,290,287.40","1,004,189.31","1,901,182.94","-1,152,342.53","98,497.56","2,616,034.28","31,087,014.59","3,264,835.90","4,014,203.16","5,398,685.57","10,074,196.76","1,847,062.13","-845,676.73","3,648,561.01","14,066,277.96","4,030,957.22","4,662,294.72","3,374,922.88","9,292,136.54","1,165,563.50","2,435,554.96","2,487,637.35","8,516,358.15"
减:所得税,"6,162,565.25","9,018,210.07","8,247,512.38","4,303,778.57","5,190,014.01","4,381,931.03","2,441,450.44","4,046,319.55","5,635,584.92","6,478,591.05","906,256.84","1,728,363.85","3,009,549.32","1,560,607.46","2,761,883.22","8,624,231.43","12,594,484.24","15,644,773.08","6,792,057.64","16,713,312.60","21,611,544.36","26,477,840.61","13,275,011.57","24,831,467.81","30,808,592.37","36,882,776.29","12,927,414.35","23,685,126.16","31,369,547.76","40,336,093.15"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,"9,522.94",,,,"6,120,000.00","6,120,000.00","6,120,000.00","6,530,769.33","10,140,000.00","10,140,000.00","10,140,000.00","10,140,000.00",,,,,,"4,627,593.09","4,627,593.09",,,,"2,739,336.09","2,317,516.49","-320,000.00","4,546,210.21","2,128,329.18","7,534,257.55"
四、净利润,"35,258,819.89","50,257,441.26","56,259,727.54","27,582,778.58","32,881,110.58","33,128,816.54","17,473,650.59","25,867,080.25","31,112,040.45","36,701,614.97","14,744,436.43","15,247,161.32","24,473,608.10","15,901,636.42","18,295,680.09","51,976,783.51","73,704,606.39","93,929,720.67","36,363,496.48","79,736,426.42","104,701,104.25","148,504,953.71","67,844,926.20","126,059,280.15","171,163,896.55","217,693,135.04","70,243,205.09","123,139,357.25","139,864,026.48","162,108,742.08"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,"-672,483.51",,,,"4,230,658.55"
归属于母公司所有者的净利润,"35,258,819.89","50,257,441.26","56,259,727.54","27,582,778.58","32,881,110.58","33,128,816.54","14,388,053.67","22,296,804.52","27,293,298.12","32,234,560.26","11,878,149.76","12,871,080.28","22,413,747.57","23,232,652.11","17,650,828.11","47,754,947.43","65,506,993.28","83,387,857.31","34,174,493.56","76,595,940.44","97,996,524.72","138,536,607.47","60,903,060.51","111,853,518.72","150,493,457.71","195,436,905.45","64,014,256.71","112,133,711.89","121,938,280.31","130,123,526.79"
影响营业利润的其他科目,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0.01,,
少数股东损益,,,,,,,"3,085,596.92","3,570,275.73","3,818,742.33","4,467,054.71","2,866,286.67","2,376,081.04","2,059,860.53","-7,331,015.69","644,851.98","4,221,836.08","8,197,613.11","10,541,863.36","2,189,002.92","3,140,485.98","6,704,579.53","9,968,346.24","6,941,865.69","14,205,761.43","20,670,438.84","22,256,229.59","6,228,948.38","11,005,645.36","17,925,746.17","31,985,215.29"
