科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
负债合计,"78,230,606.64","59,815,927.25","59,984,495.93","55,676,075.69","55,254,450.75","53,280,186.23","60,017,839.65","55,640,683.67","65,180,348.77","85,133,912.31","106,017,502.37","128,260,021.25","184,840,677.37"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"100,600,000.00","100,600,000.00","100,600,000.00","100,600,000.00","100,600,000.00","134,150,000.00","134,150,000.00","134,150,000.00","134,150,000.00","134,150,000.00","134,150,000.00","135,709,000.00","135,709,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"42,591,994.28","42,591,994.28","42,591,994.28","42,591,994.28","42,591,994.28","156,714,247.14","156,953,916.08","156,953,916.08","156,953,916.08","156,953,916.08","156,953,916.08","171,210,971.08","173,823,725.16"
无形资产,"13,846,582.42","13,584,533.13","21,304,794.15","21,179,616.03","21,054,437.91","20,929,899.78","20,821,863.59","20,762,421.76","26,905,359.61","26,753,602.03","26,591,385.37","26,439,651.10","26,287,916.83"
盈余公积,"5,459,235.57","8,532,710.54","11,838,920.14","11,838,920.14","11,838,920.14","11,838,920.14","15,322,798.20","15,322,798.20","15,322,798.20","15,322,798.20","20,955,066.20","20,955,066.20","20,955,066.20"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"15,816,055.00","15,816,055.00"
商誉,,,,,,,,,,,,,
未分配利润,"51,999,311.08","64,267,122.29","79,057,284.90","86,746,564.73","96,352,803.73","110,686,436.78","114,904,979.08","125,000,083.84","125,028,124.09","142,695,448.64","149,865,603.68","171,058,559.18","172,234,401.19"
长期待摊费用,"56,375.08","42,703.72","29,032.36","25,614.49","22,196.63","18,778.78","15,360.92","11,943.06","9,232.36","7,935.94","7,346.67","6,050.25","4,753.83"
少数股东权益,,,,,,,,,,,,,
递延所得税资产,"1,894,032.63","2,103,882.56","2,574,633.54","2,604,789.04","2,909,726.11","2,413,835.54","2,601,037.23","2,338,517.23","2,468,241.46","2,635,491.56","2,350,644.97","2,595,794.81","3,092,385.15"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"385,074.46","485,577.48","482,400.00","497,500.00","681,400.00","419,108.98","375,415.38","1,659,774.14","9,949,323.41","38,911,390.22","24,309,214.46","22,994,107.77","16,807,776.77"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"111,193,521.05","110,152,000.77","113,899,462.88","112,397,030.71","111,841,519.56","110,698,580.18","112,555,413.28","116,140,091.27","131,578,729.82","168,314,323.53","224,842,934.49","246,752,170.56","280,595,214.87"
所有者权益(或股东权益)合计,"203,794,615.10","220,212,801.79","238,894,559.11","246,803,698.90","256,708,374.90","418,991,697.35","425,933,032.20","436,619,137.02","436,800,691.04","454,938,026.14","467,578,430.47","489,529,044.50","493,510,632.49"
资产总计,"282,025,221.74","280,028,729.04","298,879,055.04","302,479,774.59","311,962,825.65","472,271,883.58","485,950,871.85","492,259,820.69","501,981,039.81","540,071,938.45","573,595,932.84","617,789,065.75","678,351,309.86"
负债和所有者(或股东权益)合计,"282,025,221.74","280,028,729.04","298,879,055.04","302,479,774.59","311,962,825.65","472,271,883.58","485,950,871.85","492,259,820.69","501,981,039.81","540,071,938.45","573,595,932.84","617,789,065.75","678,351,309.86"
