科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"32,845,596.98","43,227,811.51","61,111,257.97","20,596,382.87","41,244,509.46","62,703,732.88","91,381,137.64","34,678,033.99","65,438,655.16","96,495,898.98","137,080,498.38","39,401,597.75","77,248,408.03","119,892,054.36","161,605,628.31","57,004,861.54","108,098,217.53","135,661,608.88","178,171,108.71","62,856,072.64","98,571,908.82","143,355,679.59","195,644,383.47","57,012,548.64","107,295,544.01","175,027,675.72","226,012,700.38","78,790,129.31"
取得借款收到的现金,"97,000,000.00","150,000,000.00","181,450,000.00","69,200,000.00","79,100,000.00","171,800,000.00","171,800,000.00","19,000,000.00","41,000,000.00","99,000,000.00","99,000,000.00","20,000,000.00","95,000,000.00","95,000,000.00","95,000,000.00","66,000,000.00","165,000,000.00","165,000,000.00","165,800,000.00","30,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","220,000,000.00","500,000,000.00","500,000,000.00","620,000,000.00","125,000,000.00"
支付的各项税费,"32,051,178.98","30,252,588.81","47,220,822.24","14,369,287.06","33,575,759.34","47,768,668.13","62,783,684.28","16,165,007.97","34,535,869.37","50,649,291.36","71,417,141.89","24,499,674.13","45,147,291.54","59,515,289.88","82,829,198.58","18,350,267.29","43,748,426.50","57,599,723.15","93,618,100.84","24,205,478.81","74,421,874.16","76,931,954.88","92,760,514.27","24,147,387.88","54,921,509.17","79,788,620.19","109,797,924.42","32,115,437.34"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"43,230,600.00",,,,,,,,,,,"39,307,295.67","39,483,475.73","41,435,965.12",
支付其他与经营活动有关的现金,"56,931,031.74","68,089,010.82","72,284,418.82","21,002,319.98","44,148,232.02","68,936,726.16","92,612,066.74","21,547,112.09","34,205,160.92","61,587,199.85","77,160,054.20","23,290,536.68","46,879,223.20","76,468,291.07","107,317,930.86","23,582,462.70","50,914,743.32","86,127,596.01","156,190,001.86","34,587,105.36","79,439,812.67","98,561,410.25","202,130,655.67","49,728,395.54","90,178,284.73","124,045,655.42","261,900,557.19","52,669,233.07"
筹资活动现金流入小计,"97,000,000.00","154,620,000.00","181,450,000.00","505,370,000.00","516,170,000.00","608,870,000.00","584,699,800.00","19,000,000.00","41,000,000.00","99,000,000.00","103,000,000.00","20,000,000.00","95,000,000.00","138,230,600.00","148,230,600.00","72,000,000.00","178,422,077.00","178,422,077.00","1,350,727,455.47","30,000,000.00","60,000,000.00","80,000,000.00","82,273,884.46","225,200,000.00","547,181,492.68","547,357,672.74","669,310,162.13","125,000,000.00"
经营活动现金流出小计,"482,177,614.60","646,016,542.67","866,198,477.19","246,950,300.57","488,410,570.84","725,067,246.63","997,994,035.87","278,647,971.20","571,510,017.47","914,150,279.77","1,290,321,895.56","342,099,712.25","776,429,925.79","1,220,151,060.84","1,467,200,936.22","405,796,327.70","832,653,533.52","1,227,824,072.88","1,935,386,478.55","539,274,802.97","1,044,710,765.90","1,638,198,822.28","2,652,276,690.72","527,310,976.42","1,287,899,532.58","1,932,151,615.97","2,653,171,817.80","549,671,344.59"
偿还债务支付的现金,"81,000,000.00","184,000,000.00","165,850,000.00","78,700,000.00","88,600,000.00","149,800,000.00","210,700,000.00","31,800,000.00","46,700,000.00","86,700,000.00","108,700,000.00","52,000,000.00","67,000,000.00","69,000,000.00","139,000,000.00","60,000,000.00","62,000,000.00","82,000,000.00","107,800,000.00","50,000,000.00","140,000,000.00","170,000,000.00","170,000,000.00",,"30,000,000.00","80,000,000.00","140,000,000.00","260,000,000.00"
经营活动产生的现金流量净额,"27,666,592.62","105,735,045.71","76,415,806.24","16,722,397.96","15,490,618.66","56,419,087.14","108,910,890.29","-6,807,104.67","14,939,070.42","8,124,325.25","57,994,293.54","17,545,115.80","-30,221,814.46","-46,047,159.87","61,327,374.52","34,053,584.57","37,179,998.51","83,293,745.09","142,106,431.85","38,960,416.34","62,119,816.76","41,437,985.42","27,168,564.59","18,544,802.38","-71,598,125.74","-3,573,453.93","-26,373,972.87","256,901,205.55"
分配股利、利润或偿还利息支付的现金,"11,081,828.46","24,957,394.61","12,002,247.09","3,397,087.40","47,801,160.64","51,210,429.08","54,026,083.02","2,146,923.79","45,592,669.00","47,761,583.35","49,844,439.26","1,608,364.64","45,140,511.71","47,549,496.16","49,341,845.65","1,006,732.10","44,061,769.11","46,337,940.78","48,356,188.41","1,698,116.68","57,610,408.03","58,079,458.02","58,541,673.30","2,336,190.48","71,457,946.77","77,182,444.68","82,342,274.02","74,421,045.68"
收回投资收到的现金,"731,672.00",,,,,,,,,,"255,000,000.00","137,400,000.00","330,030,000.00","409,890,000.00","530,320,723.52","101,002,929.79","179,800,000.00","300,197,743.85","334,935,591.08","12,844,950.14","737,533,033.60","1,236,307,738.94","1,716,542,951.05","433,620,596.38","1,327,464,331.34","1,954,487,410.24","2,713,610,761.72","557,490,955.81"
支付其他与筹资活动有关的现金,,,,"24,273,672.64","32,183,672.64","32,299,907.64","8,145,882.10",,,,,,,,,,"10,547,040.00","10,547,040.00","24,547,040.00",,"31,118,450.00","118,450.00","31,118,450.00",,"10,542,131.00","10,542,131.00","22,104,113.90",
取得投资收益收到的现金,,"16,133.78",,,"500,000.00","500,000.00","500,000.00",,"601,446.58","1,019,000.00","2,454,068.49","2,690,587.94","6,768,751.39","8,358,470.79","200,000.00",,"2,425,539.10","182,000.00","182,000.00",,"441,805.00","441,805.00","441,805.00",,,,,
筹资活动现金流出小计,"92,081,828.46","208,957,394.61","177,852,247.09","106,370,760.04","168,584,833.28","233,310,336.72","272,871,965.12","33,946,923.79","92,292,669.00","134,461,583.35","158,544,439.26","53,608,364.64","112,140,511.71","116,549,496.16","188,341,845.65","61,006,732.10","116,608,809.11","138,884,980.78","180,703,228.41","51,698,116.68","228,728,858.03","228,197,908.02","259,660,123.30","2,336,190.48","112,000,077.77","167,724,575.68","244,446,387.92","334,421,045.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,429,900.45",140.00,,"58,000.00","75,000.00","75,000.00","75,000.00",,"20,700.00","23,477.78","47,274.82",,"32,440.00","83,640.00","678,207.00","187,038.00","155,324.63","590,938.81","582,599.55","7,431.56","950,611.56","1,129,697.06","20,874,920.73","120,300.00","131,847.80","146,896.80","360,429.09",
筹资活动产生的现金流量净额,"4,918,171.54","-54,337,394.61","3,597,752.91","398,999,239.96","347,585,166.72","375,559,663.28","311,827,834.88","-14,946,923.79","-51,292,669.00","-35,461,583.35","-55,544,439.26","-33,608,364.64","-17,140,511.71","21,681,103.84","-40,111,245.65","10,993,267.90","61,813,267.89","39,537,096.22","1,170,024,227.06","-21,698,116.68","-168,728,858.03","-148,197,908.02","-177,386,238.84","222,863,809.52","435,181,414.91","379,633,097.06","424,863,774.21","-209,421,045.68"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"53,805.00","99,138.00","51,991,371.99",,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,"1,421.35",,"-1,966.20","-5,150.85","-27,211.97","45,905.62"
收到其他与投资活动有关的现金,"11,390,918.40","5,129,000.00","1,200,000.00",,,,"2,380,000.00","211,617,305.21","177,277,532.15","217,077,532.15","266,926,944.08","1,000,000.00","11,970,685.74","12,970,685.74","23,715,371.70","10,000,000.00","10,655,000.00","14,161,379.33","13,438,692.00","70,000.00","1,570,000.00","3,770,000.00","13,457,754.54",,"3,000,000.00","4,883,863.10","17,050,054.17","9,020,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,552,490.85","5,145,273.78","1,200,000.00","58,000.00","575,000.00","575,000.00","2,955,000.00","211,617,305.21","177,899,678.73","218,120,009.93","524,428,287.39","141,090,587.94","348,855,682.13","431,401,934.53","606,905,674.21","111,189,967.79","193,035,863.73","315,132,061.99","349,138,882.63","12,922,381.70","740,495,450.16","1,241,649,241.00","1,751,317,431.32","433,740,896.38","1,330,596,179.14","1,959,518,170.14","2,731,021,244.98","566,510,955.81"
五、现金及现金等价物净增加额,"28,165,582.62","29,426,250.93","23,947,933.57","394,084,127.16","309,966,091.32","347,384,966.20","-10,623,486.72","138,212,630.60","-11,999,384.65","-57,096,650.25","-21,803,797.79","1,778,620.17","-3,237,530.05","-11,781,541.29","9,982,691.82","27,066,185.56","1,660,861.56","-13,160,077.29","1,131,180,747.64","-803,449,208.40","-1,064,850,040.97","-998,317,009.45","-1,145,878,761.02","154,243,188.91","273,337,388.99","149,657,251.06","219,287,612.68","-101,616,552.54"
购建固定资产、无形资产和其他长期资产支付的现金,"7,611,049.57","27,116,673.95","57,265,625.58","21,695,510.76","53,684,694.06","85,168,784.22","103,360,267.81","20,650,646.15","48,545,464.80","93,879,402.08","115,911,253.72","5,648,718.93","10,640,886.01","52,662,419.79","114,449,111.26","67,851,444.70","127,579,078.57","234,885,695.61","310,717,180.64","57,883,889.76","136,745,439.86","214,875,317.85","261,722,738.95","29,689,235.14","72,023,108.90","125,896,431.28","272,661,351.86","99,622,993.34"
期初现金及现金等价物余额,"21,282,746.02","49,448,328.64","78,874,579.57","102,822,513.14","102,822,513.14","102,822,513.14","102,822,513.14","92,199,026.42","92,199,026.42","92,199,026.42","92,199,026.42","70,395,228.63","70,395,228.63","70,395,228.63","70,395,228.63","80,377,920.45","80,377,920.45","80,377,920.45","80,377,920.45","1,211,558,668.09","1,211,558,668.09","1,211,558,668.09","1,211,558,668.09","65,679,907.07","65,679,907.07","65,679,907.07","65,679,907.07","284,967,519.75"
投资支付的现金,"10,760,000.00",,,,,,"78,000,000.00","31,000,000.00","105,000,000.00","154,000,000.00","413,800,000.00","117,600,000.00","264,090,000.00","334,090,000.00","493,090,000.00","59,800,000.00","140,090,000.00","192,090,000.00","214,885,867.84","774,900,000.00","1,561,287,210.00","1,917,277,210.00","2,484,277,210.00","490,000,000.00","1,305,000,000.00","2,007,870,000.00","2,589,870,000.00","615,685,300.00"
期末现金及现金等价物余额,"49,448,328.64","78,874,579.57","102,822,513.14","496,906,640.30","412,788,604.46","450,207,479.34","92,199,026.42","230,411,657.02","80,199,641.77","35,102,376.17","70,395,228.63","72,173,848.80","67,157,698.58","58,613,687.34","80,377,920.45","107,444,106.01","82,038,782.01","67,217,843.16","1,211,558,668.09","408,109,459.69","146,708,627.12","213,241,658.64","65,679,907.07","219,923,095.98","339,017,296.06","215,337,158.13","284,967,519.75","183,350,967.21"
