科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
递延所得税负债,"20,415,252.24","13,561,217.13","10,825,618.40","10,995,738.72","12,431,839.70","16,827,646.27","16,055,016.58","22,684,943.88","22,009,026.86","25,847,587.05","25,117,633.25","26,049,753.88","26,367,611.60","27,515,951.61","26,916,844.32",,,"8,678,628.32",,,,,
在建工程,"398,371,593.75","857,598,544.53","735,333,196.88","909,646,668.17","1,005,356,465.10","1,044,684,841.08","1,074,127,371.48","946,955,665.86","976,395,917.15","1,042,056,384.15","1,117,541,882.39","1,171,063,652.64","1,207,565,159.76","469,860,193.81","460,738,703.65","447,535,647.84","440,193,275.71","101,090,687.24","110,279,337.27","147,698,745.21","188,070,927.12","161,872,022.04","177,374,748.85"
其他非流动负债,"68,310,000.00","68,310,000.00","65,091,440.00","62,302,977.80","61,176,661.14","60,050,344.48",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"676,167,651.22","757,710,508.11","381,095,826.14","379,134,080.71","212,327,701.72","209,720,662.66","212,943,100.79","206,019,211.00","203,465,698.58","206,764,006.43","203,038,696.30","201,106,111.54","397,650,871.16","421,263,240.35","617,560,309.14","538,696,143.58","385,749,452.18","448,770,018.46","457,169,889.83","439,752,560.70","692,478,220.43","692,313,480.50","692,156,911.92"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,362,794,673.76","1,695,384,830.29","1,446,627,884.16","1,541,266,300.00","1,584,959,387.53","1,513,234,364.48","1,444,778,707.00","1,176,626,205.41","1,445,240,805.81","1,461,678,037.01","1,374,830,843.87","1,474,683,372.37","2,212,903,010.17","2,352,009,614.85","2,523,286,691.87","2,816,796,674.21","2,884,482,073.47","2,812,178,907.96","2,945,371,463.53","3,068,937,233.61","2,926,857,603.50","2,913,516,069.39","2,445,218,554.05"
生产性生物资产,"3,084,054.72",,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,680,000,000.00","1,680,000,000.00","1,680,000,000.00","1,680,000,000.00","1,680,000,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,866,670,000.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00","1,954,720,314.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"281,962,144.38","281,962,144.38","281,962,144.38","281,962,144.38","281,962,144.38","1,854,121,939.88","1,854,121,939.88","1,854,121,939.88","1,854,121,939.88","1,854,121,939.88","1,854,121,939.88","1,854,121,939.88","1,868,576,929.83","1,878,213,589.80","2,666,208,176.82","2,666,208,176.82","2,666,208,176.82","2,666,208,176.82","2,666,208,176.82","2,657,834,066.81","2,657,834,066.81","2,657,834,066.81","2,657,834,066.81"
无形资产,"684,758,301.63","733,314,853.01","715,244,644.49","704,989,313.58","702,043,525.43","694,379,526.18","688,243,120.08","684,603,577.91","678,174,243.86","671,532,596.69","666,718,325.45","661,305,454.39","655,831,496.72","651,241,863.80","645,165,572.54","631,963,674.32","632,193,424.28","644,458,093.20","642,324,642.27","638,755,610.34","650,427,016.82","650,490,727.22","646,472,466.29"
盈余公积,"234,612,955.80","300,569,708.00","402,216,447.79","402,216,447.79","402,216,447.79","444,394,764.50","444,394,764.50","444,394,764.50","444,394,764.50","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77","445,253,261.77"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"1,106,738,363.49","712,106,695.56","958,377,535.27","295,889,785.16","327,190,615.03","390,249,247.24","442,879,795.40","116,038,163.55","83,330,968.91","119,581,692.07","61,132,182.90","-39,251,049.14","-71,597,621.20","-222,194,388.18","-172,050,626.60","-191,388,804.18","-190,055,718.71","-176,656,033.95","-285,490,169.58","-382,607,147.53","-712,887,531.96","-942,736,607.44","-907,706,669.71"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,"15,049,876.22","31,003,643.66","32,203,959.49","38,321,595.05","39,887,587.88","38,407,352.58","37,352,776.70",,,,
递延所得税资产,"97,299,769.93","60,669,348.30","56,426,264.79","46,656,097.23","47,972,454.55","49,663,888.80","49,663,888.80","59,315,573.11","70,576,411.65","58,719,910.99","79,531,708.03","90,110,842.86","86,892,010.47","157,444,306.42","140,155,615.41","109,314,148.06","127,087,030.44","151,239,030.01","171,160,500.93","160,463,405.25","250,536,392.51","220,571,401.29","211,509,864.61"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"94,704,386.90","373,841,492.18","212,730,389.41","142,132,558.46","118,639,005.17","115,183,211.76","126,959,130.50","112,096,110.38","120,061,110.38","391,467,813.72","397,765,808.50","444,239,678.43","434,648,515.23","399,074,744.72","328,203,002.64","343,492,257.95","341,258,010.40","333,808,942.71","307,949,171.26","242,041,473.26","205,555,234.93","330,421,118.68","318,649,720.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,837,890,061.25","2,459,759,538.23","2,594,164,440.66","2,659,714,713.77","2,694,230,391.51","2,713,900,123.61","2,745,107,860.37","2,761,894,800.99","2,805,397,210.22","3,407,852,938.43","3,469,055,524.56","3,608,903,713.92","3,582,398,720.87","3,903,596,959.35","3,808,889,492.45","3,514,421,045.26","3,501,390,690.18","3,300,119,557.91","3,295,118,359.29","3,243,665,278.23","3,327,788,410.31","3,422,451,383.31","3,390,605,208.23"
所有者权益(或股东权益)合计,"3,347,123,387.77","3,018,448,472.04","3,366,366,051.54","2,703,878,301.43","2,735,179,131.30","4,599,245,875.72","4,651,876,423.88","4,325,034,792.03","4,292,327,597.39","4,318,128,443.35","4,247,371,039.73","4,156,455,284.64","4,158,033,225.30","4,029,545,438.33","4,975,048,735.53","4,956,640,371.13","4,960,234,889.82","4,952,846,663.14","4,844,141,365.07","4,700,325,727.74","4,370,443,970.64","4,140,440,134.59","4,173,551,388.39"
资产总计,"4,709,918,061.53","4,713,833,302.33","4,812,993,935.70","4,245,144,601.43","4,320,138,518.83","6,112,480,240.20","6,096,655,130.88","5,501,660,997.44","5,737,568,403.20","5,779,806,480.36","5,622,201,883.60","5,631,138,657.01","6,370,936,235.47","6,381,555,053.18","7,498,335,427.40","7,773,437,045.34","7,844,716,963.29","7,765,025,571.10","7,789,512,828.60","7,769,262,961.35","7,297,301,574.14","7,053,956,203.98","6,618,769,942.44"
负债和所有者(或股东权益)合计,"4,709,918,061.53","4,713,833,302.33","4,812,993,935.70","4,245,144,601.43","4,320,138,518.83","6,112,480,240.20","6,096,655,130.88","5,501,660,997.44","5,737,568,403.20","5,779,806,480.36","5,622,201,883.60","5,631,138,657.01","6,370,936,235.47","6,381,555,053.18","7,498,335,427.40","7,773,437,045.34","7,844,716,963.29","7,765,025,571.10","7,789,512,828.60","7,769,262,961.35","7,297,301,574.14","7,053,956,203.98","6,618,769,942.44"
