科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
经营活动产生的现金流量净额,"60,434,672.31","42,493,252.22","73,716,341.77","-6,183,878.47","-5,022,974.41","3,193,074.84","53,153,727.17","-35,968,585.79","-7,547,560.10","26,227,787.78","71,197,396.63","31,039,782.21","55,353,360.94","9,858,285.89","42,861,647.94","-47,895,960.66","54,067,982.53","93,587,727.08","-102,784,771.63","20,467,582.09","120,797,596.30","119,334,206.61","9,759,035.49","70,489,835.07","98,795,022.69","117,278,597.71","272,128,942.65","-2,520,890.86","212,733,735.90","218,529,436.82","11,474,460.15"
分配股利、利润或偿还利息支付的现金,"27,431,685.92","28,349,369.61","9,596,857.20","1,588,334.78","2,482,613.62","50,505,338.92","103,049,098.94","991,588.89","101,037,622.22","101,037,622.22","101,037,622.22",,"97,946,004.69","96,649,469.13","96,729,205.04","75,000.00","7,595,850.05","20,215,872.32","45,140,327.81",,"43,764,427.83","45,079,447.97","54,849,426.71","6,192,604.71","11,621,388.70","16,904,930.84","23,293,857.16","5,216,500.00","100,691,761.86","107,261,197.53","359,610,701.30"
收回投资收到的现金,,,,,,,,,,,,,,,,,"6,158,464.51","6,158,464.51",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"13,090,000.00",,,"4,482,370.00","4,482,370.00","4,482,370.00",,,,,,,,,,,"8,050,900.00","7,589,270.00",,,"7,376,286.00","7,376,286.00",,,"10,477,286.69","9,414,264.00",,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,"52,435,139.20","32,236,301.67","32,236,301.67","32,236,301.67","32,343,192.56",,"33,484,118.26","33,484,118.26","33,484,118.26"
筹资活动现金流出小计,"41,431,685.92","179,439,369.61","69,377,223.39","6,546,753.32","161,923,402.16","209,946,127.46","262,489,887.48","20,991,588.89","161,037,622.22","161,037,622.22","161,037,622.22",,"97,946,004.69","96,649,469.13","96,729,205.04","75,000.00","12,595,850.05","33,266,772.32","57,729,597.81",,"170,509,627.83","190,206,733.97","242,739,352.71","467,838,324.71","545,267,108.70","821,027,937.53","946,353,841.16","73,216,500.00","245,691,761.86","592,261,197.53","956,968,722.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,600.00","62,684.40","89,954.43","50,541.57","92,860.00","180,541.57","272,860.00",,"64,000.00","81,000.00","82,000.00",,"165,000.00","165,000.00","215,000.00",,"30,000.00","43,204.93","32,850.00",,"5,691,096.11","5,808,046.66","70,252,871.56","10,000,302.99","1,348,647.53","1,837,995.91","70,791,777.36","2,271,500.26","2,656,904.54","8,288,978.14","7,927,354.49"
筹资活动产生的现金流量净额,"22,568,314.08","-22,786,952.14","14,193,183.94","999,140,876.68","848,431,510.93","801,235,884.20","809,211,187.43","-20,991,588.89","-161,037,622.22","-157,037,622.22","-157,037,622.22",,"-59,005,259.09","-34,347,529.93","-33,924,265.84","9,497,640.00","317,023,440.35","310,823,198.08","410,498,272.59",,"-164,804,774.32","540,525,742.83","474,275,495.29","-213,074,315.92","-211,859,108.70","-247,619,937.53","-179,139,841.16","1,635,276,929.95","1,424,066,668.09","1,189,497,232.42","1,211,094,741.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,"6,158,464.51",,,,,,,,,,,,
四、汇率变动对现金的影响,"-294,013.19","246,205.64","-873,734.00","-243,957.81","-427,972.88","-1,885,948.43","-2,376,316.66","107,275.64","-942,820.49","-472,104.01","-535,794.68","-696,059.63","-238,071.59","-616,106.59","-1,308,132.23","25,322.90","168,849.25","182,931.21","-2,590,737.15","-9,198,435.56","-9,401,475.39","-1,118,694.08","-7,916,867.60","776,366.59","568,656.05","1,133,472.15","-4,351,566.24","365,010.13","2,764,838.26","3,248,414.31","-9,786,493.06"
收到其他与投资活动有关的现金,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00",,"80,000,000.00","80,000,000.00","80,000,000.00",,,,,,,"50,416,191.47",,,,"24,944,600.00","88,000,000.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,600.00","62,684.40","89,954.43","50,541.57","92,860.00","180,541.57","272,860.00",,"70,064,000.00","70,081,000.00","70,082,000.00",,"80,165,000.00","80,165,000.00","80,215,000.00",,"6,188,464.51","6,201,669.44","6,191,314.51",,"5,691,096.11","56,224,238.13","122,688,010.76","42,236,604.66","33,584,949.20","59,018,897.58","191,134,969.92","2,271,500.26","36,141,022.80","41,773,096.40","41,411,472.75"
五、现金及现金等价物净增加额,"48,429,199.32","2,359,480.22","23,015,904.56","990,379,698.52","832,483,212.55","779,739,706.16","606,010,184.55","-68,880,279.25","-120,340,729.03","-103,260,281.75","-108,800,952.88","23,705,044.92","64,518,556.08","21,167,043.59","-43,095,464.85","-89,682,620.87","-34,321,595.97","-14,882,944.16","-169,587,141.71","-31,554,464.82","-188,797,010.94","107,697,329.66","-38,053,014.35","-110,664,953.29","-163,803,087.61","-155,479,286.10","61,640,534.94","1,541,283,877.70","869,539,048.97","334,325,159.84","789,171,489.53"
购建固定资产、无形资产和其他长期资产支付的现金,"34,281,373.88","16,451,726.66","64,109,841.58","2,383,883.45","10,590,211.09","22,983,846.02","247,892,773.39","12,027,380.21","20,876,726.22","42,059,343.30","92,506,932.61","6,638,677.66","11,756,474.18","33,892,605.78","130,939,714.72","51,309,623.11","79,991,651.90","93,899,789.26","154,928,960.55","42,823,611.35","141,079,453.64","145,422,029.36","38,334,737.95","8,393,443.69","72,387,517.44","83,209,362.15","174,130,504.91","3,472,671.78","13,566,829.17","105,275,692.80","282,015,423.90"
期初现金及现金等价物余额,"25,665,284.65","74,094,483.97","76,453,964.19","99,469,868.75","99,469,868.75","99,469,868.75","99,469,868.75","705,480,053.30","705,480,053.30","705,480,053.30","705,480,053.30","598,459,100.42","598,459,100.42","594,459,100.42","596,679,100.42","566,858,048.01","553,583,635.57","553,583,635.57","553,583,635.57","396,894,847.57","383,996,493.86","383,996,493.86","383,996,493.86","345,943,479.51","345,943,479.51","345,943,479.51","345,943,479.51","409,232,159.45","409,232,159.45","409,232,159.45","441,173,556.72"
投资支付的现金,,,,,,,"6,358,500.00",,,,,,,,,,,,,,,"461,846,134.47","418,523,950.34","2,700,000.00","2,080,953.86",,"33,862,781.60","90,636,000.00","117,500,386.91","217,474,098.91","117,500,386.91"
期末现金及现金等价物余额,"74,094,483.97","76,453,964.19","99,469,868.75","1,089,849,567.27","931,953,081.30","879,209,574.91","705,480,053.30","636,599,774.05","585,139,324.27","602,219,771.55","596,679,100.42","622,164,145.34","662,977,656.50","615,626,144.01","553,583,635.57","477,175,427.14","519,262,039.60","538,700,691.41","383,996,493.86","365,340,382.75","195,199,482.92","491,693,823.52","345,943,479.51","235,278,526.22","182,140,391.90","190,464,193.41","407,584,014.45","1,950,516,037.15","1,278,771,208.42","743,557,319.29","1,230,345,046.25"
