科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
非流动负债合计,"4,284,750.00","3,693,750.00","3,102,750.00","2,955,000.00","2,807,250.00","2,659,500.00","2,511,750.00","2,364,000.00","3,168,631.00","3,020,881.00","2,849,321.48","2,701,571.48","2,530,011.96","2,382,261.96","2,250,384.98","1,983,587.36","1,931,075.46"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"230,880,944.14","195,522,835.15","188,957,398.05","219,880,402.41","192,504,311.77","168,692,755.04","167,436,649.63","125,095,846.66","129,672,243.05","147,098,394.55","109,963,202.33","115,462,842.57","106,567,220.76","138,490,639.79","115,456,365.09","140,879,888.37","135,808,712.65"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"66,809,500.00","66,809,500.00","66,809,500.00","66,809,500.00","66,809,500.00","66,809,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00","89,109,500.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"70,610,500.00","70,610,500.00","70,610,500.00","70,610,500.00","70,610,500.00","70,610,500.00","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23","214,358,613.23"
无形资产,"42,050,440.10","41,156,058.18","40,715,219.16","40,463,333.76","40,228,430.85","39,989,033.63","39,745,976.83","39,495,965.29","39,249,953.75","39,003,647.33","39,213,507.58","38,968,740.80",,"38,484,959.62","38,233,910.88","37,974,155.08","41,645,837.70"
盈余公积,"16,327,523.94","19,442,411.87","22,945,493.43","22,945,493.43","22,945,493.43","22,945,493.43","26,481,933.39","26,481,933.39","26,481,933.39","26,481,933.39","29,884,149.61","29,884,149.61","29,884,149.61","29,884,149.61","32,951,189.12","32,951,189.12","32,951,189.12"
开发支出,,,,,,,,,,,,,"38,719,630.70",,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"146,947,715.35","174,981,706.72","206,509,440.78","212,812,283.32","224,323,527.90","236,505,275.48","238,337,400.43","248,551,254.65","248,126,331.08","256,378,023.20","261,828,586.44","269,883,403.05","270,344,668.33","276,450,902.54","282,303,181.99","288,513,221.17","290,493,004.94"
长期待摊费用,,"7,729,367.94","7,564,033.86","7,522,700.34","7,481,366.82","7,440,033.30","7,398,699.78","7,357,366.26","7,316,032.74","7,274,699.22","7,233,365.70","7,192,032.18","15,020,151.73","14,571,049.42","14,121,947.10","13,672,844.79","13,223,742.48"
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"828,583.02","931,294.59","1,365,294.61","1,323,460.53","1,249,175.86","1,486,952.15","1,537,520.90","1,613,026.85","1,646,669.25","1,772,137.58","1,706,845.08","1,714,389.88","1,802,098.35","1,831,407.14","1,658,027.07","1,666,153.71","3,268,186.41"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"598,978.00","6,598,978.00","9,463,478.00","12,064,951.25","3,404,053.00","5,166,226.00","8,768,917.00","10,710,603.61","7,733,315.00","14,794,407.66","26,135,230.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"133,632,946.15","141,033,323.84","152,384,561.59","149,866,737.74","149,676,601.64","147,559,355.02","153,065,086.74","156,606,008.20","163,792,654.17","164,524,344.80","166,942,362.27","169,917,855.14","191,877,173.69","200,411,534.12","241,900,686.45","251,614,376.43","270,950,319.19"
所有者权益(或股东权益)合计,"300,695,239.29","331,844,118.59","366,874,934.21","373,177,776.75","384,689,021.33","396,870,768.91","568,287,447.05","578,501,301.27","578,076,377.70","586,328,069.82","595,180,849.28","603,235,665.89","603,696,931.17","609,803,165.38","618,722,484.34","624,932,523.52","626,912,307.29"
资产总计,"531,576,183.43","527,366,953.74","555,832,332.26","593,058,179.16","577,193,333.10","565,563,523.95","735,724,096.68","703,597,147.93","707,748,620.75","733,426,464.37","705,144,051.61","718,698,508.46","710,264,151.93","748,293,805.17","734,178,849.43","765,812,411.89","762,721,019.94"
负债和所有者(或股东权益)合计,"531,576,183.43","527,366,953.74","555,832,332.26","593,058,179.16","577,193,333.10","565,563,523.95","735,724,096.68","703,597,147.93","707,748,620.75","733,426,464.37","705,144,051.61","718,698,508.46","710,264,151.93","748,293,805.17","734,178,849.43","765,812,411.89","762,721,019.94"
