科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
递延所得税负债,,"60,000.00","54,060.00","51,090.00","49,605.00","48,120.00","46,635.00","45,150.00","43,665.00"
在建工程,"77,509,343.53","121,408,131.73","113,800,598.56","35,977,898.32","37,977,527.67","27,459,441.93","31,115,223.88","35,241,887.46","34,922,342.72"
其他非流动负债,,,,,,,,,
工程物资,,,,,,,,,
非流动负债合计,"15,881,250.00","26,150,250.00","27,829,945.00","27,798,642.50","17,267,897.50","16,737,152.50","16,206,407.50","15,675,662.50","22,144,917.50"
固定资产清理,,,,,,,,,
负债合计,"89,303,756.05","71,217,354.41","89,079,351.78","82,075,369.22","74,914,723.69","68,407,372.33","66,568,910.86","58,743,178.01","76,911,020.79"
生产性生物资产,,,,,,,,,
实收资本(或股本),"65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00"
油气资产,,,,,,,,,
资本公积,"53,561,086.36","53,561,086.36","53,561,086.36","53,561,086.36","53,561,086.36","297,688,716.40","297,688,716.40","297,688,716.40","297,688,716.40"
无形资产,"14,795,133.62","17,366,770.81","16,999,153.81","16,815,451.75","16,723,600.72","16,631,749.69","16,539,898.66","16,448,047.63","16,356,196.60"
盈余公积,"12,855,727.31","18,031,837.88","23,520,883.68","23,520,883.68","23,520,883.68","28,749,361.84","28,749,361.84","28,749,361.84","28,749,361.84"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,,
未分配利润,"105,349,485.69","142,184,480.78","181,835,893.02","203,334,153.46","214,203,005.79","217,842,196.44","230,949,422.87","233,980,766.88","244,425,490.23"
长期待摊费用,"3,851,691.76","2,035,550.25","1,480,239.00","1,100,368.34","1,177,910.49","1,673,821.98","1,515,077.97","1,549,470.33","1,313,226.69"
少数股东权益,,,,,,,,,
递延所得税资产,"2,724,503.88","2,896,167.41","3,193,795.97","3,312,723.00","3,235,326.05","3,329,538.57","3,239,425.20","2,935,585.74","3,963,616.75"
外币报表折算价差,,,,,,,,,
其他非流动资产,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"167,047,239.46","206,973,498.96","242,775,253.21","251,092,428.11","251,748,156.09","254,519,738.72","254,967,260.46","256,975,675.13","259,411,716.42"
所有者权益(或股东权益)合计,"236,766,299.36","278,777,405.02","323,917,863.06","345,416,123.50","356,284,975.83","630,950,274.68","644,057,501.11","647,088,845.12","657,533,568.47"
资产总计,"326,070,055.41","349,994,759.43","412,997,214.84","427,491,492.72","431,199,699.52","699,357,647.01","710,626,411.97","705,832,023.13","734,444,589.26"
负债和所有者(或股东权益)合计,"326,070,055.41","349,994,759.43","412,997,214.84","427,491,492.72","431,199,699.52","699,357,647.01","710,626,411.97","705,832,023.13","734,444,589.26"
