科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","214,360,000.00","214,360,000.00","214,360,000.00","214,360,000.00","214,360,000.00","321,540,000.00","321,540,000.00","321,540,000.00","321,540,000.00","321,540,000.00","321,540,000.00","321,540,000.00","321,540,000.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"243,649,373.61","243,649,373.61","243,649,373.61","243,649,373.61","243,649,373.61","1,080,410,279.31","1,084,524,654.88","1,084,524,654.88","1,083,399,654.88","1,083,399,654.88","976,219,654.88","976,219,654.88","976,219,654.88","976,219,654.88","976,219,654.88","976,219,654.88","976,219,654.88","976,219,654.88"
无形资产,"85,015,143.81","94,244,102.13","108,276,457.56","106,015,240.48","107,179,314.12","106,661,280.33","104,658,980.72","104,569,441.37","105,750,867.41","119,464,908.18","121,241,013.59","168,468,329.04","149,384,640.96","147,224,898.39","143,840,671.52","154,905,592.35","156,179,776.94","154,740,288.47"
盈余公积,"29,988,364.69","52,889,719.93","74,729,611.01","74,729,611.01","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","107,180,000.00","107,180,000.00","107,180,000.00","107,180,000.00","127,344,454.51","127,344,454.51","127,344,454.51","127,344,454.51","146,009,881.06","146,009,881.06"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"67,826,191.87"
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"274,838,543.18","480,894,713.45","674,341,915.52","816,408,498.22","874,819,226.15","873,177,864.22","938,577,476.69","1,027,153,444.84","1,073,664,301.70","1,076,458,588.54","1,121,765,199.68","1,205,971,249.18","1,191,007,086.22","1,161,728,184.62","1,190,300,351.58","1,276,000,057.21","1,312,313,619.18","1,319,053,718.14"
长期待摊费用,"2,950,615.50","6,303,651.97","7,647,385.98","7,722,795.71","8,051,023.28","7,397,565.32","7,805,294.90","8,266,287.57","13,104,531.81","13,426,661.28","15,803,313.48","17,774,217.31","19,740,744.10","19,956,066.63","24,435,845.22","27,663,601.74","26,750,570.95","25,405,345.04"
少数股东权益,"14,362,432.81","14,855,960.66","15,348,049.71","15,369,113.07","15,927,290.56","16,298,869.76","15,255,334.12","14,567,924.70","22,886,768.40","32,809,315.24","49,307,284.92","88,392,481.45","79,842,648.30","80,038,816.95","76,879,271.40","89,751,896.99","88,659,339.62","89,222,664.07"
递延所得税资产,"1,274,469.63","2,783,678.26","4,654,586.80","8,565,935.61","5,920,685.68","7,802,201.30","10,000,201.04","13,194,764.07","8,746,648.30","10,101,015.53","12,679,815.44","13,889,099.07","12,051,906.52","12,930,534.78","16,490,085.96","15,467,076.75","17,935,827.29","20,942,603.60"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"13,164,997.84","20,285,475.96","43,686,854.04","25,543,035.42","12,301,408.45","26,164,331.88","29,869,146.69","26,412,927.90","23,880,474.57","21,413,350.17"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"353,879,556.72","419,741,891.14","478,381,442.60","528,469,280.95","539,693,482.85","546,317,259.49","563,468,541.68","595,285,241.54","663,303,422.23","694,507,059.29","732,410,559.18","793,307,322.41","767,269,741.92","830,146,832.20","853,653,854.56","870,611,229.32","876,306,796.93","949,947,883.43"
所有者权益(或股东权益)合计,"732,782,383.20","962,228,944.19","1,178,105,640.68","1,320,130,617.15","1,389,457,346.49","2,269,328,416.84","2,337,834,363.96","2,425,631,102.36","2,501,594,492.11","2,514,387,496.32","2,575,939,329.30","2,699,070,694.62","2,695,496,323.65","2,666,682,012.98","2,692,161,609.50","2,790,801,783.20","2,844,065,464.83","2,784,608,513.61"
资产总计,"1,036,964,421.01","1,378,631,516.28","1,667,808,910.79","2,005,130,642.21","1,964,441,734.05","3,031,338,547.57","2,997,244,215.09","2,999,959,321.14","3,065,809,041.12","3,098,969,545.08","3,339,708,246.29","3,401,502,306.66","3,463,003,951.14","3,314,649,474.05","3,656,935,948.05","4,100,881,472.46","4,029,658,072.67","4,281,922,883.86"
负债和所有者(或股东权益)合计,"1,036,964,421.01","1,378,631,516.28","1,667,808,910.79","2,005,130,642.21","1,964,441,734.05","3,031,338,547.57","2,997,244,215.09","2,999,959,321.14","3,065,809,041.12","3,098,969,545.08","3,339,708,246.29","3,401,502,306.66","3,463,003,951.14","3,314,649,474.05","3,656,935,948.05","4,100,881,472.46","4,029,658,072.67","4,281,922,883.86"
