科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
流动负债合计,"131,396,439.70","178,721,922.31","96,492,549.96","132,146,962.63","85,874,267.75","133,986,638.43","131,477,635.45","133,168,711.85","132,029,474.96","161,684,858.07","230,462,224.80","1,083,167,391.20","1,383,735,839.52","1,262,548,952.41","1,440,295,236.68","1,889,565,475.83","2,159,387,219.06","2,343,352,212.16","2,398,081,750.63","2,523,802,643.41","2,651,664,946.60","2,786,328,429.80"
可供出售金融资产,,,"450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","26,850,000.00","26,850,000.00","26,850,000.00","30,500,405.56","30,500,405.56","30,500,405.56"
长期借款,"35,000,000.00","134,450,000.00","107,350,000.00","67,800,000.00","53,250,000.00","52,250,000.00","45,375,000.00","32,375,000.00","15,500,000.00","15,500,000.00","10,850,000.00","170,566,219.25","140,879,332.91","136,545,999.59","161,500,000.12","152,966,666.80","152,133,333.48","146,200,000.00","102,700,000.00","106,900,000.00","128,200,000.00","94,600,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,"11,225,421.81","11,225,421.81","11,225,421.81","11,225,421.81","31,555,247.47","39,544,803.07"
长期应付款,"53,577,643.85","89,036,725.72",,,,,,,,,,,"24,097,670.38","19,388,513.44","14,634,302.19","11,099,432.09","4,242,500.28","36,014,210.03","30,078,421.15","85,579,961.89","84,339,412.51","78,052,699.39"
长期股权投资,"19,600,000.00","19,143,495.65","18,749,833.39","19,173,007.01","18,291,400.30","18,489,856.17","18,717,378.37","18,978,963.65","18,745,314.81","18,957,001.89","19,168,036.54","32,492,177.89","32,760,847.63","59,316,287.69","101,036,814.25","99,545,207.36","87,274,810.59","86,808,407.98","87,914,026.59","84,174,187.68","102,958,600.10","102,458,600.10"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"399,270,723.22","590,222,155.21","392,593,522.93","386,473,101.46","389,693,215.36","387,110,757.32","379,870,213.10","443,860,237.96","449,529,634.44","440,106,627.68","428,950,219.43","603,646,445.17","658,900,536.01","647,394,696.06","649,178,008.99","815,437,217.17","1,053,227,451.58","1,106,394,632.80","839,566,032.25","810,312,846.19","1,039,530,782.45","1,032,611,418.33"
递延所得税负债,,,,,,,,,,,,"4,072,314.54","3,888,445.32","3,704,576.10","3,520,706.89","3,336,837.67","4,021,422.92","3,808,535.33","2,785,230.01","3,152,968.45","2,417,491.58","2,233,622.36"
在建工程,"1,972,149.50","5,997,120.92","11,754,898.50","21,194,618.64","46,851,594.24","58,164,799.39","81,082,669.66","30,039,067.10","45,966,733.49","60,210,433.31","75,466,298.15","92,589,313.09","330,645,429.45","397,696,504.25","497,932,804.97","598,861,407.41","517,853,134.95","524,132,241.56","342,782,727.20","536,963,264.31","337,249,821.12","409,972,146.33"
其他非流动负债,"1,895,111.18","2,856,902.38","7,467,269.44","7,292,063.46",,,,,,,,,,,,,,,,"11,888,856.46",,"13,237,388.77"
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"90,472,755.03","226,343,628.10","114,817,269.44","75,092,063.46","60,365,878.80","59,470,514.30","52,407,705.27","39,219,816.41","22,666,751.55","22,478,862.69","17,957,573.83","211,463,988.56","196,794,358.62","187,380,110.28","241,000,141.49","235,010,723.38","210,896,579.63","236,334,178.76","187,309,010.54","258,313,786.80","276,326,291.54","259,493,097.97"
固定资产清理,,,,,,,,,,,,,,,,,,,"58,430.52",,,
负债合计,"221,869,194.73","405,065,550.41","211,309,819.40","207,239,026.09","146,240,146.55","193,457,152.73","183,885,340.72","172,388,528.26","154,696,226.51","184,163,720.76","248,419,798.63","1,294,631,379.76","1,580,530,198.14","1,449,929,062.69","1,681,295,378.17","2,124,576,199.21","2,370,283,798.69","2,579,686,390.92","2,585,390,761.17","2,782,116,430.21","2,927,991,238.14","3,045,821,527.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"162,180,000.00","162,180,000.00","162,180,000.00","162,180,000.00","162,180,000.00","216,240,000.00","216,240,000.00","216,240,000.00","216,240,000.00","216,240,000.00","216,240,000.00","298,781,257.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00","348,806,268.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"113,457,968.82","113,457,968.82","113,457,968.82","113,457,968.82","113,457,968.82","306,245,989.82","306,245,989.82","306,245,989.82","310,345,989.82","310,345,989.82","310,345,989.82","1,877,804,460.25","2,807,913,419.14","2,807,913,419.14","2,807,913,419.14","2,782,566,990.40","2,706,014,165.14","2,704,445,679.26","2,699,064,380.19","2,630,644,699.85","2,704,653,665.65","2,708,713,446.99"
无形资产,"40,618,249.72","40,364,522.01","39,476,904.63","38,621,431.30","38,334,240.19","38,065,535.75","37,777,404.65","37,489,273.55","37,205,742.47","36,994,056.36","37,176,951.41","126,000,840.45","124,128,406.50","121,444,797.75","118,918,518.02","128,771,583.65","128,241,070.28","126,813,108.55","124,676,495.82","132,335,846.45","144,627,973.57","139,947,718.59"
盈余公积,"7,996,428.27","12,900,997.57","18,921,505.51","18,921,505.51","25,282,680.10","25,282,680.10","25,282,680.10","25,282,680.10","33,267,343.57","33,267,343.57","33,267,343.57","33,267,343.57","42,932,506.39","42,932,506.39","42,932,506.39","42,932,506.39","59,196,963.89","59,196,963.89","59,196,963.89","59,198,119.34","64,086,183.03","61,226,692.11"
开发支出,,,,,,,,,,,,"7,253,273.19","10,749,216.73","10,749,216.73","41,501,299.04","51,713,946.06","35,869,774.55","47,494,233.37","54,950,093.34","56,238,837.43","98,715,515.58","104,329,465.54"
减:库存股,,,,,,,,,,,,,,,,,,,,,,"2,869,930.00"
商誉,,,,,,,,,,,"6,049,959.95","756,605,909.93","763,277,553.11","763,277,553.11","763,277,553.11","815,454,066.71","813,697,973.69","813,697,973.69","763,277,553.11","748,682,042.23","762,574,172.67","762,574,172.67"
未分配利润,"68,577,868.95","100,203,770.72","135,969,092.32","162,376,419.80","165,278,772.00","168,448,477.24","184,439,527.59","225,934,436.19","211,351,111.44","215,218,055.64","217,793,282.16","283,478,428.17","350,199,928.77","359,249,972.04","385,099,039.54","489,898,090.78","551,175,740.72","549,047,704.12","686,186,617.05","754,045,782.12","836,881,731.04","835,703,369.57"
长期待摊费用,,,,,"3,530,294.01","3,454,078.46","3,377,862.87","3,376,981.93","3,362,945.66","3,274,943.18","3,186,940.70","11,412,919.62","11,038,804.03","17,915,238.68","19,849,016.59","24,135,064.63","29,274,341.33","36,589,404.17","32,798,945.49","34,867,895.29","38,004,195.59","25,668,286.79"
少数股东权益,"-175,735.36","-175,699.79","-162,489.97","-126,069.89","-129,596.34","-115,859.15","-102,658.91","-107,857.73","-98,951.53","-82,260.67","481,018.60","56,643,931.08","58,339,228.02","51,989,979.47","130,518,459.97","122,853,329.63","120,564,776.34","103,053,058.25","47,487,186.69","72,328,246.08","45,248,298.85","38,626,965.79"
递延所得税资产,"799,939.38","2,392,978.30","918,214.89","1,407,904.98","1,527,676.48","1,229,916.96","1,538,533.90","1,561,015.51","2,040,767.00","1,315,777.50","1,316,598.64","17,537,233.59","17,128,022.52","16,294,513.82","17,557,324.75","13,480,334.56","45,012,951.21","41,109,466.46","37,418,650.97","54,409,319.14","57,559,696.27","67,864,358.18"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"20,897,303.64","12,300,999.56",,"12,163,123.28","4,285,222.00","3,033,422.34","15,945,436.34","23,702,538.20","30,458,270.80","41,495,343.43","42,855,570.83","98,548,225.58","14,106,200.00","12,474,500.00","62,583,900.00","62,481,621.23","73,271,298.37","98,676,349.63","108,925,727.62","90,895,496.43","104,657,674.70","79,017,115.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"483,158,365.46","670,421,271.65","463,943,374.34","479,483,186.67","502,963,642.58","509,998,366.39","538,759,498.89","559,458,077.90","587,759,408.67","602,804,183.35","614,620,575.65","1,746,536,338.51","1,963,185,015.98","2,047,013,308.09","2,272,285,239.72","2,610,330,448.78","2,821,798,228.36","2,919,791,240.02","2,430,444,104.72","2,590,605,562.52","2,747,934,085.08","2,794,488,491.12"
所有者权益(或股东权益)合计,"352,036,530.68","388,696,823.77","430,396,126.87","456,814,480.87","466,082,566.85","716,717,209.14","733,245,094.57","774,623,245.16","771,970,291.87","775,247,195.85","778,194,008.30","2,551,374,802.87","3,609,199,928.55","3,613,231,594.50","3,718,333,370.82","3,789,673,722.92","3,786,455,194.72","3,766,020,713.59","3,842,851,530.31","3,867,849,116.66","4,001,885,265.61","3,993,057,017.06"
资产总计,"573,905,725.41","793,762,374.18","641,705,946.27","664,053,506.96","612,322,713.40","910,174,361.87","917,130,435.29","947,011,773.42","926,666,518.38","959,410,916.61","1,026,613,806.93","3,846,006,182.63","5,189,730,126.69","5,063,160,657.19","5,399,628,748.99","5,914,249,922.13","6,156,738,993.41","6,345,707,104.51","6,428,242,291.48","6,649,965,546.87","6,929,876,503.75","7,038,878,544.83"
负债和所有者(或股东权益)合计,"573,905,725.41","793,762,374.18","641,705,946.27","664,053,506.96","612,322,713.40","910,174,361.87","917,130,435.29","947,011,773.42","926,666,518.38","959,410,916.61","1,026,613,806.93","3,846,006,182.63","5,189,730,126.69","5,063,160,657.19","5,399,628,748.99","5,914,249,922.13","6,156,738,993.41","6,345,707,104.51","6,428,242,291.48","6,649,965,546.87","6,929,876,503.75","7,038,878,544.83"
