科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动现金流出小计,"389,334,769.09","483,796,711.51","682,633,418.78","387,320,993.85",,"805,942,162.74","247,968,374.29","483,188,053.91","749,502,597.06","968,319,732.67","137,298,091.90"
偿还债务支付的现金,"24,614,200.00",,,,,,,"20,427,000.00","57,039,056.53","83,465,856.53","19,523,700.00"
经营活动产生的现金流量净额,"37,061,589.50","54,250,469.30","35,967,834.96","24,975,368.73","46,760,916.18","78,177,014.52","-14,375,346.97","-11,465,770.91","-12,898,253.53","-4,103,342.20","82,841,649.23"
分配股利、利润或偿还利息支付的现金,"2,996,068.47","3,738,000.00","14,303,120.00","8,281,754.00",,"8,347,140.34","39,421.67","11,971,538.58","12,180,694.22","12,290,639.65","55,889.32"
收回投资收到的现金,,,,,,,,,,"151,410,678.36",
支付其他与筹资活动有关的现金,,,,,,"22,063,900.00",,,,,
取得投资收益收到的现金,"2,457,410.00","925,141.27","2,115,224.00",,,,"10,678.36","297,467.40","770,782.47","2,251,128.78","5,839,874.95"
筹资活动现金流出小计,"27,610,268.47","3,738,000.00","14,303,120.00","8,281,754.00",,"30,411,040.34","39,421.67","32,398,538.58","69,219,750.75","95,756,496.18","19,579,589.32"
处置固定资产、无形资产和其他长期资产收回的现金净额,"474,890.13","6,570.00","448,396.10",644.73,,"2,409,491.04",,,"154,767.70","159,970.12",
筹资活动产生的现金流量净额,"-2,980,868.47","21,142,000.00","-14,303,120.00","-7,107,047.94",,"204,199,680.93","2,103,112.73","22,858,793.31","12,401,181.14","15,120,030.71","-328,989.32"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-590,931.46","300,504.87","1,323,656.41","847,217.61",,"3,966,209.30","-421,360.60","-720,333.09","-1,738,534.70","-1,498,572.06","-1,557,152.56"
收到其他与投资活动有关的现金,,,,,,,,"32,000,000.00","62,000,000.00",,"132,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"2,932,300.13","931,711.27","2,563,620.10",644.73,,"2,409,491.04","10,678.36","32,297,467.40","62,925,550.17","153,821,777.26","137,839,874.95"
五、现金及现金等价物净增加额,"490,420.47","57,640,912.08","-8,476,310.63","2,131,734.11",,"229,681,178.07","-53,620,665.09","-209,884,277.78","-273,663,766.06","-200,843,232.87","19,012,013.90"
购建固定资产、无形资产和其他长期资产支付的现金,"35,931,669.23","18,583,773.36","33,548,302.10","15,428,173.02",,"57,914,941.72","24,785,665.08","44,015,550.96","54,914,825.61","79,241,881.55","7,213,368.40"
期初现金及现金等价物余额,"40,566,398.41","41,056,818.88","98,697,730.96","90,221,420.33",,"90,221,420.33","319,902,598.40","319,902,598.40","319,902,598.40","319,902,598.40","119,059,365.53"
投资支付的现金,,"400,000.00","480,000.00",,,,"16,152,083.53","36,838,883.53","50,438,883.53","269,236,278.53","20,570,000.00"
期末现金及现金等价物余额,"41,056,818.88","98,697,730.96","90,221,420.33","92,353,154.44",,"319,902,598.40","266,281,933.31","110,018,320.62","46,238,832.34","119,059,365.53","138,071,379.43"
